,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Judges Scientific PLC - Rating: 1% - Upside: 139%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2024,5/15/2024,11.800,00,,,,,,,,,,0.73%,11.800,00,86.00,10.952,80,4.524,13,7.980,00,113%,-7%,0.79%,1.90%,0.73%,-61.10%,-61.10%,0,1.08%,-3.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/16/2024,11.650,00,,,,,,,,,,0.74%,11.650,00,86.00,10.952,80,4.524,13,7.980,00,111%,-6%,0.79%,1.90%,0.74%,-60.60%,-60.60%,0,1.08%,-4.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/17/2024,11.650,00,,,,,,,,,,0.74%,11.650,00,86.00,10.952,80,4.524,13,7.980,00,111%,-6%,0.79%,1.90%,0.74%,-60.60%,-60.60%,0,1.08%,-4.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/20/2024,11.650,00,,,,,,,,,,0.74%,11.650,00,86.00,10.952,80,4.524,13,7.980,00,111%,-6%,0.79%,1.90%,0.74%,-60.60%,-60.60%,0,1.08%,-4.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/21/2024,10.800,00,,,,,,,,,,0.80%,10.800,00,86.00,10.952,80,4.524,13,7.980,00,98%,1%,0.79%,1.90%,0.80%,-57.50%,-57.50%,0,1.08%,-11.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/22/2024,10.900,00,,,,,,,,,,0.79%,10.900,00,86.00,10.952,80,4.524,13,7.980,00,99%,0%,0.79%,1.90%,0.79%,-57.89%,-57.89%,0,1.08%,-11.02%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/23/2024,11.300,00,,,,,,,,,,0.76%,11.300,00,86.00,10.952,80,4.524,13,7.980,00,105%,-3%,0.79%,1.90%,0.76%,-59.38%,-59.38%,0,1.08%,-7.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/24/2024,11.500,00,,,,,,,,,,0.75%,11.500,00,86.00,10.952,80,4.524,13,7.980,00,109%,-5%,0.79%,1.90%,0.75%,-60.09%,-60.09%,0,1.08%,-6.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/27/2024,,,,,,,,,,,0.75%,11.500,00,86.00,10.952,80,4.524,13,7.980,00,109%,-5%,0.79%,1.90%,0.75%,-60.09%,-60.09%,0,1.08%,-6.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/28/2024,11.400,00,,,,,,,,,,0.75%,11.400,00,86.00,10.952,80,4.524,13,7.980,00,107%,-4%,0.79%,1.90%,0.75%,-59.74%,-59.74%,0,1.08%,-6.94%,,,,,,,,,,,,
