,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,CRH ID,CRH PLC,,,,,,,,,,108%,-5%,$8.790,00,$  3.340,92,$    4.531,31,$      9.704,00,$  8.363,60,0.05%,0.01%,0.03%,0.08%,458.45%,458.45%,127%,,,,,,,NO,,,0.04%,0.01%,0.03%,0.01%,3
,,,,,,,,,,,,,,,,,,2016,1/22/2016,1.844,00,,,4/7/2015,,4/6/2015,,,,,0.03%,1.844,00,0.63,4.346,71,1.736,33,2.355,00,4%,136%,0.01%,0.04%,0.07%,376.68%,376.83%,2.69,0.03%,-4.60%,,2011,0.63,0.00%,1/1/1981,1981,,14,,,,
,,,,,,,,,,,,,,,,,,2016,1/25/2016,1.849,00,,,4/13/2015,,4/13/2015,,,,,0.03%,1.849,00,0.63,4.346,71,1.736,33,2.355,00,4%,135%,0.01%,0.04%,0.07%,375.39%,375.54%,2.69,0.03%,-4.35%,,2012,0.63,0.00%,1/1/1982,1982,,15,,,,
,,,,,,,,,,,,,,,,,,2016,1/26/2016,1.836,00,,,4/20/2015,,4/20/2015,,,,,0.03%,1.836,00,0.63,4.346,71,1.736,33,2.355,00,4%,137%,0.01%,0.04%,0.07%,378.76%,378.90%,2.69,0.03%,-5.02%,,2013,0.63,0.00%,1/1/1983,1983,,16,,,,
,,,,,,,,,,,,,,,,,,2016,1/27/2016,1.865,00,,,4/27/2015,,4/27/2015,,,,,0.03%,1.865,00,0.63,4.346,71,1.736,33,2.355,00,5%,133%,0.01%,0.04%,0.06%,371.31%,371.46%,2.69,0.03%,-3.52%,,2014,0.63,0.00%,1/1/1984,1984,,17,,,,
,,,,,,,,,,,,,,,,,,2016,1/28/2016,1.787,00,,,5/5/2015,,5/4/2015,,,,,0.04%,1.787,00,0.63,4.346,71,1.736,33,2.355,00,2%,143%,0.01%,0.04%,0.07%,391.89%,392.04%,2.69,0.03%,-7.55%,,2015,0.63,0.00%,1/1/1985,1985,,18,,,,
,,,,,,,,,,,,,,,,,,2016,1/29/2016,1.854,00,,,5/11/2015,,5/11/2015,,,,,0.03%,1.854,00,0.63,4.346,71,1.736,33,2.355,00,5%,134%,0.01%,0.04%,0.07%,374.11%,374.26%,2.69,0.03%,-4.09%,,2016,0.63,0.48%,1/1/1986,1986,,19,,,,
,,,,,,,,,,,,,,,,,,2016,2/1/2016,1.849,00,,,5/18/2015,,5/18/2015,,,,,0.03%,1.849,00,0.63,4.346,71,1.736,33,2.355,00,4%,135%,0.01%,0.04%,0.07%,375.39%,375.54%,2.69,0.03%,-4.35%,,2017,0.65,4.14%,1/1/1987,1987,,20,,,,
,,,,,,,,,,,,,,,,,,2016,2/2/2016,1.788,00,,,5/26/2015,,5/26/2015,,,,,0.04%,1.788,00,0.63,4.346,71,1.736,33,2.355,00,2%,143%,0.01%,0.04%,0.07%,391.61%,391.76%,2.69,0.03%,-7.50%,,2018,0.68,4.59%,1/1/1988,1988,,21,,,,
,,,,,,,,,,,,,,,,,,2016,2/3/2016,1.741,00,,,6/1/2015,,6/1/2015,,,,,0.04%,1.741,00,0.63,4.346,71,1.736,33,2.355,00,0%,150%,0.01%,0.04%,0.07%,404.88%,405.04%,2.69,0.03%,-9.93%,,2019,0.72,5.85%,1/1/1989,1989,,22,,,,
,,,,,,,,,,,,,,,,,,2016,2/4/2016,1.776,00,,,6/8/2015,,6/8/2015,,,,,0.04%,1.776,00,0.63,4.346,71,1.736,33,2.355,00,2%,145%,0.01%,0.04%,0.07%,394.93%,395.08%,2.69,0.03%,-8.12%,,2020,0.82,12.65%,1/1/1990,1990,,23,,,,
,,,,,,,,,,,,,,,,,,2016,2/5/2016,1.770,00,,,6/15/2015,,6/15/2015,,,,,0.04%,1.770,00,0.63,4.346,71,1.736,33,2.355,00,1%,146%,0.01%,0.04%,0.07%,396.61%,396.76%,2.69,0.03%,-8.43%,,2021,0.97,19.52%,1/1/1991,1991,,24,,,,
,,,,,,,,,,,,,,,,,,2016,2/8/2016,1.637,00,,,6/22/2015,,6/22/2015,,,,,0.04%,1.637,00,0.63,4.346,71,1.736,33,2.355,00,-4%,166%,0.01%,0.04%,0.07%,436.96%,437.12%,2.69,0.03%,-15.31%,,2022,1.13,16.09%,1/1/1992,1992,,25,,,,
,,,,,,,,,,,,,,,,,,2016,2/9/2016,1.639,00,,,6/29/2015,,6/29/2015,,,,,0.04%,1.639,00,0.63,4.346,71,1.736,33,2.355,00,-4%,165%,0.01%,0.04%,0.07%,436.30%,436.47%,2.69,0.03%,-15.21%,,2023,1.21,6.77%,1/1/1993,1993,,26,,,,
,,,,,,,,,,,,,,,,,,2016,2/10/2016,1.705,00,,,7/6/2015,,7/6/2015,,,,,0.04%,1.705,00,0.63,4.346,71,1.736,33,2.355,00,-1%,155%,0.01%,0.04%,0.07%,415.54%,415.70%,2.69,0.03%,-11.80%,,2024,1.21,0.00%,1/1/1994,1994,,27,,,,
,,,,,,,,,,,,,,,,,,2016,2/11/2016,1.660,00,,,7/13/2015,,7/13/2015,,,,,0.04%,1.660,00,0.63,4.346,71,1.736,33,2.355,00,-3%,162%,0.01%,0.04%,0.07%,429.52%,429.68%,2.69,0.03%,-14.12%,,2025,1.21,0.00%,1/1/1995,1995,,28,,,,
,,,,,,,,,,,,,,,,,,2016,2/12/2016,1.680,00,,,7/20/2015,,7/20/2015,,,,,0.04%,1.680,00,0.63,4.346,71,1.736,33,2.355,00,-2%,159%,0.01%,0.04%,0.07%,423.21%,423.37%,2.69,0.03%,-13.09%,,2026,1.21,0.00%,1/1/1996,1996,,29,,,,
,,,,,,,,,,,,,,,,,,2016,2/15/2016,1.724,00,,,7/27/2015,,7/27/2015,,,,,0.04%,1.724,00,0.63,4.346,71,1.736,33,2.355,00,0%,152%,0.01%,0.04%,0.07%,409.86%,410.02%,2.69,0.03%,-10.81%,,,,,1/1/1997,1997,,30,,,,
,,,,,,,,,,,,,,,,,,2016,2/16/2016,1.734,00,,,8/3/2015,,8/3/2015,,,,,0.04%,1.734,00,0.63,4.346,71,1.736,33,2.355,00,0%,151%,0.01%,0.04%,0.07%,406.92%,407.08%,2.69,0.03%,-10.29%,,,,,1/1/1998,1998,,31,,,,
,,,,,,,,,,,,,,,,,,2016,2/17/2016,1.796,00,,,8/10/2015,,8/10/2015,,,,,0.03%,1.796,00,0.63,4.346,71,1.736,33,2.355,00,2%,142%,0.01%,0.04%,0.07%,389.42%,389.57%,2.69,0.03%,-7.09%,,,,,1/1/1999,1999,,32,,,,
,,,,,,,,,,,,,,,,,,2016,2/18/2016,1.802,00,,,8/17/2015,,8/17/2015,,,,,0.03%,1.802,00,0.63,4.346,71,1.736,33,2.355,00,3%,141%,0.01%,0.04%,0.07%,387.79%,387.94%,2.69,0.03%,-6.78%,,,,,1/1/2000,2000,,33,,,,
,,,,,,,,,,,,,,,,,,2016,2/19/2016,1.791,00,,,8/24/2015,,8/24/2015,,,,,0.04%,1.791,00,0.63,4.346,71,1.736,33,2.355,00,2%,143%,0.01%,0.04%,0.07%,390.79%,390.94%,2.69,0.03%,-7.35%,,,,,1/1/2001,2001,,34,,,,
,,,,,,,,,,,,,,,,,,2016,2/22/2016,1.817,00,,,9/1/2015,,8/31/2015,,,,,0.03%,1.817,00,0.63,4.346,71,1.736,33,2.355,00,3%,139%,0.01%,0.04%,0.07%,383.76%,383.91%,2.69,0.03%,-6.00%,,,,,1/1/2002,2002,,35,,,,
,,,,,,,,,,,,,,,,,,2016,2/23/2016,1.812,00,,,9/7/2015,,9/8/2015,,,,,0.03%,1.812,00,0.63,4.346,71,1.736,33,2.355,00,3%,140%,0.01%,0.04%,0.07%,385.10%,385.25%,2.69,0.03%,-6.26%,,,,,1/1/2003,2003,,36,,,,
,,,,,,,,,,,,,,,,,,2016,2/24/2016,1.771,00,,,9/14/2015,,9/14/2015,,,,,0.04%,1.771,00,0.63,4.346,71,1.736,33,2.355,00,1%,145%,0.01%,0.04%,0.07%,396.33%,396.48%,2.69,0.03%,-8.38%,,,,,1/1/2004,2004,,37,,,,
,,,,,,,,,,,,,,,,,,2016,2/25/2016,1.793,00,,,9/21/2015,,9/21/2015,,,,,0.04%,1.793,00,0.63,4.346,71,1.736,33,2.355,00,2%,142%,0.01%,0.04%,0.07%,390.24%,390.39%,2.69,0.03%,-7.24%,,,,,1/1/2005,2005,,38,,,,
,,,,,,,,,,,,,,,,,,2016,2/26/2016,1.816,00,,,9/28/2015,,9/28/2015,,,,,0.03%,1.816,00,0.63,4.346,71,1.736,33,2.355,00,3%,139%,0.01%,0.04%,0.07%,384.03%,384.18%,2.69,0.03%,-6.05%,,,,,1/1/2006,2006,,39,,,,
,,,,,,,,,,,,,,,,,,2016,2/29/2016,1.844,00,,,10/5/2015,,10/5/2015,,,,,0.03%,1.844,00,0.63,4.346,71,1.736,33,2.355,00,4%,136%,0.01%,0.04%,0.07%,376.68%,376.83%,2.69,0.03%,-4.60%,,,,,1/1/2007,2007,,40,,,,
,,,,,,,,,,,,,,,,,,2016,3/1/2016,1.868,00,,,10/12/2015,,10/12/2015,,,,,0.03%,1.868,00,0.63,4.346,71,1.736,33,2.355,00,5%,133%,0.01%,0.04%,0.06%,370.56%,370.70%,2.69,0.03%,-3.36%,,,,,1/1/2008,2008,,41,,,,
,,,,,,,,,,,,,,,,,,2016,3/2/2016,1.850,00,,,10/19/2015,,10/19/2015,,,,,0.03%,1.850,00,0.63,4.346,71,1.736,33,2.355,00,4%,135%,0.01%,0.04%,0.07%,375.14%,375.28%,2.69,0.03%,-4.29%,,,,,1/1/2009,2009,,42,,,,
,,,,,,,,,,,,,,,,,,2016,3/3/2016,1.935,00,,,10/26/2015,,10/26/2015,,,,,0.03%,1.935,00,0.63,4.346,71,1.736,33,2.355,00,8%,125%,0.01%,0.04%,0.06%,354.26%,354.40%,2.69,0.03%,0.00%,,,,,1/1/2010,2010,,43,,,,
,,,,,,,,,,,,,,,,,,2016,3/4/2016,1.917,00,,,11/2/2015,,11/2/2015,,,,,0.03%,1.917,00,0.63,4.346,71,1.736,33,2.355,00,7%,127%,0.01%,0.04%,0.06%,358.53%,358.67%,2.69,0.03%,-0.93%,,,,,1/1/2011,2011,,44,,,,
,,,,,,,,,,,,,,,,,,2016,3/7/2016,1.901,00,,,11/9/2015,,11/9/2015,,,,,0.03%,1.901,00,0.63,4.346,71,1.736,33,2.355,00,6%,129%,0.01%,0.04%,0.06%,362.39%,362.53%,2.69,0.03%,-1.76%,,,,,1/1/2012,2012,,45,,,,
,,,,,,,,,,,,,,,,,,2016,3/8/2016,1.922,00,,,11/16/2015,,11/16/2015,,,,,0.03%,1.922,00,0.63,4.346,71,1.736,33,2.355,00,7%,126%,0.01%,0.04%,0.06%,357.34%,357.48%,2.69,0.03%,-0.67%,,,,,1/1/2013,2013,,46,,,,
,,,,,,,,,,,,,,,,,,2016,3/9/2016,1.917,00,,,11/23/2015,,11/23/2015,,,,,0.03%,1.917,00,0.63,4.346,71,1.736,33,2.355,00,7%,127%,0.01%,0.04%,0.06%,358.53%,358.67%,2.69,0.03%,-0.93%,,,,,1/1/2014,2014,,47,,,,
,,,,,,,,,,,,,,,,,,2016,3/10/2016,1.859,00,,,11/30/2015,,11/30/2015,,,,,0.03%,1.859,00,0.63,4.346,71,1.736,33,2.355,00,5%,134%,0.01%,0.04%,0.06%,372.83%,372.98%,2.69,0.03%,-3.93%,,,,,1/1/2015,2015,,48,,,,
,,,,,,,,,,,,,,,,,,2016,3/11/2016,1.940,00,,,12/7/2015,,12/7/2015,,,,,0.03%,1.940,00,0.63,4.346,71,1.736,33,2.355,00,8%,124%,0.01%,0.04%,0.06%,353.09%,353.23%,2.69,0.03%,0.00%,,,,,1/1/2016,2016,,49,,,,
,,,,,,,,,,,,,,,,,,2016,3/14/2016,1.955,00,,,12/14/2015,,12/14/2015,,,,,0.03%,1.955,00,0.63,4.346,71,1.736,33,2.355,00,8%,122%,0.01%,0.04%,0.06%,349.62%,349.75%,2.69,0.03%,0.00%,,,,,1/1/2017,2017,,50,,,,
,,,,,,,,,,,,,,,,,,2016,3/15/2016,1.934,00,,,12/21/2015,,12/21/2015,,,,,0.03%,1.934,00,0.63,4.346,71,1.736,33,2.355,00,8%,125%,0.01%,0.04%,0.06%,354.50%,354.64%,2.69,0.03%,-1.07%,,,,,1/1/2018,2018,,51,,,,
,,,,,,,,,,,,,,,,,,2016,3/16/2016,1.933,00,,,12/29/2015,,12/28/2015,,,,,0.03%,1.933,00,0.63,4.346,71,1.736,33,2.355,00,8%,125%,0.01%,0.04%,0.06%,354.73%,354.87%,2.69,0.03%,-1.13%,,,,,1/1/2019,2019,,52,,,,
,,,,,,,,,,,,,,,,,,2016,3/17/2016,1.947,00,,,1/4/2016,,1/4/2016,,,,,0.03%,1.947,00,0.63,4.346,71,1.736,33,2.355,00,8%,123%,0.01%,0.04%,0.06%,351.46%,351.60%,2.69,0.03%,-0.41%,,,,,1/1/2020,2020,,53,,,,
,,,,,,,,,,,,,,,,,,2016,3/18/2016,1.942,00,,,1/11/2016,,1/11/2016,,,,,0.03%,1.942,00,0.63,4.346,71,1.736,33,2.355,00,8%,124%,0.01%,0.04%,0.06%,352.63%,352.76%,2.69,0.03%,-0.66%,,,,,,,,54,,,,
,,,,,,,,,,,,,,,,,,2016,3/21/2016,1.928,00,,,1/18/2016,,1/19/2016,,,,,0.03%,1.928,00,0.63,4.346,71,1.736,33,2.355,00,7%,125%,0.01%,0.04%,0.06%,355.91%,356.05%,2.69,0.03%,-1.38%,,,,,,,,55,,,,
,,,,,,,,,,,,,,,,,,2016,3/22/2016,1.950,00,,,1/25/2016,,1/25/2016,,,,,0.03%,1.950,00,0.63,4.346,71,1.736,33,2.355,00,8%,123%,0.01%,0.04%,0.06%,350.77%,350.91%,2.69,0.03%,-0.26%,,,,,,,,56,,,,
,,,,,,,,,,,,,,,,,,2016,3/23/2016,1.938,00,,,2/1/2016,,2/1/2016,,,,,0.03%,1.938,00,0.63,4.346,71,1.736,33,2.355,00,8%,124%,0.01%,0.04%,0.06%,353.56%,353.70%,2.69,0.03%,-0.87%,,,,,,80%,,57,,,,
,,,,,,,,,,,,,,,,,,2016,3/24/2016,1.948,00,,,2/8/2016,,2/8/2016,,,,,0.03%,1.948,00,0.63,4.346,71,1.736,33,2.355,00,8%,123%,0.01%,0.04%,0.06%,351.23%,351.37%,2.69,0.03%,-0.36%,,,,,,81%,,58,,,,
,,,,,,,,,,,,,,,,,,2016,3/29/2016,1.970,00,,,2/15/2016,,2/16/2016,,,,,0.03%,1.970,00,0.63,4.346,71,1.736,33,2.355,00,9%,121%,0.01%,0.04%,0.06%,346.19%,346.33%,2.69,0.03%,0.00%,,,,,,82%,,59,,,,
,,,,,,,,,,,,,,,,,,2016,3/30/2016,1.986,00,,,2/22/2016,,2/22/2016,,,,,0.03%,1.986,00,0.63,4.346,71,1.736,33,2.355,00,10%,119%,0.01%,0.04%,0.06%,342.60%,342.73%,2.69,0.03%,0.00%,,,,,,83%,,60,,,,
,,,,,,,,,,,,,,,,,,2016,3/31/2016,1.966,00,,,2/29/2016,,2/29/2016,,,,,0.03%,1.966,00,0.63,4.346,71,1.736,33,2.355,00,9%,121%,0.01%,0.04%,0.06%,347.10%,347.24%,2.69,0.03%,-1.01%,,,,,,84%,,61,,,,
,,,,,,,,,,,,,,,,,,2016,4/1/2016,1.981,00,,,3/7/2016,,3/7/2016,,,,,0.03%,1.981,00,0.63,4.346,71,1.736,33,2.355,00,9%,119%,0.01%,0.04%,0.06%,343.72%,343.85%,2.69,0.03%,-0.25%,,,,,,85%,,62,,,,
,,,,,,,,,,,,,,,,,,2016,4/4/2016,1.976,00,,,3/14/2016,,3/14/2016,,,,,0.03%,1.976,00,0.63,4.346,71,1.736,33,2.355,00,9%,120%,0.01%,0.04%,0.06%,344.84%,344.97%,2.69,0.03%,-0.50%,,,,,,86%,,63,,,,
,,,,,,,,,,,,,,,,,,2016,4/5/2016,1.940,00,,,3/21/2016,,3/21/2016,,,,,0.03%,1.940,00,0.63,4.346,71,1.736,33,2.355,00,8%,124%,0.01%,0.04%,0.06%,353.09%,353.23%,2.69,0.03%,-2.32%,,,,,,87%,,64,,,,
,,,,,,,,,,,,,,,,,,2016,4/6/2016,1.980,00,,,3/29/2016,,3/28/2016,,,,,0.03%,1.980,00,0.63,4.346,71,1.736,33,2.355,00,9%,120%,0.01%,0.04%,0.06%,343.94%,344.08%,2.69,0.03%,-0.30%,,,,,,88%,,65,,,,
,,,,,,,,,,,,,,,,,,2016,4/7/2016,1.990,00,,,4/4/2016,,4/4/2016,,,,,0.03%,1.990,00,0.63,4.346,71,1.736,33,2.355,00,10%,118%,0.01%,0.04%,0.06%,341.71%,341.84%,2.69,0.03%,0.00%,,,,,,89%,,66,,,,
,,,,,,,,,,,,,,,,,,2016,4/8/2016,2.023,00,,,4/11/2016,,4/11/2016,,,,,0.03%,2.023,00,0.63,4.346,71,1.736,33,2.355,00,11%,115%,0.01%,0.04%,0.06%,334.50%,334.64%,2.69,0.03%,0.00%,,,,,,90%,,67,,,,
,,,,,,,,,,,,,,,,,,2016,4/11/2016,2.026,00,,,4/18/2016,,4/18/2016,,,,,0.03%,2.026,00,0.63,4.346,71,1.736,33,2.355,00,11%,115%,0.01%,0.04%,0.06%,333.86%,333.99%,2.69,0.03%,0.00%,,,,,,91%,,68,,,,
,,,,,,,,,,,,,,,,,,2016,4/12/2016,2.022,00,,,4/25/2016,,4/25/2016,,,,,0.03%,2.022,00,0.63,4.346,71,1.736,33,2.355,00,11%,115%,0.01%,0.04%,0.06%,334.72%,334.85%,2.69,0.03%,-0.20%,,,,,,92%,,69,,,,
,,,,,,,,,,,,,,,,,,2016,4/13/2016,2.050,00,,,5/3/2016,,5/2/2016,,,,,0.03%,2.050,00,0.63,4.346,71,1.736,33,2.355,00,12%,112%,0.01%,0.04%,0.06%,328.78%,328.91%,2.69,0.03%,0.00%,,,,,,93%,,70,,,,
,,,,,,,,,,,,,,,,,,2016,4/14/2016,2.050,00,,,5/9/2016,,5/9/2016,,,,,0.03%,2.050,00,0.63,4.346,71,1.736,33,2.355,00,12%,112%,0.01%,0.04%,0.06%,328.78%,328.91%,2.69,0.03%,0.00%,,,,,,94%,,71,,,,
,,,,,,,,,,,,,,,,,,2016,4/15/2016,2.035,00,,,5/16/2016,,5/16/2016,,,,,0.03%,2.035,00,0.63,4.346,71,1.736,33,2.355,00,11%,114%,0.01%,0.04%,0.06%,331.94%,332.07%,2.69,0.03%,-0.73%,,,,,,95%,,72,,,,
,,,,,,,,,,,,,,,,,,2016,4/18/2016,2.030,00,,,5/23/2016,,5/23/2016,,,,,0.03%,2.030,00,0.63,4.346,71,1.736,33,2.355,00,11%,114%,0.01%,0.04%,0.06%,333.00%,333.14%,2.69,0.03%,-0.98%,,,,,,96%,,73,,,,
,,,,,,,,,,,,,,,,,,2016,4/19/2016,2.023,00,,,5/31/2016,,5/31/2016,,,,,0.03%,2.023,00,0.63,4.346,71,1.736,33,2.355,00,11%,115%,0.01%,0.04%,0.06%,334.50%,334.64%,2.69,0.03%,-1.32%,,,,,,97%,,74,,,,
,,,,,,,,,,,,,,,,,,2016,4/20/2016,2.008,00,,,6/6/2016,,6/6/2016,,,,,0.03%,2.008,00,0.63,4.346,71,1.736,33,2.355,00,10%,116%,0.01%,0.04%,0.06%,337.75%,337.88%,2.69,0.03%,-2.05%,,,,,,98%,,75,,,,
,,,,,,,,,,,,,,,,,,2016,4/21/2016,2.004,00,,,6/13/2016,,6/13/2016,,,,,0.03%,2.004,00,0.63,4.346,71,1.736,33,2.355,00,10%,117%,0.01%,0.04%,0.06%,338.62%,338.76%,2.69,0.03%,-2.24%,,,,,,99%,,76,,,,
,,,,,,,,,,,,,,,,,,2016,4/22/2016,1.973,00,,,6/20/2016,,6/20/2016,,,,,0.03%,1.973,00,0.63,4.346,71,1.736,33,2.355,00,9%,120%,0.01%,0.04%,0.06%,345.51%,345.65%,2.69,0.03%,-3.76%,,,,,,100%,,77,,,,
,,,,,,,,,,,,,,,,,,2016,4/25/2016,1.981,00,,,6/27/2016,,6/27/2016,,,,,0.03%,1.981,00,0.63,4.346,71,1.736,33,2.355,00,9%,119%,0.01%,0.04%,0.06%,343.72%,343.85%,2.69,0.03%,-3.37%,,,,,,,,78,,,,
