,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,CRH ID,CRH PLC,,,,,,,,,,108%,-5%,$8.790,00,$  3.340,92,$    4.531,31,$      9.704,00,$  8.363,60,0.05%,0.01%,0.03%,0.08%,458.45%,458.45%,127%,,,,,,,NO,,,0.04%,0.01%,0.03%,0.01%,3
,,,,,,,,,,,,,,,,,,2017,1/6/2017,2.767,00,,,11/25/2019,,11/25/2019,,,,,0.02%,2.767,00,0.65,4.526,67,1.808,22,2.452,50,35%,64%,0.01%,0.04%,0.04%,217.67%,217.75%,2.062,0.03%,-2.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,1/9/2017,2.782,00,,,12/2/2019,,12/2/2019,,,,,0.02%,2.782,00,0.65,4.526,67,1.808,22,2.452,50,36%,63%,0.01%,0.04%,0.04%,215.96%,216.03%,2.062,0.03%,-1.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,1/10/2017,2.810,00,,,12/9/2019,,12/9/2019,,,,,0.02%,2.810,00,0.65,4.526,67,1.808,22,2.452,50,37%,61%,0.01%,0.04%,0.04%,212.81%,212.88%,2.062,0.03%,-0.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,1/11/2017,2.836,00,,,12/16/2019,,12/16/2019,,,,,0.02%,2.836,00,0.65,4.526,67,1.808,22,2.452,50,38%,60%,0.01%,0.04%,0.04%,209.94%,210.02%,2.062,0.03%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,1/12/2017,2.833,00,,,12/23/2019,,12/23/2019,,,,,0.02%,2.833,00,0.65,4.526,67,1.808,22,2.452,50,38%,60%,0.01%,0.04%,0.04%,210.27%,210.34%,2.062,0.03%,-0.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,1/13/2017,2.878,00,,,12/30/2019,,12/30/2019,,,,,0.02%,2.878,00,0.65,4.526,67,1.808,22,2.452,50,39%,57%,0.01%,0.04%,0.04%,205.42%,205.49%,2.062,0.03%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,1/16/2017,2.862,00,,,1/6/2020,,1/6/2020,,,,,0.02%,2.862,00,0.65,4.526,67,1.808,22,2.452,50,39%,58%,0.01%,0.04%,0.04%,207.13%,207.20%,2.062,0.03%,-0.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,1/17/2017,2.796,00,,,1/13/2020,,1/13/2020,,,,,0.02%,2.796,00,0.65,4.526,67,1.808,22,2.452,50,36%,62%,0.01%,0.04%,0.04%,214.38%,214.45%,2.062,0.03%,-2.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,1/18/2017,2.811,00,,,1/20/2020,,1/21/2020,,,,,0.02%,2.811,00,0.65,4.526,67,1.808,22,2.452,50,37%,61%,0.01%,0.04%,0.04%,212.70%,212.77%,2.062,0.03%,-2.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,1/19/2017,2.792,00,,,1/27/2020,,1/27/2020,,,,,0.02%,2.792,00,0.65,4.526,67,1.808,22,2.452,50,36%,62%,0.01%,0.04%,0.04%,214.83%,214.90%,2.062,0.03%,-2.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,1/20/2017,2.836,00,,,2/3/2020,,2/3/2020,,,,,0.02%,2.836,00,0.65,4.526,67,1.808,22,2.452,50,38%,60%,0.01%,0.04%,0.04%,209.94%,210.02%,2.062,0.03%,-1.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,1/23/2017,2.822,00,,,2/10/2020,,2/10/2020,,,,,0.02%,2.822,00,0.65,4.526,67,1.808,22,2.452,50,37%,60%,0.01%,0.04%,0.04%,211.48%,211.55%,2.062,0.03%,-1.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,1/24/2017,2.856,00,,,2/17/2020,,2/18/2020,,,,,0.02%,2.856,00,0.65,4.526,67,1.808,22,2.452,50,39%,58%,0.01%,0.04%,0.04%,207.77%,207.85%,2.062,0.03%,-0.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,1/25/2017,2.895,00,,,2/24/2020,,2/24/2020,,,,,0.02%,2.895,00,0.65,4.526,67,1.808,22,2.452,50,40%,56%,0.01%,0.04%,0.04%,203.63%,203.70%,2.062,0.03%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,1/26/2017,2.863,00,,,3/2/2020,,3/2/2020,,,,,0.02%,2.863,00,0.65,4.526,67,1.808,22,2.452,50,39%,58%,0.01%,0.04%,0.04%,207.02%,207.09%,2.062,0.03%,-1.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,1/27/2017,2.844,00,,,3/9/2020,,3/9/2020,,,,,0.02%,2.844,00,0.65,4.526,67,1.808,22,2.452,50,38%,59%,0.01%,0.04%,0.04%,209.07%,209.14%,2.062,0.03%,-1.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,1/30/2017,2.804,00,,,3/16/2020,,3/16/2020,,,,,0.02%,2.804,00,0.65,4.526,67,1.808,22,2.452,50,37%,61%,0.01%,0.04%,0.04%,213.48%,213.55%,2.062,0.03%,-3.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,1/31/2017,2.770,00,,,3/23/2020,,3/23/2020,,,,,0.02%,2.770,00,0.65,4.526,67,1.808,22,2.452,50,35%,63%,0.01%,0.04%,0.04%,217.33%,217.40%,2.062,0.03%,-4.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,2/1/2017,2.794,00,,,3/30/2020,,3/30/2020,,,,,0.02%,2.794,00,0.65,4.526,67,1.808,22,2.452,50,36%,62%,0.01%,0.04%,0.04%,214.60%,214.68%,2.062,0.03%,-3.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,2/2/2017,2.835,00,,,4/6/2020,,4/6/2020,,,,,0.02%,2.835,00,0.65,4.526,67,1.808,22,2.452,50,38%,60%,0.01%,0.04%,0.04%,210.05%,210.13%,2.062,0.03%,-2.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,2/3/2017,2.849,00,,,4/14/2020,,4/13/2020,,,,,0.02%,2.849,00,0.65,4.526,67,1.808,22,2.452,50,38%,59%,0.01%,0.04%,0.04%,208.53%,208.60%,2.062,0.03%,-1.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,2/6/2017,2.814,00,,,4/20/2020,,4/20/2020,,,,,0.02%,2.814,00,0.65,4.526,67,1.808,22,2.452,50,37%,61%,0.01%,0.04%,0.04%,212.37%,212.44%,2.062,0.03%,-2.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,2/7/2017,2.745,00,,,4/27/2020,,4/27/2020,,,,,0.02%,2.745,00,0.65,4.526,67,1.808,22,2.452,50,34%,65%,0.01%,0.04%,0.04%,220.22%,220.29%,2.062,0.03%,-5.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,2/8/2017,2.716,00,,,5/4/2020,,5/4/2020,,,,,0.02%,2.716,00,0.65,4.526,67,1.808,22,2.452,50,33%,67%,0.01%,0.04%,0.04%,223.64%,223.71%,2.062,0.03%,-6.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,2/9/2017,2.740,00,,,5/11/2020,,5/11/2020,,,,,0.02%,2.740,00,0.65,4.526,67,1.808,22,2.452,50,34%,65%,0.01%,0.04%,0.04%,220.80%,220.88%,2.062,0.03%,-5.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,2/10/2017,2.760,00,,,5/18/2020,,5/18/2020,,,,,0.02%,2.760,00,0.65,4.526,67,1.808,22,2.452,50,35%,64%,0.01%,0.04%,0.04%,218.48%,218.55%,2.062,0.03%,-4.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,2/13/2017,2.785,00,,,5/25/2020,,5/26/2020,,,,,0.02%,2.785,00,0.65,4.526,67,1.808,22,2.452,50,36%,63%,0.01%,0.04%,0.04%,215.62%,215.69%,2.062,0.03%,-3.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,2/14/2017,2.733,00,,,6/1/2020,,6/1/2020,,,,,0.02%,2.733,00,0.65,4.526,67,1.808,22,2.452,50,34%,66%,0.01%,0.04%,0.04%,221.62%,221.70%,2.062,0.03%,-5.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,2/15/2017,2.760,00,,,6/8/2020,,6/8/2020,,,,,0.02%,2.760,00,0.65,4.526,67,1.808,22,2.452,50,35%,64%,0.01%,0.04%,0.04%,218.48%,218.55%,2.062,0.03%,-4.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,2/16/2017,2.764,00,,,6/15/2020,,6/15/2020,,,,,0.02%,2.764,00,0.65,4.526,67,1.808,22,2.452,50,35%,64%,0.01%,0.04%,0.04%,218.02%,218.09%,2.062,0.03%,-4.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,2/17/2017,2.753,00,,,6/22/2020,,6/22/2020,,,,,0.02%,2.753,00,0.65,4.526,67,1.808,22,2.452,50,35%,64%,0.01%,0.04%,0.04%,219.29%,219.36%,2.062,0.03%,-4.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,2/20/2017,2.784,00,,,6/29/2020,,6/29/2020,,,,,0.02%,2.784,00,0.65,4.526,67,1.808,22,2.452,50,36%,63%,0.01%,0.04%,0.04%,215.73%,215.81%,2.062,0.03%,-3.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,2/21/2017,2.814,00,,,7/6/2020,,7/6/2020,,,,,0.02%,2.814,00,0.65,4.526,67,1.808,22,2.452,50,37%,61%,0.01%,0.04%,0.04%,212.37%,212.44%,2.062,0.03%,-2.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,2/22/2017,2.786,00,,,7/13/2020,,7/13/2020,,,,,0.02%,2.786,00,0.65,4.526,67,1.808,22,2.452,50,36%,62%,0.01%,0.04%,0.04%,215.51%,215.58%,2.062,0.03%,-3.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,2/23/2017,2.695,00,,,7/20/2020,,7/20/2020,,,,,0.02%,2.695,00,0.65,4.526,67,1.808,22,2.452,50,33%,68%,0.01%,0.04%,0.04%,226.16%,226.24%,2.062,0.03%,-6.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,2/24/2017,2.667,00,,,7/27/2020,,7/27/2020,,,,,0.02%,2.667,00,0.65,4.526,67,1.808,22,2.452,50,32%,70%,0.01%,0.04%,0.05%,229.58%,229.66%,2.062,0.03%,-7.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,2/27/2017,2.744,00,,,8/3/2020,,8/3/2020,,,,,0.02%,2.744,00,0.65,4.526,67,1.808,22,2.452,50,34%,65%,0.01%,0.04%,0.04%,220.34%,220.41%,2.062,0.03%,-5.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,2/28/2017,2.720,00,,,8/10/2020,,8/10/2020,,,,,0.02%,2.720,00,0.65,4.526,67,1.808,22,2.452,50,34%,66%,0.01%,0.04%,0.04%,223.16%,223.24%,2.062,0.03%,-6.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/1/2017,2.854,00,,,8/17/2020,,8/17/2020,,,,,0.02%,2.854,00,0.65,4.526,67,1.808,22,2.452,50,38%,59%,0.01%,0.04%,0.04%,207.99%,208.06%,2.062,0.03%,-1.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/2/2017,2.840,00,,,8/24/2020,,8/24/2020,,,,,0.02%,2.840,00,0.65,4.526,67,1.808,22,2.452,50,38%,59%,0.01%,0.04%,0.04%,209.51%,209.58%,2.062,0.03%,-1.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/3/2017,2.885,00,,,8/31/2020,,8/31/2020,,,,,0.02%,2.885,00,0.65,4.526,67,1.808,22,2.452,50,40%,57%,0.01%,0.04%,0.04%,204.68%,204.75%,2.062,0.03%,-0.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/6/2017,2.875,00,,,9/7/2020,,9/8/2020,,,,,0.02%,2.875,00,0.65,4.526,67,1.808,22,2.452,50,39%,57%,0.01%,0.04%,0.04%,205.74%,205.81%,2.062,0.03%,-0.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/7/2017,2.888,00,,,9/14/2020,,9/14/2020,,,,,0.02%,2.888,00,0.65,4.526,67,1.808,22,2.452,50,40%,57%,0.01%,0.04%,0.04%,204.36%,204.43%,2.062,0.03%,-0.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/8/2017,2.898,00,,,9/21/2020,,9/21/2020,,,,,0.02%,2.898,00,0.65,4.526,67,1.808,22,2.452,50,40%,56%,0.01%,0.04%,0.04%,203.31%,203.38%,2.062,0.03%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/9/2017,2.870,00,,,9/28/2020,,9/28/2020,,,,,0.02%,2.870,00,0.65,4.526,67,1.808,22,2.452,50,39%,58%,0.01%,0.04%,0.04%,206.27%,206.34%,2.062,0.03%,-0.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/10/2017,2.884,00,,,10/5/2020,,10/5/2020,,,,,0.02%,2.884,00,0.65,4.526,67,1.808,22,2.452,50,40%,57%,0.01%,0.04%,0.04%,204.79%,204.86%,2.062,0.03%,-0.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/13/2017,2.861,00,,,10/12/2020,,10/12/2020,,,,,0.02%,2.861,00,0.65,4.526,67,1.808,22,2.452,50,39%,58%,0.01%,0.04%,0.04%,207.24%,207.31%,2.062,0.03%,-1.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/14/2017,2.840,00,,,10/19/2020,,10/19/2020,,,,,0.02%,2.840,00,0.65,4.526,67,1.808,22,2.452,50,38%,59%,0.01%,0.04%,0.04%,209.51%,209.58%,2.062,0.03%,-2.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/15/2017,2.853,00,,,10/26/2020,,10/26/2020,,,,,0.02%,2.853,00,0.65,4.526,67,1.808,22,2.452,50,38%,59%,0.01%,0.04%,0.04%,208.10%,208.17%,2.062,0.03%,-1.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/16/2017,2.850,00,,,11/2/2020,,11/2/2020,,,,,0.02%,2.850,00,0.65,4.526,67,1.808,22,2.452,50,38%,59%,0.01%,0.04%,0.04%,208.42%,208.49%,2.062,0.03%,-1.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/17/2017,2.827,00,,,11/9/2020,,11/9/2020,,,,,0.02%,2.827,00,0.65,4.526,67,1.808,22,2.452,50,37%,60%,0.01%,0.04%,0.04%,210.93%,211.00%,2.062,0.03%,-2.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/20/2017,2.850,00,,,11/16/2020,,11/16/2020,,,,,0.02%,2.850,00,0.65,4.526,67,1.808,22,2.452,50,38%,59%,0.01%,0.04%,0.04%,208.42%,208.49%,2.062,0.03%,-1.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/21/2017,2.820,00,,,11/23/2020,,11/23/2020,,,,,0.02%,2.820,00,0.65,4.526,67,1.808,22,2.452,50,37%,61%,0.01%,0.04%,0.04%,211.70%,211.78%,2.062,0.03%,-2.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/22/2017,2.794,00,,,11/30/2020,,11/30/2020,,,,,0.02%,2.794,00,0.65,4.526,67,1.808,22,2.452,50,36%,62%,0.01%,0.04%,0.04%,214.60%,214.68%,2.062,0.03%,-3.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/23/2017,2.829,00,,,12/7/2020,,12/7/2020,,,,,0.02%,2.829,00,0.65,4.526,67,1.808,22,2.452,50,38%,60%,0.01%,0.04%,0.04%,210.71%,210.78%,2.062,0.03%,-2.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/24/2017,2.821,00,,,12/14/2020,,12/14/2020,,,,,0.02%,2.821,00,0.65,4.526,67,1.808,22,2.452,50,37%,60%,0.01%,0.04%,0.04%,211.59%,211.66%,2.062,0.03%,-2.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/27/2017,2.763,00,,,12/21/2020,,12/21/2020,,,,,0.02%,2.763,00,0.65,4.526,67,1.808,22,2.452,50,35%,64%,0.01%,0.04%,0.04%,218.13%,218.21%,2.062,0.03%,-4.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/28/2017,2.801,00,,,12/28/2020,,12/28/2020,,,,,0.02%,2.801,00,0.65,4.526,67,1.808,22,2.452,50,37%,62%,0.01%,0.04%,0.04%,213.82%,213.89%,2.062,0.03%,-3.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/29/2017,2.804,00,,,1/4/2021,,1/4/2021,,,,,0.02%,2.804,00,0.65,4.526,67,1.808,22,2.452,50,37%,61%,0.01%,0.04%,0.04%,213.48%,213.55%,2.062,0.03%,-3.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/30/2017,2.824,00,,,1/11/2021,,1/11/2021,,,,,0.02%,2.824,00,0.65,4.526,67,1.808,22,2.452,50,37%,60%,0.01%,0.04%,0.04%,211.26%,211.33%,2.062,0.03%,-2.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/31/2017,2.810,00,,,1/18/2021,,1/19/2021,,,,,0.02%,2.810,00,0.65,4.526,67,1.808,22,2.452,50,37%,61%,0.01%,0.04%,0.04%,212.81%,212.88%,2.062,0.03%,-3.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/3/2017,2.779,00,,,1/25/2021,,1/25/2021,,,,,0.02%,2.779,00,0.65,4.526,67,1.808,22,2.452,50,36%,63%,0.01%,0.04%,0.04%,216.30%,216.38%,2.062,0.03%,-4.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/4/2017,2.802,00,,,2/1/2021,,2/1/2021,,,,,0.02%,2.802,00,0.65,4.526,67,1.808,22,2.452,50,37%,62%,0.01%,0.04%,0.04%,213.70%,213.78%,2.062,0.03%,-3.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/5/2017,2.785,00,,,2/8/2021,,2/8/2021,,,,,0.02%,2.785,00,0.65,4.526,67,1.808,22,2.452,50,36%,63%,0.01%,0.04%,0.04%,215.62%,215.69%,2.062,0.03%,-3.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/6/2017,2.765,00,,,2/15/2021,,2/16/2021,,,,,0.02%,2.765,00,0.65,4.526,67,1.808,22,2.452,50,35%,64%,0.01%,0.04%,0.04%,217.90%,217.98%,2.062,0.03%,-4.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/7/2017,2.800,00,,,2/22/2021,,2/22/2021,,,,,0.02%,2.800,00,0.65,4.526,67,1.808,22,2.452,50,36%,62%,0.01%,0.04%,0.04%,213.93%,214.00%,2.062,0.03%,-3.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/10/2017,2.785,00,,,3/1/2021,,3/1/2021,,,,,0.02%,2.785,00,0.65,4.526,67,1.808,22,2.452,50,36%,63%,0.01%,0.04%,0.04%,215.62%,215.69%,2.062,0.03%,-3.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/11/2017,2.757,00,,,3/8/2021,,3/8/2021,,,,,0.02%,2.757,00,0.65,4.526,67,1.808,22,2.452,50,35%,64%,0.01%,0.04%,0.04%,218.82%,218.90%,2.062,0.03%,-4.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/12/2017,2.743,00,,,3/15/2021,,3/15/2021,,,,,0.02%,2.743,00,0.65,4.526,67,1.808,22,2.452,50,34%,65%,0.01%,0.04%,0.04%,220.45%,220.53%,2.062,0.03%,-5.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/13/2017,2.701,00,,,3/22/2021,,3/22/2021,,,,,0.02%,2.701,00,0.65,4.526,67,1.808,22,2.452,50,33%,68%,0.01%,0.04%,0.04%,225.44%,225.51%,2.062,0.03%,-6.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/18/2017,2.614,00,,,3/29/2021,,3/29/2021,,,,,0.03%,2.614,00,0.65,4.526,67,1.808,22,2.452,50,30%,73%,0.01%,0.04%,0.05%,236.27%,236.35%,2.062,0.03%,-9.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/19/2017,2.636,00,,,4/6/2021,,4/5/2021,,,,,0.02%,2.636,00,0.65,4.526,67,1.808,22,2.452,50,30%,72%,0.01%,0.04%,0.05%,233.46%,233.54%,2.062,0.03%,-9.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/20/2017,2.676,00,,,4/12/2021,,4/12/2021,,,,,0.02%,2.676,00,0.65,4.526,67,1.808,22,2.452,50,32%,69%,0.01%,0.04%,0.05%,228.48%,228.55%,2.062,0.03%,-7.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/21/2017,2.709,00,,,4/19/2021,,4/19/2021,,,,,0.02%,2.709,00,0.65,4.526,67,1.808,22,2.452,50,33%,67%,0.01%,0.04%,0.04%,224.47%,224.55%,2.062,0.03%,-6.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/24/2017,2.854,00,,,4/26/2021,,4/26/2021,,,,,0.02%,2.854,00,0.65,4.526,67,1.808,22,2.452,50,38%,59%,0.01%,0.04%,0.04%,207.99%,208.06%,2.062,0.03%,-1.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/25/2017,2.839,00,,,5/3/2021,,5/3/2021,,,,,0.02%,2.839,00,0.65,4.526,67,1.808,22,2.452,50,38%,59%,0.01%,0.04%,0.04%,209.62%,209.69%,2.062,0.03%,-2.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/26/2017,2.849,00,,,5/10/2021,,5/10/2021,,,,,0.02%,2.849,00,0.65,4.526,67,1.808,22,2.452,50,38%,59%,0.01%,0.04%,0.04%,208.53%,208.60%,2.062,0.03%,-1.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/27/2017,2.826,00,,,5/17/2021,,5/17/2021,,,,,0.02%,2.826,00,0.65,4.526,67,1.808,22,2.452,50,37%,60%,0.01%,0.04%,0.04%,211.04%,211.11%,2.062,0.03%,-2.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/28/2017,2.819,00,,,5/24/2021,,5/24/2021,,,,,0.02%,2.819,00,0.65,4.526,67,1.808,22,2.452,50,37%,61%,0.01%,0.04%,0.04%,211.81%,211.89%,2.062,0.03%,-2.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/2/2017,2.887,00,,,5/31/2021,,6/1/2021,,,,,0.02%,2.887,00,0.65,4.526,67,1.808,22,2.452,50,40%,57%,0.01%,0.04%,0.04%,204.47%,204.54%,2.062,0.03%,-0.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/3/2017,2.887,00,,,6/7/2021,,6/7/2021,,,,,0.02%,2.887,00,0.65,4.526,67,1.808,22,2.452,50,40%,57%,0.01%,0.04%,0.04%,204.47%,204.54%,2.062,0.03%,-0.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/4/2017,2.909,00,,,6/14/2021,,6/14/2021,,,,,0.02%,2.909,00,0.65,4.526,67,1.808,22,2.452,50,40%,56%,0.01%,0.04%,0.04%,202.17%,202.24%,2.062,0.03%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/5/2017,2.920,00,,,6/21/2021,,6/21/2021,,,,,0.02%,2.920,00,0.65,4.526,67,1.808,22,2.452,50,41%,55%,0.01%,0.04%,0.04%,201.03%,201.10%,2.062,0.03%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/8/2017,2.872,00,,,6/28/2021,,6/28/2021,,,,,0.02%,2.872,00,0.65,4.526,67,1.808,22,2.452,50,39%,58%,0.01%,0.04%,0.04%,206.06%,206.13%,2.062,0.03%,-1.64%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/9/2017,2.887,00,,,7/5/2021,,7/6/2021,,,,,0.02%,2.887,00,0.65,4.526,67,1.808,22,2.452,50,40%,57%,0.01%,0.04%,0.04%,204.47%,204.54%,2.062,0.03%,-1.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/10/2017,2.881,00,,,7/12/2021,,7/12/2021,,,,,0.02%,2.881,00,0.65,4.526,67,1.808,22,2.452,50,39%,57%,0.01%,0.04%,0.04%,205.10%,205.17%,2.062,0.03%,-1.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/11/2017,2.892,00,,,7/19/2021,,7/19/2021,,,,,0.02%,2.892,00,0.65,4.526,67,1.808,22,2.452,50,40%,57%,0.01%,0.04%,0.04%,203.94%,204.01%,2.062,0.03%,-0.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/12/2017,2.878,00,,,7/26/2021,,7/26/2021,,,,,0.02%,2.878,00,0.65,4.526,67,1.808,22,2.452,50,39%,57%,0.01%,0.04%,0.04%,205.42%,205.49%,2.062,0.03%,-1.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/15/2017,2.877,00,,,8/2/2021,,8/2/2021,,,,,0.02%,2.877,00,0.65,4.526,67,1.808,22,2.452,50,39%,57%,0.01%,0.04%,0.04%,205.53%,205.60%,2.062,0.03%,-1.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/16/2017,2.874,00,,,8/9/2021,,8/9/2021,,,,,0.02%,2.874,00,0.65,4.526,67,1.808,22,2.452,50,39%,58%,0.01%,0.04%,0.04%,205.85%,205.92%,2.062,0.03%,-1.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/17/2017,2.774,00,,,8/16/2021,,8/16/2021,,,,,0.02%,2.774,00,0.65,4.526,67,1.808,22,2.452,50,36%,63%,0.01%,0.04%,0.04%,216.87%,216.95%,2.062,0.03%,-5.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/18/2017,2.773,00,,,8/23/2021,,8/23/2021,,,,,0.02%,2.773,00,0.65,4.526,67,1.808,22,2.452,50,35%,63%,0.01%,0.04%,0.04%,216.99%,217.06%,2.062,0.03%,-5.03%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,5/19/2017,2.812,00,,,8/30/2021,,8/30/2021,,,,,0.02%,2.812,00,0.65,4.526,67,1.808,22,2.452,50,37%,61%,0.01%,0.04%,0.04%,212.59%,212.66%,2.062,0.03%,-3.70%,,,,,,,,,,,,
