,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,BATS LN,British American Tobacco,,,,,,,,,,44%,58%,$4.572,00,$   2.509,13,$  3.565,39,$      5.643,00,$  7.233,62,10.34%,3.30%,6.48%,10.18%,101.68%,101.68%,111%,,,,,,,NO,,,10.17%,3.14%,7.03%,0.10%,70
,,,,,,,,,,,,,,,,,,2023,12/26/2023,,,,,,,,,,,10.08%,2.290,00,230.88,6.986,10,2.423,27,3.443,39,-3%,205%,3.30%,9.53%,10.08%,99.65%,99.65%,0,6.71%,-59.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/27/2023,2.286,00,,,,,,,,,,10.10%,2.286,00,230.88,6.986,10,2.423,27,3.443,39,-3%,206%,3.30%,9.53%,10.10%,100.00%,100.00%,0,6.71%,-59.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/28/2023,2.282,50,,,,,,,,,,10.12%,2.282,50,230.88,6.986,10,2.423,27,3.443,39,-3%,206%,3.30%,9.53%,10.12%,100.31%,100.31%,0,6.71%,-59.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/29/2023,2.295,50,,,,,,,,,,10.06%,2.295,50,230.88,6.986,10,2.423,27,3.443,39,-3%,204%,3.30%,9.53%,10.06%,99.17%,99.17%,0,6.71%,-59.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/2/2024,2.331,50,,,,,,,,,,10.05%,2.331,50,234.36,7.091,40,2.459,80,3.495,29,-3%,204%,3.30%,9.53%,9.90%,96.10%,96.10%,0,6.71%,-58.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/3/2024,2.333,00,,,,,,,,,,10.05%,2.333,00,234.36,7.091,40,2.459,80,3.495,29,-3%,204%,3.30%,9.53%,9.90%,95.97%,95.97%,0,6.71%,-58.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/4/2024,2.366,50,,,,,,,,,,9.90%,2.366,50,234.36,7.091,40,2.459,80,3.495,29,-2%,200%,3.30%,9.53%,9.76%,93.20%,93.20%,0,6.71%,-58.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/5/2024,2.360,00,,,,,,,,,,9.93%,2.360,00,234.36,7.091,40,2.459,80,3.495,29,-2%,200%,3.30%,9.53%,9.78%,93.73%,93.73%,0,6.71%,-58.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/8/2024,2.371,00,,,,,,,,,,9.88%,2.371,00,234.36,7.091,40,2.459,80,3.495,29,-2%,199%,3.30%,9.53%,9.74%,92.83%,92.83%,0,6.71%,-57.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/9/2024,2.373,00,,,,,,,,,,9.88%,2.373,00,234.36,7.091,40,2.459,80,3.495,29,-2%,199%,3.30%,9.53%,9.73%,92.67%,92.67%,0,6.71%,-57.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/10/2024,2.352,50,,,,,,,,,,9.96%,2.352,50,234.36,7.091,40,2.459,80,3.495,29,-2%,201%,3.30%,9.53%,9.81%,94.35%,94.35%,0,6.71%,-58.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/11/2024,2.349,50,,,,,,,,,,9.97%,2.349,50,234.36,7.091,40,2.459,80,3.495,29,-2%,202%,3.30%,9.53%,9.83%,94.59%,94.59%,0,6.71%,-58.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/12/2024,2.348,00,,,,,,,,,,9.98%,2.348,00,234.36,7.091,40,2.459,80,3.495,29,-2%,202%,3.30%,9.53%,9.83%,94.72%,94.72%,0,6.71%,-58.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/15/2024,2.350,00,,,,,,,,,,9.97%,2.350,00,234.36,7.091,40,2.459,80,3.495,29,-2%,202%,3.30%,9.53%,9.82%,94.55%,94.55%,0,6.71%,-58.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/16/2024,2.349,00,,,,,,,,,,9.98%,2.349,00,234.36,7.091,40,2.459,80,3.495,29,-2%,202%,3.30%,9.53%,9.83%,94.64%,94.64%,0,6.71%,-58.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/17/2024,2.319,50,,,,,,,,,,10.10%,2.319,50,234.36,7.091,40,2.459,80,3.495,29,-3%,206%,3.30%,9.53%,9.95%,97.11%,97.11%,0,6.71%,-58.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/18/2024,2.289,00,,,,,,,,,,10.24%,2.289,00,234.36,7.091,40,2.459,80,3.495,29,-4%,210%,3.30%,9.53%,10.09%,99.74%,99.74%,0,6.71%,-59.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/19/2024,2.307,50,,,,,,,,,,10.16%,2.307,50,234.36,7.091,40,2.459,80,3.495,29,-3%,207%,3.30%,9.53%,10.01%,98.14%,98.14%,0,6.71%,-59.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/22/2024,2.334,50,,,,,,,,,,10.04%,2.334,50,234.36,7.091,40,2.459,80,3.495,29,-3%,204%,3.30%,9.53%,9.89%,95.84%,95.84%,0,6.71%,-58.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/23/2024,2.295,00,,,,,,,,,,10.21%,2.295,00,234.36,7.091,40,2.459,80,3.495,29,-4%,209%,3.30%,9.53%,10.06%,99.22%,99.22%,0,6.71%,-59.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/24/2024,2.313,50,,,,,,,,,,10.13%,2.313,50,234.36,7.091,40,2.459,80,3.495,29,-3%,207%,3.30%,9.53%,9.98%,97.62%,97.62%,0,6.71%,-59.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/25/2024,2.292,50,,,,,,,,,,10.22%,2.292,50,234.36,7.091,40,2.459,80,3.495,29,-4%,209%,3.30%,9.53%,10.07%,99.43%,99.43%,0,6.71%,-59.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/26/2024,2.333,00,,,,,,,,,,10.05%,2.333,00,234.36,7.091,40,2.459,80,3.495,29,-3%,204%,3.30%,9.53%,9.90%,95.97%,95.97%,0,6.71%,-58.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/29/2024,2.355,00,,,,,,,,,,9.95%,2.355,00,234.36,7.091,40,2.459,80,3.495,29,-2%,201%,3.30%,9.53%,9.80%,94.14%,94.14%,0,6.71%,-58.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/30/2024,2.352,00,,,,,,,,,,9.96%,2.352,00,234.36,7.091,40,2.459,80,3.495,29,-2%,202%,3.30%,9.53%,9.82%,94.39%,94.39%,0,6.71%,-58.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/31/2024,2.338,50,,,,,,,,,,10.02%,2.338,50,234.36,7.091,40,2.459,80,3.495,29,-3%,203%,3.30%,9.53%,9.87%,95.51%,95.51%,0,6.71%,-58.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/1/2024,2.339,50,,,,,,,,,,10.02%,2.339,50,234.36,7.091,40,2.459,80,3.495,29,-3%,203%,3.30%,9.53%,9.87%,95.43%,95.43%,0,6.71%,-58.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/2/2024,2.365,00,,,,,,,,,,9.91%,2.365,00,234.36,7.091,40,2.459,80,3.495,29,-2%,200%,3.30%,9.53%,9.76%,93.32%,93.32%,0,6.71%,-58.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/5/2024,2.378,00,,,,,,,,,,9.86%,2.378,00,234.36,7.091,40,2.459,80,3.495,29,-2%,198%,3.30%,9.53%,9.71%,92.26%,92.26%,0,6.71%,-57.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/6/2024,2.362,00,,,,,,,,,,9.92%,2.362,00,234.36,7.091,40,2.459,80,3.495,29,-2%,200%,3.30%,9.53%,9.77%,93.56%,93.56%,0,6.71%,-58.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/7/2024,2.319,00,,,,,,,,,,10.11%,2.319,00,234.36,7.091,40,2.459,80,3.495,29,-3%,206%,3.30%,9.53%,9.96%,97.15%,97.15%,0,6.71%,-58.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/8/2024,2.484,00,,,,,,,,,,9.43%,2.484,00,234.36,7.091,40,2.459,80,3.495,29,1%,185%,3.30%,9.53%,9.29%,84.06%,84.06%,0,6.71%,-55.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/9/2024,2.421,00,,,,,,,,,,9.68%,2.421,00,234.36,7.091,40,2.459,80,3.495,29,-1%,193%,3.30%,9.53%,9.54%,88.85%,88.85%,0,6.71%,-57.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/12/2024,2.435,00,,,,,,,,,,9.62%,2.435,00,234.36,7.091,40,2.459,80,3.495,29,-1%,191%,3.30%,9.53%,9.48%,87.76%,87.76%,0,6.71%,-56.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/13/2024,2.408,50,,,,,,,,,,9.73%,2.408,50,234.36,7.091,40,2.459,80,3.495,29,-1%,194%,3.30%,9.53%,9.59%,89.83%,89.83%,0,6.71%,-57.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/14/2024,2.399,00,,,,,,,,,,9.77%,2.399,00,234.36,7.091,40,2.459,80,3.495,29,-1%,196%,3.30%,9.53%,9.62%,90.58%,90.58%,0,6.71%,-57.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/15/2024,2.422,00,,,,,,,,,,9.68%,2.422,00,234.36,7.091,40,2.459,80,3.495,29,-1%,193%,3.30%,9.53%,9.53%,88.77%,88.77%,0,6.71%,-57.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/16/2024,2.413,50,,,,,,,,,,9.71%,2.413,50,234.36,7.091,40,2.459,80,3.495,29,-1%,194%,3.30%,9.53%,9.57%,89.43%,89.43%,0,6.71%,-57.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/19/2024,2.369,50,,,,,,,,,,9.89%,2.369,50,234.36,7.091,40,2.459,80,3.495,29,-2%,199%,3.30%,9.53%,9.74%,92.95%,92.95%,0,6.71%,-58.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/20/2024,2.383,50,,,,,,,,,,9.83%,2.383,50,234.36,7.091,40,2.459,80,3.495,29,-2%,198%,3.30%,9.53%,9.69%,91.82%,91.82%,0,6.71%,-57.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/21/2024,2.370,50,,,,,,,,,,9.89%,2.370,50,234.36,7.091,40,2.459,80,3.495,29,-2%,199%,3.30%,9.53%,9.74%,92.87%,92.87%,0,6.71%,-57.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/22/2024,2.382,00,,,,,,,,,,9.84%,2.382,00,234.36,7.091,40,2.459,80,3.495,29,-2%,198%,3.30%,9.53%,9.69%,91.94%,91.94%,0,6.71%,-57.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/23/2024,2.388,00,,,,,,,,,,9.81%,2.388,00,234.36,7.091,40,2.459,80,3.495,29,-2%,197%,3.30%,9.53%,9.67%,91.46%,91.46%,0,6.71%,-57.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/26/2024,2.371,50,,,,,,,,,,9.88%,2.371,50,234.36,7.091,40,2.459,80,3.495,29,-2%,199%,3.30%,9.53%,9.74%,92.79%,92.79%,0,6.71%,-57.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/27/2024,2.364,00,,,,,,,,,,9.91%,2.364,00,234.36,7.091,40,2.459,80,3.495,29,-2%,200%,3.30%,9.53%,9.77%,93.40%,93.40%,0,6.71%,-58.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/28/2024,2.333,50,,,,,,,,,,10.04%,2.333,50,234.36,7.091,40,2.459,80,3.495,29,-3%,204%,3.30%,9.53%,9.89%,95.93%,95.93%,0,6.71%,-58.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,2/29/2024,2.345,00,,,,,,,,,,9.99%,2.345,00,234.36,7.091,40,2.459,80,3.495,29,-2%,202%,3.30%,9.53%,9.85%,94.97%,94.97%,0,6.71%,-58.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/1/2024,2.334,50,,,,,,,,,,10.04%,2.334,50,234.36,7.091,40,2.459,80,3.495,29,-3%,204%,3.30%,9.53%,9.89%,95.84%,95.84%,0,6.71%,-58.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/4/2024,2.294,00,,,,,,,,,,10.22%,2.294,00,234.36,7.091,40,2.459,80,3.495,29,-4%,209%,3.30%,9.53%,10.06%,99.30%,99.30%,0,6.71%,-59.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/5/2024,2.303,50,,,,,,,,,,10.17%,2.303,50,234.36,7.091,40,2.459,80,3.495,29,-3%,208%,3.30%,9.53%,10.02%,98.48%,98.48%,0,6.71%,-59.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/6/2024,2.301,50,,,,,,,,,,10.18%,2.301,50,234.36,7.091,40,2.459,80,3.495,29,-3%,208%,3.30%,9.53%,10.03%,98.65%,98.65%,0,6.71%,-59.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/7/2024,2.289,00,,,,,,,,,,10.24%,2.289,00,234.36,7.091,40,2.459,80,3.495,29,-4%,210%,3.30%,9.53%,10.09%,99.74%,99.74%,0,6.71%,-59.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/8/2024,2.286,50,,,,,,,,,,10.25%,2.286,50,234.36,7.091,40,2.459,80,3.495,29,-4%,210%,3.30%,9.53%,10.10%,99.96%,99.96%,0,6.71%,-59.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/11/2024,2.319,00,,,,,,,,,,10.11%,2.319,00,234.36,7.091,40,2.459,80,3.495,29,-3%,206%,3.30%,9.53%,9.96%,97.15%,97.15%,0,6.71%,-58.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/12/2024,2.366,50,,,,,,,,,,9.90%,2.366,50,234.36,7.091,40,2.459,80,3.495,29,-2%,200%,3.30%,9.53%,9.76%,93.20%,93.20%,0,6.71%,-58.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/13/2024,2.395,50,,,,,,,,,,9.78%,2.395,50,234.36,7.091,40,2.459,80,3.495,29,-1%,196%,3.30%,9.53%,9.64%,90.86%,90.86%,0,6.71%,-57.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/14/2024,2.380,50,,,,,,,,,,9.84%,2.380,50,234.36,7.091,40,2.459,80,3.495,29,-2%,198%,3.30%,9.53%,9.70%,92.06%,92.06%,0,6.71%,-57.81%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/15/2024,2.340,50,,,,,,,,,,10.01%,2.340,50,234.36,7.091,40,2.459,80,3.495,29,-3%,203%,3.30%,9.53%,9.86%,95.34%,95.34%,0,6.71%,-58.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/18/2024,2.399,00,,,,,,,,,,9.77%,2.399,00,234.36,7.091,40,2.459,80,3.495,29,-1%,196%,3.30%,9.53%,9.62%,90.58%,90.58%,0,6.71%,-57.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/19/2024,2.412,00,,,,,,,,,,9.72%,2.412,00,234.36,7.091,40,2.459,80,3.495,29,-1%,194%,3.30%,9.53%,9.57%,89.55%,89.55%,0,6.71%,-57.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/20/2024,2.394,50,,,,,,,,,,9.79%,2.394,50,234.36,7.091,40,2.459,80,3.495,29,-1%,196%,3.30%,9.53%,9.64%,90.94%,90.94%,0,6.71%,-57.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/21/2024,2.362,00,,,,,,,,,,9.92%,2.362,00,234.36,7.091,40,2.459,80,3.495,29,-2%,200%,3.30%,9.53%,9.77%,93.56%,93.56%,0,6.71%,-58.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/22/2024,2.376,00,,,,,,,,,,9.86%,2.376,00,234.36,7.091,40,2.459,80,3.495,29,-2%,198%,3.30%,9.53%,9.72%,92.42%,92.42%,0,6.71%,-57.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/25/2024,2.375,50,,,,,,,,,,9.87%,2.375,50,234.36,7.091,40,2.459,80,3.495,29,-2%,199%,3.30%,9.53%,9.72%,92.46%,92.46%,0,6.71%,-57.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/26/2024,2.366,00,,,,,,,,,,9.91%,2.366,00,234.36,7.091,40,2.459,80,3.495,29,-2%,200%,3.30%,9.53%,9.76%,93.24%,93.24%,0,6.71%,-58.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/27/2024,2.389,00,,,,,,,,,,9.81%,2.389,00,234.36,7.091,40,2.459,80,3.495,29,-2%,197%,3.30%,9.53%,9.66%,91.38%,91.38%,0,6.71%,-57.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,3/28/2024,2.406,00,,,,,,,,,,9.74%,2.406,00,234.36,7.091,40,2.459,80,3.495,29,-1%,195%,3.30%,9.53%,9.60%,90.02%,90.02%,0,6.71%,-57.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/2/2024,2.404,00,,,,,,,,,,9.75%,2.404,00,234.36,7.091,40,2.459,80,3.495,29,-1%,195%,3.30%,9.53%,9.60%,90.18%,90.18%,0,6.71%,-57.40%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/3/2024,2.376,00,,,,,,,,,,9.86%,2.376,00,234.36,7.091,40,2.459,80,3.495,29,-2%,198%,3.30%,9.53%,9.72%,92.42%,92.42%,0,6.71%,-57.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/4/2024,2.356,00,,,,,,,,,,9.95%,2.356,00,234.36,7.091,40,2.459,80,3.495,29,-2%,201%,3.30%,9.53%,9.80%,94.06%,94.06%,0,6.71%,-58.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/5/2024,2.329,00,,,,,,,,,,10.06%,2.329,00,234.36,7.091,40,2.459,80,3.495,29,-3%,204%,3.30%,9.53%,9.91%,96.31%,96.31%,0,6.71%,-58.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/8/2024,2.332,00,,,,,,,,,,10.05%,2.332,00,234.36,7.091,40,2.459,80,3.495,29,-3%,204%,3.30%,9.53%,9.90%,96.05%,96.05%,0,6.71%,-58.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/9/2024,2.318,00,,,,,,,,,,10.11%,2.318,00,234.36,7.091,40,2.459,80,3.495,29,-3%,206%,3.30%,9.53%,9.96%,97.24%,97.24%,0,6.71%,-58.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/10/2024,2.308,00,,,,,,,,,,10.15%,2.308,00,234.36,7.091,40,2.459,80,3.495,29,-3%,207%,3.30%,9.53%,10.00%,98.09%,98.09%,0,6.71%,-59.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/11/2024,2.303,00,,,,,,,,,,10.18%,2.303,00,234.36,7.091,40,2.459,80,3.495,29,-3%,208%,3.30%,9.53%,10.03%,98.52%,98.52%,0,6.71%,-59.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/12/2024,2.307,00,,,,,,,,,,10.16%,2.307,00,234.36,7.091,40,2.459,80,3.495,29,-3%,207%,3.30%,9.53%,10.01%,98.18%,98.18%,0,6.71%,-59.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/15/2024,2.287,00,,,,,,,,,,10.25%,2.287,00,234.36,7.091,40,2.459,80,3.495,29,-4%,210%,3.30%,9.53%,10.10%,99.91%,99.91%,0,6.71%,-59.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/16/2024,2.267,00,,,,,,,,,,10.34%,2.267,00,234.36,7.091,40,2.459,80,3.495,29,-4%,213%,3.30%,9.53%,10.18%,101.68%,101.68%,0,6.71%,-59.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/17/2024,2.276,00,,,,,,,,,,10.30%,2.276,00,234.36,7.091,40,2.459,80,3.495,29,-4%,212%,3.30%,9.53%,10.14%,100.88%,100.88%,0,6.71%,-59.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/18/2024,2.293,00,,,,,,,,,,10.22%,2.293,00,234.36,7.091,40,2.459,80,3.495,29,-4%,209%,3.30%,9.53%,10.07%,99.39%,99.39%,0,6.71%,-59.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/19/2024,2.310,00,,,,,,,,,,10.15%,2.310,00,234.36,7.091,40,2.459,80,3.495,29,-3%,207%,3.30%,9.53%,9.99%,97.92%,97.92%,0,6.71%,-59.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/22/2024,2.360,00,,,,,,,,,,9.93%,2.360,00,234.36,7.091,40,2.459,80,3.495,29,-2%,200%,3.30%,9.53%,9.78%,93.73%,93.73%,0,6.71%,-58.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/23/2024,2.360,00,,,,,,,,,,9.93%,2.360,00,234.36,7.091,40,2.459,80,3.495,29,-2%,200%,3.30%,9.53%,9.78%,93.73%,93.73%,0,6.71%,-58.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/24/2024,2.346,00,,,,,,,,,,9.99%,2.346,00,234.36,7.091,40,2.459,80,3.495,29,-2%,202%,3.30%,9.53%,9.84%,94.88%,94.88%,0,6.71%,-58.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/25/2024,2.337,00,,,,,,,,,,10.03%,2.337,00,234.36,7.091,40,2.459,80,3.495,29,-3%,203%,3.30%,9.53%,9.88%,95.64%,95.64%,0,6.71%,-58.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/26/2024,2.326,00,,,,,,,,,,10.08%,2.326,00,234.36,7.091,40,2.459,80,3.495,29,-3%,205%,3.30%,9.53%,9.93%,96.56%,96.56%,0,6.71%,-58.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/29/2024,2.345,00,,,,,,,,,,9.99%,2.345,00,234.36,7.091,40,2.459,80,3.495,29,-2%,202%,3.30%,9.53%,9.85%,94.97%,94.97%,0,6.71%,-58.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,4/30/2024,2.351,00,,,,,,,,,,9.97%,2.351,00,234.36,7.091,40,2.459,80,3.495,29,-2%,202%,3.30%,9.53%,9.82%,94.47%,94.47%,0,6.71%,-58.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/1/2024,2.349,00,,,,,,,,,,9.98%,2.349,00,234.36,7.091,40,2.459,80,3.495,29,-2%,202%,3.30%,9.53%,9.83%,94.64%,94.64%,0,6.71%,-58.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/2/2024,2.371,00,,,,,,,,,,9.88%,2.371,00,234.36,7.091,40,2.459,80,3.495,29,-2%,199%,3.30%,9.53%,9.74%,92.83%,92.83%,0,6.71%,-57.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/3/2024,2.355,00,,,,,,,,,,9.95%,2.355,00,234.36,7.091,40,2.459,80,3.495,29,-2%,201%,3.30%,9.53%,9.80%,94.14%,94.14%,0,6.71%,-58.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/6/2024,,,,,,,,,,,9.95%,2.355,00,234.36,7.091,40,2.459,80,3.495,29,-2%,201%,3.30%,9.53%,9.80%,94.14%,94.14%,0,6.71%,-58.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/7/2024,2.387,00,,,,,,,,,,9.82%,2.387,00,234.36,7.091,40,2.459,80,3.495,29,-2%,197%,3.30%,9.53%,9.67%,91.54%,91.54%,0,6.71%,-57.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/8/2024,2.406,00,,,,,,,,,,9.74%,2.406,00,234.36,7.091,40,2.459,80,3.495,29,-1%,195%,3.30%,9.53%,9.60%,90.02%,90.02%,0,6.71%,-57.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/9/2024,2.401,00,,,,,,,,,,9.76%,2.401,00,234.36,7.091,40,2.459,80,3.495,29,-1%,195%,3.30%,9.53%,9.62%,90.42%,90.42%,0,6.71%,-57.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/10/2024,2.433,00,,,,,,,,,,9.63%,2.433,00,234.36,7.091,40,2.459,80,3.495,29,-1%,191%,3.30%,9.53%,9.49%,87.92%,87.92%,0,6.71%,-56.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/13/2024,2.460,00,,,,,,,,,,9.53%,2.460,00,234.36,7.091,40,2.459,80,3.495,29,0%,188%,3.30%,9.53%,9.39%,85.85%,85.85%,0,6.71%,-56.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/14/2024,2.465,00,,,,,,,,,,9.51%,2.465,00,234.36,7.091,40,2.459,80,3.495,29,0%,188%,3.30%,9.53%,9.37%,85.48%,85.48%,0,6.71%,-56.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/15/2024,2.466,00,,,,,,,,,,9.50%,2.466,00,234.36,7.091,40,2.459,80,3.495,29,0%,188%,3.30%,9.53%,9.36%,85.40%,85.40%,0,6.71%,-56.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/16/2024,2.486,00,,,,,,,,,,9.43%,2.486,00,234.36,7.091,40,2.459,80,3.495,29,1%,185%,3.30%,9.53%,9.29%,83.91%,83.91%,0,6.71%,-55.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/17/2024,2.475,00,,,,,,,,,,9.47%,2.475,00,234.36,7.091,40,2.459,80,3.495,29,0%,187%,3.30%,9.53%,9.33%,84.73%,84.73%,0,6.71%,-56.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,5/20/2024,2.476,00,,,,,,,,,,9.47%,2.476,00,234.36,7.091,40,2.459,80,3.495,29,0%,186%,3.30%,9.53%,9.32%,84.65%,84.65%,0,6.71%,-56.12%,,,,,,,,,,,,
