,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,01/02/1962,,,,,,,,,,,,0.8876,,,,,,,,,,,,,,,,1962,0.076
,,,,,,,,,,,,,,,,,,,01/03/1962,,,,,,,,,,,,0.886,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,01/04/1962,,,,,,,,,,,,0.8731,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,01/05/1962,,,,,,,,,,,,0.8537,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,01/08/1962,,,,,,,,,,,,0.8472,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,01/09/1962,,,,,,,,,,,,0.8408,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,01/10/1962,,,,,,,,,,,,0.8537,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,01/11/1962,,,,,,,,,,,,0.8521,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,01/12/1962,,,,,,,,,,,,0.865,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,01/15/1962,,,,,,,,,,,,0.8537,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,01/16/1962,,,,,,,,,,,,0.8505,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,01/17/1962,,,,,,,,,,,,0.8521,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,01/18/1962,,,,,,,,,,,,0.8569,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,01/19/1962,,,,,,,,,,,,0.8569,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,01/22/1962,,,,,,,,,,,,0.8505,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,01/23/1962,,,,,,,,,,,,0.8505,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,01/24/1962,,,,,,,,,,,,0.8521,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,01/25/1962,,,,,,,,,,,,0.8505,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,01/26/1962,,,,,,,,,,,,0.8391,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,01/29/1962,,,,,,,,,,,,0.8359,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,01/30/1962,,,,,,,,,,,,0.8391,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,01/31/1962,,,,,,,,,,,,0.8408,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,02/01/1962,,,,,,,,,,,,0.844,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,02/02/1962,,,,,,,,,,,,0.8408,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,02/05/1962,,,,,,,,,,,,0.8424,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,02/06/1962,,,,,,,,,,,,0.8505,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,02/07/1962,,,,,,,,,,,,0.8699,,,,,,,,,,,,,,,,,
