,,,,,,,,,,,,,,,,,,2016,1/18/2016,1.010,18,,,3/9/2015,,3/9/2015,,,,,4.31%,1.010,18,43.51,1.084,37,725.67,815.28,79%,7%,4.01%,6.00%,5.64%,21.02%,39.08%,182.45,5.34%,-2.53%,,2007,29.50,10.07%,1/1/1977,1977,,10,4.02%,35,162,1.30%
,,,,,,,,,,,,,,,,,,2016,1/19/2016,1.030,80,,,3/16/2015,,3/16/2015,,,,,4.22%,1.030,80,43.51,1.084,37,725.67,815.28,85%,5%,4.01%,6.00%,5.53%,18.60%,36.30%,182.45,5.34%,-0.54%,,2008,33.00,11.86%,1/1/1978,1978,,11,4.06%,32,194,1.19%
,,,,,,,,,,,,,,,,,,2016,1/20/2016,1.001,24,,,3/23/2015,,3/23/2015,,,,,4.35%,1.001,24,43.51,1.084,37,725.67,815.28,77%,8%,4.01%,6.00%,5.69%,22.10%,40.32%,182.45,5.34%,-3.39%,,2009,36.65,11.06%,1/1/1979,1979,,12,4.10%,21,215,0.78%
,,,,,,,,,,,,,,,,,,2016,1/21/2016,1.009,53,,,3/30/2015,,3/30/2015,,,,,4.31%,1.009,53,43.51,1.084,37,725.67,815.28,79%,7%,4.01%,6.00%,5.65%,21.10%,39.17%,182.45,5.34%,-2.59%,,2010,37.74,2.97%,1/1/1980,1980,,13,4.14%,32,247,1.19%
,,,,,,,,,,,,,,,,,,2016,1/22/2016,1.027,53,,,4/7/2015,,4/6/2015,,,,,4.23%,1.027,53,43.51,1.084,37,725.67,815.28,84%,6%,4.01%,6.00%,5.55%,18.97%,36.73%,182.45,5.34%,-0.85%,,2011,37.40,-0.90%,1/1/1981,1981,,14,4.18%,35,282,1.30%
,,,,,,,,,,,,,,,,,,2016,1/25/2016,1.032,33,,,4/13/2015,,4/13/2015,,,,,4.21%,1.032,33,43.51,1.084,37,725.67,815.28,85%,5%,4.01%,6.00%,5.52%,18.42%,36.10%,182.45,5.34%,-0.39%,,2012,39.84,6.52%,1/1/1982,1982,,15,4.22%,33,315,1.22%
,,,,,,,,,,,,,,,,,,2016,1/26/2016,1.034,18,,,4/20/2015,,4/20/2015,,,,,4.21%,1.034,18,43.51,1.084,37,725.67,815.28,86%,5%,4.01%,6.00%,5.51%,18.21%,35.85%,182.45,5.34%,-0.21%,,2013,40.85,2.54%,1/1/1983,1983,,16,4.26%,34,349,1.26%
,,,,,,,,,,,,,,,,,,2016,1/27/2016,1.053,49,,,4/27/2015,,4/27/2015,,,,,4.13%,1.053,49,43.51,1.084,37,725.67,815.28,91%,3%,4.01%,6.00%,5.41%,16.04%,33.36%,182.45,5.34%,0.00%,,2014,42.25,3.43%,1/1/1984,1984,,17,4.30%,28,377,1.04%
,,,,,,,,,,,,,,,,,,2016,1/28/2016,1.047,60,,,5/5/2015,,5/4/2015,,,,,4.15%,1.047,60,43.51,1.084,37,725.67,815.28,90%,4%,4.01%,6.00%,5.44%,16.70%,34.11%,182.45,5.34%,-0.56%,,2015,43.16,2.15%,1/1/1985,1985,,18,4.34%,31,408,1.15%
,,,,,,,,,,,,,,,,,,2016,1/29/2016,1.075,42,,,5/11/2015,,5/11/2015,,,,,4.05%,1.075,42,43.51,1.084,37,725.67,815.28,98%,1%,4.01%,6.00%,5.30%,13.68%,30.64%,182.45,5.34%,0.00%,,2016,43.51,0.81%,1/1/1986,1986,,19,4.38%,28,436,1.04%
,,,,,,,,,,,,,,,,,,2016,2/1/2016,1.079,67,,,5/18/2015,,5/18/2015,,,,,4.03%,1.079,67,43.51,1.084,37,725.67,815.28,99%,0%,4.01%,6.00%,5.28%,13.23%,30.13%,182.45,5.34%,0.00%,,2017,44.59,2.48%,1/1/1987,1987,,20,4.42%,26,462,0.96%
,,,,,,,,,,,,,,,,,,2016,2/2/2016,1.074,87,,,5/26/2015,,5/26/2015,,,,,4.05%,1.074,87,43.51,1.084,37,725.67,815.28,97%,1%,4.01%,6.00%,5.30%,13.73%,30.71%,182.45,5.34%,-0.44%,,2018,46.52,4.33%,1/1/1988,1988,,21,4.46%,22,484,0.81%
,,,,,,,,,,,,,,,,,,2016,2/3/2016,1.063,42,,,6/1/2015,,6/1/2015,,,,,4.09%,1.063,42,43.51,1.084,37,725.67,815.28,94%,2%,4.01%,6.00%,5.36%,14.96%,32.12%,182.45,5.34%,-1.51%,,2019,47.83,2.82%,1/1/1989,1989,,22,4.50%,14,498,0.52%
,,,,,,,,,,,,,,,,,,2016,2/4/2016,1.065,38,,,6/8/2015,,6/8/2015,,,,,4.08%,1.065,38,43.51,1.084,37,725.67,815.28,95%,2%,4.01%,6.00%,5.35%,14.75%,31.87%,182.45,5.34%,-1.32%,,2020,49.00,2.45%,1/1/1990,1990,,23,4.54%,33,531,1.22%
,,,,,,,,,,,,,,,,,,2016,2/5/2016,1.046,18,,,6/15/2015,,6/15/2015,,,,,4.16%,1.046,18,43.51,1.084,37,725.67,815.28,89%,4%,4.01%,6.00%,5.45%,16.85%,34.29%,182.45,5.34%,-3.10%,,2021,49.37,0.76%,1/1/1991,1991,,24,4.58%,40,571,1.48%
,,,,,,,,,,,,,,,,,,2016,2/8/2016,1.035,93,,,6/22/2015,,6/22/2015,,,,,4.20%,1.035,93,43.51,1.084,37,725.67,815.28,86%,5%,4.01%,6.00%,5.50%,18.01%,35.62%,182.45,5.34%,-4.05%,,2022,51.60,4.52%,1/1/1992,1992,,25,4.62%,35,606,1.30%
,,,,,,,,,,,,,,,,,,2016,2/9/2016,1.029,49,,,6/29/2015,,6/29/2015,,,,,4.23%,1.029,49,43.51,1.084,37,725.67,815.28,85%,5%,4.01%,6.00%,5.54%,18.75%,36.47%,182.45,5.34%,-4.65%,,2023,57.00,10.47%,1/1/1993,1993,,26,4.66%,36,642,1.33%
,,,,,,,,,,,,,,,,,,2016,2/10/2016,1.027,42,,,7/6/2015,,7/6/2015,,,,,4.23%,1.027,42,43.51,1.084,37,725.67,815.28,84%,6%,4.01%,6.00%,5.55%,18.99%,36.75%,182.45,5.34%,-4.84%,,2024,57.00,0.00%,1/1/1994,1994,,27,4.70%,41,683,1.52%
,,,,,,,,,,,,,,,,,,2016,2/11/2016,1.016,62,,,7/13/2015,,7/13/2015,,,,,4.28%,1.016,62,43.51,1.084,37,725.67,815.28,81%,7%,4.01%,6.00%,5.61%,20.25%,38.20%,182.45,5.34%,-5.84%,,2025,57.00,0.00%,1/1/1995,1995,,28,4.74%,40,723,1.48%
,,,,,,,,,,,,,,,,,,2016,2/12/2016,1.022,62,,,7/20/2015,,7/20/2015,,,,,4.25%,1.022,62,43.51,1.084,37,725.67,815.28,83%,6%,4.01%,6.00%,5.57%,19.55%,37.39%,182.45,5.34%,-5.28%,,2026,57.00,0.00%,1/1/1996,1996,,29,4.78%,54,777,2.00%
,,,,,,,,,,,,,,,,,,2016,2/15/2016,1.039,20,,,7/27/2015,,7/27/2015,,,,,4.19%,1.039,20,43.51,1.084,37,725.67,815.28,87%,4%,4.01%,6.00%,5.48%,17.64%,35.20%,182.45,5.34%,-3.75%,,,,,1/1/1997,1997,,30,4.82%,25,802,0.93%
,,,,,,,,,,,,,,,,,,2016,2/16/2016,1.042,36,,,8/3/2015,,8/3/2015,,,,,4.17%,1.042,36,43.51,1.084,37,725.67,815.28,88%,4%,4.01%,6.00%,5.47%,17.28%,34.79%,182.45,5.34%,-3.46%,,,,,1/1/1998,1998,,31,4.86%,20,822,0.74%
,,,,,,,,,,,,,,,,,,2016,2/17/2016,1.042,15,,,8/10/2015,,8/10/2015,,,,,4.18%,1.042,15,43.51,1.084,37,725.67,815.28,88%,4%,4.01%,6.00%,5.47%,17.31%,34.81%,182.45,5.34%,-3.48%,,,,,1/1/1999,1999,,32,4.90%,28,850,1.04%
,,,,,,,,,,,,,,,,,,2016,2/18/2016,1.051,75,,,8/17/2015,,8/17/2015,,,,,4.14%,1.051,75,43.51,1.084,37,725.67,815.28,91%,3%,4.01%,6.00%,5.42%,16.24%,33.58%,182.45,5.34%,-2.59%,,,,,1/1/2000,2000,,33,4.94%,32,882,1.19%
,,,,,,,,,,,,,,,,,,2016,2/19/2016,1.052,18,,,8/24/2015,,8/24/2015,,,,,4.14%,1.052,18,43.51,1.084,37,725.67,815.28,91%,3%,4.01%,6.00%,5.42%,16.19%,33.53%,182.45,5.34%,-2.55%,,,,,1/1/2001,2001,,34,4.98%,52,934,1.93%
,,,,,,,,,,,,,,,,,,2016,2/22/2016,1.063,64,,,9/1/2015,,8/31/2015,,,,,4.09%,1.063,64,43.51,1.084,37,725.67,815.28,94%,2%,4.01%,6.00%,5.36%,14.94%,32.09%,182.45,5.34%,-1.49%,,,,,1/1/2002,2002,,35,5.02%,39,973,1.44%
,,,,,,,,,,,,,,,,,,2016,2/23/2016,1.051,64,,,9/7/2015,,9/8/2015,,,,,4.14%,1.051,64,43.51,1.084,37,725.67,815.28,91%,3%,4.01%,6.00%,5.42%,16.25%,33.60%,182.45,5.34%,-2.60%,,,,,1/1/2003,2003,,36,5.06%,39,1012,1.44%
,,,,,,,,,,,,,,,,,,2016,2/24/2016,1.042,15,,,9/14/2015,,9/14/2015,,,,,4.18%,1.042,15,43.51,1.084,37,725.67,815.28,88%,4%,4.01%,6.00%,5.47%,17.31%,34.81%,182.45,5.34%,-3.48%,,,,,1/1/2004,2004,,37,5.10%,35,1047,1.30%
,,,,,,,,,,,,,,,,,,2016,2/25/2016,1.064,18,,,9/21/2015,,9/21/2015,,,,,4.09%,1.064,18,43.51,1.084,37,725.67,815.28,94%,2%,4.01%,6.00%,5.36%,14.88%,32.02%,182.45,5.34%,-1.43%,,,,,1/1/2005,2005,,38,5.14%,44,1091,1.63%
,,,,,,,,,,,,,,,,,,2016,2/26/2016,1.058,18,,,9/28/2015,,9/28/2015,,,,,4.11%,1.058,18,43.51,1.084,37,725.67,815.28,93%,2%,4.01%,6.00%,5.39%,15.53%,32.77%,182.45,5.34%,-1.99%,,,,,1/1/2006,2006,,39,5.18%,59,1150,2.19%
,,,,,,,,,,,,,,,,,,2016,2/29/2016,1.051,09,,,10/5/2015,,10/5/2015,,,,,4.14%,1.051,09,43.51,1.084,37,725.67,815.28,91%,3%,4.01%,6.00%,5.42%,16.31%,33.67%,182.45,5.34%,-2.65%,,,,,1/1/2007,2007,,40,5.22%,60,1210,2.22%
,,,,,,,,,,,,,,,,,,2016,3/1/2016,1.052,73,,,10/12/2015,,10/12/2015,,,,,4.13%,1.052,73,43.51,1.084,37,725.67,815.28,91%,3%,4.01%,6.00%,5.41%,16.13%,33.46%,182.45,5.34%,-2.50%,,,,,1/1/2008,2008,,41,5.26%,44,1254,1.63%
,,,,,,,,,,,,,,,,,,2016,3/2/2016,1.038,87,,,10/19/2015,,10/19/2015,,,,,4.19%,1.038,87,43.51,1.084,37,725.67,815.28,87%,4%,4.01%,6.00%,5.49%,17.68%,35.24%,182.45,5.34%,-3.78%,,,,,1/1/2009,2009,,42,5.30%,90,1344,3.33%
,,,,,,,,,,,,,,,,,,2016,3/3/2016,1.023,82,,,10/26/2015,,10/26/2015,,,,,4.25%,1.023,82,43.51,1.084,37,725.67,815.28,83%,6%,4.01%,6.00%,5.57%,19.41%,37.23%,182.45,5.34%,-5.17%,,,,,1/1/2010,2010,,43,5.34%,83,1427,3.07%
,,,,,,,,,,,,,,,,,,2016,3/4/2016,1.030,36,,,11/2/2015,,11/2/2015,,,,,4.22%,1.030,36,43.51,1.084,37,725.67,815.28,85%,5%,4.01%,6.00%,5.53%,18.65%,36.35%,182.45,5.34%,-4.57%,,,,,1/1/2011,2011,,44,5.38%,97,1524,3.59%
,,,,,,,,,,,,,,,,,,2016,3/7/2016,1.026,00,,,11/9/2015,,11/9/2015,,,,,4.24%,1.026,00,43.51,1.084,37,725.67,815.28,84%,6%,4.01%,6.00%,5.56%,19.15%,36.93%,182.45,5.34%,-4.97%,,,,,1/1/2012,2012,,45,5.42%,96,1620,3.56%
,,,,,,,,,,,,,,,,,,2016,3/8/2016,1.035,05,,,11/16/2015,,11/16/2015,,,,,4.20%,1.035,05,43.51,1.084,37,725.67,815.28,86%,5%,4.01%,6.00%,5.51%,18.11%,35.74%,182.45,5.34%,-4.13%,,,,,1/1/2013,2013,,46,5.46%,91,1711,3.37%
,,,,,,,,,,,,,,,,,,2016,3/9/2016,1.047,71,,,11/23/2015,,11/23/2015,,,,,4.15%,1.047,71,43.51,1.084,37,725.67,815.28,90%,3%,4.01%,6.00%,5.44%,16.68%,34.10%,182.45,5.34%,-2.96%,,,,,1/1/2014,2014,,47,5.50%,114,1825,4.22%
,,,,,,,,,,,,,,,,,,2016,3/10/2016,1.046,18,,,11/30/2015,,11/30/2015,,,,,4.16%,1.046,18,43.51,1.084,37,725.67,815.28,89%,4%,4.01%,6.00%,5.45%,16.85%,34.29%,182.45,5.34%,-3.10%,,,,,1/1/2015,2015,,48,5.54%,71,1896,2.63%
,,,,,,,,,,,,,,,,,,2016,3/11/2016,1.053,27,,,12/7/2015,,12/7/2015,,,,,4.13%,1.053,27,43.51,1.084,37,725.67,815.28,91%,3%,4.01%,6.00%,5.41%,16.07%,33.39%,182.45,5.34%,-2.45%,,,,,1/1/2016,2016,,49,5.58%,88,1984,3.26%
,,,,,,,,,,,,,,,,,,2016,3/14/2016,1.055,45,,,12/14/2015,,12/14/2015,,,,,4.12%,1.055,45,43.51,1.084,37,725.67,815.28,92%,3%,4.01%,6.00%,5.40%,15.83%,33.11%,182.45,5.34%,-2.24%,,,,,1/1/2017,2017,,50,5.62%,87,2071,3.22%
,,,,,,,,,,,,,,,,,,2016,3/15/2016,1.061,02,,,12/21/2015,,12/21/2015,,,,,4.10%,1.061,02,43.51,1.084,37,725.67,815.28,93%,2%,4.01%,6.00%,5.37%,15.22%,32.42%,182.45,5.34%,-1.73%,,,,,1/1/2018,2018,,51,5.66%,68,2139,2.52%
,,,,,,,,,,,,,,,,,,2016,3/16/2016,1.058,40,,,12/29/2015,,12/28/2015,,,,,4.11%,1.058,40,43.51,1.084,37,725.67,815.28,93%,2%,4.01%,6.00%,5.39%,15.50%,32.74%,182.45,5.34%,-1.97%,,,,,1/1/2019,2019,,52,5.70%,79,2218,2.93%
,,,,,,,,,,,,,,,,,,2016,3/17/2016,1.073,02,,,1/4/2016,,1/4/2016,,,,,4.05%,1.073,02,43.51,1.084,37,725.67,815.28,97%,1%,4.01%,6.00%,5.31%,13.93%,30.93%,182.45,5.34%,-0.62%,,,,,1/1/2020,2020,,53,5.74%,86,2304,3.19%
,,,,,,,,,,,,,,,,,,2016,3/18/2016,1.062,76,,,1/11/2016,,1/11/2016,,,,,4.09%,1.062,76,43.51,1.084,37,725.67,815.28,94%,2%,4.01%,6.00%,5.36%,15.03%,32.20%,182.45,5.34%,-1.57%,,,,,,,,54,5.78%,55,2359,2.04%
,,,,,,,,,,,,,,,,,,2016,3/21/2016,1.068,65,,,1/18/2016,,1/19/2016,,,,,4.07%,1.068,65,43.51,1.084,37,725.67,815.28,96%,1%,4.01%,6.00%,5.33%,14.40%,31.47%,182.45,5.34%,-1.02%,,,,,,,,55,5.82%,72,2431,2.67%
,,,,,,,,,,,,,,,,,,2016,3/22/2016,1.062,44,,,1/25/2016,,1/25/2016,,,,,4.10%,1.062,44,43.51,1.084,37,725.67,815.28,94%,2%,4.01%,6.00%,5.37%,15.07%,32.24%,182.45,5.34%,-1.60%,,,,,,,,56,5.86%,40,2471,1.48%
,,,,,,,,,,,,,,,,,,2016,3/23/2016,1.072,91,,,2/1/2016,,2/1/2016,,,,,4.06%,1.072,91,43.51,1.084,37,725.67,815.28,97%,1%,4.01%,6.00%,5.31%,13.94%,30.95%,182.45,5.34%,-0.63%,,,,,,80%,,57,5.90%,35,2506,1.30%
,,,,,,,,,,,,,,,,,,2016,3/24/2016,1.069,96,,,2/8/2016,,2/8/2016,,,,,4.07%,1.069,96,43.51,1.084,37,725.67,815.28,96%,1%,4.01%,6.00%,5.33%,14.26%,31.31%,182.45,5.34%,-0.90%,,,,,,81%,,58,5.94%,34,2540,1.26%
,,,,,,,,,,,,,,,,,,2016,3/29/2016,1.076,29,,,2/15/2016,,2/16/2016,,,,,4.04%,1.076,29,43.51,1.084,37,725.67,815.28,98%,1%,4.01%,6.00%,5.30%,13.58%,30.54%,182.45,5.34%,-0.31%,,,,,,82%,,59,5.98%,28,2568,1.04%
,,,,,,,,,,,,,,,,,,2016,3/30/2016,1.083,82,,,2/22/2016,,2/22/2016,,,,,4.01%,1.083,82,43.51,1.084,37,725.67,815.28,100%,0%,4.01%,6.00%,5.26%,12.80%,29.63%,182.45,5.34%,0.00%,,,,,,83%,,60,6.02%,18,2586,0.67%
,,,,,,,,,,,,,,,,,,2016,3/31/2016,1.076,95,,,2/29/2016,,2/29/2016,,,,,4.04%,1.076,95,43.51,1.084,37,725.67,815.28,98%,1%,4.01%,6.00%,5.29%,13.52%,30.46%,182.45,5.34%,-0.63%,,,,,,84%,,61,6.06%,20,2606,0.74%
,,,,,,,,,,,,,,,,,,2016,4/1/2016,1.068,33,,,3/7/2016,,3/7/2016,,,,,4.07%,1.068,33,43.51,1.084,37,725.67,815.28,96%,2%,4.01%,6.00%,5.34%,14.43%,31.51%,182.45,5.34%,-1.43%,,,,,,85%,,62,6.10%,20,2626,0.74%
,,,,,,,,,,,,,,,,,,2016,4/4/2016,1.075,42,,,3/14/2016,,3/14/2016,,,,,4.05%,1.075,42,43.51,1.084,37,725.67,815.28,98%,1%,4.01%,6.00%,5.30%,13.68%,30.64%,182.45,5.34%,-0.78%,,,,,,86%,,63,6.14%,11,2637,0.41%
,,,,,,,,,,,,,,,,,,2016,4/5/2016,1.075,09,,,3/21/2016,,3/21/2016,,,,,4.05%,1.075,09,43.51,1.084,37,725.67,815.28,97%,1%,4.01%,6.00%,5.30%,13.71%,30.68%,182.45,5.34%,-0.81%,,,,,,87%,,64,6.18%,12,2649,0.44%
,,,,,,,,,,,,,,,,,,2016,4/6/2016,1.084,36,,,3/29/2016,,3/28/2016,,,,,4.01%,1.084,36,43.51,1.084,37,725.67,815.28,100%,0%,4.01%,6.00%,5.26%,12.74%,29.56%,182.45,5.34%,0.00%,,,,,,88%,,65,6.22%,8,2657,0.30%
,,,,,,,,,,,,,,,,,,2016,4/7/2016,1.088,95,,,4/4/2016,,4/4/2016,,,,,4.00%,1.088,95,43.51,1.084,37,725.67,815.28,101%,0%,4.01%,6.00%,5.23%,12.26%,29.02%,182.45,5.34%,0.00%,,,,,,89%,,66,6.26%,4,2661,0.15%
,,,,,,,,,,,,,,,,,,2016,4/8/2016,1.091,45,,,4/11/2016,,4/11/2016,,,,,3.99%,1.091,45,43.51,1.084,37,725.67,815.28,102%,-1%,4.01%,6.00%,5.22%,12.01%,28.72%,182.45,5.34%,0.00%,,,,,,90%,,67,6.30%,3,2664,0.11%
,,,,,,,,,,,,,,,,,,2016,4/11/2016,1.081,53,,,4/18/2016,,4/18/2016,,,,,4.02%,1.081,53,43.51,1.084,37,725.67,815.28,99%,0%,4.01%,6.00%,5.27%,13.03%,29.90%,182.45,5.34%,-0.91%,,,,,,91%,,68,6.34%,3,2667,0.11%
,,,,,,,,,,,,,,,,,,2016,4/12/2016,1.084,25,,,4/25/2016,,4/25/2016,,,,,4.01%,1.084,25,43.51,1.084,37,725.67,815.28,100%,0%,4.01%,6.00%,5.26%,12.75%,29.58%,182.45,5.34%,-0.66%,,,,,,92%,,69,6.38%,4,2671,0.15%
,,,,,,,,,,,,,,,,,,2016,4/13/2016,1.089,27,,,5/3/2016,,5/2/2016,,,,,3.99%,1.089,27,43.51,1.084,37,725.67,815.28,101%,0%,4.01%,6.00%,5.23%,12.23%,28.98%,182.45,5.34%,-0.20%,,,,,,93%,,70,6.42%,0,2671,0.00%
,,,,,,,,,,,,,,,,,,2016,4/14/2016,1.093,09,,,5/9/2016,,5/9/2016,,,,,3.98%,1.093,09,43.51,1.084,37,725.67,815.28,102%,-1%,4.01%,6.00%,5.21%,11.84%,28.53%,182.45,5.34%,0.00%,,,,,,94%,,71,,,,
,,,,,,,,,,,,,,,,,,2016,4/15/2016,1.091,45,,,5/16/2016,,5/16/2016,,,,,3.99%,1.091,45,43.51,1.084,37,725.67,815.28,102%,-1%,4.01%,6.00%,5.22%,12.01%,28.72%,182.45,5.34%,-0.15%,,,,,,95%,,72,,,,
,,,,,,,,,,,,,,,,,,2016,4/18/2016,1.096,91,,,5/23/2016,,5/23/2016,,,,,3.97%,1.096,91,43.51,1.084,37,725.67,815.28,103%,-1%,4.01%,6.00%,5.20%,11.45%,28.08%,182.45,5.34%,0.00%,,,,,,96%,,73,,,,
,,,,,,,,,,,,,,,,,,2016,4/19/2016,1.098,55,,,5/31/2016,,5/31/2016,,,,,3.96%,1.098,55,43.51,1.084,37,725.67,815.28,104%,-1%,4.01%,6.00%,5.19%,11.28%,27.89%,182.45,5.34%,0.00%,,,,,,97%,,74,,,,
,,,,,,,,,,,,,,,,,,2016,4/20/2016,1.092,00,,,6/6/2016,,6/6/2016,,,,,3.98%,1.092,00,43.51,1.084,37,725.67,815.28,102%,-1%,4.01%,6.00%,5.22%,11.95%,28.66%,182.45,5.34%,-0.60%,,,,,,98%,,75,,,,
,,,,,,,,,,,,,,,,,,2016,4/21/2016,1.053,93,,,6/13/2016,,6/13/2016,,,,,4.13%,1.053,93,43.51,1.084,37,725.67,815.28,92%,3%,4.01%,6.00%,5.41%,15.99%,33.31%,182.45,5.34%,-4.06%,,,,,,99%,,76,,,,
,,,,,,,,,,,,,,,,,,2016,4/22/2016,1.039,42,,,6/20/2016,,6/20/2016,,,,,4.19%,1.039,42,43.51,1.084,37,725.67,815.28,87%,4%,4.01%,6.00%,5.48%,17.61%,35.17%,182.45,5.34%,-5.38%,,,,,,100%,,77,,,,
,,,,,,,,,,,,,,,,,,2016,4/25/2016,1.053,49,,,6/27/2016,,6/27/2016,,,,,4.13%,1.053,49,43.51,1.084,37,725.67,815.28,91%,3%,4.01%,6.00%,5.41%,16.04%,33.36%,182.45,5.34%,-4.10%,,,,,,,,78,,,,
