,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,,2023,3/10/2023,82.48 CHF,,,,,,,,,,3.88%,82.48 CHF,3.20,93.13,3.55,4.31,88%,13%,3.44%,90.14%,3.88%,14.99%,14.99%,0,74.21%,-32.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/13/2023,82.60 CHF,,,,,,,,,,3.87%,82.60 CHF,3.20,93.13,3.55,4.31,88%,13%,3.44%,90.14%,3.87%,14.82%,14.82%,0,74.21%,-32.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/14/2023,83.64 CHF,,,,,,,,,,3.83%,83.64 CHF,3.20,93.13,3.55,4.31,89%,11%,3.44%,90.14%,3.83%,13.39%,13.39%,0,74.21%,-31.64%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/15/2023,82.80 CHF,,,,,,,,,,3.86%,82.80 CHF,3.20,93.13,3.55,4.31,88%,12%,3.44%,90.14%,3.86%,14.54%,14.54%,0,74.21%,-32.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/16/2023,84.00 CHF,,,,,,,,,,3.81%,84.00 CHF,3.20,93.13,3.55,4.31,90%,11%,3.44%,90.14%,3.81%,12.90%,12.90%,0,74.21%,-31.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/17/2023,83.92 CHF,,,,,,,,,,3.81%,83.92 CHF,3.20,93.13,3.55,4.31,90%,11%,3.44%,90.14%,3.81%,13.01%,13.01%,0,74.21%,-31.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/20/2023,84.40 CHF,,,,,,,,,,3.79%,84.40 CHF,3.20,93.13,3.55,4.31,90%,10%,3.44%,90.14%,3.79%,12.37%,12.37%,0,74.21%,-31.02%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/21/2023,84.00 CHF,,,,,,,,,,3.81%,84.00 CHF,3.20,93.13,3.55,4.31,90%,11%,3.44%,90.14%,3.81%,12.90%,12.90%,0,74.21%,-31.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/22/2023,84.00 CHF,,,,,,,,,,3.81%,84.00 CHF,3.20,93.13,3.55,4.31,90%,11%,3.44%,90.14%,3.81%,12.90%,12.90%,0,74.21%,-31.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/23/2023,83.56 CHF,,,,,,,,,,3.83%,83.56 CHF,3.20,93.13,3.55,4.31,89%,11%,3.44%,90.14%,3.83%,13.50%,13.50%,0,74.21%,-31.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/24/2023,82.00 CHF,,,,,,,,,,3.90%,82.00 CHF,3.20,93.13,3.55,4.31,88%,14%,3.44%,90.14%,3.90%,15.66%,15.66%,0,74.21%,-32.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/27/2023,82.00 CHF,,,,,,,,,,3.90%,82.00 CHF,3.20,93.13,3.55,4.31,88%,14%,3.44%,90.14%,3.90%,15.66%,15.66%,0,74.21%,-32.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/28/2023,81.64 CHF,,,,,,,,,,3.92%,81.64 CHF,3.20,93.13,3.55,4.31,87%,14%,3.44%,90.14%,3.92%,16.17%,16.17%,0,74.21%,-33.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/29/2023,82.64 CHF,,,,,,,,,,3.87%,82.64 CHF,3.20,93.13,3.55,4.31,88%,13%,3.44%,90.14%,3.87%,14.76%,14.76%,0,74.21%,-32.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/30/2023,80.80 CHF,,,,,,,,,,3.96%,80.80 CHF,3.20,93.13,3.55,4.31,86%,15%,3.44%,90.14%,3.96%,17.38%,17.38%,0,74.21%,-33.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,3/31/2023,80.44 CHF,,,,,,,,,,3.98%,80.44 CHF,3.20,93.13,3.55,4.31,86%,16%,3.44%,90.14%,3.98%,17.90%,17.90%,0,74.21%,-34.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/3/2023,81.64 CHF,,,,,,,,,,3.92%,81.64 CHF,3.20,93.13,3.55,4.31,87%,14%,3.44%,90.14%,3.92%,16.17%,16.17%,0,74.21%,-33.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/4/2023,81.16 CHF,,,,,,,,,,3.94%,81.16 CHF,3.20,93.13,3.55,4.31,87%,15%,3.44%,90.14%,3.94%,16.86%,16.86%,0,74.21%,-33.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/5/2023,82.04 CHF,,,,,,,,,,3.90%,82.04 CHF,3.20,93.13,3.55,4.31,88%,14%,3.44%,90.14%,3.90%,15.60%,15.60%,0,74.21%,-32.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/6/2023,82.36 CHF,,,,,,,,,,3.89%,82.36 CHF,3.20,93.13,3.55,4.31,88%,13%,3.44%,90.14%,3.89%,15.15%,15.15%,0,74.21%,-32.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/11/2023,82.52 CHF,,,,,,,,,,3.88%,82.52 CHF,3.20,93.13,3.55,4.31,88%,13%,3.44%,90.14%,3.88%,14.93%,14.93%,0,74.21%,-32.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/12/2023,84.46 CHF,,,,,,,,,,3.79%,84.46 CHF,3.20,93.13,3.55,4.31,90%,10%,3.44%,90.14%,3.79%,12.29%,12.29%,0,74.21%,-30.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/13/2023,83.70 CHF,,,,,,,,,,3.82%,83.70 CHF,3.20,93.13,3.55,4.31,89%,11%,3.44%,90.14%,3.82%,13.31%,13.31%,0,74.21%,-31.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/14/2023,82.60 CHF,,,,,,,,,,3.87%,82.60 CHF,3.20,93.13,3.55,4.31,88%,13%,3.44%,90.14%,3.87%,14.82%,14.82%,0,74.21%,-32.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/17/2023,83.26 CHF,,,,,,,,,,3.84%,83.26 CHF,3.20,93.13,3.55,4.31,89%,12%,3.44%,90.14%,3.84%,13.91%,13.91%,0,74.21%,-31.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/18/2023,82.94 CHF,,,,,,,,,,3.86%,82.94 CHF,3.20,93.13,3.55,4.31,89%,12%,3.44%,90.14%,3.86%,14.35%,14.35%,0,74.21%,-32.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/19/2023,83.62 CHF,,,,,,,,,,3.83%,83.62 CHF,3.20,93.13,3.55,4.31,89%,11%,3.44%,90.14%,3.83%,13.42%,13.42%,0,74.21%,-31.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/20/2023,83.48 CHF,,,,,,,,,,3.83%,83.48 CHF,3.20,93.13,3.55,4.31,89%,12%,3.44%,90.14%,3.83%,13.61%,13.61%,0,74.21%,-31.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/21/2023,84.36 CHF,,,,,,,,,,3.79%,84.36 CHF,3.20,93.13,3.55,4.31,90%,10%,3.44%,90.14%,3.79%,12.42%,12.42%,0,74.21%,-31.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/24/2023,84.80 CHF,,,,,,,,,,3.77%,84.80 CHF,3.20,93.13,3.55,4.31,91%,10%,3.44%,90.14%,3.77%,11.84%,11.84%,0,74.21%,-30.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/25/2023,81.38 CHF,,,,,,,,,,3.93%,81.38 CHF,3.20,93.13,3.55,4.31,87%,14%,3.44%,90.14%,3.93%,16.54%,16.54%,0,74.21%,-33.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/26/2023,80.50 CHF,,,,,,,,,,3.98%,80.50 CHF,3.20,93.13,3.55,4.31,86%,16%,3.44%,90.14%,3.98%,17.81%,17.81%,0,74.21%,-34.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/27/2023,80.66 CHF,,,,,,,,,,3.97%,80.66 CHF,3.20,93.13,3.55,4.31,86%,15%,3.44%,90.14%,3.97%,17.58%,17.58%,0,74.21%,-34.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,4/28/2023,80.56 CHF,,,,,,,,,,3.97%,80.56 CHF,3.20,93.13,3.55,4.31,86%,16%,3.44%,90.14%,3.97%,17.73%,17.73%,0,74.21%,-34.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/2/2023,81.00 CHF,,,,,,,,,,3.95%,81.00 CHF,3.20,93.13,3.55,4.31,86%,15%,3.44%,90.14%,3.95%,17.09%,17.09%,0,74.21%,-33.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/3/2023,81.16 CHF,,,,,,,,,,3.94%,81.16 CHF,3.20,93.13,3.55,4.31,87%,15%,3.44%,90.14%,3.94%,16.86%,16.86%,0,74.21%,-33.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/4/2023,80.36 CHF,,,,,,,,,,3.98%,80.36 CHF,3.20,93.13,3.55,4.31,86%,16%,3.44%,90.14%,3.98%,18.02%,18.02%,0,74.21%,-34.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/5/2023,81.18 CHF,,,,,,,,,,3.94%,81.18 CHF,3.20,93.13,3.55,4.31,87%,15%,3.44%,90.14%,3.94%,16.83%,16.83%,0,74.21%,-33.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/8/2023,81.38 CHF,,,,,,,,,,3.93%,81.38 CHF,3.20,93.13,3.55,4.31,87%,14%,3.44%,90.14%,3.93%,16.54%,16.54%,0,74.21%,-33.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/9/2023,81.10 CHF,,,,,,,,,,3.95%,81.10 CHF,3.20,93.13,3.55,4.31,87%,15%,3.44%,90.14%,3.95%,16.94%,16.94%,0,74.21%,-33.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/10/2023,80.86 CHF,,,,,,,,,,3.96%,80.86 CHF,3.20,93.13,3.55,4.31,86%,15%,3.44%,90.14%,3.96%,17.29%,17.29%,0,74.21%,-33.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/11/2023,80.56 CHF,,,,,,,,,,3.97%,80.56 CHF,3.20,93.13,3.55,4.31,86%,16%,3.44%,90.14%,3.97%,17.73%,17.73%,0,74.21%,-34.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/12/2023,79.92 CHF,,,,,,,,,,4.00%,79.92 CHF,3.20,93.13,3.55,4.31,85%,17%,3.44%,90.14%,4.00%,18.67%,18.67%,0,74.21%,-34.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/15/2023,80.30 CHF,,,,,,,,,,3.99%,80.30 CHF,3.20,93.13,3.55,4.31,86%,16%,3.44%,90.14%,3.99%,18.11%,18.11%,0,74.21%,-34.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/16/2023,79.74 CHF,,,,,,,,,,4.01%,79.74 CHF,3.20,93.13,3.55,4.31,85%,17%,3.44%,90.14%,4.01%,18.94%,18.94%,0,74.21%,-34.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/17/2023,79.04 CHF,,,,,,,,,,4.05%,79.04 CHF,3.20,93.13,3.55,4.31,84%,18%,3.44%,90.14%,4.05%,19.99%,19.99%,0,74.21%,-35.40%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/19/2023,80.88 CHF,,,,,,,,,,3.96%,80.88 CHF,3.20,93.13,3.55,4.31,86%,15%,3.44%,90.14%,3.96%,17.26%,17.26%,0,74.21%,-33.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/22/2023,80.72 CHF,,,,,,,,,,3.96%,80.72 CHF,3.20,93.13,3.55,4.31,86%,15%,3.44%,90.14%,3.96%,17.49%,17.49%,0,74.21%,-34.03%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/23/2023,80.70 CHF,,,,,,,,,,3.97%,80.70 CHF,3.20,93.13,3.55,4.31,86%,15%,3.44%,90.14%,3.97%,17.52%,17.52%,0,74.21%,-34.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/24/2023,81.70 CHF,,,,,,,,,,3.92%,81.70 CHF,3.20,93.13,3.55,4.31,87%,14%,3.44%,90.14%,3.92%,16.08%,16.08%,0,74.21%,-33.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/25/2023,80.78 CHF,,,,,,,,,,3.96%,80.78 CHF,3.20,93.13,3.55,4.31,86%,15%,3.44%,90.14%,3.96%,17.41%,17.41%,0,74.21%,-33.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/26/2023,81.68 CHF,,,,,,,,,,3.92%,81.68 CHF,3.20,93.13,3.55,4.31,87%,14%,3.44%,90.14%,3.92%,16.11%,16.11%,0,74.21%,-33.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/30/2023,80.92 CHF,,,,,,,,,,3.95%,80.92 CHF,3.20,93.13,3.55,4.31,86%,15%,3.44%,90.14%,3.95%,17.20%,17.20%,0,74.21%,-33.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,5/31/2023,80.84 CHF,,,,,,,,,,3.96%,80.84 CHF,3.20,93.13,3.55,4.31,86%,15%,3.44%,90.14%,3.96%,17.32%,17.32%,0,74.21%,-33.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/1/2023,81.62 CHF,,,,,,,,,,3.92%,81.62 CHF,3.20,93.13,3.55,4.31,87%,14%,3.44%,90.14%,3.92%,16.20%,16.20%,0,74.21%,-33.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/2/2023,83.88 CHF,,,,,,,,,,3.81%,83.88 CHF,3.20,93.13,3.55,4.31,90%,11%,3.44%,90.14%,3.81%,13.07%,13.07%,0,74.21%,-31.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/5/2023,82.98 CHF,,,,,,,,,,3.86%,82.98 CHF,3.20,93.13,3.55,4.31,89%,12%,3.44%,90.14%,3.86%,14.29%,14.29%,0,74.21%,-32.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/6/2023,84.08 CHF,,,,,,,,,,3.81%,84.08 CHF,3.20,93.13,3.55,4.31,90%,11%,3.44%,90.14%,3.81%,12.80%,12.80%,0,74.21%,-31.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/7/2023,84.68 CHF,,,,,,,,,,3.78%,84.68 CHF,3.20,93.13,3.55,4.31,91%,10%,3.44%,90.14%,3.78%,12.00%,12.00%,0,74.21%,-30.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/8/2023,84.94 CHF,,,,,,,,,,3.77%,84.94 CHF,3.20,93.13,3.55,4.31,91%,10%,3.44%,90.14%,3.77%,11.66%,11.66%,0,74.21%,-30.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/9/2023,84.20 CHF,,,,,,,,,,3.80%,84.20 CHF,3.20,93.13,3.55,4.31,90%,11%,3.44%,90.14%,3.80%,12.64%,12.64%,0,74.21%,-31.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/12/2023,84.86 CHF,,,,,,,,,,3.77%,84.86 CHF,3.20,93.13,3.55,4.31,91%,10%,3.44%,90.14%,3.77%,11.76%,11.76%,0,74.21%,-30.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/13/2023,85.78 CHF,,,,,,,,,,3.73%,85.78 CHF,3.20,93.13,3.55,4.31,92%,9%,3.44%,90.14%,3.73%,10.56%,10.56%,0,74.21%,-29.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/14/2023,85.10 CHF,,,,,,,,,,3.76%,85.10 CHF,3.20,93.13,3.55,4.31,91%,9%,3.44%,90.14%,3.76%,11.45%,11.45%,0,74.21%,-30.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/15/2023,85.48 CHF,,,,,,,,,,3.74%,85.48 CHF,3.20,93.13,3.55,4.31,91%,9%,3.44%,90.14%,3.74%,10.95%,10.95%,0,74.21%,-30.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/16/2023,86.00 CHF,,,,,,,,,,3.72%,86.00 CHF,3.20,93.13,3.55,4.31,92%,8%,3.44%,90.14%,3.72%,10.28%,10.28%,0,74.21%,-29.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/19/2023,85.06 CHF,,,,,,,,,,3.76%,85.06 CHF,3.20,93.13,3.55,4.31,91%,9%,3.44%,90.14%,3.76%,11.50%,11.50%,0,74.21%,-30.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/20/2023,85.38 CHF,,,,,,,,,,3.75%,85.38 CHF,3.20,93.13,3.55,4.31,91%,9%,3.44%,90.14%,3.75%,11.08%,11.08%,0,74.21%,-30.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/21/2023,84.18 CHF,,,,,,,,,,3.80%,84.18 CHF,3.20,93.13,3.55,4.31,90%,11%,3.44%,90.14%,3.80%,12.66%,12.66%,0,74.21%,-31.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/22/2023,83.64 CHF,,,,,,,,,,3.83%,83.64 CHF,3.20,93.13,3.55,4.31,89%,11%,3.44%,90.14%,3.83%,13.39%,13.39%,0,74.21%,-31.64%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/23/2023,84.18 CHF,,,,,,,,,,3.80%,84.18 CHF,3.20,93.13,3.55,4.31,90%,11%,3.44%,90.14%,3.80%,12.66%,12.66%,0,74.21%,-31.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/26/2023,82.84 CHF,,,,,,,,,,3.86%,82.84 CHF,3.20,93.13,3.55,4.31,89%,12%,3.44%,90.14%,3.86%,14.49%,14.49%,0,74.21%,-32.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/27/2023,83.76 CHF,,,,,,,,,,3.82%,83.76 CHF,3.20,93.13,3.55,4.31,90%,11%,3.44%,90.14%,3.82%,13.23%,13.23%,0,74.21%,-31.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/28/2023,84.62 CHF,,,,,,,,,,3.78%,84.62 CHF,3.20,93.13,3.55,4.31,91%,10%,3.44%,90.14%,3.78%,12.08%,12.08%,0,74.21%,-30.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/29/2023,84.24 CHF,,,,,,,,,,3.80%,84.24 CHF,3.20,93.13,3.55,4.31,90%,11%,3.44%,90.14%,3.80%,12.58%,12.58%,0,74.21%,-31.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,6/30/2023,84.56 CHF,,,,,,,,,,3.78%,84.56 CHF,3.20,93.13,3.55,4.31,90%,10%,3.44%,90.14%,3.78%,12.16%,12.16%,0,74.21%,-30.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/3/2023,84.50 CHF,,,,,,,,,,3.79%,84.50 CHF,3.20,93.13,3.55,4.31,90%,10%,3.44%,90.14%,3.79%,12.24%,12.24%,0,74.21%,-30.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/4/2023,85.14 CHF,,,,,,,,,,3.76%,85.14 CHF,3.20,93.13,3.55,4.31,91%,9%,3.44%,90.14%,3.76%,11.39%,11.39%,0,74.21%,-30.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/5/2023,83.96 CHF,,,,,,,,,,3.81%,83.96 CHF,3.20,93.13,3.55,4.31,90%,11%,3.44%,90.14%,3.81%,12.96%,12.96%,0,74.21%,-31.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/6/2023,82.76 CHF,,,,,,,,,,3.87%,82.76 CHF,3.20,93.13,3.55,4.31,88%,13%,3.44%,90.14%,3.87%,14.60%,14.60%,0,74.21%,-32.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/7/2023,81.64 CHF,,,,,,,,,,3.92%,81.64 CHF,3.20,93.13,3.55,4.31,87%,14%,3.44%,90.14%,3.92%,16.17%,16.17%,0,74.21%,-33.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/10/2023,81.00 CHF,,,,,,,,,,3.95%,81.00 CHF,3.20,93.13,3.55,4.31,86%,15%,3.44%,90.14%,3.95%,17.09%,17.09%,0,74.21%,-33.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/11/2023,81.50 CHF,,,,,,,,,,3.93%,81.50 CHF,3.20,93.13,3.55,4.31,87%,14%,3.44%,90.14%,3.93%,16.37%,16.37%,0,74.21%,-33.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/12/2023,82.10 CHF,,,,,,,,,,3.90%,82.10 CHF,3.20,93.13,3.55,4.31,88%,13%,3.44%,90.14%,3.90%,15.52%,15.52%,0,74.21%,-32.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/13/2023,82.14 CHF,,,,,,,,,,3.90%,82.14 CHF,3.20,93.13,3.55,4.31,88%,13%,3.44%,90.14%,3.90%,15.46%,15.46%,0,74.21%,-32.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/14/2023,82.56 CHF,,,,,,,,,,3.88%,82.56 CHF,3.20,93.13,3.55,4.31,88%,13%,3.44%,90.14%,3.88%,14.87%,14.87%,0,74.21%,-32.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/17/2023,81.86 CHF,,,,,,,,,,3.91%,81.86 CHF,3.20,93.13,3.55,4.31,87%,14%,3.44%,90.14%,3.91%,15.86%,15.86%,0,74.21%,-33.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/18/2023,81.02 CHF,,,,,,,,,,3.95%,81.02 CHF,3.20,93.13,3.55,4.31,86%,15%,3.44%,90.14%,3.95%,17.06%,17.06%,0,74.21%,-33.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/19/2023,81.40 CHF,,,,,,,,,,3.93%,81.40 CHF,3.20,93.13,3.55,4.31,87%,14%,3.44%,90.14%,3.93%,16.51%,16.51%,0,74.21%,-33.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/20/2023,80.82 CHF,,,,,,,,,,3.96%,80.82 CHF,3.20,93.13,3.55,4.31,86%,15%,3.44%,90.14%,3.96%,17.35%,17.35%,0,74.21%,-33.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/21/2023,78.88 CHF,,,,,,,,,,4.06%,78.88 CHF,3.20,93.13,3.55,4.31,84%,18%,3.44%,90.14%,4.06%,20.23%,20.23%,0,74.21%,-35.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/24/2023,82.88 CHF,,,,,,,,,,3.86%,82.88 CHF,3.20,93.13,3.55,4.31,89%,12%,3.44%,90.14%,3.86%,14.43%,14.43%,0,74.21%,-32.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/25/2023,84.00 CHF,,,,,,,,,,3.81%,84.00 CHF,3.20,93.13,3.55,4.31,90%,11%,3.44%,90.14%,3.81%,12.90%,12.90%,0,74.21%,-31.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/26/2023,84.32 CHF,,,,,,,,,,3.80%,84.32 CHF,3.20,93.13,3.55,4.31,90%,10%,3.44%,90.14%,3.80%,12.48%,12.48%,0,74.21%,-31.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/27/2023,84.46 CHF,,,,,,,,,,3.79%,84.46 CHF,3.20,93.13,3.55,4.31,90%,10%,3.44%,90.14%,3.79%,12.29%,12.29%,0,74.21%,-30.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/28/2023,84.70 CHF,,,,,,,,,,3.78%,84.70 CHF,3.20,93.13,3.55,4.31,91%,10%,3.44%,90.14%,3.78%,11.97%,11.97%,0,74.21%,-30.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,7/31/2023,84.44 CHF,,,,,,,,,,3.79%,84.44 CHF,3.20,93.13,3.55,4.31,90%,10%,3.44%,90.14%,3.79%,12.32%,12.32%,0,74.21%,-30.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/2/2023,84.04 CHF,,,,,,,,,,3.81%,84.04 CHF,3.20,93.13,3.55,4.31,90%,11%,3.44%,90.14%,3.81%,12.85%,12.85%,0,74.21%,-31.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/3/2023,83.14 CHF,,,,,,,,,,3.85%,83.14 CHF,3.20,93.13,3.55,4.31,89%,12%,3.44%,90.14%,3.85%,14.07%,14.07%,0,74.21%,-32.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/4/2023,83.36 CHF,,,,,,,,,,3.84%,83.36 CHF,3.20,93.13,3.55,4.31,89%,12%,3.44%,90.14%,3.84%,13.77%,13.77%,0,74.21%,-31.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/7/2023,83.32 CHF,,,,,,,,,,3.84%,83.32 CHF,3.20,93.13,3.55,4.31,89%,12%,3.44%,90.14%,3.84%,13.83%,13.83%,0,74.21%,-31.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/8/2023,83.90 CHF,,,,,,,,,,3.81%,83.90 CHF,3.20,93.13,3.55,4.31,90%,11%,3.44%,90.14%,3.81%,13.04%,13.04%,0,74.21%,-31.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/9/2023,83.98 CHF,,,,,,,,,,3.81%,83.98 CHF,3.20,93.13,3.55,4.31,90%,11%,3.44%,90.14%,3.81%,12.93%,12.93%,0,74.21%,-31.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/10/2023,84.76 CHF,,,,,,,,,,3.78%,84.76 CHF,3.20,93.13,3.55,4.31,91%,10%,3.44%,90.14%,3.78%,11.89%,11.89%,0,74.21%,-30.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,8/11/2023,83.20 CHF,,,,,,,,,,3.85%,83.20 CHF,3.20,93.13,3.55,4.31,89%,12%,3.44%,90.14%,3.85%,13.99%,13.99%,0,74.21%,-32.00%,,,,,,,,,,,,
