,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Bridgestone - Rating: 100% - Upside: 0%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2016,1/12/2016,$                                                          8.34,,,2/9/2015,,2/9/2015,,,,,1678.15%,$                8.34,140.00,4.631,95,8.26,3.585,78,0%,55422%,3.02%,1694.02%,4.11%,35.81%,7347.77%,610,3.90%,-1.59%,,2003,0.11,211.67%,1/1/1973,1973,,6,2.80%,1,19,0.04%
,,,,,,,,,,,,,,,,,,2016,1/13/2016,$                                                          8.46,,,2/17/2015,,2/17/2015,,,,,1655.34%,$                8.46,140.00,4.631,95,8.26,3.585,78,0%,54667%,3.02%,1694.02%,4.05%,33.96%,7246.50%,610,3.90%,-0.24%,,2004,0.04,-65.64%,1/1/1974,1974,,7,2.81%,3,22,0.11%
,,,,,,,,,,,,,,,,,,2016,1/14/2016,$                                                           8.51,,,2/23/2015,,2/23/2015,,,,,1645.61%,$                 8.51,140.00,4.631,95,8.26,3.585,78,0%,54346%,3.02%,1694.02%,4.03%,33.18%,7203.32%,610,3.90%,0.00%,,2005,0.10,188.97%,1/1/1975,1975,,8,2.82%,2,24,0.08%
,,,,,,,,,,,,,,,,,,2016,1/15/2016,$                                                          8.23,,,3/2/2015,,3/2/2015,,,,,1702.13%,$                8.23,140.00,4.631,95,8.26,3.585,78,0%,56216%,3.02%,1694.02%,4.17%,37.75%,7454.16%,610,3.90%,-3.32%,,2006,0.10,-2.85%,1/1/1976,1976,,9,2.83%,3,27,0.11%
,,,,,,,,,,,,,,,,,,2016,1/19/2016,$                                                          8.49,,,3/9/2015,,3/9/2015,,,,,1649.00%,$                8.49,140.00,4.631,95,8.26,3.585,78,0%,54458%,3.02%,1694.02%,4.04%,33.45%,7218.37%,610,3.90%,-0.21%,,2007,0.12,18.64%,1/1/1977,1977,,10,2.84%,1,28,0.04%
,,,,,,,,,,,,,,,,,,2016,1/20/2016,$                                                          8.22,,,3/16/2015,,3/16/2015,,,,,1704.20%,$                8.22,140.00,4.631,95,8.26,3.585,78,0%,56284%,3.02%,1694.02%,4.17%,37.92%,7463.36%,610,3.90%,-3.44%,,2008,0.12,-4.54%,1/1/1978,1978,,11,2.85%,3,31,0.11%
,,,,,,,,,,,,,,,,,,2016,1/21/2016,$                                                          8.35,,,3/23/2015,,3/23/2015,,,,,1676.14%,$                8.35,140.00,4.631,95,8.26,3.585,78,0%,55356%,3.02%,1694.02%,4.10%,35.65%,7338.85%,610,3.90%,-1.82%,,2009,0.09,-25.52%,1/1/1979,1979,,12,2.86%,0,31,0.00%
,,,,,,,,,,,,,,,,,,2016,1/22/2016,$                                                          8.75,,,3/30/2015,,3/30/2015,,,,,1600.00%,$                8.75,140.00,4.631,95,8.26,3.585,78,0%,52837%,3.02%,1694.02%,3.92%,29.49%,7000.91%,610,3.90%,0.00%,,2010,0.00,-100.00%,1/1/1980,1980,,13,2.87%,2,33,0.08%
,,,,,,,,,,,,,,,,,,2016,1/25/2016,$                                                          8.54,,,4/6/2015,,4/6/2015,,,,,1639.34%,$                8.54,140.00,4.631,95,8.26,3.585,78,0%,54138%,3.02%,1694.02%,4.01%,32.67%,7175.53%,610,3.90%,-2.40%,,2011,0.00,,1/1/1981,1981,,14,2.88%,6,39,0.23%
,,,,,,,,,,,,,,,,,,2016,1/26/2016,$                                                          8.68,,,4/13/2015,,4/13/2015,,,,,1612.90%,$                8.68,140.00,4.631,95,8.26,3.585,78,0%,53263%,3.02%,1694.02%,3.95%,30.53%,7058.18%,610,3.90%,-0.80%,,2012,32.00,,1/1/1982,1982,,15,2.89%,7,46,0.26%
,,,,,,,,,,,,,,,,,,2016,1/27/2016,$                                                          8.70,,,4/20/2015,,4/20/2015,,,,,1610.12%,$                8.70,140.00,4.631,95,8.26,3.585,78,0%,53171%,3.02%,1694.02%,3.94%,30.30%,7045.83%,610,3.90%,-0.63%,,2013,57.00,78.13%,1/1/1983,1983,,16,2.90%,4,50,0.15%
