,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,AVON LN,Avon Protection PLC,,,,,,,,,,21%,188%,$ 1.754,00,$        854.13,$   2.753,51,$      4.625,00,$  5.056,24,6.15%,0.72%,1.92%,6.15%,195.78%,195.78%,155%,,,,,,,NO,,,5.79%,0.54%,5.26%,0.10%,53
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,0.00%,,Avon Protection PLC - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,90%,NO,4.27%,11/10/2017,,,,,,,,,,$   2.753,51,57%,2.08%,$  5.056,24,$       605.37,$          593.00,$        187.78,0.50%,4.27%,1.32%,0.79%,-62.08%,-62.08%,-6%,,,,5Y CAGR,5.13%,,Avon Protection PLC - Returns (%),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10Y CAGR,16.36%,,Avon Protection PLC - Yield On Cost (YOC),,,,,,,
,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Avon Protection PLC - Rating: 21% - Upside: 188%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2016,1/4/2016,$                                                    990.00,,,12/29/2014,,12/29/2014,,,,,0.81%,990.00,8.02,1.111,63,187.78,605.37,87%,12%,0.72%,4.27%,3.68%,77.17%,82.18%,49.62,1.32%,0.00%,,1997,0.00,-,21,,,0,0.54%,74,74,2.74%
,,,,,,,,,,,,,,,,,,2016,1/5/2016,993.50,,,1/5/2015,,1/5/2015,,,,,0.81%,993.50,8.02,1.111,63,187.78,605.37,87%,12%,0.72%,4.27%,3.67%,76.55%,81.54%,49.62,1.32%,0.00%,,1998,0.00,,188,,,1,0.64%,59,133,2.19%
,,,,,,,,,,,,,,,,,,2016,1/6/2016,1.010,00,,,1/12/2015,,1/12/2015,,,,,0.79%,1.010,00,8.02,1.111,63,187.78,605.37,89%,10%,0.72%,4.27%,3.61%,73.66%,78.58%,49.62,1.32%,0.00%,,1999,0.00,,,,,2,0.74%,139,272,5.15%
,,,,,,,,,,,,,,,,,,2016,1/7/2016,1.009,00,,,1/19/2015,,1/20/2015,,,,,0.79%,1.009,00,8.02,1.111,63,187.78,605.37,89%,10%,0.72%,4.27%,3.62%,73.84%,78.75%,49.62,1.32%,-0.10%,,2000,0.00,,1/1/1970,1970,,3,0.84%,264,536,9.78%
,,,,,,,,,,,,,,,,,,2016,1/8/2016,1.013,00,,,1/26/2015,,1/26/2015,,,,,0.79%,1.013,00,8.02,1.111,63,187.78,605.37,89%,10%,0.72%,4.27%,3.60%,73.15%,78.05%,49.62,1.32%,0.00%,,2001,0.00,,1/1/1971,1971,,4,0.94%,394,930,14.60%
,,,,,,,,,,,,,,,,,,2016,1/11/2016,1.013,00,,,2/2/2015,,2/2/2015,,,,,0.79%,1.013,00,8.02,1.111,63,187.78,605.37,89%,10%,0.72%,4.27%,3.60%,73.15%,78.05%,49.62,1.32%,0.00%,,2002,7.00,,1/1/1972,1972,,5,1.04%,317,1247,11.75%
,,,,,,,,,,,,,,,,,,2016,1/12/2016,1.011,00,,,2/9/2015,,2/9/2015,,,,,0.79%,1.011,00,8.02,1.111,63,187.78,605.37,89%,10%,0.72%,4.27%,3.61%,73.49%,78.40%,49.62,1.32%,-0.20%,,2003,7.50,7.14%,1/1/1973,1973,,6,1.14%,21,1268,0.78%
,,,,,,,,,,,,,,,,,,2016,1/13/2016,1.014,00,,,2/16/2015,,2/17/2015,,,,,0.79%,1.014,00,8.02,1.111,63,187.78,605.37,89%,10%,0.72%,4.27%,3.60%,72.98%,77.87%,49.62,1.32%,0.00%,,2004,8.20,9.33%,1/1/1974,1974,,7,1.24%,77,1345,2.85%
,,,,,,,,,,,,,,,,,,2016,1/14/2016,1.018,00,,,2/23/2015,,2/23/2015,,,,,0.79%,1.018,00,8.02,1.111,63,187.78,605.37,90%,9%,0.72%,4.27%,3.58%,72.30%,77.17%,49.62,1.32%,0.00%,,2005,8.50,3.66%,1/1/1975,1975,,8,1.34%,72,1417,2.67%
,,,,,,,,,,,,,,,,,,2016,1/15/2016,1.010,00,,,3/2/2015,,3/2/2015,,,,,0.79%,1.010,00,8.02,1.111,63,187.78,605.37,89%,10%,0.72%,4.27%,3.61%,73.66%,78.58%,49.62,1.32%,-0.79%,,2006,8.50,0.00%,1/1/1976,1976,,9,1.44%,44,1461,1.63%
,,,,,,,,,,,,,,,,,,2016,1/18/2016,1.015,00,,,3/9/2015,,3/9/2015,,,,,0.79%,1.015,00,8.02,1.111,63,187.78,605.37,90%,10%,0.72%,4.27%,3.59%,72.81%,77.70%,49.62,1.32%,-0.29%,,2007,8.50,0.00%,1/1/1977,1977,,10,1.54%,18,1479,0.67%
