,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,DWHT LN,Dewhurst Group PLC,,,,,,,,,,4%,140%,$    850.00,$       800.00,$   1.088,24,$       2.710,00,$  2.037,74,2.31%,0.74%,1.37%,2.73%,54.55%,62.95%,179%,,,,,,,NO,,,2.07%,0.56%,1.51%,0.02%,75
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,0.00%,,Dewhurst Group PLC - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,90%,NO,1.88%,11/10/2017,,,,,,,,,,$   1.088,24,28%,1.76%,$  2.037,74,$       725.49,$          550.00,$       533.33,0.50%,1.88%,1.38%,0.55%,-68.63%,-68.63%,-12%,,,,5Y CAGR,2.13%,,Dewhurst Group PLC - Returns (%),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10Y CAGR,4.14%,,Dewhurst Group PLC - Yield On Cost (YOC),,,,,,,
,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Dewhurst Group PLC - Rating: 4% - Upside: 140%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2018,5/2/2018,1.040,00,,,,,4/13/2026,,,,,1.15%,1.040,00,12.00,1.630,19,640.00,870.59,40%,57%,0.74%,1.88%,1.44%,-18.27%,-15.89%,24.75,1.38%,-13.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/3/2018,1.040,00,,,,,4/20/2026,,,,,1.15%,1.040,00,12.00,1.630,19,640.00,870.59,40%,57%,0.74%,1.88%,1.44%,-18.27%,-15.89%,24.75,1.38%,-13.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/4/2018,1.040,00,,,,,4/27/2026,,,,,1.15%,1.040,00,12.00,1.630,19,640.00,870.59,40%,57%,0.74%,1.88%,1.44%,-18.27%,-15.89%,24.75,1.38%,-13.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/8/2018,1.040,00,,,,,5/4/2026,,,,,1.15%,1.040,00,12.00,1.630,19,640.00,870.59,40%,57%,0.74%,1.88%,1.44%,-18.27%,-15.89%,24.75,1.38%,-13.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/9/2018,1.040,00,,,,,5/11/2026,,,,,1.15%,1.040,00,12.00,1.630,19,640.00,870.59,40%,57%,0.74%,1.88%,1.44%,-18.27%,-15.89%,24.75,1.38%,-13.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/10/2018,1.015,00,,,,,5/18/2026,,,,,1.18%,1.015,00,12.00,1.630,19,640.00,870.59,38%,61%,0.74%,1.88%,1.48%,-16.26%,-13.82%,24.75,1.38%,-15.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/11/2018,990.00,,,,,5/26/2026,,,,,1.21%,990.00,12.00,1.630,19,640.00,870.59,35%,65%,0.74%,1.88%,1.52%,-14.14%,-11.64%,24.75,1.38%,-17.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/14/2018,960.00,,,,,6/1/2026,,,,,1.25%,960.00,12.00,1.630,19,640.00,870.59,32%,70%,0.74%,1.88%,1.56%,-11.46%,-8.88%,24.75,1.38%,-20.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/15/2018,960.00,,,,,6/8/2026,,,,,1.25%,960.00,12.00,1.630,19,640.00,870.59,32%,70%,0.74%,1.88%,1.56%,-11.46%,-8.88%,24.75,1.38%,-20.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/16/2018,960.00,,,,,6/15/2026,,,,,1.25%,960.00,12.00,1.630,19,640.00,870.59,32%,70%,0.74%,1.88%,1.56%,-11.46%,-8.88%,24.75,1.38%,-20.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/17/2018,945.00,,,,,6/22/2026,,,,,1.27%,945.00,12.00,1.630,19,640.00,870.59,31%,73%,0.74%,1.88%,1.59%,-10.05%,-7.43%,24.75,1.38%,-21.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/18/2018,945.00,,,,,6/29/2026,,,,,1.27%,945.00,12.00,1.630,19,640.00,870.59,31%,73%,0.74%,1.88%,1.59%,-10.05%,-7.43%,24.75,1.38%,-21.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/21/2018,915.00,,,,,7/6/2026,,,,,1.31%,915.00,12.00,1.630,19,640.00,870.59,28%,78%,0.74%,1.88%,1.64%,-7.10%,-4.40%,24.75,1.38%,-23.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/22/2018,910.00,,,,,7/13/2026,,,,,1.32%,910.00,12.00,1.630,19,640.00,870.59,27%,79%,0.74%,1.88%,1.65%,-6.59%,-3.87%,24.75,1.38%,-24.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/23/2018,910.00,,,,,7/20/2026,,,,,1.32%,910.00,12.00,1.630,19,640.00,870.59,27%,79%,0.74%,1.88%,1.65%,-6.59%,-3.87%,24.75,1.38%,-24.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/24/2018,910.00,,,,,,,,,,1.32%,910.00,12.00,1.630,19,640.00,870.59,27%,79%,0.74%,1.88%,1.65%,-6.59%,-3.87%,24.75,1.38%,-24.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/25/2018,910.00,,,,,,,,,,1.32%,910.00,12.00,1.630,19,640.00,870.59,27%,79%,0.74%,1.88%,1.65%,-6.59%,-3.87%,24.75,1.38%,-24.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/29/2018,910.00,,,,,,,,,,1.32%,910.00,12.00,1.630,19,640.00,870.59,27%,79%,0.74%,1.88%,1.65%,-6.59%,-3.87%,24.75,1.38%,-24.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/30/2018,910.00,,,,,,,,,,1.32%,910.00,12.00,1.630,19,640.00,870.59,27%,79%,0.74%,1.88%,1.65%,-6.59%,-3.87%,24.75,1.38%,-24.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/31/2018,910.00,,,,,,,,,,1.32%,910.00,12.00,1.630,19,640.00,870.59,27%,79%,0.74%,1.88%,1.65%,-6.59%,-3.87%,24.75,1.38%,-24.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/1/2018,910.00,,,,,,,,,,1.32%,910.00,12.00,1.630,19,640.00,870.59,27%,79%,0.74%,1.88%,1.65%,-6.59%,-3.87%,24.75,1.38%,-24.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/4/2018,910.00,,,,,,,,,,1.32%,910.00,12.00,1.630,19,640.00,870.59,27%,79%,0.74%,1.88%,1.65%,-6.59%,-3.87%,24.75,1.38%,-24.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/5/2018,910.00,,,,,,,,,,1.32%,910.00,12.00,1.630,19,640.00,870.59,27%,79%,0.74%,1.88%,1.65%,-6.59%,-3.87%,24.75,1.38%,-24.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/6/2018,935.00,,,,,,,,,,1.28%,935.00,12.00,1.630,19,640.00,870.59,30%,74%,0.74%,1.88%,1.60%,-9.09%,-6.44%,24.75,1.38%,-22.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/7/2018,935.00,,,,,,,,,,1.28%,935.00,12.00,1.630,19,640.00,870.59,30%,74%,0.74%,1.88%,1.60%,-9.09%,-6.44%,24.75,1.38%,-22.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/8/2018,935.00,,,,,,,,,,1.28%,935.00,12.00,1.630,19,640.00,870.59,30%,74%,0.74%,1.88%,1.60%,-9.09%,-6.44%,24.75,1.38%,-22.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/11/2018,935.00,,,,,,,,,,1.28%,935.00,12.00,1.630,19,640.00,870.59,30%,74%,0.74%,1.88%,1.60%,-9.09%,-6.44%,24.75,1.38%,-22.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/12/2018,935.00,,,,,,,,,,1.28%,935.00,12.00,1.630,19,640.00,870.59,30%,74%,0.74%,1.88%,1.60%,-9.09%,-6.44%,24.75,1.38%,-22.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/13/2018,875.00,,,,,,,,,,1.37%,875.00,12.00,1.630,19,640.00,870.59,24%,86%,0.74%,1.88%,1.71%,-2.86%,-0.03%,24.75,1.38%,-27.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/14/2018,875.00,,,,,,,,,,1.37%,875.00,12.00,1.630,19,640.00,870.59,24%,86%,0.74%,1.88%,1.71%,-2.86%,-0.03%,24.75,1.38%,-27.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/15/2018,875.00,,,,,,,,,,1.37%,875.00,12.00,1.630,19,640.00,870.59,24%,86%,0.74%,1.88%,1.71%,-2.86%,-0.03%,24.75,1.38%,-27.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/18/2018,912.50,,,,,,,,,,1.32%,912.50,12.00,1.630,19,640.00,870.59,28%,79%,0.74%,1.88%,1.64%,-6.85%,-4.14%,24.75,1.38%,-23.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/19/2018,912.50,,,,,,,,,,1.32%,912.50,12.00,1.630,19,640.00,870.59,28%,79%,0.74%,1.88%,1.64%,-6.85%,-4.14%,24.75,1.38%,-23.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/20/2018,912.50,,,,,,,,,,1.32%,912.50,12.00,1.630,19,640.00,870.59,28%,79%,0.74%,1.88%,1.64%,-6.85%,-4.14%,24.75,1.38%,-23.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/21/2018,912.50,,,,,,,,,,1.32%,912.50,12.00,1.630,19,640.00,870.59,28%,79%,0.74%,1.88%,1.64%,-6.85%,-4.14%,24.75,1.38%,-23.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/22/2018,912.50,,,,,,,,,,1.32%,912.50,12.00,1.630,19,640.00,870.59,28%,79%,0.74%,1.88%,1.64%,-6.85%,-4.14%,24.75,1.38%,-23.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/25/2018,912.50,,,,,,,,,,1.32%,912.50,12.00,1.630,19,640.00,870.59,28%,79%,0.74%,1.88%,1.64%,-6.85%,-4.14%,24.75,1.38%,-23.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/26/2018,912.50,,,,,,,,,,1.32%,912.50,12.00,1.630,19,640.00,870.59,28%,79%,0.74%,1.88%,1.64%,-6.85%,-4.14%,24.75,1.38%,-23.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/27/2018,912.50,,,,,,,,,,1.32%,912.50,12.00,1.630,19,640.00,870.59,28%,79%,0.74%,1.88%,1.64%,-6.85%,-4.14%,24.75,1.38%,-23.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/28/2018,912.50,,,,,,,,,,1.32%,912.50,12.00,1.630,19,640.00,870.59,28%,79%,0.74%,1.88%,1.64%,-6.85%,-4.14%,24.75,1.38%,-23.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/29/2018,912.50,,,,,,,,,,1.32%,912.50,12.00,1.630,19,640.00,870.59,28%,79%,0.74%,1.88%,1.64%,-6.85%,-4.14%,24.75,1.38%,-23.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/2/2018,912.50,,,,,,,,,,1.32%,912.50,12.00,1.630,19,640.00,870.59,28%,79%,0.74%,1.88%,1.64%,-6.85%,-4.14%,24.75,1.38%,-23.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/3/2018,912.50,,,,,,,,,,1.32%,912.50,12.00,1.630,19,640.00,870.59,28%,79%,0.74%,1.88%,1.64%,-6.85%,-4.14%,24.75,1.38%,-23.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/4/2018,912.50,,,,,,,,,,1.32%,912.50,12.00,1.630,19,640.00,870.59,28%,79%,0.74%,1.88%,1.64%,-6.85%,-4.14%,24.75,1.38%,-23.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/5/2018,912.50,,,,,,,,,,1.32%,912.50,12.00,1.630,19,640.00,870.59,28%,79%,0.74%,1.88%,1.64%,-6.85%,-4.14%,24.75,1.38%,-23.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/6/2018,912.50,,,,,,,,,,1.32%,912.50,12.00,1.630,19,640.00,870.59,28%,79%,0.74%,1.88%,1.64%,-6.85%,-4.14%,24.75,1.38%,-23.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/9/2018,912.50,,,,,,,,,,1.32%,912.50,12.00,1.630,19,640.00,870.59,28%,79%,0.74%,1.88%,1.64%,-6.85%,-4.14%,24.75,1.38%,-23.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/10/2018,912.50,,,,,,,,,,1.32%,912.50,12.00,1.630,19,640.00,870.59,28%,79%,0.74%,1.88%,1.64%,-6.85%,-4.14%,24.75,1.38%,-23.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/11/2018,952.50,,,,,,,,,,1.26%,952.50,12.00,1.630,19,640.00,870.59,32%,71%,0.74%,1.88%,1.57%,-10.76%,-8.16%,24.75,1.38%,-20.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/12/2018,952.50,,,,,,,,,,1.26%,952.50,12.00,1.630,19,640.00,870.59,32%,71%,0.74%,1.88%,1.57%,-10.76%,-8.16%,24.75,1.38%,-20.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/13/2018,952.50,,,,,,,,,,1.26%,952.50,12.00,1.630,19,640.00,870.59,32%,71%,0.74%,1.88%,1.57%,-10.76%,-8.16%,24.75,1.38%,-20.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/16/2018,1.015,00,,,,,,,,,,1.18%,1.015,00,12.00,1.630,19,640.00,870.59,38%,61%,0.74%,1.88%,1.48%,-16.26%,-13.82%,24.75,1.38%,-15.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/17/2018,1.025,00,,,,,,,,,,1.17%,1.025,00,12.00,1.630,19,640.00,870.59,39%,59%,0.74%,1.88%,1.46%,-17.07%,-14.66%,24.75,1.38%,-14.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/18/2018,1.075,00,,,,,,,,,,1.12%,1.075,00,12.00,1.630,19,640.00,870.59,44%,52%,0.74%,1.88%,1.40%,-20.93%,-18.63%,24.75,1.38%,-10.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/19/2018,1.090,00,,,,,,,,,,1.10%,1.090,00,12.00,1.630,19,640.00,870.59,45%,50%,0.74%,1.88%,1.38%,-22.02%,-19.75%,24.75,1.38%,-9.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/20/2018,1.225,00,,,,,,,,,,0.98%,1.225,00,12.00,1.630,19,640.00,870.59,59%,33%,0.74%,1.88%,1.22%,-30.61%,-28.59%,24.75,1.38%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/23/2018,1.225,00,,,,,,,,,,0.98%,1.225,00,12.00,1.630,19,640.00,870.59,59%,33%,0.74%,1.88%,1.22%,-30.61%,-28.59%,24.75,1.38%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/24/2018,1.205,00,,,,,,,,,,1.00%,1.205,00,12.00,1.630,19,640.00,870.59,57%,35%,0.74%,1.88%,1.24%,-29.46%,-27.41%,24.75,1.38%,-1.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/25/2018,1.165,00,,,,,,,,,,1.03%,1.165,00,12.00,1.630,19,640.00,870.59,53%,40%,0.74%,1.88%,1.29%,-27.04%,-24.91%,24.75,1.38%,-4.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/26/2018,1.135,00,,,,,,,,,,1.06%,1.135,00,12.00,1.630,19,640.00,870.59,50%,44%,0.74%,1.88%,1.32%,-25.11%,-22.93%,24.75,1.38%,-7.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/27/2018,1.130,00,,,,,,,,,,1.06%,1.130,00,12.00,1.630,19,640.00,870.59,49%,44%,0.74%,1.88%,1.33%,-24.78%,-22.59%,24.75,1.38%,-7.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/30/2018,1.145,00,,,,,,,,,,1.05%,1.145,00,12.00,1.630,19,640.00,870.59,51%,42%,0.74%,1.88%,1.31%,-25.76%,-23.60%,24.75,1.38%,-6.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/31/2018,1.145,00,,,,,,,,,,1.05%,1.145,00,12.00,1.630,19,640.00,870.59,51%,42%,0.74%,1.88%,1.31%,-25.76%,-23.60%,24.75,1.38%,-6.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/1/2018,1.140,00,,,,,,,,,,1.05%,1.140,00,12.00,1.630,19,640.00,870.59,50%,43%,0.74%,1.88%,1.32%,-25.44%,-23.27%,24.75,1.38%,-6.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/2/2018,1.130,00,,,,,,,,,,1.06%,1.130,00,12.00,1.630,19,640.00,870.59,49%,44%,0.74%,1.88%,1.33%,-24.78%,-22.59%,24.75,1.38%,-7.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/3/2018,1.130,00,,,,,,,,,,1.06%,1.130,00,12.00,1.630,19,640.00,870.59,49%,44%,0.74%,1.88%,1.33%,-24.78%,-22.59%,24.75,1.38%,-7.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/6/2018,1.130,00,,,,,,,,,,1.06%,1.130,00,12.00,1.630,19,640.00,870.59,49%,44%,0.74%,1.88%,1.33%,-24.78%,-22.59%,24.75,1.38%,-7.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/7/2018,1.130,00,,,,,,,,,,1.06%,1.130,00,12.00,1.630,19,640.00,870.59,49%,44%,0.74%,1.88%,1.33%,-24.78%,-22.59%,24.75,1.38%,-7.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/8/2018,1.130,00,,,,,,,,,,1.06%,1.130,00,12.00,1.630,19,640.00,870.59,49%,44%,0.74%,1.88%,1.33%,-24.78%,-22.59%,24.75,1.38%,-7.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/9/2018,1.130,00,,,,,,,,,,1.06%,1.130,00,12.00,1.630,19,640.00,870.59,49%,44%,0.74%,1.88%,1.33%,-24.78%,-22.59%,24.75,1.38%,-7.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/10/2018,1.130,00,,,,,,,,,,1.06%,1.130,00,12.00,1.630,19,640.00,870.59,49%,44%,0.74%,1.88%,1.33%,-24.78%,-22.59%,24.75,1.38%,-7.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/13/2018,1.135,00,,,,,,,,,,1.06%,1.135,00,12.00,1.630,19,640.00,870.59,50%,44%,0.74%,1.88%,1.32%,-25.11%,-22.93%,24.75,1.38%,-7.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/14/2018,1.135,00,,,,,,,,,,1.06%,1.135,00,12.00,1.630,19,640.00,870.59,50%,44%,0.74%,1.88%,1.32%,-25.11%,-22.93%,24.75,1.38%,-7.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/15/2018,1.135,00,,,,,,,,,,1.06%,1.135,00,12.00,1.630,19,640.00,870.59,50%,44%,0.74%,1.88%,1.32%,-25.11%,-22.93%,24.75,1.38%,-7.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/16/2018,1.135,00,,,,,,,,,,1.06%,1.135,00,12.00,1.630,19,640.00,870.59,50%,44%,0.74%,1.88%,1.32%,-25.11%,-22.93%,24.75,1.38%,-7.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/17/2018,1.135,00,,,,,,,,,,1.06%,1.135,00,12.00,1.630,19,640.00,870.59,50%,44%,0.74%,1.88%,1.32%,-25.11%,-22.93%,24.75,1.38%,-7.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/20/2018,1.135,00,,,,,,,,,,1.06%,1.135,00,12.00,1.630,19,640.00,870.59,50%,44%,0.74%,1.88%,1.32%,-25.11%,-22.93%,24.75,1.38%,-7.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/21/2018,1.135,00,,,,,,,,,,1.06%,1.135,00,12.00,1.630,19,640.00,870.59,50%,44%,0.74%,1.88%,1.32%,-25.11%,-22.93%,24.75,1.38%,-7.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/22/2018,1.135,00,,,,,,,,,,1.06%,1.135,00,12.00,1.630,19,640.00,870.59,50%,44%,0.74%,1.88%,1.32%,-25.11%,-22.93%,24.75,1.38%,-7.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/23/2018,1.135,00,,,,,,,,,,1.06%,1.135,00,12.00,1.630,19,640.00,870.59,50%,44%,0.74%,1.88%,1.32%,-25.11%,-22.93%,24.75,1.38%,-7.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/24/2018,1.135,00,,,,,,,,,,1.06%,1.135,00,12.00,1.630,19,640.00,870.59,50%,44%,0.74%,1.88%,1.32%,-25.11%,-22.93%,24.75,1.38%,-7.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/28/2018,1.135,00,,,,,,,,,,1.06%,1.135,00,12.00,1.630,19,640.00,870.59,50%,44%,0.74%,1.88%,1.32%,-25.11%,-22.93%,24.75,1.38%,-7.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/29/2018,1.135,00,,,,,,,,,,1.06%,1.135,00,12.00,1.630,19,640.00,870.59,50%,44%,0.74%,1.88%,1.32%,-25.11%,-22.93%,24.75,1.38%,-7.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/30/2018,1.125,00,,,,,,,,,,1.07%,1.125,00,12.00,1.630,19,640.00,870.59,49%,45%,0.74%,1.88%,1.33%,-24.44%,-22.24%,24.75,1.38%,-8.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/31/2018,1.125,00,,,,,,,,,,1.07%,1.125,00,12.00,1.630,19,640.00,870.59,49%,45%,0.74%,1.88%,1.33%,-24.44%,-22.24%,24.75,1.38%,-8.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/3/2018,1.125,00,,,,,,,,,,1.07%,1.125,00,12.00,1.630,19,640.00,870.59,49%,45%,0.74%,1.88%,1.33%,-24.44%,-22.24%,24.75,1.38%,-8.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/4/2018,1.125,00,,,,,,,,,,1.07%,1.125,00,12.00,1.630,19,640.00,870.59,49%,45%,0.74%,1.88%,1.33%,-24.44%,-22.24%,24.75,1.38%,-8.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/5/2018,1.125,00,,,,,,,,,,1.07%,1.125,00,12.00,1.630,19,640.00,870.59,49%,45%,0.74%,1.88%,1.33%,-24.44%,-22.24%,24.75,1.38%,-8.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/6/2018,1.125,00,,,,,,,,,,1.07%,1.125,00,12.00,1.630,19,640.00,870.59,49%,45%,0.74%,1.88%,1.33%,-24.44%,-22.24%,24.75,1.38%,-8.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/7/2018,1.125,00,,,,,,,,,,1.07%,1.125,00,12.00,1.630,19,640.00,870.59,49%,45%,0.74%,1.88%,1.33%,-24.44%,-22.24%,24.75,1.38%,-8.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/10/2018,1.100,00,,,,,,,,,,1.09%,1.100,00,12.00,1.630,19,640.00,870.59,46%,48%,0.74%,1.88%,1.36%,-22.73%,-20.48%,24.75,1.38%,-10.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/11/2018,1.100,00,,,,,,,,,,1.09%,1.100,00,12.00,1.630,19,640.00,870.59,46%,48%,0.74%,1.88%,1.36%,-22.73%,-20.48%,24.75,1.38%,-10.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/12/2018,1.085,00,,,,,,,,,,1.11%,1.085,00,12.00,1.630,19,640.00,870.59,45%,50%,0.74%,1.88%,1.38%,-21.66%,-19.38%,24.75,1.38%,-11.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/13/2018,1.085,00,,,,,,,,,,1.11%,1.085,00,12.00,1.630,19,640.00,870.59,45%,50%,0.74%,1.88%,1.38%,-21.66%,-19.38%,24.75,1.38%,-11.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/14/2018,1.085,00,,,,,,,,,,1.11%,1.085,00,12.00,1.630,19,640.00,870.59,45%,50%,0.74%,1.88%,1.38%,-21.66%,-19.38%,24.75,1.38%,-11.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/17/2018,1.065,00,,,,,,,,,,1.13%,1.065,00,12.00,1.630,19,640.00,870.59,43%,53%,0.74%,1.88%,1.41%,-20.19%,-17.86%,24.75,1.38%,-13.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/18/2018,1.065,00,,,,,,,,,,1.13%,1.065,00,12.00,1.630,19,640.00,870.59,43%,53%,0.74%,1.88%,1.41%,-20.19%,-17.86%,24.75,1.38%,-13.06%,,,,,,,,,,,,
