,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,BNZL LN,Bunzl PLC,,,,,,,,,,27%,47%,$2.758,00,$  2.278,88,$  3.449,84,$       3.714,00,$   4.063,17,4.04%,1.82%,2.27%,4.98%,115.97%,115.97%,130%,,,,,,,NO,,,3.62%,1.64%,1.98%,0.03%,66
,,,,,,,,,,,,,,,,,,2016,4/19/2016,2.094,00,,,5/31/2016,,5/31/2016,,,,,1.87%,2.094,00,39.25,2.152,22,1.207,10,1.827,35,94%,3%,1.82%,3.25%,3.04%,31.71%,40.30%,179.95,2.15%,0.00%,,,,,,97%,,74,,,,
,,,,,,,,,,,,,,,,,,2016,4/20/2016,2.080,00,,,6/6/2016,,6/6/2016,,,,,1.89%,2.080,00,39.25,2.152,22,1.207,10,1.827,35,92%,3%,1.82%,3.25%,3.06%,32.60%,41.25%,179.95,2.15%,-0.67%,,,,,,98%,,75,,,,
,,,,,,,,,,,,,,,,,,2016,4/21/2016,2.078,00,,,6/13/2016,,6/13/2016,,,,,1.89%,2.078,00,39.25,2.152,22,1.207,10,1.827,35,92%,4%,1.82%,3.25%,3.06%,32.72%,41.38%,179.95,2.15%,-0.76%,,,,,,99%,,76,,,,
,,,,,,,,,,,,,,,,,,2016,4/22/2016,2.069,00,,,6/20/2016,,6/20/2016,,,,,1.90%,2.069,00,39.25,2.152,22,1.207,10,1.827,35,91%,4%,1.82%,3.25%,3.07%,33.30%,42.00%,179.95,2.15%,-1.19%,,,,,,100%,,77,,,,
,,,,,,,,,,,,,,,,,,2016,4/25/2016,2.067,00,,,6/27/2016,,6/27/2016,,,,,1.90%,2.067,00,39.25,2.152,22,1.207,10,1.827,35,91%,4%,1.82%,3.25%,3.08%,33.43%,42.14%,179.95,2.15%,-1.29%,,,,,,,,78,,,,
,,,,,,,,,,,,,,,,,,2016,4/26/2016,2.056,00,,,7/4/2016,,7/5/2016,,,,,1.91%,2.056,00,39.25,2.152,22,1.207,10,1.827,35,90%,5%,1.82%,3.25%,3.09%,34.14%,42.90%,179.95,2.15%,-1.81%,,,,,,,,79,,,,
,,,,,,,,,,,,,,,,,,2016,4/27/2016,2.059,00,,,7/11/2016,,7/11/2016,,,,,1.91%,2.059,00,39.25,2.152,22,1.207,10,1.827,35,90%,5%,1.82%,3.25%,3.09%,33.95%,42.69%,179.95,2.15%,-1.67%,,,,,,,,80,,,,
,,,,,,,,,,,,,,,,,,2016,4/28/2016,2.052,00,,,7/18/2016,,7/18/2016,,,,,1.91%,2.052,00,39.25,2.152,22,1.207,10,1.827,35,89%,5%,1.82%,3.25%,3.10%,34.41%,43.17%,179.95,2.15%,-2.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,4/29/2016,2.039,00,,,7/25/2016,,7/25/2016,,,,,1.92%,2.039,00,39.25,2.152,22,1.207,10,1.827,35,88%,6%,1.82%,3.25%,3.12%,35.26%,44.09%,179.95,2.15%,-2.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/3/2016,2.047,00,,,8/1/2016,,8/1/2016,,,,,1.92%,2.047,00,39.25,2.152,22,1.207,10,1.827,35,89%,5%,1.82%,3.25%,3.11%,34.73%,43.52%,179.95,2.15%,-2.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/4/2016,2.045,00,,,8/8/2016,,8/8/2016,,,,,1.92%,2.045,00,39.25,2.152,22,1.207,10,1.827,35,89%,5%,1.82%,3.25%,3.11%,34.87%,43.67%,179.95,2.15%,-2.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/5/2016,2.057,00,,,8/15/2016,,8/15/2016,,,,,1.91%,2.057,00,39.25,2.152,22,1.207,10,1.827,35,90%,5%,1.82%,3.25%,3.09%,34.08%,42.83%,179.95,2.15%,-1.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/6/2016,2.059,00,,,8/22/2016,,8/22/2016,,,,,1.91%,2.059,00,39.25,2.152,22,1.207,10,1.827,35,90%,5%,1.82%,3.25%,3.09%,33.95%,42.69%,179.95,2.15%,-1.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/9/2016,2.068,00,,,8/30/2016,,8/29/2016,,,,,1.90%,2.068,00,39.25,2.152,22,1.207,10,1.827,35,91%,4%,1.82%,3.25%,3.08%,33.37%,42.07%,179.95,2.15%,-1.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/10/2016,2.070,00,,,9/5/2016,,9/6/2016,,,,,1.90%,2.070,00,39.25,2.152,22,1.207,10,1.827,35,91%,4%,1.82%,3.25%,3.07%,33.24%,41.93%,179.95,2.15%,-1.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/11/2016,2.082,00,,,9/12/2016,,9/12/2016,,,,,1.89%,2.082,00,39.25,2.152,22,1.207,10,1.827,35,93%,3%,1.82%,3.25%,3.05%,32.47%,41.11%,179.95,2.15%,-0.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/12/2016,2.083,00,,,9/19/2016,,9/19/2016,,,,,1.88%,2.083,00,39.25,2.152,22,1.207,10,1.827,35,93%,3%,1.82%,3.25%,3.05%,32.41%,41.04%,179.95,2.15%,-0.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/13/2016,2.069,00,,,9/26/2016,,9/26/2016,,,,,1.90%,2.069,00,39.25,2.152,22,1.207,10,1.827,35,91%,4%,1.82%,3.25%,3.07%,33.30%,42.00%,179.95,2.15%,-1.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/16/2016,2.072,00,,,10/3/2016,,10/3/2016,,,,,1.89%,2.072,00,39.25,2.152,22,1.207,10,1.827,35,92%,4%,1.82%,3.25%,3.07%,33.11%,41.79%,179.95,2.15%,-1.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/17/2016,2.076,00,,,10/10/2016,,10/10/2016,,,,,1.89%,2.076,00,39.25,2.152,22,1.207,10,1.827,35,92%,4%,1.82%,3.25%,3.06%,32.85%,41.52%,179.95,2.15%,-0.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/18/2016,2.077,00,,,10/17/2016,,10/17/2016,,,,,1.89%,2.077,00,39.25,2.152,22,1.207,10,1.827,35,92%,4%,1.82%,3.25%,3.06%,32.79%,41.45%,179.95,2.15%,-0.81%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/19/2016,2.000,00,,,10/24/2016,,10/24/2016,,,,,1.96%,2.000,00,39.25,2.152,22,1.207,10,1.827,35,84%,8%,1.82%,3.25%,3.18%,37.90%,46.90%,179.95,2.15%,-4.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/20/2016,2.024,00,,,10/31/2016,,10/31/2016,,,,,1.94%,2.024,00,39.25,2.152,22,1.207,10,1.827,35,86%,6%,1.82%,3.25%,3.14%,36.26%,45.16%,179.95,2.15%,-3.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/23/2016,2.031,00,,,11/7/2016,,11/7/2016,,,,,1.93%,2.031,00,39.25,2.152,22,1.207,10,1.827,35,87%,6%,1.82%,3.25%,3.13%,35.80%,44.66%,179.95,2.15%,-3.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/24/2016,2.042,00,,,11/14/2016,,11/14/2016,,,,,1.92%,2.042,00,39.25,2.152,22,1.207,10,1.827,35,88%,5%,1.82%,3.25%,3.11%,35.06%,43.88%,179.95,2.15%,-2.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/25/2016,2.009,00,,,11/21/2016,,11/21/2016,,,,,1.95%,2.009,00,39.25,2.152,22,1.207,10,1.827,35,85%,7%,1.82%,3.25%,3.17%,37.28%,46.24%,179.95,2.15%,-4.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/26/2016,2.014,00,,,11/28/2016,,11/28/2016,,,,,1.95%,2.014,00,39.25,2.152,22,1.207,10,1.827,35,85%,7%,1.82%,3.25%,3.16%,36.94%,45.88%,179.95,2.15%,-3.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/27/2016,2.024,00,,,12/5/2016,,12/5/2016,,,,,1.94%,2.024,00,39.25,2.152,22,1.207,10,1.827,35,86%,6%,1.82%,3.25%,3.14%,36.26%,45.16%,179.95,2.15%,-3.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/31/2016,2.044,00,,,12/12/2016,,12/12/2016,,,,,1.92%,2.044,00,39.25,2.152,22,1.207,10,1.827,35,89%,5%,1.82%,3.25%,3.11%,34.93%,43.74%,179.95,2.15%,-2.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/1/2016,2.039,00,,,12/19/2016,,12/19/2016,,,,,1.92%,2.039,00,39.25,2.152,22,1.207,10,1.827,35,88%,6%,1.82%,3.25%,3.12%,35.26%,44.09%,179.95,2.15%,-2.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/2/2016,2.039,00,,,12/28/2016,,12/27/2016,,,,,1.92%,2.039,00,39.25,2.152,22,1.207,10,1.827,35,88%,6%,1.82%,3.25%,3.12%,35.26%,44.09%,179.95,2.15%,-2.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/3/2016,2.047,00,,,1/3/2017,,1/3/2017,,,,,1.92%,2.047,00,39.25,2.152,22,1.207,10,1.827,35,89%,5%,1.82%,3.25%,3.11%,34.73%,43.52%,179.95,2.15%,-2.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/6/2016,2.063,00,,,1/9/2017,,1/9/2017,,,,,1.90%,2.063,00,39.25,2.152,22,1.207,10,1.827,35,91%,4%,1.82%,3.25%,3.08%,33.69%,42.41%,179.95,2.15%,-1.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/7/2016,2.068,00,,,1/16/2017,,1/17/2017,,,,,1.90%,2.068,00,39.25,2.152,22,1.207,10,1.827,35,91%,4%,1.82%,3.25%,3.08%,33.37%,42.07%,179.95,2.15%,-1.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/8/2016,2.074,00,,,1/23/2017,,1/23/2017,,,,,1.89%,2.074,00,39.25,2.152,22,1.207,10,1.827,35,92%,4%,1.82%,3.25%,3.07%,32.98%,41.66%,179.95,2.15%,-0.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/9/2016,2.064,00,,,1/30/2017,,1/30/2017,,,,,1.90%,2.064,00,39.25,2.152,22,1.207,10,1.827,35,91%,4%,1.82%,3.25%,3.08%,33.62%,42.34%,179.95,2.15%,-1.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/10/2016,2.041,00,,,2/6/2017,,2/6/2017,,,,,1.92%,2.041,00,39.25,2.152,22,1.207,10,1.827,35,88%,5%,1.82%,3.25%,3.12%,35.13%,43.95%,179.95,2.15%,-2.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/13/2016,2.022,00,,,2/13/2017,,2/13/2017,,,,,1.94%,2.022,00,39.25,2.152,22,1.207,10,1.827,35,86%,6%,1.82%,3.25%,3.15%,36.40%,45.30%,179.95,2.15%,-3.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/14/2016,1.977,00,,,2/20/2017,,2/21/2017,,,,,1.99%,1.977,00,39.25,2.152,22,1.207,10,1.827,35,81%,9%,1.82%,3.25%,3.22%,39.50%,48.61%,179.95,2.15%,-5.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/15/2016,1.983,00,,,2/27/2017,,2/27/2017,,,,,1.98%,1.983,00,39.25,2.152,22,1.207,10,1.827,35,82%,9%,1.82%,3.25%,3.21%,39.08%,48.16%,179.95,2.15%,-5.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/16/2016,1.951,00,,,3/6/2017,,3/6/2017,,,,,2.01%,1.951,00,39.25,2.152,22,1.207,10,1.827,35,79%,10%,1.82%,3.25%,3.26%,41.36%,50.59%,179.95,2.15%,-6.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/17/2016,1.965,00,,,3/13/2017,,3/13/2017,,,,,2.00%,1.965,00,39.25,2.152,22,1.207,10,1.827,35,80%,10%,1.82%,3.25%,3.24%,40.36%,49.51%,179.95,2.15%,-6.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/20/2016,2.016,00,,,3/20/2017,,3/20/2017,,,,,1.95%,2.016,00,39.25,2.152,22,1.207,10,1.827,35,86%,7%,1.82%,3.25%,3.15%,36.81%,45.73%,179.95,2.15%,-3.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/21/2016,2.018,00,,,3/27/2017,,3/27/2017,,,,,1.94%,2.018,00,39.25,2.152,22,1.207,10,1.827,35,86%,7%,1.82%,3.25%,3.15%,36.67%,45.59%,179.95,2.15%,-3.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/22/2016,2.031,00,,,4/3/2017,,4/3/2017,,,,,1.93%,2.031,00,39.25,2.152,22,1.207,10,1.827,35,87%,6%,1.82%,3.25%,3.13%,35.80%,44.66%,179.95,2.15%,-3.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/23/2016,2.065,00,,,4/10/2017,,4/10/2017,,,,,1.90%,2.065,00,39.25,2.152,22,1.207,10,1.827,35,91%,4%,1.82%,3.25%,3.08%,33.56%,42.27%,179.95,2.15%,-1.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/24/2016,2.064,00,,,4/18/2017,,4/17/2017,,,,,1.90%,2.064,00,39.25,2.152,22,1.207,10,1.827,35,91%,4%,1.82%,3.25%,3.08%,33.62%,42.34%,179.95,2.15%,-1.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/27/2016,2.040,00,,,4/24/2017,,4/24/2017,,,,,1.92%,2.040,00,39.25,2.152,22,1.207,10,1.827,35,88%,6%,1.82%,3.25%,3.12%,35.20%,44.02%,179.95,2.15%,-2.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/28/2016,2.118,00,,,5/2/2017,,5/1/2017,,,,,1.85%,2.118,00,39.25,2.152,22,1.207,10,1.827,35,96%,2%,1.82%,3.25%,3.00%,30.22%,38.71%,179.95,2.15%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/29/2016,2.230,00,,,5/8/2017,,5/8/2017,,,,,1.76%,2.230,00,39.25,2.152,22,1.207,10,1.827,35,108%,-3%,1.82%,3.25%,2.85%,23.68%,31.75%,179.95,2.15%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,6/30/2016,2.302,00,,,5/15/2017,,5/15/2017,,,,,1.71%,2.302,00,39.25,2.152,22,1.207,10,1.827,35,116%,-7%,1.82%,3.25%,2.76%,19.81%,27.63%,179.95,2.15%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/1/2016,2.317,00,,,5/22/2017,,5/22/2017,,,,,1.69%,2.317,00,39.25,2.152,22,1.207,10,1.827,35,117%,-7%,1.82%,3.25%,2.74%,19.03%,26.80%,179.95,2.15%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/4/2016,2.307,00,,,5/30/2017,,5/30/2017,,,,,1.70%,2.307,00,39.25,2.152,22,1.207,10,1.827,35,116%,-7%,1.82%,3.25%,2.76%,19.55%,27.35%,179.95,2.15%,-0.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/5/2016,2.332,00,,,6/5/2017,,6/5/2017,,,,,1.68%,2.332,00,39.25,2.152,22,1.207,10,1.827,35,119%,-8%,1.82%,3.25%,2.73%,18.27%,25.98%,179.95,2.15%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/6/2016,2.319,00,,,6/12/2017,,6/12/2017,,,,,1.69%,2.319,00,39.25,2.152,22,1.207,10,1.827,35,118%,-7%,1.82%,3.25%,2.74%,18.93%,26.69%,179.95,2.15%,-0.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/7/2016,2.329,00,,,6/19/2017,,6/19/2017,,,,,1.69%,2.329,00,39.25,2.152,22,1.207,10,1.827,35,119%,-8%,1.82%,3.25%,2.73%,18.42%,26.15%,179.95,2.15%,-0.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/8/2016,2.339,00,,,6/26/2017,,6/26/2017,,,,,1.68%,2.339,00,39.25,2.152,22,1.207,10,1.827,35,120%,-8%,1.82%,3.25%,2.72%,17.91%,25.61%,179.95,2.15%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/11/2016,2.377,00,,,7/3/2017,,7/3/2017,,,,,1.65%,2.377,00,39.25,2.152,22,1.207,10,1.827,35,124%,-9%,1.82%,3.25%,2.68%,16.03%,23.60%,179.95,2.15%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/12/2016,2.330,00,,,7/10/2017,,7/10/2017,,,,,1.68%,2.330,00,39.25,2.152,22,1.207,10,1.827,35,119%,-8%,1.82%,3.25%,2.73%,18.37%,26.09%,179.95,2.15%,-1.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/13/2016,2.349,00,,,7/17/2017,,7/17/2017,,,,,1.67%,2.349,00,39.25,2.152,22,1.207,10,1.827,35,121%,-8%,1.82%,3.25%,2.71%,17.41%,25.07%,179.95,2.15%,-1.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/14/2016,2.326,00,,,7/24/2017,,7/24/2017,,,,,1.69%,2.326,00,39.25,2.152,22,1.207,10,1.827,35,118%,-7%,1.82%,3.25%,2.73%,18.57%,26.31%,179.95,2.15%,-2.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/15/2016,2.346,00,,,7/31/2017,,7/31/2017,,,,,1.67%,2.346,00,39.25,2.152,22,1.207,10,1.827,35,121%,-8%,1.82%,3.25%,2.71%,17.56%,25.23%,179.95,2.15%,-1.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/18/2016,2.343,00,,,8/7/2017,,8/7/2017,,,,,1.68%,2.343,00,39.25,2.152,22,1.207,10,1.827,35,120%,-8%,1.82%,3.25%,2.71%,17.71%,25.39%,179.95,2.15%,-1.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/19/2016,2.358,00,,,8/14/2017,,8/14/2017,,,,,1.66%,2.358,00,39.25,2.152,22,1.207,10,1.827,35,122%,-9%,1.82%,3.25%,2.70%,16.96%,24.59%,179.95,2.15%,-0.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/20/2016,2.361,00,,,8/21/2017,,8/21/2017,,,,,1.66%,2.361,00,39.25,2.152,22,1.207,10,1.827,35,122%,-9%,1.82%,3.25%,2.69%,16.81%,24.44%,179.95,2.15%,-0.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/21/2016,2.346,00,,,8/29/2017,,8/28/2017,,,,,1.67%,2.346,00,39.25,2.152,22,1.207,10,1.827,35,121%,-8%,1.82%,3.25%,2.71%,17.56%,25.23%,179.95,2.15%,-1.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/22/2016,2.352,00,,,9/4/2017,,9/5/2017,,,,,1.67%,2.352,00,39.25,2.152,22,1.207,10,1.827,35,121%,-8%,1.82%,3.25%,2.70%,17.26%,24.91%,179.95,2.15%,-1.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/25/2016,2.351,00,,,9/11/2017,,9/11/2017,,,,,1.67%,2.351,00,39.25,2.152,22,1.207,10,1.827,35,121%,-8%,1.82%,3.25%,2.71%,17.31%,24.97%,179.95,2.15%,-1.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/26/2016,2.353,00,,,9/18/2017,,9/18/2017,,,,,1.67%,2.353,00,39.25,2.152,22,1.207,10,1.827,35,121%,-9%,1.82%,3.25%,2.70%,17.21%,24.86%,179.95,2.15%,-1.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/27/2016,2.352,00,,,9/25/2017,,9/25/2017,,,,,1.67%,2.352,00,39.25,2.152,22,1.207,10,1.827,35,121%,-8%,1.82%,3.25%,2.70%,17.26%,24.91%,179.95,2.15%,-1.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/28/2016,2.358,00,,,10/2/2017,,10/2/2017,,,,,1.66%,2.358,00,39.25,2.152,22,1.207,10,1.827,35,122%,-9%,1.82%,3.25%,2.70%,16.96%,24.59%,179.95,2.15%,-0.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,7/29/2016,2.365,00,,,10/9/2017,,10/9/2017,,,,,1.66%,2.365,00,39.25,2.152,22,1.207,10,1.827,35,123%,-9%,1.82%,3.25%,2.69%,16.62%,24.23%,179.95,2.15%,-0.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/1/2016,2.374,00,,,10/16/2017,,10/16/2017,,,,,1.65%,2.374,00,39.25,2.152,22,1.207,10,1.827,35,123%,-9%,1.82%,3.25%,2.68%,16.18%,23.76%,179.95,2.15%,-0.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/2/2016,2.343,00,,,10/23/2017,,10/23/2017,,,,,1.68%,2.343,00,39.25,2.152,22,1.207,10,1.827,35,120%,-8%,1.82%,3.25%,2.71%,17.71%,25.39%,179.95,2.15%,-1.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/3/2016,2.316,00,,,10/30/2017,,10/30/2017,,,,,1.69%,2.316,00,39.25,2.152,22,1.207,10,1.827,35,117%,-7%,1.82%,3.25%,2.75%,19.08%,26.85%,179.95,2.15%,-2.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/4/2016,2.351,00,,,11/6/2017,,11/6/2017,,,,,1.67%,2.351,00,39.25,2.152,22,1.207,10,1.827,35,121%,-8%,1.82%,3.25%,2.71%,17.31%,24.97%,179.95,2.15%,-1.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/5/2016,2.352,00,,,11/13/2017,,11/13/2017,,,,,1.67%,2.352,00,39.25,2.152,22,1.207,10,1.827,35,121%,-8%,1.82%,3.25%,2.70%,17.26%,24.91%,179.95,2.15%,-1.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/8/2016,2.343,00,,,11/20/2017,,11/20/2017,,,,,1.68%,2.343,00,39.25,2.152,22,1.207,10,1.827,35,120%,-8%,1.82%,3.25%,2.71%,17.71%,25.39%,179.95,2.15%,-1.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/9/2016,2.377,00,,,11/27/2017,,11/27/2017,,,,,1.65%,2.377,00,39.25,2.152,22,1.207,10,1.827,35,124%,-9%,1.82%,3.25%,2.68%,16.03%,23.60%,179.95,2.15%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/10/2016,2.397,00,,,12/4/2017,,12/4/2017,,,,,1.64%,2.397,00,39.25,2.152,22,1.207,10,1.827,35,126%,-10%,1.82%,3.25%,2.65%,15.06%,22.57%,179.95,2.15%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/11/2016,2.428,00,,,12/11/2017,,12/11/2017,,,,,1.62%,2.428,00,39.25,2.152,22,1.207,10,1.827,35,129%,-11%,1.82%,3.25%,2.62%,13.59%,21.00%,179.95,2.15%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/12/2016,2.420,00,,,12/18/2017,,12/18/2017,,,,,1.62%,2.420,00,39.25,2.152,22,1.207,10,1.827,35,128%,-11%,1.82%,3.25%,2.63%,13.97%,21.40%,179.95,2.15%,-0.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/15/2016,2.436,00,,,12/27/2017,,12/26/2017,,,,,1.61%,2.436,00,39.25,2.152,22,1.207,10,1.827,35,130%,-12%,1.82%,3.25%,2.61%,13.22%,20.61%,179.95,2.15%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/16/2016,2.411,00,,,1/2/2018,,1/2/2018,,,,,1.63%,2.411,00,39.25,2.152,22,1.207,10,1.827,35,127%,-11%,1.82%,3.25%,2.64%,14.39%,21.86%,179.95,2.15%,-1.03%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/17/2016,2.389,00,,,1/8/2018,,1/8/2018,,,,,1.64%,2.389,00,39.25,2.152,22,1.207,10,1.827,35,125%,-10%,1.82%,3.25%,2.66%,15.45%,22.98%,179.95,2.15%,-1.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/18/2016,2.407,00,,,1/15/2018,,1/16/2018,,,,,1.63%,2.407,00,39.25,2.152,22,1.207,10,1.827,35,127%,-11%,1.82%,3.25%,2.64%,14.58%,22.06%,179.95,2.15%,-1.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/19/2016,2.404,00,,,1/22/2018,,1/22/2018,,,,,1.63%,2.404,00,39.25,2.152,22,1.207,10,1.827,35,127%,-10%,1.82%,3.25%,2.65%,14.73%,22.21%,179.95,2.15%,-1.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/22/2016,2.399,00,,,1/29/2018,,1/29/2018,,,,,1.64%,2.399,00,39.25,2.152,22,1.207,10,1.827,35,126%,-10%,1.82%,3.25%,2.65%,14.96%,22.47%,179.95,2.15%,-1.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/23/2016,2.408,00,,,2/5/2018,,2/5/2018,,,,,1.63%,2.408,00,39.25,2.152,22,1.207,10,1.827,35,127%,-11%,1.82%,3.25%,2.64%,14.53%,22.01%,179.95,2.15%,-1.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/24/2016,2.391,00,,,2/12/2018,,2/12/2018,,,,,1.64%,2.391,00,39.25,2.152,22,1.207,10,1.827,35,125%,-10%,1.82%,3.25%,2.66%,15.35%,22.88%,179.95,2.15%,-1.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/25/2016,2.385,00,,,2/19/2018,,2/20/2018,,,,,1.65%,2.385,00,39.25,2.152,22,1.207,10,1.827,35,125%,-10%,1.82%,3.25%,2.67%,15.64%,23.18%,179.95,2.15%,-2.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,8/26/2016,2.420,00,,,2/26/2018,,2/26/2018,,,,,1.62%,2.420,00,39.25,2.152,22,1.207,10,1.827,35,128%,-11%,1.82%,3.25%,2.63%,13.97%,21.40%,179.95,2.15%,-0.66%,,,,,,,,,,,,
