,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,SXS LN,Spectris PLC,,,,,,,,,,103%,-1%,$ 4.142,00,$  2.527,70,$  3.275,57,$       4.166,00,$  4.088,30,4.01%,1.87%,2.39%,5.31%,187.24%,202.75%,126%,,,,,,,NO,,,3.83%,1.74%,2.08%,0.03%,69
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,0.00%,,Spectris PLC - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,90%,NO,3.03%,11/10/2017,,,,,,,,,,$  3.275,57,-21%,1.85%,$  4.088,30,$   2.146,65,$       1.442,00,$   1.656,53,1.70%,3.03%,2.34%,1.84%,-0.58%,-0.58%,-40%,,,,5Y CAGR,1.96%,,Spectris PLC - Returns (%),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10Y CAGR,4.32%,,Spectris PLC - Yield On Cost (YOC),,,,,,,
,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Spectris PLC - Rating: 103% - Upside: -1%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2019,11/21/2019,2.654,00,,,,,,,,,,2.35%,2.654,00,62.40,3.330,42,2.059,12,2.668,35,47%,25%,1.87%,3.03%,2.89%,56.07%,58.42%,62.4,2.34%,-8.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,11/22/2019,2.665,00,,,,,,,,,,2.34%,2.665,00,62.40,3.330,42,2.059,12,2.668,35,48%,25%,1.87%,3.03%,2.87%,55.42%,57.76%,62.4,2.34%,-8.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,11/25/2019,2.785,00,,,,,,,,,,2.24%,2.785,00,62.40,3.330,42,2.059,12,2.668,35,57%,20%,1.87%,3.03%,2.75%,48.73%,50.97%,62.4,2.34%,-4.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,11/26/2019,2.836,00,,,,,,,,,,2.20%,2.836,00,62.40,3.330,42,2.059,12,2.668,35,61%,17%,1.87%,3.03%,2.70%,46.05%,48.25%,62.4,2.34%,-2.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,11/27/2019,2.887,00,,,,,,,,,,2.16%,2.887,00,62.40,3.330,42,2.059,12,2.668,35,65%,15%,1.87%,3.03%,2.65%,43.47%,45.63%,62.4,2.34%,-0.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,11/28/2019,2.857,00,,,,,,,,,,2.18%,2.857,00,62.40,3.330,42,2.059,12,2.668,35,63%,17%,1.87%,3.03%,2.68%,44.98%,47.16%,62.4,2.34%,-1.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,11/29/2019,2.803,00,,,,,,,,,,2.23%,2.803,00,62.40,3.330,42,2.059,12,2.668,35,59%,19%,1.87%,3.03%,2.73%,47.77%,50.00%,62.4,2.34%,-3.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,12/2/2019,2.786,00,,,,,,,,,,2.24%,2.786,00,62.40,3.330,42,2.059,12,2.668,35,57%,20%,1.87%,3.03%,2.75%,48.67%,50.91%,62.4,2.34%,-4.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,12/3/2019,2.737,00,,,,,,,,,,2.28%,2.737,00,62.40,3.330,42,2.059,12,2.668,35,53%,22%,1.87%,3.03%,2.80%,51.33%,53.61%,62.4,2.34%,-5.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,12/4/2019,2.733,00,,,,,,,,,,2.28%,2.733,00,62.40,3.330,42,2.059,12,2.668,35,53%,22%,1.87%,3.03%,2.80%,51.56%,53.84%,62.4,2.34%,-6.02%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,12/5/2019,2.731,00,,,,,,,,,,2.28%,2.731,00,62.40,3.330,42,2.059,12,2.668,35,53%,22%,1.87%,3.03%,2.80%,51.67%,53.95%,62.4,2.34%,-6.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,12/6/2019,2.791,00,,,,,,,,,,2.24%,2.791,00,62.40,3.330,42,2.059,12,2.668,35,58%,19%,1.87%,3.03%,2.74%,48.41%,50.64%,62.4,2.34%,-4.02%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,12/9/2019,2.811,00,,,,,,,,,,2.22%,2.811,00,62.40,3.330,42,2.059,12,2.668,35,59%,18%,1.87%,3.03%,2.73%,47.35%,49.57%,62.4,2.34%,-3.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,12/10/2019,2.779,00,,,,,,,,,,2.25%,2.779,00,62.40,3.330,42,2.059,12,2.668,35,57%,20%,1.87%,3.03%,2.76%,49.05%,51.29%,62.4,2.34%,-4.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,12/11/2019,2.770,00,,,,,,,,,,2.25%,2.770,00,62.40,3.330,42,2.059,12,2.668,35,56%,20%,1.87%,3.03%,2.77%,49.53%,51.78%,62.4,2.34%,-4.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,12/12/2019,2.827,00,,,,,,,,,,2.21%,2.827,00,62.40,3.330,42,2.059,12,2.668,35,60%,18%,1.87%,3.03%,2.71%,46.52%,48.72%,62.4,2.34%,-2.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,12/13/2019,2.914,00,,,,,,,,,,2.14%,2.914,00,62.40,3.330,42,2.059,12,2.668,35,67%,14%,1.87%,3.03%,2.63%,42.14%,44.28%,62.4,2.34%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,12/16/2019,2.944,00,,,,,,,,,,2.12%,2.944,00,62.40,3.330,42,2.059,12,2.668,35,70%,13%,1.87%,3.03%,2.60%,40.69%,42.81%,62.4,2.34%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,12/17/2019,2.911,00,,,,,,,,,,2.14%,2.911,00,62.40,3.330,42,2.059,12,2.668,35,67%,14%,1.87%,3.03%,2.63%,42.29%,44.43%,62.4,2.34%,-1.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,12/18/2019,2.894,00,,,,,,,,,,2.16%,2.894,00,62.40,3.330,42,2.059,12,2.668,35,66%,15%,1.87%,3.03%,2.65%,43.12%,45.28%,62.4,2.34%,-1.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,12/19/2019,2.882,00,,,,,,,,,,2.17%,2.882,00,62.40,3.330,42,2.059,12,2.668,35,65%,16%,1.87%,3.03%,2.66%,43.72%,45.88%,62.4,2.34%,-2.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,12/20/2019,2.908,00,,,,,,,,,,2.15%,2.908,00,62.40,3.330,42,2.059,12,2.668,35,67%,15%,1.87%,3.03%,2.63%,42.43%,44.58%,62.4,2.34%,-1.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,12/23/2019,2.948,00,,,,,,,,,,2.12%,2.948,00,62.40,3.330,42,2.059,12,2.668,35,70%,13%,1.87%,3.03%,2.60%,40.50%,42.62%,62.4,2.34%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,12/24/2019,2.940,00,,,,,,,,,,2.12%,2.940,00,62.40,3.330,42,2.059,12,2.668,35,69%,13%,1.87%,3.03%,2.61%,40.88%,43.01%,62.4,2.34%,-0.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,12/27/2019,2.952,00,,,,,,,,,,2.11%,2.952,00,62.40,3.330,42,2.059,12,2.668,35,70%,13%,1.87%,3.03%,2.59%,40.31%,42.43%,62.4,2.34%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,12/30/2019,2.933,00,,,,,,,,,,2.13%,2.933,00,62.40,3.330,42,2.059,12,2.668,35,69%,14%,1.87%,3.03%,2.61%,41.22%,43.35%,62.4,2.34%,-0.64%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,12/31/2019,2.906,00,,,,,,,,,,2.15%,2.906,00,62.40,3.330,42,2.059,12,2.668,35,67%,15%,1.87%,3.03%,2.64%,42.53%,44.68%,62.4,2.34%,-1.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/2/2020,2.962,00,,,,,,,,,,2.20%,2.962,00,65.10,3.474,52,2.148,21,2.783,81,61%,17%,1.87%,3.03%,2.59%,39.84%,39.84%,0,2.34%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/3/2020,2.937,00,,,,,,,,,,2.22%,2.937,00,65.10,3.474,52,2.148,21,2.783,81,59%,18%,1.87%,3.03%,2.61%,41.03%,41.03%,0,2.34%,-0.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/6/2020,2.912,00,,,,,,,,,,2.24%,2.912,00,65.10,3.474,52,2.148,21,2.783,81,58%,19%,1.87%,3.03%,2.63%,42.24%,42.24%,0,2.34%,-1.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/7/2020,2.906,00,,,,,,,,,,2.24%,2.906,00,65.10,3.474,52,2.148,21,2.783,81,57%,20%,1.87%,3.03%,2.64%,42.53%,42.53%,0,2.34%,-1.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/8/2020,2.800,00,,,,,,,,,,2.33%,2.800,00,65.10,3.474,52,2.148,21,2.783,81,49%,24%,1.87%,3.03%,2.74%,47.93%,47.93%,0,2.34%,-5.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/9/2020,2.847,00,,,,,,,,,,2.29%,2.847,00,65.10,3.474,52,2.148,21,2.783,81,53%,22%,1.87%,3.03%,2.69%,45.49%,45.49%,0,2.34%,-3.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/10/2020,2.804,00,,,,,,,,,,2.32%,2.804,00,65.10,3.474,52,2.148,21,2.783,81,49%,24%,1.87%,3.03%,2.73%,47.72%,47.72%,0,2.34%,-5.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/13/2020,2.830,00,,,,,,,,,,2.30%,2.830,00,65.10,3.474,52,2.148,21,2.783,81,51%,23%,1.87%,3.03%,2.71%,46.36%,46.36%,0,2.34%,-4.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/14/2020,2.823,00,,,,,,,,,,2.31%,2.823,00,65.10,3.474,52,2.148,21,2.783,81,51%,23%,1.87%,3.03%,2.71%,46.72%,46.72%,0,2.34%,-4.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/15/2020,2.790,00,,,,,,,,,,2.33%,2.790,00,65.10,3.474,52,2.148,21,2.783,81,48%,25%,1.87%,3.03%,2.75%,48.46%,48.46%,0,2.34%,-5.81%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/16/2020,2.802,00,,,,,,,,,,2.32%,2.802,00,65.10,3.474,52,2.148,21,2.783,81,49%,24%,1.87%,3.03%,2.73%,47.82%,47.82%,0,2.34%,-5.40%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/17/2020,2.818,00,,,,,,,,,,2.31%,2.818,00,65.10,3.474,52,2.148,21,2.783,81,51%,23%,1.87%,3.03%,2.72%,46.98%,46.98%,0,2.34%,-4.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/20/2020,2.820,00,,,,,,,,,,2.31%,2.820,00,65.10,3.474,52,2.148,21,2.783,81,51%,23%,1.87%,3.03%,2.72%,46.88%,46.88%,0,2.34%,-4.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/21/2020,2.793,00,,,,,,,,,,2.33%,2.793,00,65.10,3.474,52,2.148,21,2.783,81,49%,24%,1.87%,3.03%,2.74%,48.30%,48.30%,0,2.34%,-5.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/22/2020,2.780,00,,,,,,,,,,2.34%,2.780,00,65.10,3.474,52,2.148,21,2.783,81,48%,25%,1.87%,3.03%,2.76%,48.99%,48.99%,0,2.34%,-6.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/23/2020,2.739,00,,,,,,,,,,2.38%,2.739,00,65.10,3.474,52,2.148,21,2.783,81,45%,27%,1.87%,3.03%,2.80%,51.22%,51.22%,0,2.34%,-7.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/24/2020,2.820,00,,,,,,,,,,2.31%,2.820,00,65.10,3.474,52,2.148,21,2.783,81,51%,23%,1.87%,3.03%,2.72%,46.88%,46.88%,0,2.34%,-4.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/27/2020,2.730,00,,,,,,,,,,2.38%,2.730,00,65.10,3.474,52,2.148,21,2.783,81,44%,27%,1.87%,3.03%,2.81%,51.72%,51.72%,0,2.34%,-7.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/28/2020,2.731,00,,,,,,,,,,2.38%,2.731,00,65.10,3.474,52,2.148,21,2.783,81,44%,27%,1.87%,3.03%,2.80%,51.67%,51.67%,0,2.34%,-7.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/29/2020,2.731,00,,,,,,,,,,2.38%,2.731,00,65.10,3.474,52,2.148,21,2.783,81,44%,27%,1.87%,3.03%,2.80%,51.67%,51.67%,0,2.34%,-7.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/30/2020,2.700,00,,,,,,,,,,2.41%,2.700,00,65.10,3.474,52,2.148,21,2.783,81,42%,29%,1.87%,3.03%,2.84%,53.41%,53.41%,0,2.34%,-8.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,1/31/2020,2.646,00,,,,,,,,,,2.46%,2.646,00,65.10,3.474,52,2.148,21,2.783,81,38%,31%,1.87%,3.03%,2.89%,56.54%,56.54%,0,2.34%,-10.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/3/2020,2.672,00,,,,,,,,,,2.44%,2.672,00,65.10,3.474,52,2.148,21,2.783,81,39%,30%,1.87%,3.03%,2.87%,55.01%,55.01%,0,2.34%,-9.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/4/2020,2.729,00,,,,,,,,,,2.39%,2.729,00,65.10,3.474,52,2.148,21,2.783,81,44%,27%,1.87%,3.03%,2.81%,51.78%,51.78%,0,2.34%,-7.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/5/2020,2.761,00,,,,,,,,,,2.36%,2.761,00,65.10,3.474,52,2.148,21,2.783,81,46%,26%,1.87%,3.03%,2.77%,50.02%,50.02%,0,2.34%,-6.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/6/2020,2.769,00,,,,,,,,,,2.35%,2.769,00,65.10,3.474,52,2.148,21,2.783,81,47%,25%,1.87%,3.03%,2.77%,49.58%,49.58%,0,2.34%,-6.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/7/2020,2.733,00,,,,,,,,,,2.38%,2.733,00,65.10,3.474,52,2.148,21,2.783,81,44%,27%,1.87%,3.03%,2.80%,51.56%,51.56%,0,2.34%,-7.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/10/2020,2.731,00,,,,,,,,,,2.38%,2.731,00,65.10,3.474,52,2.148,21,2.783,81,44%,27%,1.87%,3.03%,2.80%,51.67%,51.67%,0,2.34%,-7.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/11/2020,2.794,00,,,,,,,,,,2.33%,2.794,00,65.10,3.474,52,2.148,21,2.783,81,49%,24%,1.87%,3.03%,2.74%,48.25%,48.25%,0,2.34%,-5.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/12/2020,2.758,00,,,,,,,,,,2.36%,2.758,00,65.10,3.474,52,2.148,21,2.783,81,46%,26%,1.87%,3.03%,2.78%,50.18%,50.18%,0,2.34%,-6.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/13/2020,2.734,00,,,,,,,,,,2.38%,2.734,00,65.10,3.474,52,2.148,21,2.783,81,44%,27%,1.87%,3.03%,2.80%,51.50%,51.50%,0,2.34%,-7.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/14/2020,2.723,00,,,,,,,,,,2.39%,2.723,00,65.10,3.474,52,2.148,21,2.783,81,43%,28%,1.87%,3.03%,2.81%,52.11%,52.11%,0,2.34%,-8.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/17/2020,2.765,00,,,,,,,,,,2.35%,2.765,00,65.10,3.474,52,2.148,21,2.783,81,47%,26%,1.87%,3.03%,2.77%,49.80%,49.80%,0,2.34%,-6.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/18/2020,2.691,00,,,,,,,,,,2.42%,2.691,00,65.10,3.474,52,2.148,21,2.783,81,41%,29%,1.87%,3.03%,2.85%,53.92%,53.92%,0,2.34%,-9.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/19/2020,2.736,00,,,,,,,,,,2.38%,2.736,00,65.10,3.474,52,2.148,21,2.783,81,44%,27%,1.87%,3.03%,2.80%,51.39%,51.39%,0,2.34%,-7.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/20/2020,2.929,00,,,,,,,,,,2.22%,2.929,00,65.10,3.474,52,2.148,21,2.783,81,59%,19%,1.87%,3.03%,2.62%,41.41%,41.41%,0,2.34%,-1.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/21/2020,3.005,00,,,,,,,,,,2.17%,3.005,00,65.10,3.474,52,2.148,21,2.783,81,65%,16%,1.87%,3.03%,2.55%,37.84%,37.84%,0,2.34%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/24/2020,2.954,00,,,,,,,,,,2.20%,2.954,00,65.10,3.474,52,2.148,21,2.783,81,61%,18%,1.87%,3.03%,2.59%,40.22%,40.22%,0,2.34%,-1.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/25/2020,2.992,00,,,,,,,,,,2.18%,2.992,00,65.10,3.474,52,2.148,21,2.783,81,64%,16%,1.87%,3.03%,2.56%,38.44%,38.44%,0,2.34%,-0.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/26/2020,2.909,00,,,,,,,,,,2.24%,2.909,00,65.10,3.474,52,2.148,21,2.783,81,57%,19%,1.87%,3.03%,2.63%,42.39%,42.39%,0,2.34%,-3.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/27/2020,2.845,00,,,,,,,,,,2.29%,2.845,00,65.10,3.474,52,2.148,21,2.783,81,53%,22%,1.87%,3.03%,2.69%,45.59%,45.59%,0,2.34%,-5.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,2/28/2020,2.716,00,,,,,,,,,,2.40%,2.716,00,65.10,3.474,52,2.148,21,2.783,81,43%,28%,1.87%,3.03%,2.82%,52.50%,52.50%,0,2.34%,-9.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/2/2020,2.695,00,,,,,,,,,,2.42%,2.695,00,65.10,3.474,52,2.148,21,2.783,81,41%,29%,1.87%,3.03%,2.84%,53.69%,53.69%,0,2.34%,-10.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/3/2020,2.786,00,,,,,,,,,,2.34%,2.786,00,65.10,3.474,52,2.148,21,2.783,81,48%,25%,1.87%,3.03%,2.75%,48.67%,48.67%,0,2.34%,-7.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/4/2020,2.766,00,,,,,,,,,,2.35%,2.766,00,65.10,3.474,52,2.148,21,2.783,81,47%,26%,1.87%,3.03%,2.77%,49.75%,49.75%,0,2.34%,-7.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/5/2020,2.672,00,,,,,,,,,,2.44%,2.672,00,65.10,3.474,52,2.148,21,2.783,81,39%,30%,1.87%,3.03%,2.87%,55.01%,55.01%,0,2.34%,-11.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/6/2020,2.614,00,,,,,,,,,,2.49%,2.614,00,65.10,3.474,52,2.148,21,2.783,81,35%,33%,1.87%,3.03%,2.93%,58.45%,58.45%,0,2.34%,-13.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/9/2020,2.464,00,,,,,,,,,,2.64%,2.464,00,65.10,3.474,52,2.148,21,2.783,81,24%,41%,1.87%,3.03%,3.11%,68.10%,68.10%,0,2.34%,-18.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/10/2020,2.546,00,,,,,,,,,,2.56%,2.546,00,65.10,3.474,52,2.148,21,2.783,81,30%,36%,1.87%,3.03%,3.01%,62.69%,62.69%,0,2.34%,-15.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/11/2020,2.494,00,,,,,,,,,,2.61%,2.494,00,65.10,3.474,52,2.148,21,2.783,81,26%,39%,1.87%,3.03%,3.07%,66.08%,66.08%,0,2.34%,-17.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/12/2020,2.261,00,,,,,,,,,,2.88%,2.261,00,65.10,3.474,52,2.148,21,2.783,81,9%,54%,1.87%,3.03%,3.39%,83.19%,83.19%,0,2.34%,-24.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/13/2020,2.364,00,,,,,,,,,,2.75%,2.364,00,65.10,3.474,52,2.148,21,2.783,81,16%,47%,1.87%,3.03%,3.24%,75.21%,75.21%,0,2.34%,-21.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/16/2020,2.312,00,,,,,,,,,,2.82%,2.312,00,65.10,3.474,52,2.148,21,2.783,81,12%,50%,1.87%,3.03%,3.31%,79.15%,79.15%,0,2.34%,-23.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/17/2020,2.323,00,,,,,,,,,,2.80%,2.323,00,65.10,3.474,52,2.148,21,2.783,81,13%,50%,1.87%,3.03%,3.30%,78.30%,78.30%,0,2.34%,-22.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/18/2020,2.357,00,,,,,,,,,,2.76%,2.357,00,65.10,3.474,52,2.148,21,2.783,81,16%,47%,1.87%,3.03%,3.25%,75.73%,75.73%,0,2.34%,-21.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/19/2020,2.279,00,,,,,,,,,,2.86%,2.279,00,65.10,3.474,52,2.148,21,2.783,81,10%,52%,1.87%,3.03%,3.36%,81.75%,81.75%,0,2.34%,-24.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/20/2020,2.300,00,,,,,,,,,,2.83%,2.300,00,65.10,3.474,52,2.148,21,2.783,81,11%,51%,1.87%,3.03%,3.33%,80.09%,80.09%,0,2.34%,-23.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/23/2020,2.132,00,,,,,,,,,,3.05%,2.132,00,65.10,3.474,52,2.148,21,2.783,81,-1%,63%,1.87%,3.03%,3.59%,94.28%,94.28%,0,2.34%,-29.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/24/2020,2.241,00,,,,,,,,,,2.90%,2.241,00,65.10,3.474,52,2.148,21,2.783,81,7%,55%,1.87%,3.03%,3.42%,84.83%,84.83%,0,2.34%,-25.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/25/2020,2.244,00,,,,,,,,,,2.90%,2.244,00,65.10,3.474,52,2.148,21,2.783,81,7%,55%,1.87%,3.03%,3.41%,84.58%,84.58%,0,2.34%,-25.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/26/2020,2.408,00,,,,,,,,,,2.70%,2.408,00,65.10,3.474,52,2.148,21,2.783,81,20%,44%,1.87%,3.03%,3.18%,72.01%,72.01%,0,2.34%,-19.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/27/2020,2.286,00,,,,,,,,,,2.85%,2.286,00,65.10,3.474,52,2.148,21,2.783,81,10%,52%,1.87%,3.03%,3.35%,81.19%,81.19%,0,2.34%,-23.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/30/2020,2.342,00,,,,,,,,,,2.78%,2.342,00,65.10,3.474,52,2.148,21,2.783,81,15%,48%,1.87%,3.03%,3.27%,76.86%,76.86%,0,2.34%,-22.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,3/31/2020,2.458,00,,,,,,,,,,2.65%,2.458,00,65.10,3.474,52,2.148,21,2.783,81,23%,41%,1.87%,3.03%,3.12%,68.51%,68.51%,0,2.34%,-18.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/1/2020,2.370,00,,,,,,,,,,2.75%,2.370,00,65.10,3.474,52,2.148,21,2.783,81,17%,47%,1.87%,3.03%,3.23%,74.77%,74.77%,0,2.34%,-21.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/2/2020,2.335,00,,,,,,,,,,2.79%,2.335,00,65.10,3.474,52,2.148,21,2.783,81,14%,49%,1.87%,3.03%,3.28%,77.39%,77.39%,0,2.34%,-22.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/3/2020,2.296,00,,,,,,,,,,2.84%,2.296,00,65.10,3.474,52,2.148,21,2.783,81,11%,51%,1.87%,3.03%,3.34%,80.40%,80.40%,0,2.34%,-23.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/6/2020,2.290,00,,,,,,,,,,2.84%,2.290,00,65.10,3.474,52,2.148,21,2.783,81,11%,52%,1.87%,3.03%,3.34%,80.87%,80.87%,0,2.34%,-23.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/7/2020,2.369,00,,,,,,,,,,2.75%,2.369,00,65.10,3.474,52,2.148,21,2.783,81,17%,47%,1.87%,3.03%,3.23%,74.84%,74.84%,0,2.34%,-21.16%,,,,,,,,,,,,
