,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,SXS LN,Spectris PLC,,,,,,,,,,103%,-1%,$ 4.142,00,$  2.527,70,$  3.275,57,$       4.166,00,$  4.088,30,4.01%,1.87%,2.39%,5.31%,187.24%,202.75%,126%,,,,,,,NO,,,3.83%,1.74%,2.08%,0.03%,69
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,0.00%,,Spectris PLC - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,90%,NO,3.03%,11/10/2017,,,,,,,,,,$  3.275,57,-21%,1.85%,$  4.088,30,$   2.146,65,$       1.442,00,$   1.656,53,1.70%,3.03%,2.34%,1.84%,-0.58%,-0.58%,-40%,,,,5Y CAGR,1.96%,,Spectris PLC - Returns (%),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10Y CAGR,4.32%,,Spectris PLC - Yield On Cost (YOC),,,,,,,
,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Spectris PLC - Rating: 103% - Upside: -1%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2017,3/3/2017,2.473,00,,,8/31/2020,,8/31/2020,,,,,2.14%,2.473,00,53.00,2.828,72,1.748,93,2.266,39,67%,14%,1.87%,3.03%,3.10%,67.49%,74.50%,173.4,2.34%,-0.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/6/2017,2.480,00,,,9/7/2020,,9/8/2020,,,,,2.14%,2.480,00,53.00,2.828,72,1.748,93,2.266,39,68%,14%,1.87%,3.03%,3.09%,67.02%,74.01%,173.4,2.34%,-0.40%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/7/2017,2.490,00,,,9/14/2020,,9/14/2020,,,,,2.13%,2.490,00,53.00,2.828,72,1.748,93,2.266,39,69%,14%,1.87%,3.03%,3.08%,66.35%,73.31%,173.4,2.34%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/8/2017,2.525,00,,,9/21/2020,,9/21/2020,,,,,2.10%,2.525,00,53.00,2.828,72,1.748,93,2.266,39,72%,12%,1.87%,3.03%,3.03%,64.04%,70.91%,173.4,2.34%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/9/2017,2.506,00,,,9/28/2020,,9/28/2020,,,,,2.11%,2.506,00,53.00,2.828,72,1.748,93,2.266,39,70%,13%,1.87%,3.03%,3.06%,65.28%,72.20%,173.4,2.34%,-0.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/10/2017,2.481,00,,,10/5/2020,,10/5/2020,,,,,2.14%,2.481,00,53.00,2.828,72,1.748,93,2.266,39,68%,14%,1.87%,3.03%,3.09%,66.95%,73.94%,173.4,2.34%,-1.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/13/2017,2.487,00,,,10/12/2020,,10/12/2020,,,,,2.13%,2.487,00,53.00,2.828,72,1.748,93,2.266,39,68%,14%,1.87%,3.03%,3.08%,66.55%,73.52%,173.4,2.34%,-1.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/14/2017,2.481,00,,,10/19/2020,,10/19/2020,,,,,2.14%,2.481,00,53.00,2.828,72,1.748,93,2.266,39,68%,14%,1.87%,3.03%,3.09%,66.95%,73.94%,173.4,2.34%,-1.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/15/2017,2.498,00,,,10/26/2020,,10/26/2020,,,,,2.12%,2.498,00,53.00,2.828,72,1.748,93,2.266,39,69%,13%,1.87%,3.03%,3.07%,65.81%,72.75%,173.4,2.34%,-1.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/16/2017,2.505,00,,,11/2/2020,,11/2/2020,,,,,2.12%,2.505,00,53.00,2.828,72,1.748,93,2.266,39,70%,13%,1.87%,3.03%,3.06%,65.35%,72.27%,173.4,2.34%,-0.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/17/2017,2.521,00,,,11/9/2020,,11/9/2020,,,,,2.10%,2.521,00,53.00,2.828,72,1.748,93,2.266,39,72%,12%,1.87%,3.03%,3.04%,64.30%,71.18%,173.4,2.34%,-0.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/20/2017,2.550,00,,,11/16/2020,,11/16/2020,,,,,2.08%,2.550,00,53.00,2.828,72,1.748,93,2.266,39,74%,11%,1.87%,3.03%,3.00%,62.43%,69.23%,173.4,2.34%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/21/2017,2.506,00,,,11/23/2020,,11/23/2020,,,,,2.11%,2.506,00,53.00,2.828,72,1.748,93,2.266,39,70%,13%,1.87%,3.03%,3.06%,65.28%,72.20%,173.4,2.34%,-1.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/22/2017,2.437,00,,,11/30/2020,,11/30/2020,,,,,2.17%,2.437,00,53.00,2.828,72,1.748,93,2.266,39,64%,16%,1.87%,3.03%,3.14%,69.96%,77.08%,173.4,2.34%,-4.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/23/2017,2.504,00,,,12/7/2020,,12/7/2020,,,,,2.12%,2.504,00,53.00,2.828,72,1.748,93,2.266,39,70%,13%,1.87%,3.03%,3.06%,65.42%,72.34%,173.4,2.34%,-1.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/24/2017,2.489,00,,,12/14/2020,,12/14/2020,,,,,2.13%,2.489,00,53.00,2.828,72,1.748,93,2.266,39,69%,14%,1.87%,3.03%,3.08%,66.41%,73.38%,173.4,2.34%,-2.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/27/2017,2.483,00,,,12/21/2020,,12/21/2020,,,,,2.13%,2.483,00,53.00,2.828,72,1.748,93,2.266,39,68%,14%,1.87%,3.03%,3.08%,66.81%,73.80%,173.4,2.34%,-2.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/28/2017,2.497,00,,,12/28/2020,,12/28/2020,,,,,2.12%,2.497,00,53.00,2.828,72,1.748,93,2.266,39,69%,13%,1.87%,3.03%,3.07%,65.88%,72.82%,173.4,2.34%,-2.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/29/2017,2.495,00,,,1/4/2021,,1/4/2021,,,,,2.12%,2.495,00,53.00,2.828,72,1.748,93,2.266,39,69%,13%,1.87%,3.03%,3.07%,66.01%,72.96%,173.4,2.34%,-2.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/30/2017,2.525,00,,,1/11/2021,,1/11/2021,,,,,2.10%,2.525,00,53.00,2.828,72,1.748,93,2.266,39,72%,12%,1.87%,3.03%,3.03%,64.04%,70.91%,173.4,2.34%,-0.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,3/31/2017,2.498,00,,,1/18/2021,,1/19/2021,,,,,2.12%,2.498,00,53.00,2.828,72,1.748,93,2.266,39,69%,13%,1.87%,3.03%,3.07%,65.81%,72.75%,173.4,2.34%,-2.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/3/2017,2.496,00,,,1/25/2021,,1/25/2021,,,,,2.12%,2.496,00,53.00,2.828,72,1.748,93,2.266,39,69%,13%,1.87%,3.03%,3.07%,65.95%,72.89%,173.4,2.34%,-2.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/4/2017,2.518,00,,,2/1/2021,,2/1/2021,,,,,2.10%,2.518,00,53.00,2.828,72,1.748,93,2.266,39,71%,12%,1.87%,3.03%,3.04%,64.50%,71.38%,173.4,2.34%,-1.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/5/2017,2.540,00,,,2/8/2021,,2/8/2021,,,,,2.09%,2.540,00,53.00,2.828,72,1.748,93,2.266,39,73%,11%,1.87%,3.03%,3.02%,63.07%,69.90%,173.4,2.34%,-0.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/6/2017,2.563,00,,,2/15/2021,,2/16/2021,,,,,2.07%,2.563,00,53.00,2.828,72,1.748,93,2.266,39,75%,10%,1.87%,3.03%,2.99%,61.61%,68.37%,173.4,2.34%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/7/2017,2.592,00,,,2/22/2021,,2/22/2021,,,,,2.04%,2.592,00,53.00,2.828,72,1.748,93,2.266,39,78%,9%,1.87%,3.03%,2.96%,59.80%,66.49%,173.4,2.34%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,4/10/2017,2.584,00,,,3/1/2021,,3/1/2021,,,,,2.05%,2.584,00,53.00,2.828,72,1.748,93,2.266,39,77%,9%,1.87%,3.03%,2.96%,60.29%,67.00%,173.4,2.34%,-0.31%,,,,,,,,,,,,
