,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,BA/ LN,BAE Systems PLC,,,,,,,,,,103%,-2%,$  1.971,00,$        581.79,$       796.76,$       2.331,00,$   1.925,00,5.84%,1.46%,3.38%,7.08%,396.47%,396.47%,130%,,,,,,,NO,,,5.22%,1.24%,3.97%,0.05%,79
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,0.00%,,BAE Systems PLC - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/30/2020,493.00,,,,,,,,,,4.71%,493.00,23.20,1.589,32,480.34,657.83,1%,222%,1.46%,4.83%,5.70%,299.80%,299.80%,0,3.53%,-27.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,12/31/2020,488.80,,,,,,,,,,4.75%,488.80,23.20,1.589,32,480.34,657.83,1%,225%,1.46%,4.83%,5.75%,303.23%,303.23%,0,3.53%,-27.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/4/2021,493.90,,,,,,,,,,4.90%,493.90,24.20,1.657,83,501.04,686.18,-1%,236%,1.46%,4.83%,5.69%,299.07%,299.07%,0,3.53%,-27.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/5/2021,500.80,,,,,,,,,,4.83%,500.80,24.20,1.657,83,501.04,686.18,0%,231%,1.46%,4.83%,5.61%,293.57%,293.57%,0,3.53%,-26.03%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/6/2021,505.00,,,,,,,,,,4.79%,505.00,24.20,1.657,83,501.04,686.18,0%,228%,1.46%,4.83%,5.56%,290.30%,290.30%,0,3.53%,-25.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/7/2021,499.30,,,,,,,,,,4.85%,499.30,24.20,1.657,83,501.04,686.18,0%,232%,1.46%,4.83%,5.63%,294.75%,294.75%,0,3.53%,-26.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/8/2021,500.60,,,,,,,,,,4.83%,500.60,24.20,1.657,83,501.04,686.18,0%,231%,1.46%,4.83%,5.61%,293.73%,293.73%,0,3.53%,-26.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/11/2021,496.40,,,,,,,,,,4.88%,496.40,24.20,1.657,83,501.04,686.18,0%,234%,1.46%,4.83%,5.66%,297.06%,297.06%,0,3.53%,-26.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/12/2021,494.10,,,,,,,,,,4.90%,494.10,24.20,1.657,83,501.04,686.18,-1%,236%,1.46%,4.83%,5.69%,298.91%,298.91%,0,3.53%,-27.02%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/13/2021,493.80,,,,,,,,,,4.90%,493.80,24.20,1.657,83,501.04,686.18,-1%,236%,1.46%,4.83%,5.69%,299.15%,299.15%,0,3.53%,-27.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/14/2021,501.60,,,,,,,,,,4.82%,501.60,24.20,1.657,83,501.04,686.18,0%,231%,1.46%,4.83%,5.60%,292.94%,292.94%,0,3.53%,-25.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/15/2021,495.60,,,,,,,,,,4.88%,495.60,24.20,1.657,83,501.04,686.18,0%,235%,1.46%,4.83%,5.67%,297.70%,297.70%,0,3.53%,-26.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/18/2021,488.00,,,,,,,,,,4.96%,488.00,24.20,1.657,83,501.04,686.18,-1%,240%,1.46%,4.83%,5.76%,303.89%,303.89%,0,3.53%,-27.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/19/2021,485.80,,,,,,,,,,4.98%,485.80,24.20,1.657,83,501.04,686.18,-1%,241%,1.46%,4.83%,5.78%,305.72%,305.72%,0,3.53%,-28.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/20/2021,491.40,,,,,,,,,,4.92%,491.40,24.20,1.657,83,501.04,686.18,-1%,237%,1.46%,4.83%,5.72%,301.10%,301.10%,0,3.53%,-27.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/21/2021,479.90,,,,,,,,,,5.04%,479.90,24.20,1.657,83,501.04,686.18,-2%,245%,1.46%,4.83%,5.86%,310.71%,310.71%,0,3.53%,-29.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/22/2021,479.10,,,,,,,,,,5.05%,479.10,24.20,1.657,83,501.04,686.18,-2%,246%,1.46%,4.83%,5.87%,311.40%,311.40%,0,3.53%,-29.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/25/2021,471.20,,,,,,,,,,5.14%,471.20,24.20,1.657,83,501.04,686.18,-3%,252%,1.46%,4.83%,5.96%,318.29%,318.29%,0,3.53%,-30.40%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/26/2021,470.10,,,,,,,,,,5.15%,470.10,24.20,1.657,83,501.04,686.18,-3%,253%,1.46%,4.83%,5.98%,319.27%,319.27%,0,3.53%,-30.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/27/2021,476.50,,,,,,,,,,5.08%,476.50,24.20,1.657,83,501.04,686.18,-2%,248%,1.46%,4.83%,5.90%,313.64%,313.64%,0,3.53%,-29.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/28/2021,471.90,,,,,,,,,,5.13%,471.90,24.20,1.657,83,501.04,686.18,-3%,251%,1.46%,4.83%,5.95%,317.67%,317.67%,0,3.53%,-30.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,1/29/2021,462.10,,,,,,,,,,5.24%,462.10,24.20,1.657,83,501.04,686.18,-3%,259%,1.46%,4.83%,6.08%,326.53%,326.53%,0,3.53%,-31.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/1/2021,469.50,,,,,,,,,,5.15%,469.50,24.20,1.657,83,501.04,686.18,-3%,253%,1.46%,4.83%,5.99%,319.81%,319.81%,0,3.53%,-30.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/2/2021,476.10,,,,,,,,,,5.08%,476.10,24.20,1.657,83,501.04,686.18,-2%,248%,1.46%,4.83%,5.90%,313.99%,313.99%,0,3.53%,-29.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/3/2021,471.90,,,,,,,,,,5.13%,471.90,24.20,1.657,83,501.04,686.18,-3%,251%,1.46%,4.83%,5.95%,317.67%,317.67%,0,3.53%,-30.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/4/2021,477.50,,,,,,,,,,5.07%,477.50,24.20,1.657,83,501.04,686.18,-2%,247%,1.46%,4.83%,5.88%,312.77%,312.77%,0,3.53%,-29.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/5/2021,474.00,,,,,,,,,,5.11%,474.00,24.20,1.657,83,501.04,686.18,-2%,250%,1.46%,4.83%,5.93%,315.82%,315.82%,0,3.53%,-29.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/8/2021,472.60,,,,,,,,,,5.12%,472.60,24.20,1.657,83,501.04,686.18,-2%,251%,1.46%,4.83%,5.95%,317.05%,317.05%,0,3.53%,-30.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/9/2021,479.80,,,,,,,,,,5.04%,479.80,24.20,1.657,83,501.04,686.18,-2%,246%,1.46%,4.83%,5.86%,310.80%,310.80%,0,3.53%,-29.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/10/2021,480.00,,,,,,,,,,5.04%,480.00,24.20,1.657,83,501.04,686.18,-2%,245%,1.46%,4.83%,5.85%,310.63%,310.63%,0,3.53%,-29.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/11/2021,479.30,,,,,,,,,,5.05%,479.30,24.20,1.657,83,501.04,686.18,-2%,246%,1.46%,4.83%,5.86%,311.22%,311.22%,0,3.53%,-29.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/12/2021,480.00,,,,,,,,,,5.04%,480.00,24.20,1.657,83,501.04,686.18,-2%,245%,1.46%,4.83%,5.85%,310.63%,310.63%,0,3.53%,-29.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/15/2021,485.50,,,,,,,,,,4.98%,485.50,24.20,1.657,83,501.04,686.18,-1%,241%,1.46%,4.83%,5.79%,305.97%,305.97%,0,3.53%,-28.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/16/2021,485.90,,,,,,,,,,4.98%,485.90,24.20,1.657,83,501.04,686.18,-1%,241%,1.46%,4.83%,5.78%,305.64%,305.64%,0,3.53%,-28.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/17/2021,481.90,,,,,,,,,,5.02%,481.90,24.20,1.657,83,501.04,686.18,-2%,244%,1.46%,4.83%,5.83%,309.01%,309.01%,0,3.53%,-28.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/18/2021,472.00,,,,,,,,,,5.13%,472.00,24.20,1.657,83,501.04,686.18,-3%,251%,1.46%,4.83%,5.95%,317.58%,317.58%,0,3.53%,-30.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/19/2021,465.30,,,,,,,,,,5.20%,465.30,24.20,1.657,83,501.04,686.18,-3%,256%,1.46%,4.83%,6.04%,323.60%,323.60%,0,3.53%,-31.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/22/2021,471.80,,,,,,,,,,5.13%,471.80,24.20,1.657,83,501.04,686.18,-3%,251%,1.46%,4.83%,5.96%,317.76%,317.76%,0,3.53%,-30.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/23/2021,485.50,,,,,,,,,,4.98%,485.50,24.20,1.657,83,501.04,686.18,-1%,241%,1.46%,4.83%,5.79%,305.97%,305.97%,0,3.53%,-28.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/24/2021,496.00,,,,,,,,,,4.88%,496.00,24.20,1.657,83,501.04,686.18,0%,234%,1.46%,4.83%,5.67%,297.38%,297.38%,0,3.53%,-26.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/25/2021,501.60,,,,,,,,,,4.82%,501.60,24.20,1.657,83,501.04,686.18,0%,231%,1.46%,4.83%,5.60%,292.94%,292.94%,0,3.53%,-25.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,2/26/2021,483.90,,,,,,,,,,5.00%,483.90,24.20,1.657,83,501.04,686.18,-1%,243%,1.46%,4.83%,5.81%,307.32%,307.32%,0,3.53%,-28.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/1/2021,489.70,,,,,,,,,,4.94%,489.70,24.20,1.657,83,501.04,686.18,-1%,239%,1.46%,4.83%,5.74%,302.49%,302.49%,0,3.53%,-27.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/2/2021,495.50,,,,,,,,,,4.88%,495.50,24.20,1.657,83,501.04,686.18,0%,235%,1.46%,4.83%,5.67%,297.78%,297.78%,0,3.53%,-26.81%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/3/2021,499.10,,,,,,,,,,4.85%,499.10,24.20,1.657,83,501.04,686.18,0%,232%,1.46%,4.83%,5.63%,294.91%,294.91%,0,3.53%,-26.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/4/2021,497.40,,,,,,,,,,4.87%,497.40,24.20,1.657,83,501.04,686.18,0%,233%,1.46%,4.83%,5.65%,296.26%,296.26%,0,3.53%,-26.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/5/2021,483.50,,,,,,,,,,5.01%,483.50,24.20,1.657,83,501.04,686.18,-2%,243%,1.46%,4.83%,5.81%,307.65%,307.65%,0,3.53%,-28.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/8/2021,496.40,,,,,,,,,,4.88%,496.40,24.20,1.657,83,501.04,686.18,0%,234%,1.46%,4.83%,5.66%,297.06%,297.06%,0,3.53%,-26.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/9/2021,498.90,,,,,,,,,,4.85%,498.90,24.20,1.657,83,501.04,686.18,0%,232%,1.46%,4.83%,5.63%,295.07%,295.07%,0,3.53%,-26.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/10/2021,500.40,,,,,,,,,,4.84%,500.40,24.20,1.657,83,501.04,686.18,0%,231%,1.46%,4.83%,5.62%,293.88%,293.88%,0,3.53%,-26.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/11/2021,493.50,,,,,,,,,,4.90%,493.50,24.20,1.657,83,501.04,686.18,-1%,236%,1.46%,4.83%,5.69%,299.39%,299.39%,0,3.53%,-27.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/12/2021,502.00,,,,,,,,,,4.82%,502.00,24.20,1.657,83,501.04,686.18,0%,230%,1.46%,4.83%,5.60%,292.63%,292.63%,0,3.53%,-25.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/15/2021,507.20,,,,,,,,,,4.77%,507.20,24.20,1.657,83,501.04,686.18,1%,227%,1.46%,4.83%,5.54%,288.60%,288.60%,0,3.53%,-25.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/16/2021,503.20,,,,,,,,,,4.81%,503.20,24.20,1.657,83,501.04,686.18,0%,229%,1.46%,4.83%,5.58%,291.69%,291.69%,0,3.53%,-25.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/17/2021,501.00,,,,,,,,,,4.83%,501.00,24.20,1.657,83,501.04,686.18,0%,231%,1.46%,4.83%,5.61%,293.41%,293.41%,0,3.53%,-26.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/18/2021,497.10,,,,,,,,,,4.87%,497.10,24.20,1.657,83,501.04,686.18,0%,234%,1.46%,4.83%,5.65%,296.50%,296.50%,0,3.53%,-26.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/19/2021,489.50,,,,,,,,,,4.94%,489.50,24.20,1.657,83,501.04,686.18,-1%,239%,1.46%,4.83%,5.74%,302.66%,302.66%,0,3.53%,-27.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/22/2021,488.30,,,,,,,,,,4.96%,488.30,24.20,1.657,83,501.04,686.18,-1%,240%,1.46%,4.83%,5.75%,303.65%,303.65%,0,3.53%,-27.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/23/2021,500.00,,,,,,,,,,4.84%,500.00,24.20,1.657,83,501.04,686.18,0%,232%,1.46%,4.83%,5.62%,294.20%,294.20%,0,3.53%,-26.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/24/2021,499.90,,,,,,,,,,4.84%,499.90,24.20,1.657,83,501.04,686.18,0%,232%,1.46%,4.83%,5.62%,294.28%,294.28%,0,3.53%,-26.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/25/2021,492.80,,,,,,,,,,4.91%,492.80,24.20,1.657,83,501.04,686.18,-1%,236%,1.46%,4.83%,5.70%,299.96%,299.96%,0,3.53%,-27.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/26/2021,494.00,,,,,,,,,,4.90%,494.00,24.20,1.657,83,501.04,686.18,-1%,236%,1.46%,4.83%,5.69%,298.99%,298.99%,0,3.53%,-27.03%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/29/2021,499.00,,,,,,,,,,4.85%,499.00,24.20,1.657,83,501.04,686.18,0%,232%,1.46%,4.83%,5.63%,294.99%,294.99%,0,3.53%,-26.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/30/2021,513.00,,,,,,,,,,4.72%,513.00,24.20,1.657,83,501.04,686.18,1%,223%,1.46%,4.83%,5.48%,284.21%,284.21%,0,3.53%,-24.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,3/31/2021,505.00,,,,,,,,,,4.79%,505.00,24.20,1.657,83,501.04,686.18,0%,228%,1.46%,4.83%,5.56%,290.30%,290.30%,0,3.53%,-25.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/1/2021,510.40,,,,,,,,,,4.74%,510.40,24.20,1.657,83,501.04,686.18,1%,225%,1.46%,4.83%,5.51%,286.17%,286.17%,0,3.53%,-24.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/6/2021,521.60,,,,,,,,,,4.64%,521.60,24.20,1.657,83,501.04,686.18,2%,218%,1.46%,4.83%,5.39%,277.88%,277.88%,0,3.53%,-22.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/7/2021,526.20,,,,,,,,,,4.60%,526.20,24.20,1.657,83,501.04,686.18,2%,215%,1.46%,4.83%,5.34%,274.57%,274.57%,0,3.53%,-22.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/8/2021,526.80,,,,,,,,,,4.59%,526.80,24.20,1.657,83,501.04,686.18,2%,215%,1.46%,4.83%,5.33%,274.15%,274.15%,0,3.53%,-22.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/9/2021,515.00,,,,,,,,,,4.70%,515.00,24.20,1.657,83,501.04,686.18,1%,222%,1.46%,4.83%,5.46%,282.72%,282.72%,0,3.53%,-23.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/12/2021,505.00,,,,,,,,,,4.79%,505.00,24.20,1.657,83,501.04,686.18,0%,228%,1.46%,4.83%,5.56%,290.30%,290.30%,0,3.53%,-25.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/13/2021,502.60,,,,,,,,,,4.81%,502.60,24.20,1.657,83,501.04,686.18,0%,230%,1.46%,4.83%,5.59%,292.16%,292.16%,0,3.53%,-25.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/14/2021,515.00,,,,,,,,,,4.70%,515.00,24.20,1.657,83,501.04,686.18,1%,222%,1.46%,4.83%,5.46%,282.72%,282.72%,0,3.53%,-23.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/15/2021,522.80,,,,,,,,,,4.63%,522.80,24.20,1.657,83,501.04,686.18,2%,217%,1.46%,4.83%,5.37%,277.01%,277.01%,0,3.53%,-22.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/16/2021,522.00,,,,,,,,,,4.64%,522.00,24.20,1.657,83,501.04,686.18,2%,218%,1.46%,4.83%,5.38%,277.59%,277.59%,0,3.53%,-22.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/19/2021,523.00,,,,,,,,,,4.63%,523.00,24.20,1.657,83,501.04,686.18,2%,217%,1.46%,4.83%,5.37%,276.86%,276.86%,0,3.53%,-22.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/20/2021,518.00,,,,,,,,,,4.67%,518.00,24.20,1.657,83,501.04,686.18,1%,220%,1.46%,4.83%,5.42%,280.50%,280.50%,0,3.53%,-23.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/21/2021,526.40,,,,,,,,,,4.60%,526.40,24.20,1.657,83,501.04,686.18,2%,215%,1.46%,4.83%,5.34%,274.43%,274.43%,0,3.53%,-22.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/22/2021,499.90,,,,,,,,,,4.84%,499.90,24.20,1.657,83,501.04,686.18,0%,232%,1.46%,4.83%,5.62%,294.28%,294.28%,0,3.53%,-26.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/23/2021,496.30,,,,,,,,,,4.88%,496.30,24.20,1.657,83,501.04,686.18,0%,234%,1.46%,4.83%,5.66%,297.14%,297.14%,0,3.53%,-26.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/26/2021,498.30,,,,,,,,,,4.86%,498.30,24.20,1.657,83,501.04,686.18,0%,233%,1.46%,4.83%,5.64%,295.54%,295.54%,0,3.53%,-26.40%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/27/2021,494.50,,,,,,,,,,4.89%,494.50,24.20,1.657,83,501.04,686.18,-1%,235%,1.46%,4.83%,5.68%,298.58%,298.58%,0,3.53%,-26.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/28/2021,497.40,,,,,,,,,,4.87%,497.40,24.20,1.657,83,501.04,686.18,0%,233%,1.46%,4.83%,5.65%,296.26%,296.26%,0,3.53%,-26.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/29/2021,497.90,,,,,,,,,,4.86%,497.90,24.20,1.657,83,501.04,686.18,0%,233%,1.46%,4.83%,5.64%,295.86%,295.86%,0,3.53%,-26.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,4/30/2021,506.20,,,,,,,,,,4.78%,506.20,24.20,1.657,83,501.04,686.18,0%,228%,1.46%,4.83%,5.55%,289.37%,289.37%,0,3.53%,-25.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/3/2021,,,,,,,,,,,4.78%,506.20,24.20,1.657,83,501.04,686.18,0%,228%,1.46%,4.83%,5.55%,289.37%,289.37%,0,3.53%,-25.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/4/2021,500.00,,,,,,,,,,4.84%,500.00,24.20,1.657,83,501.04,686.18,0%,232%,1.46%,4.83%,5.62%,294.20%,294.20%,0,3.53%,-26.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/5/2021,500.00,,,,,,,,,,4.84%,500.00,24.20,1.657,83,501.04,686.18,0%,232%,1.46%,4.83%,5.62%,294.20%,294.20%,0,3.53%,-26.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/6/2021,504.40,,,,,,,,,,4.80%,504.40,24.20,1.657,83,501.04,686.18,0%,229%,1.46%,4.83%,5.57%,290.76%,290.76%,0,3.53%,-25.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/7/2021,508.00,,,,,,,,,,4.76%,508.00,24.20,1.657,83,501.04,686.18,1%,226%,1.46%,4.83%,5.53%,287.99%,287.99%,0,3.53%,-24.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/10/2021,513.20,,,,,,,,,,4.72%,513.20,24.20,1.657,83,501.04,686.18,1%,223%,1.46%,4.83%,5.48%,284.06%,284.06%,0,3.53%,-24.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/11/2021,503.60,,,,,,,,,,4.81%,503.60,24.20,1.657,83,501.04,686.18,0%,229%,1.46%,4.83%,5.58%,291.38%,291.38%,0,3.53%,-25.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/12/2021,510.00,,,,,,,,,,4.75%,510.00,24.20,1.657,83,501.04,686.18,1%,225%,1.46%,4.83%,5.51%,286.47%,286.47%,0,3.53%,-24.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/13/2021,507.60,,,,,,,,,,4.77%,507.60,24.20,1.657,83,501.04,686.18,1%,227%,1.46%,4.83%,5.54%,288.30%,288.30%,0,3.53%,-25.02%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/14/2021,525.40,,,,,,,,,,4.61%,525.40,24.20,1.657,83,501.04,686.18,2%,216%,1.46%,4.83%,5.35%,275.14%,275.14%,0,3.53%,-22.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/17/2021,522.80,,,,,,,,,,4.63%,522.80,24.20,1.657,83,501.04,686.18,2%,217%,1.46%,4.83%,5.37%,277.01%,277.01%,0,3.53%,-22.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/18/2021,520.40,,,,,,,,,,4.65%,520.40,24.20,1.657,83,501.04,686.18,2%,219%,1.46%,4.83%,5.40%,278.75%,278.75%,0,3.53%,-23.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/19/2021,519.80,,,,,,,,,,4.66%,519.80,24.20,1.657,83,501.04,686.18,2%,219%,1.46%,4.83%,5.41%,279.18%,279.18%,0,3.53%,-23.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/20/2021,516.20,,,,,,,,,,4.69%,516.20,24.20,1.657,83,501.04,686.18,1%,221%,1.46%,4.83%,5.44%,281.83%,281.83%,0,3.53%,-23.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/21/2021,519.80,,,,,,,,,,4.66%,519.80,24.20,1.657,83,501.04,686.18,2%,219%,1.46%,4.83%,5.41%,279.18%,279.18%,0,3.53%,-23.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/24/2021,521.60,,,,,,,,,,4.64%,521.60,24.20,1.657,83,501.04,686.18,2%,218%,1.46%,4.83%,5.39%,277.88%,277.88%,0,3.53%,-22.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/25/2021,520.00,,,,,,,,,,4.65%,520.00,24.20,1.657,83,501.04,686.18,2%,219%,1.46%,4.83%,5.40%,279.04%,279.04%,0,3.53%,-23.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/26/2021,523.80,,,,,,,,,,4.62%,523.80,24.20,1.657,83,501.04,686.18,2%,217%,1.46%,4.83%,5.36%,276.29%,276.29%,0,3.53%,-22.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/27/2021,528.00,,,,,,,,,,4.58%,528.00,24.20,1.657,83,501.04,686.18,2%,214%,1.46%,4.83%,5.32%,273.30%,273.30%,0,3.53%,-22.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/28/2021,526.60,,,,,,,,,,4.60%,526.60,24.20,1.657,83,501.04,686.18,2%,215%,1.46%,4.83%,5.34%,274.29%,274.29%,0,3.53%,-22.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,5/31/2021,,,,,,,,,,,4.60%,526.60,24.20,1.657,83,501.04,686.18,2%,215%,1.46%,4.83%,5.34%,274.29%,274.29%,0,3.53%,-22.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,6/1/2021,528.40,,,,,,,,,,4.58%,528.40,24.20,1.657,83,501.04,686.18,2%,214%,1.46%,4.83%,5.32%,273.01%,273.01%,0,3.53%,-21.95%,,,,,,,,,,,,
