,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,HSBA LN,HSBC,,,,,,,,,,152%,-22%,$ 1.552,80,$        538.15,$       766.20,$       1.552,80,$   1.207,87,9.36%,3.58%,5.63%,15.64%,461.09%,461.09%,152%,,,,,,,NO,,,9.10%,2.97%,6.12%,0.10%,61
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,0.00%,,HSBC - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/21/2019,634.85,,,,,,,,,,6.24%,634.85,39.60,1.105,12,492.37,701.02,23%,74%,3.58%,8.04%,6.82%,144.59%,150.83%,39.5972,5.65%,-18.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/22/2019,626.35,,,,,,,,,,6.32%,626.35,39.60,1.105,12,492.37,701.02,22%,76%,3.58%,8.04%,6.91%,147.91%,154.23%,39.5972,5.65%,-19.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/23/2019,624.10,,,,,,,,,,6.34%,624.10,39.60,1.105,12,492.37,701.02,21%,77%,3.58%,8.04%,6.93%,148.80%,155.15%,39.5972,5.65%,-19.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/24/2019,618.34,,,,,,,,,,6.40%,618.34,39.60,1.105,12,492.37,701.02,21%,79%,3.58%,8.04%,7.00%,151.12%,157.53%,39.5972,5.65%,-20.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/25/2019,623.13,,,,,,,,,,6.35%,623.13,39.60,1.105,12,492.37,701.02,21%,77%,3.58%,8.04%,6.95%,149.19%,155.55%,39.5972,5.65%,-19.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/28/2019,616.39,,,,,,,,,,6.42%,616.39,39.60,1.105,12,492.37,701.02,20%,79%,3.58%,8.04%,7.02%,151.92%,158.34%,39.5972,5.65%,-20.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/29/2019,627.13,,,,,,,,,,6.31%,627.13,39.60,1.105,12,492.37,701.02,22%,76%,3.58%,8.04%,6.90%,147.60%,153.92%,39.5972,5.65%,-19.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/30/2019,636.70,,,,,,,,,,6.22%,636.70,39.60,1.105,12,492.37,701.02,24%,74%,3.58%,8.04%,6.80%,143.88%,150.10%,39.5972,5.65%,-18.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/31/2019,624.01,,,,,,,,,,6.35%,624.01,39.60,1.105,12,492.37,701.02,21%,77%,3.58%,8.04%,6.94%,148.84%,155.19%,39.5972,5.65%,-19.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/1/2019,624.10,,,,,,,,,,6.34%,624.10,39.60,1.105,12,492.37,701.02,21%,77%,3.58%,8.04%,6.93%,148.80%,155.15%,39.5972,5.65%,-19.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/4/2019,625.18,,,,,,,,,,6.33%,625.18,39.60,1.105,12,492.37,701.02,22%,77%,3.58%,8.04%,6.92%,148.38%,154.71%,39.5972,5.65%,-19.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/5/2019,638.27,,,,,,,,,,6.20%,638.27,39.60,1.105,12,492.37,701.02,24%,73%,3.58%,8.04%,6.78%,143.28%,149.49%,39.5972,5.65%,-17.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/6/2019,635.43,,,,,,,,,,6.23%,635.43,39.60,1.105,12,492.37,701.02,23%,74%,3.58%,8.04%,6.81%,144.37%,150.60%,39.5972,5.65%,-18.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/7/2019,626.55,,,,,,,,,,6.32%,626.55,39.60,1.105,12,492.37,701.02,22%,76%,3.58%,8.04%,6.91%,147.83%,154.15%,39.5972,5.65%,-19.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/8/2019,626.94,,,,,,,,,,6.32%,626.94,39.60,1.105,12,492.37,701.02,22%,76%,3.58%,8.04%,6.90%,147.68%,154.00%,39.5972,5.65%,-19.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/11/2019,635.34,,,,,,,,,,6.23%,635.34,39.60,1.105,12,492.37,701.02,23%,74%,3.58%,8.04%,6.81%,144.41%,150.64%,39.5972,5.65%,-18.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/12/2019,638.36,,,,,,,,,,6.20%,638.36,39.60,1.105,12,492.37,701.02,24%,73%,3.58%,8.04%,6.78%,143.25%,149.45%,39.5972,5.65%,-17.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/13/2019,643.54,,,,,,,,,,6.15%,643.54,39.60,1.105,12,492.37,701.02,25%,72%,3.58%,8.04%,6.73%,141.29%,147.44%,39.5972,5.65%,-17.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/14/2019,645.49,,,,,,,,,,6.13%,645.49,39.60,1.105,12,492.37,701.02,25%,71%,3.58%,8.04%,6.70%,140.56%,146.69%,39.5972,5.65%,-16.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/15/2019,650.38,,,,,,,,,,6.09%,650.38,39.60,1.105,12,492.37,701.02,26%,70%,3.58%,8.04%,6.65%,138.75%,144.84%,39.5972,5.65%,-16.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/18/2019,648.23,,,,,,,,,,6.11%,648.23,39.60,1.105,12,492.37,701.02,25%,70%,3.58%,8.04%,6.68%,139.54%,145.65%,39.5972,5.65%,-16.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/19/2019,622.25,,,,,,,,,,6.36%,622.25,39.60,1.105,12,492.37,701.02,21%,78%,3.58%,8.04%,6.96%,149.55%,155.91%,39.5972,5.65%,-19.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/20/2019,628.40,,,,,,,,,,6.30%,628.40,39.60,1.105,12,492.37,701.02,22%,76%,3.58%,8.04%,6.89%,147.10%,153.40%,39.5972,5.65%,-19.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/21/2019,608.58,,,,,,,,,,6.51%,608.58,39.60,1.105,12,492.37,701.02,19%,82%,3.58%,8.04%,7.11%,155.15%,161.66%,39.5972,5.65%,-21.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/22/2019,608.97,,,,,,,,,,6.50%,608.97,39.60,1.105,12,492.37,701.02,19%,81%,3.58%,8.04%,7.11%,154.99%,161.49%,39.5972,5.65%,-21.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/25/2019,607.11,,,,,,,,,,6.52%,607.11,39.60,1.105,12,492.37,701.02,19%,82%,3.58%,8.04%,7.13%,155.77%,162.29%,39.5972,5.65%,-21.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/26/2019,600.08,,,,,,,,,,6.60%,600.08,39.60,1.105,12,492.37,701.02,18%,84%,3.58%,8.04%,7.21%,158.77%,165.36%,39.5972,5.65%,-22.81%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/27/2019,602.23,,,,,,,,,,6.58%,602.23,39.60,1.105,12,492.37,701.02,18%,84%,3.58%,8.04%,7.19%,157.84%,164.42%,39.5972,5.65%,-22.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,2/28/2019,598.61,,,,,,,,,,6.61%,598.61,39.60,1.105,12,492.37,701.02,17%,85%,3.58%,8.04%,7.23%,159.40%,166.01%,39.5972,5.65%,-23.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/1/2019,599.79,,,,,,,,,,6.60%,599.79,39.60,1.105,12,492.37,701.02,18%,84%,3.58%,8.04%,7.22%,158.89%,165.49%,39.5972,5.65%,-22.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/4/2019,603.59,,,,,,,,,,6.56%,603.59,39.60,1.105,12,492.37,701.02,18%,83%,3.58%,8.04%,7.17%,157.26%,163.82%,39.5972,5.65%,-22.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/5/2019,608.87,,,,,,,,,,6.50%,608.87,39.60,1.105,12,492.37,701.02,19%,82%,3.58%,8.04%,7.11%,155.03%,161.53%,39.5972,5.65%,-21.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/6/2019,608.67,,,,,,,,,,6.51%,608.67,39.60,1.105,12,492.37,701.02,19%,82%,3.58%,8.04%,7.11%,155.11%,161.62%,39.5972,5.65%,-21.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/7/2019,609.65,,,,,,,,,,6.50%,609.65,39.60,1.105,12,492.37,701.02,19%,81%,3.58%,8.04%,7.10%,154.70%,161.20%,39.5972,5.65%,-21.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/8/2019,609.45,,,,,,,,,,6.50%,609.45,39.60,1.105,12,492.37,701.02,19%,81%,3.58%,8.04%,7.10%,154.79%,161.28%,39.5972,5.65%,-21.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/11/2019,609.94,,,,,,,,,,6.49%,609.94,39.60,1.105,12,492.37,701.02,19%,81%,3.58%,8.04%,7.10%,154.58%,161.07%,39.5972,5.65%,-21.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/12/2019,611.90,,,,,,,,,,6.47%,611.90,39.60,1.105,12,492.37,701.02,20%,81%,3.58%,8.04%,7.07%,153.77%,160.24%,39.5972,5.65%,-21.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/13/2019,605.65,,,,,,,,,,6.54%,605.65,39.60,1.105,12,492.37,701.02,18%,82%,3.58%,8.04%,7.15%,156.39%,162.93%,39.5972,5.65%,-22.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/14/2019,605.94,,,,,,,,,,6.53%,605.94,39.60,1.105,12,492.37,701.02,19%,82%,3.58%,8.04%,7.14%,156.26%,162.80%,39.5972,5.65%,-22.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/15/2019,607.11,,,,,,,,,,6.52%,607.11,39.60,1.105,12,492.37,701.02,19%,82%,3.58%,8.04%,7.13%,155.77%,162.29%,39.5972,5.65%,-21.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/18/2019,611.99,,,,,,,,,,6.47%,611.99,39.60,1.105,12,492.37,701.02,20%,81%,3.58%,8.04%,7.07%,153.73%,160.20%,39.5972,5.65%,-21.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/19/2019,609.06,,,,,,,,,,6.50%,609.06,39.60,1.105,12,492.37,701.02,19%,81%,3.58%,8.04%,7.11%,154.95%,161.45%,39.5972,5.65%,-21.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/20/2019,609.36,,,,,,,,,,6.50%,609.36,39.60,1.105,12,492.37,701.02,19%,81%,3.58%,8.04%,7.10%,154.83%,161.32%,39.5972,5.65%,-21.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/21/2019,615.31,,,,,,,,,,6.44%,615.31,39.60,1.105,12,492.37,701.02,20%,80%,3.58%,8.04%,7.03%,152.36%,158.79%,39.5972,5.65%,-20.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/22/2019,598.71,,,,,,,,,,6.61%,598.71,39.60,1.105,12,492.37,701.02,17%,85%,3.58%,8.04%,7.23%,159.36%,165.97%,39.5972,5.65%,-22.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/25/2019,599.88,,,,,,,,,,6.60%,599.88,39.60,1.105,12,492.37,701.02,18%,84%,3.58%,8.04%,7.21%,158.85%,165.45%,39.5972,5.65%,-22.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/26/2019,598.13,,,,,,,,,,6.62%,598.13,39.60,1.105,12,492.37,701.02,17%,85%,3.58%,8.04%,7.24%,159.61%,166.23%,39.5972,5.65%,-23.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/27/2019,598.81,,,,,,,,,,6.61%,598.81,39.60,1.105,12,492.37,701.02,17%,85%,3.58%,8.04%,7.23%,159.31%,165.93%,39.5972,5.65%,-22.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/28/2019,603.40,,,,,,,,,,6.56%,603.40,39.60,1.105,12,492.37,701.02,18%,83%,3.58%,8.04%,7.17%,157.34%,163.90%,39.5972,5.65%,-22.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,3/29/2019,608.77,,,,,,,,,,6.50%,608.77,39.60,1.105,12,492.37,701.02,19%,82%,3.58%,8.04%,7.11%,155.07%,161.58%,39.5972,5.65%,-21.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/1/2019,620.98,,,,,,,,,,6.38%,620.98,39.60,1.105,12,492.37,701.02,21%,78%,3.58%,8.04%,6.97%,150.06%,156.43%,39.5972,5.65%,-20.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/2/2019,630.84,,,,,,,,,,6.28%,630.84,39.60,1.105,12,492.37,701.02,23%,75%,3.58%,8.04%,6.86%,146.15%,152.42%,39.5972,5.65%,-18.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/3/2019,633.77,,,,,,,,,,6.25%,633.77,39.60,1.105,12,492.37,701.02,23%,74%,3.58%,8.04%,6.83%,145.01%,151.26%,39.5972,5.65%,-18.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/4/2019,633.48,,,,,,,,,,6.25%,633.48,39.60,1.105,12,492.37,701.02,23%,74%,3.58%,8.04%,6.83%,145.12%,151.37%,39.5972,5.65%,-18.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/5/2019,637.88,,,,,,,,,,6.21%,637.88,39.60,1.105,12,492.37,701.02,24%,73%,3.58%,8.04%,6.78%,143.43%,149.64%,39.5972,5.65%,-17.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/8/2019,637.00,,,,,,,,,,6.22%,637.00,39.60,1.105,12,492.37,701.02,24%,73%,3.58%,8.04%,6.79%,143.77%,149.98%,39.5972,5.65%,-18.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/9/2019,640.03,,,,,,,,,,6.19%,640.03,39.60,1.105,12,492.37,701.02,24%,73%,3.58%,8.04%,6.76%,142.62%,148.80%,39.5972,5.65%,-17.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/10/2019,637.49,,,,,,,,,,6.21%,637.49,39.60,1.105,12,492.37,701.02,24%,73%,3.58%,8.04%,6.79%,143.58%,149.79%,39.5972,5.65%,-18.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/11/2019,636.22,,,,,,,,,,6.22%,636.22,39.60,1.105,12,492.37,701.02,23%,74%,3.58%,8.04%,6.80%,144.07%,150.29%,39.5972,5.65%,-18.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/12/2019,643.35,,,,,,,,,,6.15%,643.35,39.60,1.105,12,492.37,701.02,25%,72%,3.58%,8.04%,6.73%,141.36%,147.52%,39.5972,5.65%,-17.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/15/2019,640.61,,,,,,,,,,6.18%,640.61,39.60,1.105,12,492.37,701.02,24%,73%,3.58%,8.04%,6.76%,142.39%,148.57%,39.5972,5.65%,-17.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/16/2019,647.35,,,,,,,,,,6.12%,647.35,39.60,1.105,12,492.37,701.02,25%,71%,3.58%,8.04%,6.69%,139.87%,145.99%,39.5972,5.65%,-16.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/17/2019,649.79,,,,,,,,,,6.09%,649.79,39.60,1.105,12,492.37,701.02,26%,70%,3.58%,8.04%,6.66%,138.97%,145.06%,39.5972,5.65%,-16.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/18/2019,650.96,,,,,,,,,,6.08%,650.96,39.60,1.105,12,492.37,701.02,26%,70%,3.58%,8.04%,6.65%,138.54%,144.62%,39.5972,5.65%,-16.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/23/2019,652.04,,,,,,,,,,6.07%,652.04,39.60,1.105,12,492.37,701.02,26%,69%,3.58%,8.04%,6.64%,138.15%,144.22%,39.5972,5.65%,-16.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/24/2019,647.25,,,,,,,,,,6.12%,647.25,39.60,1.105,12,492.37,701.02,25%,71%,3.58%,8.04%,6.69%,139.91%,146.02%,39.5972,5.65%,-16.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/25/2019,646.47,,,,,,,,,,6.13%,646.47,39.60,1.105,12,492.37,701.02,25%,71%,3.58%,8.04%,6.69%,140.20%,146.32%,39.5972,5.65%,-16.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/26/2019,649.89,,,,,,,,,,6.09%,649.89,39.60,1.105,12,492.37,701.02,26%,70%,3.58%,8.04%,6.66%,138.93%,145.03%,39.5972,5.65%,-16.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/29/2019,653.89,,,,,,,,,,6.06%,653.89,39.60,1.105,12,492.37,701.02,26%,69%,3.58%,8.04%,6.62%,137.47%,143.53%,39.5972,5.65%,-15.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,4/30/2019,651.55,,,,,,,,,,6.08%,651.55,39.60,1.105,12,492.37,701.02,26%,70%,3.58%,8.04%,6.64%,138.32%,144.40%,39.5972,5.65%,-16.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,5/1/2019,649.40,,,,,,,,,,6.10%,649.40,39.60,1.105,12,492.37,701.02,26%,70%,3.58%,8.04%,6.66%,139.11%,145.21%,39.5972,5.65%,-16.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,5/2/2019,652.14,,,,,,,,,,6.07%,652.14,39.60,1.105,12,492.37,701.02,26%,69%,3.58%,8.04%,6.64%,138.11%,144.18%,39.5972,5.65%,-16.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,5/3/2019,664.74,,,,,,,,,,5.96%,664.74,39.60,1.105,12,492.37,701.02,28%,66%,3.58%,8.04%,6.51%,133.60%,139.55%,39.5972,5.65%,-14.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,5/7/2019,646.76,,,,,,,,,,6.12%,646.76,39.60,1.105,12,492.37,701.02,25%,71%,3.58%,8.04%,6.69%,140.09%,146.21%,39.5972,5.65%,-16.81%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,5/8/2019,643.64,,,,,,,,,,6.15%,643.64,39.60,1.105,12,492.37,701.02,25%,72%,3.58%,8.04%,6.72%,141.25%,147.41%,39.5972,5.65%,-17.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,5/9/2019,636.70,,,,,,,,,,6.22%,636.70,39.60,1.105,12,492.37,701.02,24%,74%,3.58%,8.04%,6.80%,143.88%,150.10%,39.5972,5.65%,-18.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,5/10/2019,636.80,,,,,,,,,,6.22%,636.80,39.60,1.105,12,492.37,701.02,24%,74%,3.58%,8.04%,6.80%,143.84%,150.06%,39.5972,5.65%,-18.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,5/13/2019,634.85,,,,,,,,,,6.24%,634.85,39.60,1.105,12,492.37,701.02,23%,74%,3.58%,8.04%,6.82%,144.59%,150.83%,39.5972,5.65%,-18.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,5/14/2019,638.36,,,,,,,,,,6.20%,638.36,39.60,1.105,12,492.37,701.02,24%,73%,3.58%,8.04%,6.78%,143.25%,149.45%,39.5972,5.65%,-17.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,5/15/2019,647.84,,,,,,,,,,6.11%,647.84,39.60,1.105,12,492.37,701.02,25%,71%,3.58%,8.04%,6.68%,139.69%,145.80%,39.5972,5.65%,-16.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,5/16/2019,645.59,,,,,,,,,,6.13%,645.59,39.60,1.105,12,492.37,701.02,25%,71%,3.58%,8.04%,6.70%,140.52%,146.66%,39.5972,5.65%,-16.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,5/17/2019,639.44,,,,,,,,,,6.19%,639.44,39.60,1.105,12,492.37,701.02,24%,73%,3.58%,8.04%,6.77%,142.84%,149.03%,39.5972,5.65%,-17.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,5/20/2019,634.95,,,,,,,,,,6.24%,634.95,39.60,1.105,12,492.37,701.02,23%,74%,3.58%,8.04%,6.82%,144.56%,150.79%,39.5972,5.65%,-18.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,5/21/2019,637.29,,,,,,,,,,6.21%,637.29,39.60,1.105,12,492.37,701.02,24%,73%,3.58%,8.04%,6.79%,143.66%,149.87%,39.5972,5.65%,-18.03%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,5/22/2019,642.17,,,,,,,,,,6.17%,642.17,39.60,1.105,12,492.37,701.02,24%,72%,3.58%,8.04%,6.74%,141.80%,147.97%,39.5972,5.65%,-17.40%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,5/23/2019,643.93,,,,,,,,,,6.15%,643.93,39.60,1.105,12,492.37,701.02,25%,72%,3.58%,8.04%,6.72%,141.14%,147.29%,39.5972,5.65%,-17.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,5/24/2019,644.03,,,,,,,,,,6.15%,644.03,39.60,1.105,12,492.37,701.02,25%,72%,3.58%,8.04%,6.72%,141.11%,147.26%,39.5972,5.65%,-17.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,5/28/2019,643.15,,,,,,,,,,6.16%,643.15,39.60,1.105,12,492.37,701.02,25%,72%,3.58%,8.04%,6.73%,141.44%,147.59%,39.5972,5.65%,-17.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,5/29/2019,640.22,,,,,,,,,,6.18%,640.22,39.60,1.105,12,492.37,701.02,24%,73%,3.58%,8.04%,6.76%,142.54%,148.73%,39.5972,5.65%,-17.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,5/30/2019,638.36,,,,,,,,,,6.20%,638.36,39.60,1.105,12,492.37,701.02,24%,73%,3.58%,8.04%,6.78%,143.25%,149.45%,39.5972,5.65%,-17.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,5/31/2019,630.06,,,,,,,,,,6.28%,630.06,39.60,1.105,12,492.37,701.02,22%,75%,3.58%,8.04%,6.87%,146.45%,152.74%,39.5972,5.65%,-18.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,6/3/2019,631.82,,,,,,,,,,6.27%,631.82,39.60,1.105,12,492.37,701.02,23%,75%,3.58%,8.04%,6.85%,145.77%,152.03%,39.5972,5.65%,-18.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,6/4/2019,632.60,,,,,,,,,,6.26%,632.60,39.60,1.105,12,492.37,701.02,23%,75%,3.58%,8.04%,6.84%,145.46%,151.72%,39.5972,5.65%,-18.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,6/5/2019,631.23,,,,,,,,,,6.27%,631.23,39.60,1.105,12,492.37,701.02,23%,75%,3.58%,8.04%,6.86%,145.99%,152.27%,39.5972,5.65%,-18.81%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,6/6/2019,629.09,,,,,,,,,,6.29%,629.09,39.60,1.105,12,492.37,701.02,22%,76%,3.58%,8.04%,6.88%,146.83%,153.13%,39.5972,5.65%,-19.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,6/7/2019,635.73,,,,,,,,,,6.23%,635.73,39.60,1.105,12,492.37,701.02,23%,74%,3.58%,8.04%,6.81%,144.26%,150.48%,39.5972,5.65%,-18.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,6/10/2019,643.05,,,,,,,,,,6.16%,643.05,39.60,1.105,12,492.37,701.02,25%,72%,3.58%,8.04%,6.73%,141.47%,147.63%,39.5972,5.65%,-17.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,6/11/2019,640.61,,,,,,,,,,6.18%,640.61,39.60,1.105,12,492.37,701.02,24%,73%,3.58%,8.04%,6.76%,142.39%,148.57%,39.5972,5.65%,-17.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,6/12/2019,633.77,,,,,,,,,,6.25%,633.77,39.60,1.105,12,492.37,701.02,23%,74%,3.58%,8.04%,6.83%,145.01%,151.26%,39.5972,5.65%,-18.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,6/13/2019,632.80,,,,,,,,,,6.26%,632.80,39.60,1.105,12,492.37,701.02,23%,75%,3.58%,8.04%,6.84%,145.39%,151.64%,39.5972,5.65%,-18.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,6/14/2019,630.55,,,,,,,,,,6.28%,630.55,39.60,1.105,12,492.37,701.02,23%,75%,3.58%,8.04%,6.86%,146.26%,152.54%,39.5972,5.65%,-18.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,6/17/2019,635.92,,,,,,,,,,6.23%,635.92,39.60,1.105,12,492.37,701.02,23%,74%,3.58%,8.04%,6.81%,144.18%,150.41%,39.5972,5.65%,-18.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,6/18/2019,642.27,,,,,,,,,,6.17%,642.27,39.60,1.105,12,492.37,701.02,24%,72%,3.58%,8.04%,6.74%,141.77%,147.93%,39.5972,5.65%,-17.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,6/19/2019,641.98,,,,,,,,,,6.17%,641.98,39.60,1.105,12,492.37,701.02,24%,72%,3.58%,8.04%,6.74%,141.88%,148.05%,39.5972,5.65%,-17.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,6/20/2019,638.76,,,,,,,,,,6.20%,638.76,39.60,1.105,12,492.37,701.02,24%,73%,3.58%,8.04%,6.78%,143.10%,149.30%,39.5972,5.65%,-17.84%,,,,,,,,,,,,
