,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,HIK LN,Hikma Pharmaceuticals PLC,,,,,,,,,,2%,181%,$ 1.582,00,$    1.515,99,$  2.390,74,$      2.695,00,$   4.441,33,4.18%,1.12%,2.12%,5.81%,84.90%,91.57%,144%,,,,,,,NO,,,3.98%,0.91%,3.08%,0.04%,77
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,0.00%,,Hikma Pharmaceuticals PLC - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,90%,NO,3.28%,11/10/2017,,,,,,,,,,$  2.390,74,51%,3.14%,$   4.441,33,$     1.116,53,$          855.60,$       708.00,0.87%,3.28%,2.08%,1.85%,-41.30%,-41.30%,-11%,,,,5Y CAGR,5.76%,,Hikma Pharmaceuticals PLC - Returns (%),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10Y CAGR,7.91%,,Hikma Pharmaceuticals PLC - Yield On Cost (YOC),,,,,,,
,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Hikma Pharmaceuticals PLC - Rating: 2% - Upside: 181%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2016,1/4/2016,$                                                2.233,00,,,12/29/2014,,12/29/2014,,,,,1.04%,2.233,00,23.23,2.074,20,708.00,1.116,53,112%,-7%,1.12%,3.28%,2.23%,-29.15%,-24.38%,106.5429,2.08%,0.00%,,1997,0.00,-,2,,,0,0.91%,13,13,0.48%
,,,,,,,,,,,,,,,,,,2016,1/5/2016,2.267,00,,,1/5/2015,,1/5/2015,,,,,1.02%,2.267,00,23.23,2.074,20,708.00,1.116,53,114%,-9%,1.12%,3.28%,2.19%,-30.22%,-25.52%,106.5429,2.08%,0.00%,,1998,0.00,,181,,,1,0.95%,3,16,0.11%
,,,,,,,,,,,,,,,,,,2016,1/6/2016,2.230,00,,,1/12/2015,,1/12/2015,,,,,1.04%,2.230,00,23.23,2.074,20,708.00,1.116,53,111%,-7%,1.12%,3.28%,2.23%,-29.06%,-24.28%,106.5429,2.08%,-1.63%,,1999,0.00,,,,,2,0.99%,35,51,1.30%
,,,,,,,,,,,,,,,,,,2016,1/7/2016,2.192,00,,,1/19/2015,,1/20/2015,,,,,1.06%,2.192,00,23.23,2.074,20,708.00,1.116,53,109%,-5%,1.12%,3.28%,2.27%,-27.83%,-22.97%,106.5429,2.08%,-3.31%,,2000,0.00,,1/1/1970,1970,,3,1.03%,40,91,1.48%
,,,,,,,,,,,,,,,,,,2016,1/8/2016,2.197,00,,,1/26/2015,,1/26/2015,,,,,1.06%,2.197,00,23.23,2.074,20,708.00,1.116,53,109%,-6%,1.12%,3.28%,2.26%,-27.99%,-23.14%,106.5429,2.08%,-3.09%,,2001,0.00,,1/1/1971,1971,,4,1.07%,24,115,0.89%
,,,,,,,,,,,,,,,,,,2016,1/11/2016,2.156,00,,,2/2/2015,,2/2/2015,,,,,1.08%,2.156,00,23.23,2.074,20,708.00,1.116,53,106%,-4%,1.12%,3.28%,2.31%,-26.62%,-21.68%,106.5429,2.08%,-4.90%,,2002,0.00,,1/1/1972,1972,,5,1.11%,20,135,0.74%
,,,,,,,,,,,,,,,,,,2016,1/12/2016,2.192,00,,,2/9/2015,,2/9/2015,,,,,1.06%,2.192,00,23.23,2.074,20,708.00,1.116,53,109%,-5%,1.12%,3.28%,2.27%,-27.83%,-22.97%,106.5429,2.08%,-3.31%,,2003,0.00,,1/1/1973,1973,,6,1.15%,23,158,0.85%
,,,,,,,,,,,,,,,,,,2016,1/13/2016,2.211,00,,,2/16/2015,,2/17/2015,,,,,1.05%,2.211,00,23.23,2.074,20,708.00,1.116,53,110%,-6%,1.12%,3.28%,2.25%,-28.45%,-23.63%,106.5429,2.08%,-2.47%,,2004,0.00,,1/1/1974,1974,,7,1.19%,15,173,0.56%
,,,,,,,,,,,,,,,,,,2016,1/14/2016,2.104,00,,,2/23/2015,,2/23/2015,,,,,1.10%,2.104,00,23.23,2.074,20,708.00,1.116,53,102%,-1%,1.12%,3.28%,2.36%,-24.81%,-19.75%,106.5429,2.08%,-7.19%,,2005,0.00,,1/1/1975,1975,,8,1.23%,30,203,1.11%
,,,,,,,,,,,,,,,,,,2016,1/15/2016,2.025,00,,,3/2/2015,,3/2/2015,,,,,1.15%,2.025,00,23.23,2.074,20,708.00,1.116,53,96%,2%,1.12%,3.28%,2.46%,-21.88%,-16.62%,106.5429,2.08%,-10.67%,,2006,2.09,,1/1/1976,1976,,9,1.27%,28,231,1.04%
