,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,REL LN,RELX PLC,,,,,,,,,,36%,40%,$2.682,00,$   2.077,71,$  2.467,79,$       4.135,00,$  3.766,30,3.08%,1.48%,2.21%,4.96%,138.19%,151.81%,122%,,,,,,,NO,,,2.88%,1.36%,1.52%,0.02%,76
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,0.00%,,RELX PLC - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,90%,NO,2.69%,11/10/2017,,,,,,,,,,$  2.467,79,-8%,2.08%,$  3.766,30,$   1.436,97,$        1.126,00,$   1.209,83,1.35%,2.69%,2.27%,1.35%,-35.14%,-35.14%,-16%,,,,5Y CAGR,3.22%,,RELX PLC - Returns (%),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10Y CAGR,5.56%,,RELX PLC - Yield On Cost (YOC),,,,,,,
,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,RELX PLC - Rating: 36% - Upside: 40%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2016,1/14/2016,1.171,00,,,2/23/2015,,2/23/2015,,,,,2.78%,1.171,00,32.55,2.193,08,1.209,83,1.436,97,-4%,87%,1.48%,2.69%,4.77%,129.04%,142.13%,153.35,2.27%,-0.76%,,2005,13.30,9.92%,1/1/1975,1975,,8,1.52%,32,193,1.19%
,,,,,,,,,,,,,,,,,,2016,1/15/2016,1.159,00,,,3/2/2015,,3/2/2015,,,,,2.81%,1.159,00,32.55,2.193,08,1.209,83,1.436,97,-5%,89%,1.48%,2.69%,4.82%,131.41%,144.64%,153.35,2.27%,-1.78%,,2006,14.80,11.28%,1/1/1976,1976,,9,1.54%,43,236,1.59%
,,,,,,,,,,,,,,,,,,2016,1/18/2016,1.144,00,,,3/9/2015,,3/9/2015,,,,,2.85%,1.144,00,32.55,2.193,08,1.209,83,1.436,97,-7%,92%,1.48%,2.69%,4.89%,134.44%,147.85%,153.35,2.27%,-3.05%,,2007,16.30,10.14%,1/1/1977,1977,,10,1.56%,42,278,1.56%
,,,,,,,,,,,,,,,,,,2016,1/19/2016,1.165,00,,,3/16/2015,,3/16/2015,,,,,2.79%,1.165,00,32.55,2.193,08,1.209,83,1.436,97,-5%,88%,1.48%,2.69%,4.80%,130.21%,143.38%,153.35,2.27%,-1.27%,,2008,18.90,15.95%,1/1/1978,1978,,11,1.58%,38,316,1.41%
,,,,,,,,,,,,,,,,,,2016,1/20/2016,1.135,00,,,3/23/2015,,3/23/2015,,,,,2.87%,1.135,00,32.55,2.193,08,1.209,83,1.436,97,-8%,93%,1.48%,2.69%,4.93%,136.30%,149.81%,153.35,2.27%,-3.81%,,2009,20.40,7.94%,1/1/1979,1979,,12,1.60%,34,350,1.26%
,,,,,,,,,,,,,,,,,,2016,1/21/2016,1.146,00,,,3/30/2015,,3/30/2015,,,,,2.84%,1.146,00,32.55,2.193,08,1.209,83,1.436,97,-6%,91%,1.48%,2.69%,4.88%,134.03%,147.41%,153.35,2.27%,-2.88%,,2010,20.40,0.00%,1/1/1980,1980,,13,1.62%,33,383,1.22%
,,,,,,,,,,,,,,,,,,2016,1/22/2016,1.186,00,,,4/7/2015,,4/6/2015,,,,,2.74%,1.186,00,32.55,2.193,08,1.209,83,1.436,97,-2%,85%,1.48%,2.69%,4.71%,126.14%,139.07%,153.35,2.27%,0.00%,,2011,20.65,1.23%,1/1/1981,1981,,14,1.64%,18,401,0.67%
,,,,,,,,,,,,,,,,,,2016,1/25/2016,1.189,00,,,4/13/2015,,4/13/2015,,,,,2.74%,1.189,00,32.55,2.193,08,1.209,83,1.436,97,-2%,84%,1.48%,2.69%,4.70%,125.57%,138.47%,153.35,2.27%,0.00%,,2012,21.90,6.05%,1/1/1982,1982,,15,1.66%,18,419,0.67%
,,,,,,,,,,,,,,,,,,2016,1/26/2016,1.173,00,,,4/20/2015,,4/20/2015,,,,,2.77%,1.173,00,32.55,2.193,08,1.209,83,1.436,97,-4%,87%,1.48%,2.69%,4.77%,128.64%,141.72%,153.35,2.27%,-1.35%,,2013,23.65,7.99%,1/1/1983,1983,,16,1.68%,22,441,0.81%
,,,,,,,,,,,,,,,,,,2016,1/27/2016,1.199,00,,,4/27/2015,,4/27/2015,,,,,2.71%,1.199,00,32.55,2.193,08,1.209,83,1.436,97,-1%,83%,1.48%,2.69%,4.66%,123.69%,136.48%,153.35,2.27%,0.00%,,2014,24.95,5.50%,1/1/1984,1984,,17,1.70%,10,451,0.37%
,,,,,,,,,,,,,,,,,,2016,1/28/2016,1.189,00,,,5/5/2015,,5/4/2015,,,,,2.74%,1.189,00,32.55,2.193,08,1.209,83,1.436,97,-2%,84%,1.48%,2.69%,4.70%,125.57%,138.47%,153.35,2.27%,-0.83%,,2015,26.40,5.81%,1/1/1985,1985,,18,1.72%,5,456,0.19%
,,,,,,,,,,,,,,,,,,2016,1/29/2016,1.230,00,,,5/11/2015,,5/11/2015,,,,,2.65%,1.230,00,32.55,2.193,08,1.209,83,1.436,97,2%,78%,1.48%,2.69%,4.54%,118.05%,130.52%,153.35,2.27%,0.00%,,2016,32.55,23.30%,1/1/1986,1986,,19,1.74%,5,461,0.19%
,,,,,,,,,,,,,,,,,,2016,2/1/2016,1.228,00,,,5/18/2015,,5/18/2015,,,,,2.65%,1.228,00,32.55,2.193,08,1.209,83,1.436,97,2%,79%,1.48%,2.69%,4.55%,118.40%,130.89%,153.35,2.27%,-0.16%,,2017,37.40,14.90%,1/1/1987,1987,,20,1.76%,9,470,0.33%
,,,,,,,,,,,,,,,,,,2016,2/2/2016,1.220,00,,,5/26/2015,,5/26/2015,,,,,2.67%,1.220,00,32.55,2.193,08,1.209,83,1.436,97,1%,80%,1.48%,2.69%,4.58%,119.84%,132.41%,153.35,2.27%,-0.81%,,2018,40.10,7.22%,1/1/1988,1988,,21,1.78%,10,480,0.37%
,,,,,,,,,,,,,,,,,,2016,2/3/2016,1.199,00,,,6/1/2015,,6/1/2015,,,,,2.71%,1.199,00,32.55,2.193,08,1.209,83,1.436,97,-1%,83%,1.48%,2.69%,4.66%,123.69%,136.48%,153.35,2.27%,-2.52%,,2019,43.30,7.98%,1/1/1989,1989,,22,1.80%,20,500,0.74%
,,,,,,,,,,,,,,,,,,2016,2/4/2016,1.199,00,,,6/8/2015,,6/8/2015,,,,,2.71%,1.199,00,32.55,2.193,08,1.209,83,1.436,97,-1%,83%,1.48%,2.69%,4.66%,123.69%,136.48%,153.35,2.27%,-2.52%,,2020,45.70,5.54%,1/1/1990,1990,,23,1.82%,22,522,0.81%
,,,,,,,,,,,,,,,,,,2016,2/5/2016,1.170,00,,,6/15/2015,,6/15/2015,,,,,2.78%,1.170,00,32.55,2.193,08,1.209,83,1.436,97,-4%,87%,1.48%,2.69%,4.78%,129.23%,142.34%,153.35,2.27%,-4.88%,,2021,47.70,4.38%,1/1/1991,1991,,24,1.84%,15,537,0.56%
,,,,,,,,,,,,,,,,,,2016,2/8/2016,1.126,00,,,6/22/2015,,6/22/2015,,,,,2.89%,1.126,00,32.55,2.193,08,1.209,83,1.436,97,-9%,95%,1.48%,2.69%,4.96%,138.19%,151.81%,153.35,2.27%,-8.46%,,2022,51.20,7.34%,1/1/1992,1992,,25,1.86%,8,545,0.30%
,,,,,,,,,,,,,,,,,,2016,2/9/2016,1.149,00,,,6/29/2015,,6/29/2015,,,,,2.83%,1.149,00,32.55,2.193,08,1.209,83,1.436,97,-6%,91%,1.48%,2.69%,4.87%,133.42%,146.77%,153.35,2.27%,-6.59%,,2023,55.90,9.18%,1/1/1993,1993,,26,1.88%,4,549,0.15%
,,,,,,,,,,,,,,,,,,2016,2/10/2016,1.151,00,,,7/6/2015,,7/6/2015,,,,,2.83%,1.151,00,32.55,2.193,08,1.209,83,1.436,97,-6%,91%,1.48%,2.69%,4.86%,133.01%,146.34%,153.35,2.27%,-6.42%,,2024,55.90,0.00%,1/1/1994,1994,,27,1.90%,6,555,0.22%
,,,,,,,,,,,,,,,,,,2016,2/11/2016,1.132,00,,,7/13/2015,,7/13/2015,,,,,2.88%,1.132,00,32.55,2.193,08,1.209,83,1.436,97,-8%,94%,1.48%,2.69%,4.94%,136.93%,150.47%,153.35,2.27%,-7.97%,,2025,55.90,0.00%,1/1/1995,1995,,28,1.92%,9,564,0.33%
,,,,,,,,,,,,,,,,,,2016,2/12/2016,1.139,00,,,7/20/2015,,7/20/2015,,,,,2.86%,1.139,00,32.55,2.193,08,1.209,83,1.436,97,-7%,93%,1.48%,2.69%,4.91%,135.47%,148.93%,153.35,2.27%,-7.40%,,2026,55.90,0.00%,1/1/1996,1996,,29,1.94%,10,574,0.37%
,,,,,,,,,,,,,,,,,,2016,2/15/2016,1.162,00,,,7/27/2015,,7/27/2015,,,,,2.80%,1.162,00,32.55,2.193,08,1.209,83,1.436,97,-5%,89%,1.48%,2.69%,4.81%,130.81%,144.01%,153.35,2.27%,-5.53%,,,,,1/1/1997,1997,,30,1.96%,10,584,0.37%
,,,,,,,,,,,,,,,,,,2016,2/16/2016,1.183,00,,,8/3/2015,,8/3/2015,,,,,2.75%,1.183,00,32.55,2.193,08,1.209,83,1.436,97,-3%,85%,1.48%,2.69%,4.73%,126.71%,139.67%,153.35,2.27%,-3.82%,,,,,1/1/1998,1998,,31,1.98%,7,591,0.26%
,,,,,,,,,,,,,,,,,,2016,2/17/2016,1.207,00,,,8/10/2015,,8/10/2015,,,,,2.70%,1.207,00,32.55,2.193,08,1.209,83,1.436,97,0%,82%,1.48%,2.69%,4.63%,122.20%,134.91%,153.35,2.27%,-1.87%,,,,,1/1/1999,1999,,32,2.00%,24,615,0.89%
,,,,,,,,,,,,,,,,,,2016,2/18/2016,1.209,00,,,8/17/2015,,8/17/2015,,,,,2.69%,1.209,00,32.55,2.193,08,1.209,83,1.436,97,0%,81%,1.48%,2.69%,4.62%,121.84%,134.52%,153.35,2.27%,-1.71%,,,,,1/1/2000,2000,,33,2.02%,21,636,0.78%
,,,,,,,,,,,,,,,,,,2016,2/19/2016,1.216,00,,,8/24/2015,,8/24/2015,,,,,2.68%,1.216,00,32.55,2.193,08,1.209,83,1.436,97,1%,80%,1.48%,2.69%,4.60%,120.56%,133.17%,153.35,2.27%,-1.14%,,,,,1/1/2001,2001,,34,2.04%,12,648,0.44%
,,,,,,,,,,,,,,,,,,2016,2/22/2016,1.231,00,,,9/1/2015,,8/31/2015,,,,,2.64%,1.231,00,32.55,2.193,08,1.209,83,1.436,97,2%,78%,1.48%,2.69%,4.54%,117.87%,130.33%,153.35,2.27%,0.00%,,,,,1/1/2002,2002,,35,2.06%,11,659,0.41%
,,,,,,,,,,,,,,,,,,2016,2/23/2016,1.216,00,,,9/7/2015,,9/8/2015,,,,,2.68%,1.216,00,32.55,2.193,08,1.209,83,1.436,97,1%,80%,1.48%,2.69%,4.60%,120.56%,133.17%,153.35,2.27%,-1.22%,,,,,1/1/2003,2003,,36,2.08%,16,675,0.59%
,,,,,,,,,,,,,,,,,,2016,2/24/2016,1.217,00,,,9/14/2015,,9/14/2015,,,,,2.67%,1.217,00,32.55,2.193,08,1.209,83,1.436,97,1%,80%,1.48%,2.69%,4.59%,120.38%,132.98%,153.35,2.27%,-1.14%,,,,,1/1/2004,2004,,37,2.10%,35,710,1.30%
,,,,,,,,,,,,,,,,,,2016,2/25/2016,1.253,00,,,9/21/2015,,9/21/2015,,,,,2.60%,1.253,00,32.55,2.193,08,1.209,83,1.436,97,4%,75%,1.48%,2.69%,4.46%,114.05%,126.28%,153.35,2.27%,0.00%,,,,,1/1/2005,2005,,38,2.12%,42,752,1.56%
,,,,,,,,,,,,,,,,,,2016,2/26/2016,1.249,00,,,9/28/2015,,9/28/2015,,,,,2.61%,1.249,00,32.55,2.193,08,1.209,83,1.436,97,4%,76%,1.48%,2.69%,4.48%,114.73%,127.01%,153.35,2.27%,-0.32%,,,,,1/1/2006,2006,,39,2.14%,61,813,2.26%
,,,,,,,,,,,,,,,,,,2016,2/29/2016,1.242,00,,,10/5/2015,,10/5/2015,,,,,2.62%,1.242,00,32.55,2.193,08,1.209,83,1.436,97,3%,77%,1.48%,2.69%,4.50%,115.94%,128.29%,153.35,2.27%,-0.88%,,,,,1/1/2007,2007,,40,2.16%,81,894,3.00%
,,,,,,,,,,,,,,,,,,2016,3/1/2016,1.268,00,,,10/12/2015,,10/12/2015,,,,,2.57%,1.268,00,32.55,2.193,08,1.209,83,1.436,97,6%,73%,1.48%,2.69%,4.41%,111.51%,123.61%,153.35,2.27%,0.00%,,,,,1/1/2008,2008,,41,2.18%,87,981,3.22%
,,,,,,,,,,,,,,,,,,2016,3/2/2016,1.234,00,,,10/19/2015,,10/19/2015,,,,,2.64%,1.234,00,32.55,2.193,08,1.209,83,1.436,97,2%,78%,1.48%,2.69%,4.53%,117.34%,129.77%,153.35,2.27%,-2.68%,,,,,1/1/2009,2009,,42,2.20%,117,1098,4.33%
,,,,,,,,,,,,,,,,,,2016,3/3/2016,1.226,00,,,10/26/2015,,10/26/2015,,,,,2.65%,1.226,00,32.55,2.193,08,1.209,83,1.436,97,2%,79%,1.48%,2.69%,4.56%,118.76%,131.27%,153.35,2.27%,-3.31%,,,,,1/1/2010,2010,,43,2.22%,126,1224,4.67%
,,,,,,,,,,,,,,,,,,2016,3/4/2016,1.227,00,,,11/2/2015,,11/2/2015,,,,,2.65%,1.227,00,32.55,2.193,08,1.209,83,1.436,97,2%,79%,1.48%,2.69%,4.56%,118.58%,131.08%,153.35,2.27%,-3.23%,,,,,1/1/2011,2011,,44,2.24%,111,1335,4.11%
,,,,,,,,,,,,,,,,,,2016,3/7/2016,1.224,00,,,11/9/2015,,11/9/2015,,,,,2.66%,1.224,00,32.55,2.193,08,1.209,83,1.436,97,1%,79%,1.48%,2.69%,4.57%,119.12%,131.65%,153.35,2.27%,-3.47%,,,,,1/1/2012,2012,,45,2.26%,73,1408,2.70%
,,,,,,,,,,,,,,,,,,2016,3/8/2016,1.228,00,,,11/16/2015,,11/16/2015,,,,,2.65%,1.228,00,32.55,2.193,08,1.209,83,1.436,97,2%,79%,1.48%,2.69%,4.55%,118.40%,130.89%,153.35,2.27%,-3.15%,,,,,1/1/2013,2013,,46,2.28%,96,1504,3.56%
,,,,,,,,,,,,,,,,,,2016,3/9/2016,1.244,00,,,11/23/2015,,11/23/2015,,,,,2.62%,1.244,00,32.55,2.193,08,1.209,83,1.436,97,3%,76%,1.48%,2.69%,4.49%,115.59%,127.92%,153.35,2.27%,-1.89%,,,,,1/1/2014,2014,,47,2.30%,70,1574,2.59%
,,,,,,,,,,,,,,,,,,2016,3/10/2016,1.231,00,,,11/30/2015,,11/30/2015,,,,,2.64%,1.231,00,32.55,2.193,08,1.209,83,1.436,97,2%,78%,1.48%,2.69%,4.54%,117.87%,130.33%,153.35,2.27%,-2.92%,,,,,1/1/2015,2015,,48,2.32%,71,1645,2.63%
,,,,,,,,,,,,,,,,,,2016,3/11/2016,1.247,00,,,12/7/2015,,12/7/2015,,,,,2.61%,1.247,00,32.55,2.193,08,1.209,83,1.436,97,4%,76%,1.48%,2.69%,4.48%,115.08%,127.37%,153.35,2.27%,-1.66%,,,,,1/1/2016,2016,,49,2.34%,70,1715,2.59%
,,,,,,,,,,,,,,,,,,2016,3/14/2016,1.255,00,,,12/14/2015,,12/14/2015,,,,,2.59%,1.255,00,32.55,2.193,08,1.209,83,1.436,97,5%,75%,1.48%,2.69%,4.45%,113.71%,125.92%,153.35,2.27%,-1.03%,,,,,1/1/2017,2017,,50,2.36%,50,1765,1.85%
,,,,,,,,,,,,,,,,,,2016,3/15/2016,1.267,00,,,12/21/2015,,12/21/2015,,,,,2.57%,1.267,00,32.55,2.193,08,1.209,83,1.436,97,6%,73%,1.48%,2.69%,4.41%,111.68%,123.78%,153.35,2.27%,-0.08%,,,,,1/1/2018,2018,,51,2.38%,59,1824,2.19%
,,,,,,,,,,,,,,,,,,2016,3/16/2016,1.272,00,,,12/29/2015,,12/28/2015,,,,,2.56%,1.272,00,32.55,2.193,08,1.209,83,1.436,97,6%,72%,1.48%,2.69%,4.39%,110.85%,122.90%,153.35,2.27%,0.00%,,,,,1/1/2019,2019,,52,2.40%,42,1866,1.56%
,,,,,,,,,,,,,,,,,,2016,3/17/2016,1.271,00,,,1/4/2016,,1/4/2016,,,,,2.56%,1.271,00,32.55,2.193,08,1.209,83,1.436,97,6%,73%,1.48%,2.69%,4.40%,111.01%,123.08%,153.35,2.27%,-0.08%,,,,,1/1/2020,2020,,53,2.42%,56,1922,2.07%
,,,,,,,,,,,,,,,,,,2016,3/18/2016,1.260,00,,,1/11/2016,,1/11/2016,,,,,2.58%,1.260,00,32.55,2.193,08,1.209,83,1.436,97,5%,74%,1.48%,2.69%,4.44%,112.86%,125.03%,153.35,2.27%,-0.94%,,,,,,,,54,2.44%,39,1961,1.44%
,,,,,,,,,,,,,,,,,,2016,3/21/2016,1.262,00,,,1/18/2016,,1/19/2016,,,,,2.58%,1.262,00,32.55,2.193,08,1.209,83,1.436,97,5%,74%,1.48%,2.69%,4.43%,112.52%,124.67%,153.35,2.27%,-0.79%,,,,,,,,55,2.46%,45,2006,1.67%
,,,,,,,,,,,,,,,,,,2016,3/22/2016,1.278,00,,,1/25/2016,,1/25/2016,,,,,2.55%,1.278,00,32.55,2.193,08,1.209,83,1.436,97,7%,72%,1.48%,2.69%,4.37%,109.86%,121.86%,153.35,2.27%,0.00%,,,,,,,,56,2.48%,60,2066,2.22%
,,,,,,,,,,,,,,,,,,2016,3/23/2016,1.286,00,,,2/1/2016,,2/1/2016,,,,,2.53%,1.286,00,32.55,2.193,08,1.209,83,1.436,97,8%,71%,1.48%,2.69%,4.35%,108.55%,120.48%,153.35,2.27%,0.00%,,,,,,80%,,57,2.50%,43,2109,1.59%
,,,,,,,,,,,,,,,,,,2016,3/24/2016,1.277,00,,,2/8/2016,,2/8/2016,,,,,2.55%,1.277,00,32.55,2.193,08,1.209,83,1.436,97,7%,72%,1.48%,2.69%,4.38%,110.02%,122.03%,153.35,2.27%,-0.70%,,,,,,81%,,58,2.52%,49,2158,1.81%
,,,,,,,,,,,,,,,,,,2016,3/29/2016,1.290,00,,,2/15/2016,,2/16/2016,,,,,2.52%,1.290,00,32.55,2.193,08,1.209,83,1.436,97,8%,70%,1.48%,2.69%,4.33%,107.91%,119.79%,153.35,2.27%,0.00%,,,,,,82%,,59,2.54%,62,2220,2.30%
,,,,,,,,,,,,,,,,,,2016,3/30/2016,1.306,00,,,2/22/2016,,2/22/2016,,,,,2.49%,1.306,00,32.55,2.193,08,1.209,83,1.436,97,10%,68%,1.48%,2.69%,4.28%,105.36%,117.10%,153.35,2.27%,0.00%,,,,,,83%,,60,2.56%,53,2273,1.96%
,,,,,,,,,,,,,,,,,,2016,3/31/2016,1.294,00,,,2/29/2016,,2/29/2016,,,,,2.52%,1.294,00,32.55,2.193,08,1.209,83,1.436,97,9%,69%,1.48%,2.69%,4.32%,107.26%,119.12%,153.35,2.27%,-0.92%,,,,,,84%,,61,2.58%,49,2322,1.81%
,,,,,,,,,,,,,,,,,,2016,4/1/2016,1.299,00,,,3/7/2016,,3/7/2016,,,,,2.51%,1.299,00,32.55,2.193,08,1.209,83,1.436,97,9%,69%,1.48%,2.69%,4.30%,106.47%,118.27%,153.35,2.27%,-0.54%,,,,,,85%,,62,2.60%,57,2379,2.11%
,,,,,,,,,,,,,,,,,,2016,4/4/2016,1.302,00,,,3/14/2016,,3/14/2016,,,,,2.50%,1.302,00,32.55,2.193,08,1.209,83,1.436,97,9%,68%,1.48%,2.69%,4.29%,105.99%,117.77%,153.35,2.27%,-0.31%,,,,,,86%,,63,2.62%,62,2441,2.30%
,,,,,,,,,,,,,,,,,,2016,4/5/2016,1.295,00,,,3/21/2016,,3/21/2016,,,,,2.51%,1.295,00,32.55,2.193,08,1.209,83,1.436,97,9%,69%,1.48%,2.69%,4.32%,107.10%,118.95%,153.35,2.27%,-0.84%,,,,,,87%,,64,2.64%,61,2502,2.26%
,,,,,,,,,,,,,,,,,,2016,4/6/2016,1.301,00,,,3/29/2016,,3/28/2016,,,,,2.50%,1.301,00,32.55,2.193,08,1.209,83,1.436,97,9%,69%,1.48%,2.69%,4.30%,106.15%,117.94%,153.35,2.27%,-0.38%,,,,,,88%,,65,2.66%,34,2536,1.26%
,,,,,,,,,,,,,,,,,,2016,4/7/2016,1.299,00,,,4/4/2016,,4/4/2016,,,,,2.51%,1.299,00,32.55,2.193,08,1.209,83,1.436,97,9%,69%,1.48%,2.69%,4.30%,106.47%,118.27%,153.35,2.27%,-0.54%,,,,,,89%,,66,2.68%,36,2572,1.33%
,,,,,,,,,,,,,,,,,,2016,4/8/2016,1.304,00,,,4/11/2016,,4/11/2016,,,,,2.50%,1.304,00,32.55,2.193,08,1.209,83,1.436,97,10%,68%,1.48%,2.69%,4.29%,105.67%,117.43%,153.35,2.27%,-0.15%,,,,,,90%,,67,2.70%,20,2592,0.74%
,,,,,,,,,,,,,,,,,,2016,4/11/2016,1.294,00,,,4/18/2016,,4/18/2016,,,,,2.52%,1.294,00,32.55,2.193,08,1.209,83,1.436,97,9%,69%,1.48%,2.69%,4.32%,107.26%,119.12%,153.35,2.27%,-0.92%,,,,,,91%,,68,2.72%,22,2614,0.81%
,,,,,,,,,,,,,,,,,,2016,4/12/2016,1.302,00,,,4/25/2016,,4/25/2016,,,,,2.50%,1.302,00,32.55,2.193,08,1.209,83,1.436,97,9%,68%,1.48%,2.69%,4.29%,105.99%,117.77%,153.35,2.27%,-0.31%,,,,,,92%,,69,2.74%,12,2626,0.44%
,,,,,,,,,,,,,,,,,,2016,4/13/2016,1.309,00,,,5/3/2016,,5/2/2016,,,,,2.49%,1.309,00,32.55,2.193,08,1.209,83,1.436,97,10%,68%,1.48%,2.69%,4.27%,104.89%,116.60%,153.35,2.27%,0.00%,,,,,,93%,,70,2.76%,15,2641,0.56%
,,,,,,,,,,,,,,,,,,2016,4/14/2016,1.310,00,,,5/9/2016,,5/9/2016,,,,,2.48%,1.310,00,32.55,2.193,08,1.209,83,1.436,97,10%,67%,1.48%,2.69%,4.27%,104.73%,116.44%,153.35,2.27%,0.00%,,,,,,94%,,71,2.78%,15,2656,0.56%
,,,,,,,,,,,,,,,,,,2016,4/15/2016,1.304,00,,,5/16/2016,,5/16/2016,,,,,2.50%,1.304,00,32.55,2.193,08,1.209,83,1.436,97,10%,68%,1.48%,2.69%,4.29%,105.67%,117.43%,153.35,2.27%,-0.46%,,,,,,95%,,72,2.80%,7,2663,0.26%
,,,,,,,,,,,,,,,,,,2016,4/18/2016,1.305,00,,,5/23/2016,,5/23/2016,,,,,2.49%,1.305,00,32.55,2.193,08,1.209,83,1.436,97,10%,68%,1.48%,2.69%,4.28%,105.52%,117.27%,153.35,2.27%,-0.38%,,,,,,96%,,73,2.82%,5,2668,0.19%
,,,,,,,,,,,,,,,,,,2016,4/19/2016,1.319,00,,,5/31/2016,,5/31/2016,,,,,2.47%,1.319,00,32.55,2.193,08,1.209,83,1.436,97,11%,66%,1.48%,2.69%,4.24%,103.34%,114.96%,153.35,2.27%,0.00%,,,,,,97%,,74,2.84%,3,2671,0.11%
,,,,,,,,,,,,,,,,,,2016,4/20/2016,1.296,00,,,6/6/2016,,6/6/2016,,,,,2.51%,1.296,00,32.55,2.193,08,1.209,83,1.436,97,9%,69%,1.48%,2.69%,4.31%,106.94%,118.78%,153.35,2.27%,-1.74%,,,,,,98%,,75,2.86%,0,2671,0.00%
,,,,,,,,,,,,,,,,,,2016,4/21/2016,1.262,00,,,6/13/2016,,6/13/2016,,,,,2.58%,1.262,00,32.55,2.193,08,1.209,83,1.436,97,5%,74%,1.48%,2.69%,4.43%,112.52%,124.67%,153.35,2.27%,-4.32%,,,,,,99%,,76,,,,
,,,,,,,,,,,,,,,,,,2016,4/22/2016,1.236,00,,,6/20/2016,,6/20/2016,,,,,2.63%,1.236,00,32.55,2.193,08,1.209,83,1.436,97,3%,77%,1.48%,2.69%,4.52%,116.99%,129.40%,153.35,2.27%,-6.29%,,,,,,100%,,77,,,,
,,,,,,,,,,,,,,,,,,2016,4/25/2016,1.245,00,,,6/27/2016,,6/27/2016,,,,,2.61%,1.245,00,32.55,2.193,08,1.209,83,1.436,97,4%,76%,1.48%,2.69%,4.49%,115.42%,127.74%,153.35,2.27%,-5.61%,,,,,,,,78,,,,
,,,,,,,,,,,,,,,,,,2016,4/26/2016,1.229,00,,,7/4/2016,,7/5/2016,,,,,2.65%,1.229,00,32.55,2.193,08,1.209,83,1.436,97,2%,78%,1.48%,2.69%,4.55%,118.23%,130.70%,153.35,2.27%,-6.82%,,,,,,,,79,,,,
,,,,,,,,,,,,,,,,,,2016,4/27/2016,1.222,00,,,7/11/2016,,7/11/2016,,,,,2.66%,1.222,00,32.55,2.193,08,1.209,83,1.436,97,1%,79%,1.48%,2.69%,4.57%,119.48%,132.03%,153.35,2.27%,-7.35%,,,,,,,,80,,,,
,,,,,,,,,,,,,,,,,,2016,4/28/2016,1.215,00,,,7/18/2016,,7/18/2016,,,,,2.68%,1.215,00,32.55,2.193,08,1.209,83,1.436,97,1%,81%,1.48%,2.69%,4.60%,120.74%,133.36%,153.35,2.27%,-7.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,4/29/2016,1.210,00,,,7/25/2016,,7/25/2016,,,,,2.69%,1.210,00,32.55,2.193,08,1.209,83,1.436,97,0%,81%,1.48%,2.69%,4.62%,121.65%,134.33%,153.35,2.27%,-8.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/3/2016,1.208,00,,,8/1/2016,,8/1/2016,,,,,2.69%,1.208,00,32.55,2.193,08,1.209,83,1.436,97,0%,82%,1.48%,2.69%,4.63%,122.02%,134.71%,153.35,2.27%,-8.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/4/2016,1.209,00,,,8/8/2016,,8/8/2016,,,,,2.69%,1.209,00,32.55,2.193,08,1.209,83,1.436,97,0%,81%,1.48%,2.69%,4.62%,121.84%,134.52%,153.35,2.27%,-8.34%,,,,,,,,,,,,
