,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,SPX LN,Spirax-Sarco Engineering PLC,,,,,,,,,,,,$6.985,00,,,,,,,,,,,,,,,,,,NO,,,,,,,
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,0.96%,,Spirax-Sarco Engineering PLC - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,90%,NO,,11/10/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,5Y CAGR,5.40%,,Spirax-Sarco Engineering PLC - Returns (%),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10Y CAGR,8.51%,,Spirax-Sarco Engineering PLC - Yield On Cost (YOC),,,,,,,
,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2016,1/4/2016,$                                                 3.190,00,,,12/29/2014,,12/29/2014,,,,,2.22%,3.190,00,70.70,,,,,,,,4.87%,,,343.7,,0.00%,,1997,0.00,-,,,,0,,,,
,,,,,,,,,,,,,,,,,,2016,1/5/2016,3.225,00,,,1/5/2015,,1/5/2015,,,,,2.19%,3.225,00,70.70,,,,,,,,4.82%,,,343.7,,0.00%,,1998,0.00,,,,,1,,,,
,,,,,,,,,,,,,,,,,,2016,1/6/2016,3.191,00,,,1/12/2015,,1/12/2015,,,,,2.22%,3.191,00,70.70,,,,,,,,4.87%,,,343.7,,-1.05%,,1999,0.00,,,,,2,,,,
,,,,,,,,,,,,,,,,,,2016,1/7/2016,3.175,00,,,1/19/2015,,1/20/2015,,,,,2.23%,3.175,00,70.70,,,,,,,,4.90%,,,343.7,,-1.55%,,2000,0.00,,1/1/1970,1970,,3,,,,
,,,,,,,,,,,,,,,,,,2016,1/8/2016,3.129,00,,,1/26/2015,,1/26/2015,,,,,2.26%,3.129,00,70.70,,,,,,,,4.97%,,,343.7,,-2.98%,,2001,0.00,,1/1/1971,1971,,4,,,,
,,,,,,,,,,,,,,,,,,2016,1/11/2016,3.114,00,,,2/2/2015,,2/2/2015,,,,,2.27%,3.114,00,70.70,,,,,,,,4.99%,,,343.7,,-3.44%,,2002,18.80,,1/1/1972,1972,,5,,,,
,,,,,,,,,,,,,,,,,,2016,1/12/2016,3.138,00,,,2/9/2015,,2/9/2015,,,,,2.25%,3.138,00,70.70,,,,,,,,4.96%,,,343.7,,-2.70%,,2003,19.50,3.72%,1/1/1973,1973,,6,,,,
,,,,,,,,,,,,,,,,,,2016,1/13/2016,3.066,00,,,2/16/2015,,2/17/2015,,,,,2.31%,3.066,00,70.70,,,,,,,,5.07%,,,343.7,,-4.93%,,2004,20.40,4.62%,1/1/1974,1974,,7,,,,
,,,,,,,,,,,,,,,,,,2016,1/14/2016,2.998,00,,,2/23/2015,,2/23/2015,,,,,2.36%,2.998,00,70.70,,,,,,,,5.19%,,,343.7,,-7.04%,,2005,21.90,7.35%,1/1/1975,1975,,8,,,,
,,,,,,,,,,,,,,,,,,2016,1/15/2016,2.949,00,,,3/2/2015,,3/2/2015,,,,,2.40%,2.949,00,70.70,,,,,,,,5.27%,,,343.7,,-8.56%,,2006,24.50,11.87%,1/1/1976,1976,,9,,,,
