,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,SKG ID,Smurfit Kappa Group PLC,,,,,,,,,,29%,44%,$3.359,00,$  2.770,60,$   3.560,10,$       4.531,00,$  4.830,99,3.83%,0.03%,0.09%,7.71%,18255.19%,18273.81%,118%,,,,,,,NO,,,3.35%,0.03%,3.32%,0.05%,66
,,,,,,,,,,,,,,,,,,2016,1/12/2016,23.79,,,2/9/2015,,2/9/2015,,,,,2.94%,23.79,0.70,2.396,66,1.374,50,1.766,17,-132%,9974%,0.03%,0.05%,5.93%,14019.38%,14033.70%,3.407,0.04%,0.00%,,2003,0.00,,1/1/1973,1973,,6,0.33%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,1/13/2016,23.30,,,2/16/2015,,2/17/2015,,,,,3.00%,23.30,0.70,2.396,66,1.374,50,1.766,17,-132%,10186%,0.03%,0.05%,6.06%,14316.31%,14330.93%,3.407,0.04%,-2.06%,,2004,0.00,,1/1/1974,1974,,7,0.38%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,1/14/2016,22.73,,,2/23/2015,,2/23/2015,,,,,3.08%,22.73,0.70,2.396,66,1.374,50,1.766,17,-132%,10444%,0.03%,0.05%,6.21%,14677.83%,14692.82%,3.407,0.04%,-4.46%,,2005,0.00,,1/1/1975,1975,,8,0.43%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,1/15/2016,22.58,,,3/2/2015,,3/2/2015,,,,,3.10%,22.58,0.70,2.396,66,1.374,50,1.766,17,-132%,10514%,0.03%,0.05%,6.25%,14776.00%,14791.09%,3.407,0.04%,-5.09%,,2006,0.00,,1/1/1976,1976,,9,0.48%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,1/18/2016,22.28,,,3/9/2015,,3/9/2015,,,,,3.14%,22.28,0.70,2.396,66,1.374,50,1.766,17,-132%,10657%,0.03%,0.05%,6.33%,14976.30%,14991.59%,3.407,0.04%,-6.35%,,2007,0.00,,1/1/1977,1977,,10,0.53%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,1/19/2016,22.58,,,3/16/2015,,3/16/2015,,,,,3.10%,22.58,0.70,2.396,66,1.374,50,1.766,17,-132%,10514%,0.03%,0.05%,6.25%,14776.00%,14791.09%,3.407,0.04%,-5.09%,,2008,0.32,,1/1/1978,1978,,11,0.58%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,1/20/2016,21.28,,,3/23/2015,,3/23/2015,,,,,3.29%,21.28,0.70,2.396,66,1.374,50,1.766,17,-132%,11163%,0.03%,0.05%,6.63%,15684.77%,15700.78%,3.407,0.04%,-10.55%,,2009,0.00,-100.00%,1/1/1979,1979,,12,0.63%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,1/21/2016,21.36,,,3/30/2015,,3/30/2015,,,,,3.28%,21.36,0.70,2.396,66,1.374,50,1.766,17,-132%,11120%,0.03%,0.05%,6.61%,15625.66%,15641.61%,3.407,0.04%,-10.21%,,2010,0.00,,1/1/1980,1980,,13,0.68%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,1/22/2016,21.90,,,4/7/2015,,4/6/2015,,,,,3.20%,21.90,0.70,2.396,66,1.374,50,1.766,17,-132%,10844%,0.03%,0.05%,6.44%,15237.90%,15253.46%,3.407,0.04%,-7.94%,,2011,0.00,,1/1/1981,1981,,14,0.73%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,1/25/2016,21.75,,,4/13/2015,,4/13/2015,,,,,3.22%,21.75,0.70,2.396,66,1.374,50,1.766,17,-132%,10919%,0.03%,0.05%,6.49%,15343.68%,15359.34%,3.407,0.04%,-8.58%,,2012,0.23,,1/1/1982,1982,,15,0.78%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,1/26/2016,20.86,,,4/20/2015,,4/20/2015,,,,,3.36%,20.86,0.70,2.396,66,1.374,50,1.766,17,-132%,11389%,0.03%,0.05%,6.76%,16002.59%,16018.92%,3.407,0.04%,-12.32%,,2013,0.31,36.67%,1/1/1983,1983,,16,0.83%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,1/27/2016,20.88,,,4/27/2015,,4/27/2015,,,,,3.35%,20.88,0.70,2.396,66,1.374,50,1.766,17,-132%,11378%,0.03%,0.05%,6.76%,15987.16%,16003.48%,3.407,0.04%,-12.23%,,2014,0.46,50.00%,1/1/1984,1984,,17,0.88%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,1/28/2016,19.89,,,5/5/2015,,5/4/2015,,,,,3.52%,19.89,0.70,2.396,66,1.374,50,1.766,17,-133%,11950%,0.03%,0.05%,7.09%,16787.88%,16805.01%,3.407,0.04%,-16.39%,,2015,0.60,30.08%,1/1/1985,1985,,18,0.93%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,1/29/2016,20.00,,,5/11/2015,,5/11/2015,,,,,3.50%,20.00,0.70,2.396,66,1.374,50,1.766,17,-133%,11883%,0.03%,0.05%,7.06%,16695.00%,16712.04%,3.407,0.04%,-15.93%,,2016,0.70,16.67%,1/1/1986,1986,,19,0.98%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,2/1/2016,20.15,,,5/18/2015,,5/18/2015,,,,,3.47%,20.15,0.70,2.396,66,1.374,50,1.766,17,-132%,11794%,0.03%,0.05%,7.00%,16569.98%,16586.88%,3.407,0.04%,-15.30%,,2017,0.81,15.29%,1/1/1987,1987,,20,1.03%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,2/2/2016,19.93,,,5/26/2015,,5/26/2015,,,,,3.51%,19.93,0.70,2.396,66,1.374,50,1.766,17,-133%,11925%,0.03%,0.05%,7.08%,16753.99%,16771.08%,3.407,0.04%,-16.23%,,2018,0.90,11.40%,1/1/1988,1988,,21,1.08%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,2/3/2016,19.85,,,6/1/2015,,6/1/2015,,,,,3.53%,19.85,0.70,2.396,66,1.374,50,1.766,17,-133%,11974%,0.03%,0.05%,7.11%,16821.91%,16839.08%,3.407,0.04%,-16.56%,,2019,1.00,11.35%,1/1/1989,1989,,22,1.13%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,2/4/2016,19.57,,,6/8/2015,,6/8/2015,,,,,3.58%,19.57,0.70,2.396,66,1.374,50,1.766,17,-133%,12147%,0.03%,0.05%,7.21%,17064.03%,17081.44%,3.407,0.04%,-17.74%,,2020,1.09,8.69%,1/1/1990,1990,,23,1.18%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,2/5/2016,19.82,,,6/15/2015,,6/15/2015,,,,,3.53%,19.82,0.70,2.396,66,1.374,50,1.766,17,-133%,11992%,0.03%,0.05%,7.12%,16847.53%,16864.72%,3.407,0.04%,-16.69%,,2021,1.17,7.26%,1/1/1991,1991,,24,1.23%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,2/8/2016,18.90,,,6/22/2015,,6/22/2015,,,,,3.70%,18.90,0.70,2.396,66,1.374,50,1.766,17,-133%,12581%,0.03%,0.05%,7.47%,17672.49%,17690.51%,3.407,0.04%,-20.55%,,2022,1.28,9.43%,1/1/1992,1992,,25,1.28%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,2/9/2016,18.30,,,6/29/2015,,6/29/2015,,,,,3.83%,18.30,0.70,2.396,66,1.374,50,1.766,17,-133%,12997%,0.03%,0.05%,7.71%,18255.19%,18273.81%,3.407,0.04%,-23.08%,,2023,1.41,10.49%,1/1/1993,1993,,26,1.33%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,2/10/2016,20.43,,,7/6/2015,,7/6/2015,,,,,3.43%,20.43,0.70,2.396,66,1.374,50,1.766,17,-132%,11631%,0.03%,0.05%,6.91%,16341.51%,16358.18%,3.407,0.04%,-14.12%,,2024,1.41,0.00%,1/1/1994,1994,,27,1.38%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,2/11/2016,20.26,,,7/13/2015,,7/13/2015,,,,,3.46%,20.26,0.70,2.396,66,1.374,50,1.766,17,-132%,11730%,0.03%,0.05%,6.96%,16479.47%,16496.28%,3.407,0.04%,-14.84%,,2025,1.41,0.00%,1/1/1995,1995,,28,1.43%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,2/12/2016,21.21,,,7/20/2015,,7/20/2015,,,,,3.30%,21.21,0.70,2.396,66,1.374,50,1.766,17,-132%,11200%,0.03%,0.05%,6.65%,15736.87%,15752.93%,3.407,0.04%,-10.84%,,2026,1.41,0.00%,1/1/1996,1996,,29,1.48%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,2/15/2016,21.87,,,7/27/2015,,7/27/2015,,,,,3.20%,21.87,0.70,2.396,66,1.374,50,1.766,17,-132%,10859%,0.03%,0.05%,6.45%,15258.94%,15274.52%,3.407,0.04%,-8.07%,,,,,1/1/1997,1997,,30,1.53%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,2/16/2016,22.19,,,8/3/2015,,8/3/2015,,,,,3.15%,22.19,0.70,2.396,66,1.374,50,1.766,17,-132%,10701%,0.03%,0.05%,6.36%,15037.45%,15052.80%,3.407,0.04%,-6.73%,,,,,1/1/1998,1998,,31,1.58%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,2/17/2016,22.49,,,8/10/2015,,8/10/2015,,,,,3.11%,22.49,0.70,2.396,66,1.374,50,1.766,17,-132%,10557%,0.03%,0.05%,6.27%,14835.53%,14850.68%,3.407,0.04%,-5.46%,,,,,1/1/1999,1999,,32,1.63%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,2/18/2016,22.65,,,8/17/2015,,8/17/2015,,,,,3.09%,22.65,0.70,2.396,66,1.374,50,1.766,17,-132%,10481%,0.03%,0.05%,6.23%,14730.02%,14745.06%,3.407,0.04%,-4.79%,,,,,1/1/2000,2000,,33,1.68%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,2/19/2016,22.40,,,8/24/2015,,8/24/2015,,,,,3.13%,22.40,0.70,2.396,66,1.374,50,1.766,17,-132%,10599%,0.03%,0.05%,6.30%,14895.54%,14910.75%,3.407,0.04%,-5.84%,,,,,1/1/2001,2001,,34,1.73%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,2/22/2016,21.67,,,9/1/2015,,8/31/2015,,,,,3.23%,21.67,0.70,2.396,66,1.374,50,1.766,17,-132%,10960%,0.03%,0.05%,6.51%,15400.69%,15416.41%,3.407,0.04%,-8.91%,,,,,1/1/2002,2002,,35,1.78%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,2/23/2016,21.23,,,9/7/2015,,9/8/2015,,,,,3.30%,21.23,0.70,2.396,66,1.374,50,1.766,17,-132%,11189%,0.03%,0.05%,6.65%,15721.95%,15738.00%,3.407,0.04%,-10.76%,,,,,1/1/2003,2003,,36,1.83%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,2/24/2016,20.91,,,9/14/2015,,9/14/2015,,,,,3.35%,20.91,0.70,2.396,66,1.374,50,1.766,17,-132%,11362%,0.03%,0.05%,6.75%,15964.08%,15980.38%,3.407,0.04%,-12.11%,,,,,1/1/2004,2004,,37,1.88%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,2/25/2016,21.12,,,9/21/2015,,9/21/2015,,,,,3.31%,21.12,0.70,2.396,66,1.374,50,1.766,17,-132%,11248%,0.03%,0.05%,6.68%,15804.36%,15820.49%,3.407,0.04%,-11.22%,,,,,1/1/2005,2005,,38,1.93%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,2/26/2016,21.35,,,9/28/2015,,9/28/2015,,,,,3.28%,21.35,0.70,2.396,66,1.374,50,1.766,17,-132%,11126%,0.03%,0.05%,6.61%,15633.02%,15648.98%,3.407,0.04%,-10.26%,,,,,1/1/2006,2006,,39,1.98%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,2/29/2016,21.34,,,10/5/2015,,10/5/2015,,,,,3.28%,21.34,0.70,2.396,66,1.374,50,1.766,17,-132%,11131%,0.03%,0.05%,6.61%,15640.39%,15656.36%,3.407,0.04%,-10.30%,,,,,1/1/2007,2007,,40,2.03%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,3/1/2016,1.701,00,,,10/12/2015,,10/12/2015,,,,,0.04%,1.701,00,0.70,2.396,66,1.374,50,1.766,17,32%,41%,0.03%,0.05%,0.08%,97.47%,97.67%,3.407,0.04%,0.00%,,,,,1/1/2008,2008,,41,2.08%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,3/2/2016,1.707,00,,,10/19/2015,,10/19/2015,,,,,0.04%,1.707,00,0.70,2.396,66,1.374,50,1.766,17,33%,40%,0.03%,0.05%,0.08%,96.78%,96.98%,3.407,0.04%,0.00%,,,,,1/1/2009,2009,,42,2.13%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,3/3/2016,1.692,00,,,10/26/2015,,10/26/2015,,,,,0.04%,1.692,00,0.70,2.396,66,1.374,50,1.766,17,31%,42%,0.03%,0.05%,0.08%,98.52%,98.72%,3.407,0.04%,-0.88%,,,,,1/1/2010,2010,,43,2.18%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,3/4/2016,1.726,00,,,11/2/2015,,11/2/2015,,,,,0.04%,1.726,00,0.70,2.396,66,1.374,50,1.766,17,34%,39%,0.03%,0.05%,0.08%,94.61%,94.81%,3.407,0.04%,0.00%,,,,,1/1/2011,2011,,44,2.23%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,3/7/2016,1.716,00,,,11/9/2015,,11/9/2015,,,,,0.04%,1.716,00,0.70,2.396,66,1.374,50,1.766,17,33%,40%,0.03%,0.05%,0.08%,95.75%,95.94%,3.407,0.04%,-0.58%,,,,,1/1/2012,2012,,45,2.28%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,3/8/2016,1.739,00,,,11/16/2015,,11/16/2015,,,,,0.04%,1.739,00,0.70,2.396,66,1.374,50,1.766,17,36%,38%,0.03%,0.05%,0.08%,93.16%,93.35%,3.407,0.04%,0.00%,,,,,1/1/2013,2013,,46,2.33%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,3/9/2016,1.785,00,,,11/23/2015,,11/23/2015,,,,,0.04%,1.785,00,0.70,2.396,66,1.374,50,1.766,17,40%,34%,0.03%,0.05%,0.08%,88.18%,88.37%,3.407,0.04%,0.00%,,,,,1/1/2014,2014,,47,2.38%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,3/10/2016,1.782,00,,,11/30/2015,,11/30/2015,,,,,0.04%,1.782,00,0.70,2.396,66,1.374,50,1.766,17,40%,34%,0.03%,0.05%,0.08%,88.50%,88.69%,3.407,0.04%,-0.17%,,,,,1/1/2015,2015,,48,2.43%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,3/11/2016,1.808,00,,,12/7/2015,,12/7/2015,,,,,0.04%,1.808,00,0.70,2.396,66,1.374,50,1.766,17,42%,33%,0.03%,0.05%,0.08%,85.79%,85.97%,3.407,0.04%,0.00%,,,,,1/1/2016,2016,,49,2.48%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,3/14/2016,1.786,00,,,12/14/2015,,12/14/2015,,,,,0.04%,1.786,00,0.70,2.396,66,1.374,50,1.766,17,40%,34%,0.03%,0.05%,0.08%,88.07%,88.26%,3.407,0.04%,-1.22%,,,,,1/1/2017,2017,,50,2.53%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,3/15/2016,1.776,00,,,12/21/2015,,12/21/2015,,,,,0.04%,1.776,00,0.70,2.396,66,1.374,50,1.766,17,39%,35%,0.03%,0.05%,0.08%,89.13%,89.32%,3.407,0.04%,-1.77%,,,,,1/1/2018,2018,,51,2.58%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,3/16/2016,1.774,00,,,12/29/2015,,12/28/2015,,,,,0.04%,1.774,00,0.70,2.396,66,1.374,50,1.766,17,39%,35%,0.03%,0.05%,0.08%,89.35%,89.54%,3.407,0.04%,-1.88%,,,,,1/1/2019,2019,,52,2.63%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,3/17/2016,1.771,00,,,1/4/2016,,1/4/2016,,,,,0.04%,1.771,00,0.70,2.396,66,1.374,50,1.766,17,39%,35%,0.03%,0.05%,0.08%,89.67%,89.86%,3.407,0.04%,-2.05%,,,,,1/1/2020,2020,,53,2.68%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,3/18/2016,1.716,00,,,1/11/2016,,1/11/2016,,,,,0.04%,1.716,00,0.70,2.396,66,1.374,50,1.766,17,33%,40%,0.03%,0.05%,0.08%,95.75%,95.94%,3.407,0.04%,-5.09%,,,,,,,,54,2.73%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,3/21/2016,1.727,00,,,1/18/2016,,1/19/2016,,,,,0.04%,1.727,00,0.70,2.396,66,1.374,50,1.766,17,34%,39%,0.03%,0.05%,0.08%,94.50%,94.70%,3.407,0.04%,-4.48%,,,,,,,,55,2.78%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,3/22/2016,1.727,00,,,1/25/2016,,1/25/2016,,,,,0.04%,1.727,00,0.70,2.396,66,1.374,50,1.766,17,34%,39%,0.03%,0.05%,0.08%,94.50%,94.70%,3.407,0.04%,-4.48%,,,,,,,,56,2.83%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,3/23/2016,1.774,00,,,2/1/2016,,2/1/2016,,,,,0.04%,1.774,00,0.70,2.396,66,1.374,50,1.766,17,39%,35%,0.03%,0.05%,0.08%,89.35%,89.54%,3.407,0.04%,-1.88%,,,,,,80%,,57,2.88%,0,2622,0.00%
,,,,,,,,,,,,,,,,,,2016,3/24/2016,1.798,00,,,2/8/2016,,2/8/2016,,,,,0.04%,1.798,00,0.70,2.396,66,1.374,50,1.766,17,41%,33%,0.03%,0.05%,0.08%,86.82%,87.01%,3.407,0.04%,-0.55%,,,,,,81%,,58,2.93%,2,2624,0.07%
,,,,,,,,,,,,,,,,,,2016,3/29/2016,1.795,00,,,2/15/2016,,2/16/2016,,,,,0.04%,1.795,00,0.70,2.396,66,1.374,50,1.766,17,41%,34%,0.03%,0.05%,0.08%,87.13%,87.32%,3.407,0.04%,-0.72%,,,,,,82%,,59,2.98%,3,2627,0.11%
,,,,,,,,,,,,,,,,,,2016,3/30/2016,1.794,00,,,2/22/2016,,2/22/2016,,,,,0.04%,1.794,00,0.70,2.396,66,1.374,50,1.766,17,41%,34%,0.03%,0.05%,0.08%,87.24%,87.43%,3.407,0.04%,-0.77%,,,,,,83%,,60,3.03%,1,2628,0.04%
,,,,,,,,,,,,,,,,,,2016,3/31/2016,1.795,00,,,2/29/2016,,2/29/2016,,,,,0.04%,1.795,00,0.70,2.396,66,1.374,50,1.766,17,41%,34%,0.03%,0.05%,0.08%,87.13%,87.32%,3.407,0.04%,-0.72%,,,,,,84%,,61,3.08%,8,2636,0.30%
,,,,,,,,,,,,,,,,,,2016,4/1/2016,1.784,00,,,3/7/2016,,3/7/2016,,,,,0.04%,1.784,00,0.70,2.396,66,1.374,50,1.766,17,40%,34%,0.03%,0.05%,0.08%,88.28%,88.48%,3.407,0.04%,-1.33%,,,,,,85%,,62,3.13%,2,2638,0.07%
,,,,,,,,,,,,,,,,,,2016,4/4/2016,1.768,00,,,3/14/2016,,3/14/2016,,,,,0.04%,1.768,00,0.70,2.396,66,1.374,50,1.766,17,38%,36%,0.03%,0.05%,0.08%,89.99%,90.18%,3.407,0.04%,-2.21%,,,,,,86%,,63,3.18%,3,2641,0.11%
,,,,,,,,,,,,,,,,,,2016,4/5/2016,1.767,00,,,3/21/2016,,3/21/2016,,,,,0.04%,1.767,00,0.70,2.396,66,1.374,50,1.766,17,38%,36%,0.03%,0.05%,0.08%,90.10%,90.29%,3.407,0.04%,-2.27%,,,,,,87%,,64,3.23%,2,2643,0.07%
,,,,,,,,,,,,,,,,,,2016,4/6/2016,1.797,00,,,3/29/2016,,3/28/2016,,,,,0.04%,1.797,00,0.70,2.396,66,1.374,50,1.766,17,41%,33%,0.03%,0.05%,0.08%,86.92%,87.11%,3.407,0.04%,-0.61%,,,,,,88%,,65,3.28%,6,2649,0.22%
,,,,,,,,,,,,,,,,,,2016,4/7/2016,1.805,00,,,4/4/2016,,4/4/2016,,,,,0.04%,1.805,00,0.70,2.396,66,1.374,50,1.766,17,42%,33%,0.03%,0.05%,0.08%,86.09%,86.28%,3.407,0.04%,-0.17%,,,,,,89%,,66,3.33%,0,2649,0.00%
,,,,,,,,,,,,,,,,,,2016,4/8/2016,1.873,00,,,4/11/2016,,4/11/2016,,,,,0.04%,1.873,00,0.70,2.396,66,1.374,50,1.766,17,49%,28%,0.03%,0.05%,0.08%,79.34%,79.52%,3.407,0.04%,0.00%,,,,,,90%,,67,,,,
,,,,,,,,,,,,,,,,,,2016,4/11/2016,1.874,00,,,4/18/2016,,4/18/2016,,,,,0.04%,1.874,00,0.70,2.396,66,1.374,50,1.766,17,49%,28%,0.03%,0.05%,0.08%,79.24%,79.42%,3.407,0.04%,0.00%,,,,,,91%,,68,,,,
,,,,,,,,,,,,,,,,,,2016,4/12/2016,1.867,00,,,4/25/2016,,4/25/2016,,,,,0.04%,1.867,00,0.70,2.396,66,1.374,50,1.766,17,48%,28%,0.03%,0.05%,0.08%,79.91%,80.10%,3.407,0.04%,-0.37%,,,,,,92%,,69,,,,
,,,,,,,,,,,,,,,,,,2016,4/13/2016,1.939,00,,,5/3/2016,,5/2/2016,,,,,0.04%,1.939,00,0.70,2.396,66,1.374,50,1.766,17,55%,24%,0.03%,0.05%,0.07%,73.23%,73.41%,3.407,0.04%,0.00%,,,,,,93%,,70,,,,
,,,,,,,,,,,,,,,,,,2016,4/14/2016,1.910,00,,,5/9/2016,,5/9/2016,,,,,0.04%,1.910,00,0.70,2.396,66,1.374,50,1.766,17,52%,25%,0.03%,0.05%,0.07%,75.86%,76.04%,3.407,0.04%,-1.50%,,,,,,94%,,71,,,,
,,,,,,,,,,,,,,,,,,2016,4/15/2016,1.903,00,,,5/16/2016,,5/16/2016,,,,,0.04%,1.903,00,0.70,2.396,66,1.374,50,1.766,17,52%,26%,0.03%,0.05%,0.07%,76.51%,76.69%,3.407,0.04%,-1.86%,,,,,,95%,,72,,,,
,,,,,,,,,,,,,,,,,,2016,4/18/2016,1.884,00,,,5/23/2016,,5/23/2016,,,,,0.04%,1.884,00,0.70,2.396,66,1.374,50,1.766,17,50%,27%,0.03%,0.05%,0.07%,78.29%,78.47%,3.407,0.04%,-2.84%,,,,,,96%,,73,,,,
