,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Lotus Bakeries NV - Rating: 98% - Upside: 1%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2023,11/17/2023,€                                                  7.530,00,,,,,,,,,,0.60%,€       7.530,00,45.00,10.839,00,3.770,69,6.222,29,53%,44%,0.42%,1.19%,0.60%,42.36%,42.36%,0,0.72%,-2.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,11/20/2023,€                                                  7.620,00,,,,,,,,,,0.59%,€       7.620,00,45.00,10.839,00,3.770,69,6.222,29,54%,42%,0.42%,1.19%,0.59%,40.68%,40.68%,0,0.72%,-0.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,11/21/2023,€                                                  7.940,00,,,,,,,,,,0.57%,€       7.940,00,45.00,10.839,00,3.770,69,6.222,29,59%,37%,0.42%,1.19%,0.57%,35.01%,35.01%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,11/22/2023,€                                                  8.030,00,,,,,,,,,,0.56%,€       8.030,00,45.00,10.839,00,3.770,69,6.222,29,60%,35%,0.42%,1.19%,0.56%,33.50%,33.50%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,11/23/2023,€                                                   8.150,00,,,,,,,,,,0.55%,€        8.150,00,45.00,10.839,00,3.770,69,6.222,29,62%,33%,0.42%,1.19%,0.55%,31.53%,31.53%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,11/24/2023,€                                                   8.130,00,,,,,,,,,,0.55%,€        8.130,00,45.00,10.839,00,3.770,69,6.222,29,62%,33%,0.42%,1.19%,0.55%,31.86%,31.86%,0,0.72%,-0.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,11/27/2023,€                                                  8.050,00,,,,,,,,,,0.56%,€       8.050,00,45.00,10.839,00,3.770,69,6.222,29,61%,35%,0.42%,1.19%,0.56%,33.17%,33.17%,0,0.72%,-1.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,11/28/2023,€                                                  7.900,00,,,,,,,,,,0.57%,€       7.900,00,45.00,10.839,00,3.770,69,6.222,29,58%,37%,0.42%,1.19%,0.57%,35.70%,35.70%,0,0.72%,-3.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,11/29/2023,€                                                  7.980,00,,,,,,,,,,0.56%,€       7.980,00,45.00,10.839,00,3.770,69,6.222,29,60%,36%,0.42%,1.19%,0.56%,34.34%,34.34%,0,0.72%,-2.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,11/30/2023,€                                                  7.980,00,,,,,,,,,,0.56%,€       7.980,00,45.00,10.839,00,3.770,69,6.222,29,60%,36%,0.42%,1.19%,0.56%,34.34%,34.34%,0,0.72%,-2.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/1/2023,€                                                  8.070,00,,,,,,,,,,0.56%,€       8.070,00,45.00,10.839,00,3.770,69,6.222,29,61%,34%,0.42%,1.19%,0.56%,32.84%,32.84%,0,0.72%,-0.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/4/2023,€                                                  8.050,00,,,,,,,,,,0.56%,€       8.050,00,45.00,10.839,00,3.770,69,6.222,29,61%,35%,0.42%,1.19%,0.56%,33.17%,33.17%,0,0.72%,-1.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/5/2023,€                                                  7.890,00,,,,,,,,,,0.57%,€       7.890,00,45.00,10.839,00,3.770,69,6.222,29,58%,37%,0.42%,1.19%,0.57%,35.87%,35.87%,0,0.72%,-3.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/6/2023,€                                                  7.830,00,,,,,,,,,,0.57%,€       7.830,00,45.00,10.839,00,3.770,69,6.222,29,57%,38%,0.42%,1.19%,0.57%,36.91%,36.91%,0,0.72%,-3.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/7/2023,€                                                  7.830,00,,,,,,,,,,0.57%,€       7.830,00,45.00,10.839,00,3.770,69,6.222,29,57%,38%,0.42%,1.19%,0.57%,36.91%,36.91%,0,0.72%,-3.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/8/2023,€                                                  8.060,00,,,,,,,,,,0.56%,€       8.060,00,45.00,10.839,00,3.770,69,6.222,29,61%,34%,0.42%,1.19%,0.56%,33.00%,33.00%,0,0.72%,-1.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/11/2023,€                                                  8.060,00,,,,,,,,,,0.56%,€       8.060,00,45.00,10.839,00,3.770,69,6.222,29,61%,34%,0.42%,1.19%,0.56%,33.00%,33.00%,0,0.72%,-1.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/12/2023,€                                                  8.230,00,,,,,,,,,,0.55%,€       8.230,00,45.00,10.839,00,3.770,69,6.222,29,63%,32%,0.42%,1.19%,0.55%,30.26%,30.26%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/13/2023,€                                                  8.270,00,,,,,,,,,,0.54%,€       8.270,00,45.00,10.839,00,3.770,69,6.222,29,64%,31%,0.42%,1.19%,0.54%,29.63%,29.63%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/14/2023,€                                                  8.300,00,,,,,,,,,,0.54%,€       8.300,00,45.00,10.839,00,3.770,69,6.222,29,64%,31%,0.42%,1.19%,0.54%,29.16%,29.16%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/15/2023,€                                                  8.350,00,,,,,,,,,,0.54%,€       8.350,00,45.00,10.839,00,3.770,69,6.222,29,65%,30%,0.42%,1.19%,0.54%,28.38%,28.38%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/18/2023,€                                                  8.370,00,,,,,,,,,,0.54%,€       8.370,00,45.00,10.839,00,3.770,69,6.222,29,65%,29%,0.42%,1.19%,0.54%,28.08%,28.08%,0,0.72%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/19/2023,€                                                    8.110,00,,,,,,,,,,0.55%,€         8.110,00,45.00,10.839,00,3.770,69,6.222,29,61%,34%,0.42%,1.19%,0.55%,32.18%,32.18%,0,0.72%,-3.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/20/2023,€                                                   8.130,00,,,,,,,,,,0.55%,€        8.130,00,45.00,10.839,00,3.770,69,6.222,29,62%,33%,0.42%,1.19%,0.55%,31.86%,31.86%,0,0.72%,-2.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/21/2023,€                                                  8.090,00,,,,,,,,,,0.56%,€       8.090,00,45.00,10.839,00,3.770,69,6.222,29,61%,34%,0.42%,1.19%,0.56%,32.51%,32.51%,0,0.72%,-3.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/22/2023,€                                                   8.140,00,,,,,,,,,,0.55%,€        8.140,00,45.00,10.839,00,3.770,69,6.222,29,62%,33%,0.42%,1.19%,0.55%,31.70%,31.70%,0,0.72%,-2.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/27/2023,€                                                   8.310,00,,,,,,,,,,0.54%,€        8.310,00,45.00,10.839,00,3.770,69,6.222,29,64%,30%,0.42%,1.19%,0.54%,29.00%,29.00%,0,0.72%,-0.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/28/2023,€                                                  8.220,00,,,,,,,,,,0.55%,€       8.220,00,45.00,10.839,00,3.770,69,6.222,29,63%,32%,0.42%,1.19%,0.55%,30.41%,30.41%,0,0.72%,-1.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2023,12/29/2023,€                                                  8.230,00,,,,,,,,,,0.55%,€       8.230,00,45.00,10.839,00,3.770,69,6.222,29,63%,32%,0.42%,1.19%,0.55%,30.26%,30.26%,0,0.72%,-1.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/2/2024,€                                                  8.260,00,,,,,,,,,,0.54%,€       8.260,00,45.00,10.839,00,3.770,69,6.222,29,64%,31%,0.42%,1.19%,0.54%,29.78%,29.78%,0,0.72%,-1.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/3/2024,€                                                  8.070,00,,,,,,,,,,0.56%,€       8.070,00,45.00,10.839,00,3.770,69,6.222,29,61%,34%,0.42%,1.19%,0.56%,32.84%,32.84%,0,0.72%,-3.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/4/2024,€                                                   8.180,00,,,,,,,,,,0.55%,€        8.180,00,45.00,10.839,00,3.770,69,6.222,29,62%,33%,0.42%,1.19%,0.55%,31.05%,31.05%,0,0.72%,-2.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/5/2024,€                                                   8.190,00,,,,,,,,,,0.55%,€        8.190,00,45.00,10.839,00,3.770,69,6.222,29,63%,32%,0.42%,1.19%,0.55%,30.89%,30.89%,0,0.72%,-2.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/8/2024,€                                                  8.320,00,,,,,,,,,,0.54%,€       8.320,00,45.00,10.839,00,3.770,69,6.222,29,64%,30%,0.42%,1.19%,0.54%,28.85%,28.85%,0,0.72%,-0.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/9/2024,€                                                  7.820,00,,,,,,,,,,0.58%,€       7.820,00,45.00,10.839,00,3.770,69,6.222,29,57%,39%,0.42%,1.19%,0.58%,37.08%,37.08%,0,0.72%,-6.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,1/10/2024,€                                                  7.740,00,,,,,,,,,,0.58%,€       7.740,00,45.00,10.839,00,3.770,69,6.222,29,56%,40%,0.42%,1.19%,0.58%,38.50%,38.50%,0,0.72%,-7.53%,,,,,,,,,,,,
