,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,RIO LN,Rio Tinto GBP,,,,,,,,,,90%,6%,$6.832,00,$  3.042,49,$  8.563,94,$      8.308,00,$  12.150,18,11.78%,4.35%,6.55%,20.48%,333.09%,382.36%,156%,,,,,,,NO,,,11.26%,3.47%,7.79%,0.10%,78
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,-0.74%,,Rio Tinto GBP - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,90%,NO,10.38%,11/10/2017,,,,,,,,,,$   5.120,03,-25%,4.62%,$   7.264,10,$   1.750,72,$       1.577,50,$   1.040,33,3.28%,10.38%,6.17%,3.89%,-17.77%,-17.77%,-9%,,,,5Y CAGR,-8.51%,,Rio Tinto GBP - Returns (%),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10Y CAGR,11.33%,,Rio Tinto GBP - Yield On Cost (YOC),,,,,,,
,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Rio Tinto GBP - Rating: 90% - Upside: 6%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2024,8/5/2024,4.936,50,,,,,,,,,,6.92%,4.936,50,341.49,7.853,15,3.289,20,5.535,21,36%,59%,4.35%,10.38%,6.54%,38.40%,38.40%,0,6.17%,-25.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/6/2024,4.913,00,,,,,,,,,,6.95%,4.913,00,341.49,7.853,15,3.289,20,5.535,21,36%,60%,4.35%,10.38%,6.57%,39.06%,39.06%,0,6.17%,-26.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/7/2024,4.923,00,,,,,,,,,,6.94%,4.923,00,341.49,7.853,15,3.289,20,5.535,21,36%,60%,4.35%,10.38%,6.56%,38.78%,38.78%,0,6.17%,-26.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/8/2024,4.930,50,,,,,,,,,,6.93%,4.930,50,341.49,7.853,15,3.289,20,5.535,21,36%,59%,4.35%,10.38%,6.55%,38.57%,38.57%,0,6.17%,-25.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/9/2024,4.914,50,,,,,,,,,,6.95%,4.914,50,341.49,7.853,15,3.289,20,5.535,21,36%,60%,4.35%,10.38%,6.57%,39.02%,39.02%,0,6.17%,-26.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/12/2024,4.942,00,,,,,,,,,,6.91%,4.942,00,341.49,7.853,15,3.289,20,5.535,21,36%,59%,4.35%,10.38%,6.54%,38.24%,38.24%,0,6.17%,-25.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/13/2024,4.929,00,,,,,,,,,,6.93%,4.929,00,341.49,7.853,15,3.289,20,5.535,21,36%,59%,4.35%,10.38%,6.55%,38.61%,38.61%,0,6.17%,-25.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/14/2024,4.853,00,,,,,,,,,,7.04%,4.853,00,341.49,7.853,15,3.289,20,5.535,21,34%,62%,4.35%,10.38%,6.66%,40.78%,40.78%,0,6.17%,-27.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/15/2024,4.751,00,,,,,,,,,,7.19%,4.751,00,341.49,7.853,15,3.289,20,5.535,21,32%,65%,4.35%,10.38%,6.80%,43.80%,43.80%,0,6.17%,-28.64%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/16/2024,4.742,00,,,,,,,,,,7.20%,4.742,00,341.49,7.853,15,3.289,20,5.535,21,32%,66%,4.35%,10.38%,6.81%,44.07%,44.07%,0,6.17%,-28.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/19/2024,4.824,50,,,,,,,,,,7.08%,4.824,50,341.49,7.853,15,3.289,20,5.535,21,34%,63%,4.35%,10.38%,6.70%,41.61%,41.61%,0,6.17%,-27.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/20/2024,4.777,00,,,,,,,,,,7.15%,4.777,00,341.49,7.853,15,3.289,20,5.535,21,33%,64%,4.35%,10.38%,6.76%,43.02%,43.02%,0,6.17%,-28.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/21/2024,4.835,50,,,,,,,,,,7.06%,4.835,50,341.49,7.853,15,3.289,20,5.535,21,34%,62%,4.35%,10.38%,6.68%,41.29%,41.29%,0,6.17%,-27.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/22/2024,4.784,00,,,,,,,,,,7.14%,4.784,00,341.49,7.853,15,3.289,20,5.535,21,33%,64%,4.35%,10.38%,6.75%,42.81%,42.81%,0,6.17%,-28.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/23/2024,4.761,50,,,,,,,,,,7.17%,4.761,50,341.49,7.853,15,3.289,20,5.535,21,32%,65%,4.35%,10.38%,6.78%,43.48%,43.48%,0,6.17%,-28.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/26/2024,,,,,,,,,,,7.17%,4.761,50,341.49,7.853,15,3.289,20,5.535,21,32%,65%,4.35%,10.38%,6.78%,43.48%,43.48%,0,6.17%,-28.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/27/2024,4.814,00,,,,,,,,,,7.09%,4.814,00,341.49,7.853,15,3.289,20,5.535,21,33%,63%,4.35%,10.38%,6.71%,41.92%,41.92%,0,6.17%,-27.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/28/2024,4.757,50,,,,,,,,,,7.18%,4.757,50,341.49,7.853,15,3.289,20,5.535,21,32%,65%,4.35%,10.38%,6.79%,43.60%,43.60%,0,6.17%,-28.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/29/2024,4.795,00,,,,,,,,,,7.12%,4.795,00,341.49,7.853,15,3.289,20,5.535,21,33%,64%,4.35%,10.38%,6.74%,42.48%,42.48%,0,6.17%,-27.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,8/30/2024,4.770,00,,,,,,,,,,7.16%,4.770,00,341.49,7.853,15,3.289,20,5.535,21,32%,65%,4.35%,10.38%,6.77%,43.23%,43.23%,0,6.17%,-28.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/2/2024,4.701,50,,,,,,,,,,7.26%,4.701,50,341.49,7.853,15,3.289,20,5.535,21,31%,67%,4.35%,10.38%,6.87%,45.32%,45.32%,0,6.17%,-29.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/3/2024,4.596,50,,,,,,,,,,7.43%,4.596,50,341.49,7.853,15,3.289,20,5.535,21,29%,71%,4.35%,10.38%,7.03%,48.63%,48.63%,0,6.17%,-30.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/4/2024,4.581,00,,,,,,,,,,7.45%,4.581,00,341.49,7.853,15,3.289,20,5.535,21,28%,71%,4.35%,10.38%,7.05%,49.14%,49.14%,0,6.17%,-31.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/5/2024,4.591,00,,,,,,,,,,7.44%,4.591,00,341.49,7.853,15,3.289,20,5.535,21,29%,71%,4.35%,10.38%,7.04%,48.81%,48.81%,0,6.17%,-31.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/6/2024,4.516,00,,,,,,,,,,7.56%,4.516,00,341.49,7.853,15,3.289,20,5.535,21,27%,74%,4.35%,10.38%,7.15%,51.28%,51.28%,0,6.17%,-32.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/9/2024,4.577,00,,,,,,,,,,7.46%,4.577,00,341.49,7.853,15,3.289,20,5.535,21,28%,72%,4.35%,10.38%,7.06%,49.27%,49.27%,0,6.17%,-31.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/10/2024,4.561,00,,,,,,,,,,7.49%,4.561,00,341.49,7.853,15,3.289,20,5.535,21,28%,72%,4.35%,10.38%,7.08%,49.79%,49.79%,0,6.17%,-31.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/11/2024,4.630,50,,,,,,,,,,7.37%,4.630,50,341.49,7.853,15,3.289,20,5.535,21,29%,70%,4.35%,10.38%,6.98%,47.54%,47.54%,0,6.17%,-30.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/12/2024,4.720,50,,,,,,,,,,7.23%,4.720,50,341.49,7.853,15,3.289,20,5.535,21,31%,66%,4.35%,10.38%,6.84%,44.73%,44.73%,0,6.17%,-29.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/13/2024,4.757,00,,,,,,,,,,7.18%,4.757,00,341.49,7.853,15,3.289,20,5.535,21,32%,65%,4.35%,10.38%,6.79%,43.62%,43.62%,0,6.17%,-28.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/16/2024,4.774,00,,,,,,,,,,7.15%,4.774,00,341.49,7.853,15,3.289,20,5.535,21,33%,64%,4.35%,10.38%,6.77%,43.11%,43.11%,0,6.17%,-28.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/17/2024,4.789,50,,,,,,,,,,7.13%,4.789,50,341.49,7.853,15,3.289,20,5.535,21,33%,64%,4.35%,10.38%,6.74%,42.65%,42.65%,0,6.17%,-28.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/18/2024,4.765,50,,,,,,,,,,7.17%,4.765,50,341.49,7.853,15,3.289,20,5.535,21,32%,65%,4.35%,10.38%,6.78%,43.36%,43.36%,0,6.17%,-28.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/19/2024,4.911,50,,,,,,,,,,6.95%,4.911,50,341.49,7.853,15,3.289,20,5.535,21,36%,60%,4.35%,10.38%,6.58%,39.10%,39.10%,0,6.17%,-26.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/20/2024,4.802,50,,,,,,,,,,7.11%,4.802,50,341.49,7.853,15,3.289,20,5.535,21,33%,64%,4.35%,10.38%,6.73%,42.26%,42.26%,0,6.17%,-27.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/23/2024,4.829,50,,,,,,,,,,7.07%,4.829,50,341.49,7.853,15,3.289,20,5.535,21,34%,63%,4.35%,10.38%,6.69%,41.46%,41.46%,0,6.17%,-27.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/24/2024,5.049,00,,,,,,,,,,6.76%,5.049,00,341.49,7.853,15,3.289,20,5.535,21,39%,56%,4.35%,10.38%,6.40%,35.31%,35.31%,0,6.17%,-24.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/25/2024,5.077,00,,,,,,,,,,6.73%,5.077,00,341.49,7.853,15,3.289,20,5.535,21,39%,55%,4.35%,10.38%,6.36%,34.57%,34.57%,0,6.17%,-23.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/26/2024,5.257,00,,,,,,,,,,6.50%,5.257,00,341.49,7.853,15,3.289,20,5.535,21,43%,49%,4.35%,10.38%,6.14%,29.96%,29.96%,0,6.17%,-21.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/27/2024,5.309,00,,,,,,,,,,6.43%,5.309,00,341.49,7.853,15,3.289,20,5.535,21,44%,48%,4.35%,10.38%,6.08%,28.69%,28.69%,0,6.17%,-20.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,9/30/2024,5.299,00,,,,,,,,,,6.44%,5.299,00,341.49,7.853,15,3.289,20,5.535,21,44%,48%,4.35%,10.38%,6.10%,28.93%,28.93%,0,6.17%,-20.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/1/2024,5.298,00,,,,,,,,,,6.45%,5.298,00,341.49,7.853,15,3.289,20,5.535,21,44%,48%,4.35%,10.38%,6.10%,28.95%,28.95%,0,6.17%,-20.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/2/2024,5.371,00,,,,,,,,,,6.36%,5.371,00,341.49,7.853,15,3.289,20,5.535,21,46%,46%,4.35%,10.38%,6.01%,27.20%,27.20%,0,6.17%,-19.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/3/2024,5.325,00,,,,,,,,,,6.41%,5.325,00,341.49,7.853,15,3.289,20,5.535,21,45%,47%,4.35%,10.38%,6.07%,28.30%,28.30%,0,6.17%,-20.02%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/4/2024,5.298,00,,,,,,,,,,6.45%,5.298,00,341.49,7.853,15,3.289,20,5.535,21,44%,48%,4.35%,10.38%,6.10%,28.95%,28.95%,0,6.17%,-20.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/7/2024,5.300,00,,,,,,,,,,6.44%,5.300,00,341.49,7.853,15,3.289,20,5.535,21,44%,48%,4.35%,10.38%,6.09%,28.91%,28.91%,0,6.17%,-20.40%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/8/2024,5.044,00,,,,,,,,,,6.77%,5.044,00,341.49,7.853,15,3.289,20,5.535,21,38%,56%,4.35%,10.38%,6.40%,35.45%,35.45%,0,6.17%,-24.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/9/2024,5.048,00,,,,,,,,,,6.76%,5.048,00,341.49,7.853,15,3.289,20,5.535,21,39%,56%,4.35%,10.38%,6.40%,35.34%,35.34%,0,6.17%,-24.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/10/2024,5.069,00,,,,,,,,,,6.74%,5.069,00,341.49,7.853,15,3.289,20,5.535,21,39%,55%,4.35%,10.38%,6.37%,34.78%,34.78%,0,6.17%,-23.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/11/2024,5.098,00,,,,,,,,,,6.70%,5.098,00,341.49,7.853,15,3.289,20,5.535,21,40%,54%,4.35%,10.38%,6.34%,34.01%,34.01%,0,6.17%,-23.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/14/2024,5.134,00,,,,,,,,,,6.65%,5.134,00,341.49,7.853,15,3.289,20,5.535,21,40%,53%,4.35%,10.38%,6.29%,33.07%,33.07%,0,6.17%,-22.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/15/2024,5.041,00,,,,,,,,,,6.77%,5.041,00,341.49,7.853,15,3.289,20,5.535,21,38%,56%,4.35%,10.38%,6.41%,35.53%,35.53%,0,6.17%,-24.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/16/2024,5.039,00,,,,,,,,,,6.78%,5.039,00,341.49,7.853,15,3.289,20,5.535,21,38%,56%,4.35%,10.38%,6.41%,35.58%,35.58%,0,6.17%,-24.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/17/2024,4.946,00,,,,,,,,,,6.90%,4.946,00,341.49,7.853,15,3.289,20,5.535,21,36%,59%,4.35%,10.38%,6.53%,38.13%,38.13%,0,6.17%,-25.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/18/2024,4.995,50,,,,,,,,,,6.84%,4.995,50,341.49,7.853,15,3.289,20,5.535,21,37%,57%,4.35%,10.38%,6.47%,36.76%,36.76%,0,6.17%,-24.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/21/2024,4.963,00,,,,,,,,,,6.88%,4.963,00,341.49,7.853,15,3.289,20,5.535,21,37%,58%,4.35%,10.38%,6.51%,37.66%,37.66%,0,6.17%,-25.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/22/2024,5.001,00,,,,,,,,,,6.83%,5.001,00,341.49,7.853,15,3.289,20,5.535,21,38%,57%,4.35%,10.38%,6.46%,36.61%,36.61%,0,6.17%,-24.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/23/2024,4.947,50,,,,,,,,,,6.90%,4.947,50,341.49,7.853,15,3.289,20,5.535,21,36%,59%,4.35%,10.38%,6.53%,38.09%,38.09%,0,6.17%,-25.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/24/2024,4.934,50,,,,,,,,,,6.92%,4.934,50,341.49,7.853,15,3.289,20,5.535,21,36%,59%,4.35%,10.38%,6.55%,38.45%,38.45%,0,6.17%,-25.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/25/2024,5.022,00,,,,,,,,,,6.80%,5.022,00,341.49,7.853,15,3.289,20,5.535,21,38%,56%,4.35%,10.38%,6.43%,36.04%,36.04%,0,6.17%,-24.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/28/2024,5.077,00,,,,,,,,,,6.73%,5.077,00,341.49,7.853,15,3.289,20,5.535,21,39%,55%,4.35%,10.38%,6.36%,34.57%,34.57%,0,6.17%,-23.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/29/2024,5.131,00,,,,,,,,,,6.66%,5.131,00,341.49,7.853,15,3.289,20,5.535,21,40%,53%,4.35%,10.38%,6.30%,33.15%,33.15%,0,6.17%,-22.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/30/2024,5.053,00,,,,,,,,,,6.76%,5.053,00,341.49,7.853,15,3.289,20,5.535,21,39%,55%,4.35%,10.38%,6.39%,35.21%,35.21%,0,6.17%,-24.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,10/31/2024,5.016,00,,,,,,,,,,6.81%,5.016,00,341.49,7.853,15,3.289,20,5.535,21,38%,57%,4.35%,10.38%,6.44%,36.20%,36.20%,0,6.17%,-24.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/1/2024,5.026,00,,,,,,,,,,6.79%,5.026,00,341.49,7.853,15,3.289,20,5.535,21,38%,56%,4.35%,10.38%,6.43%,35.93%,35.93%,0,6.17%,-24.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/4/2024,5.023,00,,,,,,,,,,6.80%,5.023,00,341.49,7.853,15,3.289,20,5.535,21,38%,56%,4.35%,10.38%,6.43%,36.01%,36.01%,0,6.17%,-24.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/5/2024,5.025,00,,,,,,,,,,6.80%,5.025,00,341.49,7.853,15,3.289,20,5.535,21,38%,56%,4.35%,10.38%,6.43%,35.96%,35.96%,0,6.17%,-24.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/6/2024,5.043,00,,,,,,,,,,6.77%,5.043,00,341.49,7.853,15,3.289,20,5.535,21,38%,56%,4.35%,10.38%,6.41%,35.47%,35.47%,0,6.17%,-24.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/7/2024,5.201,00,,,,,,,,,,6.57%,5.201,00,341.49,7.853,15,3.289,20,5.535,21,42%,51%,4.35%,10.38%,6.21%,31.36%,31.36%,0,6.17%,-21.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/8/2024,4.946,00,,,,,,,,,,6.90%,4.946,00,341.49,7.853,15,3.289,20,5.535,21,36%,59%,4.35%,10.38%,6.53%,38.13%,38.13%,0,6.17%,-25.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/11/2024,4.850,00,,,,,,,,,,7.04%,4.850,00,341.49,7.853,15,3.289,20,5.535,21,34%,62%,4.35%,10.38%,6.66%,40.87%,40.87%,0,6.17%,-27.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/12/2024,4.745,00,,,,,,,,,,7.20%,4.745,00,341.49,7.853,15,3.289,20,5.535,21,32%,66%,4.35%,10.38%,6.81%,43.98%,43.98%,0,6.17%,-28.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/13/2024,4.748,50,,,,,,,,,,7.19%,4.748,50,341.49,7.853,15,3.289,20,5.535,21,32%,65%,4.35%,10.38%,6.80%,43.88%,43.88%,0,6.17%,-28.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/14/2024,4.735,50,,,,,,,,,,7.21%,4.735,50,341.49,7.853,15,3.289,20,5.535,21,32%,66%,4.35%,10.38%,6.82%,44.27%,44.27%,0,6.17%,-28.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/15/2024,4.804,50,,,,,,,,,,7.11%,4.804,50,341.49,7.853,15,3.289,20,5.535,21,33%,63%,4.35%,10.38%,6.72%,42.20%,42.20%,0,6.17%,-27.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/18/2024,4.866,00,,,,,,,,,,7.02%,4.866,00,341.49,7.853,15,3.289,20,5.535,21,35%,61%,4.35%,10.38%,6.64%,40.40%,40.40%,0,6.17%,-26.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/19/2024,4.893,50,,,,,,,,,,6.98%,4.893,50,341.49,7.853,15,3.289,20,5.535,21,35%,60%,4.35%,10.38%,6.60%,39.61%,39.61%,0,6.17%,-26.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/20/2024,4.921,50,,,,,,,,,,6.94%,4.921,50,341.49,7.853,15,3.289,20,5.535,21,36%,60%,4.35%,10.38%,6.56%,38.82%,38.82%,0,6.17%,-26.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/21/2024,4.924,50,,,,,,,,,,6.93%,4.924,50,341.49,7.853,15,3.289,20,5.535,21,36%,59%,4.35%,10.38%,6.56%,38.73%,38.73%,0,6.17%,-26.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/22/2024,4.945,00,,,,,,,,,,6.91%,4.945,00,341.49,7.853,15,3.289,20,5.535,21,36%,59%,4.35%,10.38%,6.53%,38.16%,38.16%,0,6.17%,-25.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/25/2024,5.016,00,,,,,,,,,,6.81%,5.016,00,341.49,7.853,15,3.289,20,5.535,21,38%,57%,4.35%,10.38%,6.44%,36.20%,36.20%,0,6.17%,-24.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/26/2024,4.924,50,,,,,,,,,,6.93%,4.924,50,341.49,7.853,15,3.289,20,5.535,21,36%,59%,4.35%,10.38%,6.56%,38.73%,38.73%,0,6.17%,-26.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/27/2024,4.915,50,,,,,,,,,,6.95%,4.915,50,341.49,7.853,15,3.289,20,5.535,21,36%,60%,4.35%,10.38%,6.57%,38.99%,38.99%,0,6.17%,-26.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/28/2024,4.900,00,,,,,,,,,,6.97%,4.900,00,341.49,7.853,15,3.289,20,5.535,21,35%,60%,4.35%,10.38%,6.59%,39.43%,39.43%,0,6.17%,-26.40%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,11/29/2024,4.936,50,,,,,,,,,,6.92%,4.936,50,341.49,7.853,15,3.289,20,5.535,21,36%,59%,4.35%,10.38%,6.54%,38.40%,38.40%,0,6.17%,-25.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/2/2024,4.970,00,,,,,,,,,,6.87%,4.970,00,341.49,7.853,15,3.289,20,5.535,21,37%,58%,4.35%,10.38%,6.50%,37.46%,37.46%,0,6.17%,-25.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/3/2024,5.020,00,,,,,,,,,,6.80%,5.020,00,341.49,7.853,15,3.289,20,5.535,21,38%,56%,4.35%,10.38%,6.43%,36.10%,36.10%,0,6.17%,-24.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/4/2024,5.007,00,,,,,,,,,,6.82%,5.007,00,341.49,7.853,15,3.289,20,5.535,21,38%,57%,4.35%,10.38%,6.45%,36.45%,36.45%,0,6.17%,-24.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/5/2024,4.966,00,,,,,,,,,,6.88%,4.966,00,341.49,7.853,15,3.289,20,5.535,21,37%,58%,4.35%,10.38%,6.50%,37.58%,37.58%,0,6.17%,-25.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/6/2024,4.924,00,,,,,,,,,,6.94%,4.924,00,341.49,7.853,15,3.289,20,5.535,21,36%,59%,4.35%,10.38%,6.56%,38.75%,38.75%,0,6.17%,-26.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/9/2024,5.113,00,,,,,,,,,,6.68%,5.113,00,341.49,7.853,15,3.289,20,5.535,21,40%,54%,4.35%,10.38%,6.32%,33.62%,33.62%,0,6.17%,-23.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/10/2024,5.103,00,,,,,,,,,,6.69%,5.103,00,341.49,7.853,15,3.289,20,5.535,21,40%,54%,4.35%,10.38%,6.33%,33.88%,33.88%,0,6.17%,-23.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/11/2024,5.083,00,,,,,,,,,,6.72%,5.083,00,341.49,7.853,15,3.289,20,5.535,21,39%,54%,4.35%,10.38%,6.35%,34.41%,34.41%,0,6.17%,-23.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/12/2024,5.000,00,,,,,,,,,,6.83%,5.000,00,341.49,7.853,15,3.289,20,5.535,21,37%,57%,4.35%,10.38%,6.46%,36.64%,36.64%,0,6.17%,-24.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/13/2024,4.900,00,,,,,,,,,,6.97%,4.900,00,341.49,7.853,15,3.289,20,5.535,21,35%,60%,4.35%,10.38%,6.59%,39.43%,39.43%,0,6.17%,-26.40%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2024,12/16/2024,4.841,00,,,,,,,,,,7.05%,4.841,00,341.49,7.853,15,3.289,20,5.535,21,34%,62%,4.35%,10.38%,6.67%,41.13%,41.13%,0,6.17%,-27.29%,,,,,,,,,,,,
