,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,RIO LN,Rio Tinto GBP,,,,,,,,,,90%,6%,$6.832,00,$  3.042,49,$  8.563,94,$      8.308,00,$  12.150,18,11.78%,4.35%,6.55%,20.48%,333.09%,382.36%,156%,,,,,,,NO,,,11.26%,3.47%,7.79%,0.10%,78
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,-0.74%,,Rio Tinto GBP - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,90%,NO,10.38%,11/10/2017,,,,,,,,,,$   5.120,03,-25%,4.62%,$   7.264,10,$   1.750,72,$       1.577,50,$   1.040,33,3.28%,10.38%,6.17%,3.89%,-17.77%,-17.77%,-9%,,,,5Y CAGR,-8.51%,,Rio Tinto GBP - Returns (%),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10Y CAGR,11.33%,,Rio Tinto GBP - Yield On Cost (YOC),,,,,,,
,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Rio Tinto GBP - Rating: 90% - Upside: 6%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2018,1/24/2018,3.918,50,,,12/23/2024,,12/23/2024,,,,,5.77%,3.918,50,226.25,5.202,95,2.179,20,3.667,25,58%,33%,4.35%,10.38%,8.24%,74.35%,86.74%,485.53,6.17%,-6.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/25/2018,3.937,50,,,12/30/2024,,12/30/2024,,,,,5.75%,3.937,50,226.25,5.202,95,2.179,20,3.667,25,58%,32%,4.35%,10.38%,8.20%,73.51%,85.84%,485.53,6.17%,-5.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/26/2018,3.942,50,,,1/6/2025,,1/6/2025,,,,,5.74%,3.942,50,226.25,5.202,95,2.179,20,3.667,25,58%,32%,4.35%,10.38%,8.19%,73.29%,85.61%,485.53,6.17%,-5.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/29/2018,4.024,50,,,1/13/2025,,1/13/2025,,,,,5.62%,4.024,50,226.25,5.202,95,2.179,20,3.667,25,61%,29%,4.35%,10.38%,8.03%,69.76%,81.82%,485.53,6.17%,-3.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/30/2018,3.957,00,,,1/20/2025,,1/21/2025,,,,,5.72%,3.957,00,226.25,5.202,95,2.179,20,3.667,25,59%,31%,4.35%,10.38%,8.16%,72.66%,84.93%,485.53,6.17%,-5.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/31/2018,3.922,00,,,1/27/2025,,1/27/2025,,,,,5.77%,3.922,00,226.25,5.202,95,2.179,20,3.667,25,58%,33%,4.35%,10.38%,8.24%,74.20%,86.58%,485.53,6.17%,-6.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/1/2018,3.929,00,,,2/3/2025,,2/3/2025,,,,,5.76%,3.929,00,226.25,5.202,95,2.179,20,3.667,25,58%,32%,4.35%,10.38%,8.22%,73.89%,86.24%,485.53,6.17%,-5.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/2/2018,3.901,50,,,2/10/2025,,2/10/2025,,,,,5.80%,3.901,50,226.25,5.202,95,2.179,20,3.667,25,57%,33%,4.35%,10.38%,8.28%,75.11%,87.56%,485.53,6.17%,-6.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/5/2018,3.898,00,,,2/17/2025,,2/18/2025,,,,,5.80%,3.898,00,226.25,5.202,95,2.179,20,3.667,25,57%,33%,4.35%,10.38%,8.29%,75.27%,87.73%,485.53,6.17%,-6.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/6/2018,3.845,00,,,2/24/2025,,2/24/2025,,,,,5.88%,3.845,00,226.25,5.202,95,2.179,20,3.667,25,55%,35%,4.35%,10.38%,8.40%,77.69%,90.31%,485.53,6.17%,-7.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/7/2018,3.880,50,,,3/3/2025,,3/3/2025,,,,,5.83%,3.880,50,226.25,5.202,95,2.179,20,3.667,25,56%,34%,4.35%,10.38%,8.32%,76.06%,88.57%,485.53,6.17%,-7.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/8/2018,3.757,00,,,3/10/2025,,3/10/2025,,,,,6.02%,3.757,00,226.25,5.202,95,2.179,20,3.667,25,52%,38%,4.35%,10.38%,8.60%,81.85%,94.77%,485.53,6.17%,-9.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/9/2018,3.788,50,,,3/17/2025,,3/17/2025,,,,,5.97%,3.788,50,226.25,5.202,95,2.179,20,3.667,25,53%,37%,4.35%,10.38%,8.53%,80.34%,93.15%,485.53,6.17%,-9.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/12/2018,3.895,50,,,3/24/2025,,3/24/2025,,,,,5.81%,3.895,50,226.25,5.202,95,2.179,20,3.667,25,57%,34%,4.35%,10.38%,8.29%,75.38%,87.85%,485.53,6.17%,-6.64%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/13/2018,3.955,00,,,3/31/2025,,3/31/2025,,,,,5.72%,3.955,00,226.25,5.202,95,2.179,20,3.667,25,59%,32%,4.35%,10.38%,8.17%,72.74%,85.02%,485.53,6.17%,-5.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/14/2018,4.026,00,,,4/7/2025,,4/7/2025,,,,,5.62%,4.026,00,226.25,5.202,95,2.179,20,3.667,25,61%,29%,4.35%,10.38%,8.02%,69.70%,81.76%,485.53,6.17%,-3.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/15/2018,4.125,50,,,4/14/2025,,4/14/2025,,,,,5.48%,4.125,50,226.25,5.202,95,2.179,20,3.667,25,64%,26%,4.35%,10.38%,7.83%,65.60%,77.37%,485.53,6.17%,-1.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/16/2018,4.102,00,,,4/22/2025,,4/21/2025,,,,,5.52%,4.102,00,226.25,5.202,95,2.179,20,3.667,25,64%,27%,4.35%,10.38%,7.87%,66.55%,78.39%,485.53,6.17%,-1.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/19/2018,4.055,00,,,4/28/2025,,4/28/2025,,,,,5.58%,4.055,00,226.25,5.202,95,2.179,20,3.667,25,62%,28%,4.35%,10.38%,7.97%,68.48%,80.46%,485.53,6.17%,-2.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/20/2018,3.990,50,,,5/5/2025,,5/5/2025,,,,,5.67%,3.990,50,226.25,5.202,95,2.179,20,3.667,25,60%,30%,4.35%,10.38%,8.09%,71.21%,83.37%,485.53,6.17%,-4.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/21/2018,4.016,00,,,5/12/2025,,5/12/2025,,,,,5.63%,4.016,00,226.25,5.202,95,2.179,20,3.667,25,61%,30%,4.35%,10.38%,8.04%,70.12%,82.21%,485.53,6.17%,-3.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/22/2018,4.023,00,,,5/19/2025,,5/19/2025,,,,,5.62%,4.023,00,226.25,5.202,95,2.179,20,3.667,25,61%,29%,4.35%,10.38%,8.03%,69.82%,81.89%,485.53,6.17%,-3.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/23/2018,4.001,50,,,5/26/2025,,5/27/2025,,,,,5.65%,4.001,50,226.25,5.202,95,2.179,20,3.667,25,60%,30%,4.35%,10.38%,8.07%,70.74%,82.87%,485.53,6.17%,-4.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/26/2018,4.064,00,,,6/2/2025,,6/2/2025,,,,,5.57%,4.064,00,226.25,5.202,95,2.179,20,3.667,25,62%,28%,4.35%,10.38%,7.95%,68.11%,80.06%,485.53,6.17%,-2.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/27/2018,4.047,50,,,6/9/2025,,6/9/2025,,,,,5.59%,4.047,50,226.25,5.202,95,2.179,20,3.667,25,62%,29%,4.35%,10.38%,7.98%,68.80%,80.79%,485.53,6.17%,-3.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,2/28/2018,3.926,00,,,6/16/2025,,6/16/2025,,,,,5.76%,3.926,00,226.25,5.202,95,2.179,20,3.667,25,58%,33%,4.35%,10.38%,8.23%,74.02%,86.39%,485.53,6.17%,-5.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/1/2018,3.780,50,,,6/23/2025,,6/23/2025,,,,,5.98%,3.780,50,226.25,5.202,95,2.179,20,3.667,25,53%,38%,4.35%,10.38%,8.54%,80.72%,93.56%,485.53,6.17%,-9.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/2/2018,3.638,50,,,6/30/2025,,6/30/2025,,,,,6.22%,3.638,50,226.25,5.202,95,2.179,20,3.667,25,48%,43%,4.35%,10.38%,8.88%,87.77%,101.11%,485.53,6.17%,-12.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/5/2018,3.695,00,,,7/7/2025,,7/7/2025,,,,,6.12%,3.695,00,226.25,5.202,95,2.179,20,3.667,25,50%,41%,4.35%,10.38%,8.74%,84.90%,98.04%,485.53,6.17%,-11.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/6/2018,3.748,00,,,7/14/2025,,7/14/2025,,,,,6.04%,3.748,00,226.25,5.202,95,2.179,20,3.667,25,52%,39%,4.35%,10.38%,8.62%,82.28%,95.24%,485.53,6.17%,-10.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/7/2018,3.740,50,,,7/21/2025,,7/21/2025,,,,,6.05%,3.740,50,226.25,5.202,95,2.179,20,3.667,25,52%,39%,4.35%,10.38%,8.64%,82.65%,95.63%,485.53,6.17%,-10.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/8/2018,3.693,00,,,7/28/2025,,7/28/2025,,,,,6.13%,3.693,00,226.25,5.202,95,2.179,20,3.667,25,50%,41%,4.35%,10.38%,8.75%,85.00%,98.15%,485.53,6.17%,-11.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/9/2018,3.726,50,,,8/4/2025,,8/4/2025,,,,,6.07%,3.726,50,226.25,5.202,95,2.179,20,3.667,25,51%,40%,4.35%,10.38%,8.67%,83.34%,96.36%,485.53,6.17%,-10.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/12/2018,3.713,50,,,8/11/2025,,8/11/2025,,,,,6.09%,3.713,50,226.25,5.202,95,2.179,20,3.667,25,51%,40%,4.35%,10.38%,8.70%,83.98%,97.05%,485.53,6.17%,-11.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/13/2018,3.715,50,,,8/18/2025,,8/18/2025,,,,,6.09%,3.715,50,226.25,5.202,95,2.179,20,3.667,25,51%,40%,4.35%,10.38%,8.69%,83.88%,96.95%,485.53,6.17%,-10.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/14/2018,3.717,00,,,8/25/2025,,8/25/2025,,,,,6.09%,3.717,00,226.25,5.202,95,2.179,20,3.667,25,51%,40%,4.35%,10.38%,8.69%,83.80%,96.87%,485.53,6.17%,-10.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/15/2018,3.737,00,,,9/1/2025,,9/2/2025,,,,,6.05%,3.737,00,226.25,5.202,95,2.179,20,3.667,25,52%,39%,4.35%,10.38%,8.64%,82.82%,95.81%,485.53,6.17%,-10.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/16/2018,3.735,00,,,9/8/2025,,9/8/2025,,,,,6.06%,3.735,00,226.25,5.202,95,2.179,20,3.667,25,51%,39%,4.35%,10.38%,8.65%,82.92%,95.92%,485.53,6.17%,-10.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/19/2018,3.611,50,,,9/15/2025,,9/15/2025,,,,,6.26%,3.611,50,226.25,5.202,95,2.179,20,3.667,25,47%,44%,4.35%,10.38%,8.94%,89.17%,102.62%,485.53,6.17%,-13.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/20/2018,3.658,50,,,9/22/2025,,9/22/2025,,,,,6.18%,3.658,50,226.25,5.202,95,2.179,20,3.667,25,49%,42%,4.35%,10.38%,8.83%,86.74%,100.01%,485.53,6.17%,-12.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/21/2018,3.715,00,,,9/29/2025,,9/29/2025,,,,,6.09%,3.715,00,226.25,5.202,95,2.179,20,3.667,25,51%,40%,4.35%,10.38%,8.70%,83.90%,96.97%,485.53,6.17%,-10.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/22/2018,3.584,00,,,10/6/2025,,10/6/2025,,,,,6.31%,3.584,00,226.25,5.202,95,2.179,20,3.667,25,46%,45%,4.35%,10.38%,9.01%,90.63%,104.17%,485.53,6.17%,-14.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/23/2018,3.566,50,,,10/13/2025,,10/13/2025,,,,,6.34%,3.566,50,226.25,5.202,95,2.179,20,3.667,25,46%,46%,4.35%,10.38%,9.06%,91.56%,105.17%,485.53,6.17%,-14.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/26/2018,3.536,00,,,10/20/2025,,10/20/2025,,,,,6.40%,3.536,00,226.25,5.202,95,2.179,20,3.667,25,45%,47%,4.35%,10.38%,9.14%,93.21%,106.94%,485.53,6.17%,-15.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/27/2018,3.599,50,,,10/27/2025,,10/27/2025,,,,,6.29%,3.599,50,226.25,5.202,95,2.179,20,3.667,25,47%,45%,4.35%,10.38%,8.97%,89.80%,103.29%,485.53,6.17%,-13.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/28/2018,3.523,00,,,11/3/2025,,11/3/2025,,,,,6.42%,3.523,00,226.25,5.202,95,2.179,20,3.667,25,44%,48%,4.35%,10.38%,9.17%,93.93%,107.71%,485.53,6.17%,-15.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,3/29/2018,3.611,00,,,11/10/2025,,11/10/2025,,,,,6.27%,3.611,00,226.25,5.202,95,2.179,20,3.667,25,47%,44%,4.35%,10.38%,8.95%,89.20%,102.65%,485.53,6.17%,-13.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/3/2018,3.630,50,,,11/17/2025,,11/17/2025,,,,,6.23%,3.630,50,226.25,5.202,95,2.179,20,3.667,25,48%,43%,4.35%,10.38%,8.90%,88.18%,101.56%,485.53,6.17%,-12.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/4/2018,3.538,00,,,11/24/2025,,11/24/2025,,,,,6.39%,3.538,00,226.25,5.202,95,2.179,20,3.667,25,45%,47%,4.35%,10.38%,9.13%,93.10%,106.83%,485.53,6.17%,-15.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/5/2018,3.645,50,,,12/1/2025,,12/1/2025,,,,,6.21%,3.645,50,226.25,5.202,95,2.179,20,3.667,25,48%,43%,4.35%,10.38%,8.86%,87.41%,100.73%,485.53,6.17%,-12.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/6/2018,3.560,00,,,12/8/2025,,12/8/2025,,,,,6.36%,3.560,00,226.25,5.202,95,2.179,20,3.667,25,46%,46%,4.35%,10.38%,9.07%,91.91%,105.55%,485.53,6.17%,-14.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/9/2018,3.600,50,,,12/15/2025,,12/15/2025,,,,,6.28%,3.600,50,226.25,5.202,95,2.179,20,3.667,25,47%,45%,4.35%,10.38%,8.97%,89.75%,103.24%,485.53,6.17%,-13.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/10/2018,3.712,00,,,12/22/2025,,12/22/2025,,,,,6.10%,3.712,00,226.25,5.202,95,2.179,20,3.667,25,51%,40%,4.35%,10.38%,8.70%,84.05%,97.13%,485.53,6.17%,-11.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/11/2018,3.721,50,,,12/29/2025,,12/29/2025,,,,,6.08%,3.721,50,226.25,5.202,95,2.179,20,3.667,25,51%,40%,4.35%,10.38%,8.68%,83.58%,96.63%,485.53,6.17%,-10.81%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/12/2018,3.750,00,,,1/5/2026,,1/5/2026,,,,,6.03%,3.750,00,226.25,5.202,95,2.179,20,3.667,25,52%,39%,4.35%,10.38%,8.61%,82.19%,95.13%,485.53,6.17%,-10.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/13/2018,3.785,00,,,1/12/2026,,1/12/2026,,,,,5.98%,3.785,00,226.25,5.202,95,2.179,20,3.667,25,53%,37%,4.35%,10.38%,8.53%,80.50%,93.33%,485.53,6.17%,-9.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/16/2018,3.730,00,,,1/19/2026,,1/20/2026,,,,,6.07%,3.730,00,226.25,5.202,95,2.179,20,3.667,25,51%,39%,4.35%,10.38%,8.66%,83.16%,96.18%,485.53,6.17%,-10.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/17/2018,3.775,00,,,1/26/2026,,1/26/2026,,,,,5.99%,3.775,00,226.25,5.202,95,2.179,20,3.667,25,53%,38%,4.35%,10.38%,8.56%,80.98%,93.84%,485.53,6.17%,-9.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/18/2018,3.977,00,,,2/2/2026,,2/2/2026,,,,,5.69%,3.977,00,226.25,5.202,95,2.179,20,3.667,25,59%,31%,4.35%,10.38%,8.12%,71.79%,84.00%,485.53,6.17%,-4.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/19/2018,3.952,00,,,2/9/2026,,2/9/2026,,,,,5.72%,3.952,00,226.25,5.202,95,2.179,20,3.667,25,59%,32%,4.35%,10.38%,8.17%,72.87%,85.16%,485.53,6.17%,-5.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/20/2018,3.987,00,,,2/16/2026,,2/17/2026,,,,,5.67%,3.987,00,226.25,5.202,95,2.179,20,3.667,25,60%,30%,4.35%,10.38%,8.10%,71.36%,83.53%,485.53,6.17%,-4.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/23/2018,3.948,50,,,2/23/2026,,2/23/2026,,,,,5.73%,3.948,50,226.25,5.202,95,2.179,20,3.667,25,59%,32%,4.35%,10.38%,8.18%,73.03%,85.32%,485.53,6.17%,-5.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/24/2018,3.974,50,,,3/2/2026,,3/2/2026,,,,,5.69%,3.974,50,226.25,5.202,95,2.179,20,3.667,25,59%,31%,4.35%,10.38%,8.13%,71.90%,84.11%,485.53,6.17%,-4.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/25/2018,3.924,00,,,3/9/2026,,3/9/2026,,,,,5.77%,3.924,00,226.25,5.202,95,2.179,20,3.667,25,58%,33%,4.35%,10.38%,8.23%,74.11%,86.48%,485.53,6.17%,-5.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/26/2018,3.947,50,,,3/16/2026,,3/16/2026,,,,,5.73%,3.947,50,226.25,5.202,95,2.179,20,3.667,25,58%,32%,4.35%,10.38%,8.18%,73.07%,85.37%,485.53,6.17%,-5.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/27/2018,3.978,00,,,3/23/2026,,3/23/2026,,,,,5.69%,3.978,00,226.25,5.202,95,2.179,20,3.667,25,59%,31%,4.35%,10.38%,8.12%,71.74%,83.95%,485.53,6.17%,-4.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,4/30/2018,3.946,00,,,3/30/2026,,3/30/2026,,,,,5.73%,3.946,00,226.25,5.202,95,2.179,20,3.667,25,58%,32%,4.35%,10.38%,8.19%,73.14%,85.44%,485.53,6.17%,-5.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/1/2018,3.914,50,,,4/7/2026,,4/6/2026,,,,,5.78%,3.914,50,226.25,5.202,95,2.179,20,3.667,25,57%,33%,4.35%,10.38%,8.25%,74.53%,86.93%,485.53,6.17%,-6.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/2/2018,4.029,00,,,4/13/2026,,4/13/2026,,,,,5.62%,4.029,00,226.25,5.202,95,2.179,20,3.667,25,61%,29%,4.35%,10.38%,8.02%,69.57%,81.62%,485.53,6.17%,-3.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/3/2018,4.000,00,,,4/20/2026,,4/20/2026,,,,,5.66%,4.000,00,226.25,5.202,95,2.179,20,3.667,25,60%,30%,4.35%,10.38%,8.08%,70.80%,82.94%,485.53,6.17%,-4.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/4/2018,4.075,00,,,4/27/2026,,4/27/2026,,,,,5.55%,4.075,00,226.25,5.202,95,2.179,20,3.667,25,63%,28%,4.35%,10.38%,7.93%,67.66%,79.57%,485.53,6.17%,-2.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/8/2018,4.024,00,,,5/4/2026,,5/4/2026,,,,,5.62%,4.024,00,226.25,5.202,95,2.179,20,3.667,25,61%,29%,4.35%,10.38%,8.03%,69.78%,81.85%,485.53,6.17%,-3.56%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/9/2018,4.127,00,,,5/11/2026,,5/11/2026,,,,,5.48%,4.127,00,226.25,5.202,95,2.179,20,3.667,25,64%,26%,4.35%,10.38%,7.83%,65.54%,77.31%,485.53,6.17%,-1.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/10/2018,4.196,50,,,5/18/2026,,5/18/2026,,,,,5.39%,4.196,50,226.25,5.202,95,2.179,20,3.667,25,67%,24%,4.35%,10.38%,7.70%,62.80%,74.37%,485.53,6.17%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/11/2018,4.224,00,,,5/25/2026,,5/26/2026,,,,,5.36%,4.224,00,226.25,5.202,95,2.179,20,3.667,25,68%,23%,4.35%,10.38%,7.65%,61.74%,73.24%,485.53,6.17%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/14/2018,4.241,00,,,6/1/2026,,6/1/2026,,,,,5.33%,4.241,00,226.25,5.202,95,2.179,20,3.667,25,68%,23%,4.35%,10.38%,7.62%,61.09%,72.54%,485.53,6.17%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/15/2018,4.229,50,,,6/8/2026,,6/8/2026,,,,,5.35%,4.229,50,226.25,5.202,95,2.179,20,3.667,25,68%,23%,4.35%,10.38%,7.64%,61.53%,73.01%,485.53,6.17%,-0.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/16/2018,4.350,00,,,6/15/2026,,6/15/2026,,,,,5.20%,4.350,00,226.25,5.202,95,2.179,20,3.667,25,72%,20%,4.35%,10.38%,7.43%,57.06%,68.22%,485.53,6.17%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/17/2018,4.357,50,,,6/22/2026,,6/22/2026,,,,,5.19%,4.357,50,226.25,5.202,95,2.179,20,3.667,25,72%,19%,4.35%,10.38%,7.41%,56.79%,67.93%,485.53,6.17%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/18/2018,4.340,00,,,6/29/2026,,6/29/2026,,,,,5.21%,4.340,00,226.25,5.202,95,2.179,20,3.667,25,71%,20%,4.35%,10.38%,7.44%,57.42%,68.61%,485.53,6.17%,-0.40%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/21/2018,4.395,00,,,7/6/2026,,7/6/2026,,,,,5.15%,4.395,00,226.25,5.202,95,2.179,20,3.667,25,73%,18%,4.35%,10.38%,7.35%,55.45%,66.50%,485.53,6.17%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/22/2018,4.415,00,,,7/13/2026,,7/13/2026,,,,,5.12%,4.415,00,226.25,5.202,95,2.179,20,3.667,25,74%,18%,4.35%,10.38%,7.32%,54.75%,65.74%,485.53,6.17%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/23/2018,4.275,00,,,7/20/2026,,7/20/2026,,,,,5.29%,4.275,00,226.25,5.202,95,2.179,20,3.667,25,69%,22%,4.35%,10.38%,7.56%,59.81%,71.17%,485.53,6.17%,-3.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/24/2018,4.242,00,,,7/27/2026,,7/27/2026,,,,,5.33%,4.242,00,226.25,5.202,95,2.179,20,3.667,25,68%,23%,4.35%,10.38%,7.61%,61.06%,72.50%,485.53,6.17%,-3.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/25/2018,4.263,50,,,,,,,,,,5.31%,4.263,50,226.25,5.202,95,2.179,20,3.667,25,69%,22%,4.35%,10.38%,7.58%,60.24%,71.63%,485.53,6.17%,-3.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/29/2018,4.215,00,,,,,,,,,,5.37%,4.215,00,226.25,5.202,95,2.179,20,3.667,25,67%,23%,4.35%,10.38%,7.66%,62.09%,73.61%,485.53,6.17%,-4.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,5/30/2018,4.261,50,,,,,,,,,,5.31%,4.261,50,226.25,5.202,95,2.179,20,3.667,25,69%,22%,4.35%,10.38%,7.58%,60.32%,71.71%,485.53,6.17%,-3.48%,,,,,,,,,,,,
