,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,CKN LN,Clarkson PLC,,,,,,,,,,118%,-7%,$4.782,00,$  2.723,59,$   3.417,35,$      4.962,00,$  4.462,29,3.98%,2.11%,2.76%,5.56%,182.79%,199.23%,129%,,,,,,,NO,,,3.82%,1.95%,1.87%,0.03%,62
,,,,,,,,,,,,,,,,,,2020,4/15/2020,2.430,00,,,,,,,,,,3.21%,2.430,00,78.00,3.702,75,2.260,00,2.835,68,12%,52%,2.11%,3.45%,3.87%,96.79%,96.79%,0,2.75%,-29.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/16/2020,2.365,00,,,,,,,,,,3.30%,2.365,00,78.00,3.702,75,2.260,00,2.835,68,7%,57%,2.11%,3.45%,3.97%,102.20%,102.20%,0,2.75%,-31.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/17/2020,2.415,00,,,,,,,,,,3.23%,2.415,00,78.00,3.702,75,2.260,00,2.835,68,11%,53%,2.11%,3.45%,3.89%,98.01%,98.01%,0,2.75%,-30.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/20/2020,2.395,00,,,,,,,,,,3.26%,2.395,00,78.00,3.702,75,2.260,00,2.835,68,9%,55%,2.11%,3.45%,3.92%,99.67%,99.67%,0,2.75%,-30.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/21/2020,2.340,00,,,,,,,,,,3.33%,2.340,00,78.00,3.702,75,2.260,00,2.835,68,6%,58%,2.11%,3.45%,4.02%,104.36%,104.36%,0,2.75%,-32.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/22/2020,2.325,00,,,,,,,,,,3.35%,2.325,00,78.00,3.702,75,2.260,00,2.835,68,5%,59%,2.11%,3.45%,4.04%,105.68%,105.68%,0,2.75%,-32.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/23/2020,2.250,00,,,,,,,,,,3.47%,2.250,00,78.00,3.702,75,2.260,00,2.835,68,-1%,65%,2.11%,3.45%,4.18%,112.53%,112.53%,0,2.75%,-34.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/24/2020,2.225,00,,,,,,,,,,3.51%,2.225,00,78.00,3.702,75,2.260,00,2.835,68,-2%,66%,2.11%,3.45%,4.22%,114.92%,114.92%,0,2.75%,-35.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/27/2020,2.380,00,,,,,,,,,,3.28%,2.380,00,78.00,3.702,75,2.260,00,2.835,68,8%,56%,2.11%,3.45%,3.95%,100.92%,100.92%,0,2.75%,-31.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/28/2020,2.485,00,,,,,,,,,,3.14%,2.485,00,78.00,3.702,75,2.260,00,2.835,68,16%,49%,2.11%,3.45%,3.78%,92.43%,92.43%,0,2.75%,-27.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/29/2020,2.565,00,,,,,,,,,,3.04%,2.565,00,78.00,3.702,75,2.260,00,2.835,68,21%,44%,2.11%,3.45%,3.66%,86.43%,86.43%,0,2.75%,-25.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,4/30/2020,2.495,00,,,,,,,,,,3.13%,2.495,00,78.00,3.702,75,2.260,00,2.835,68,16%,48%,2.11%,3.45%,3.77%,91.66%,91.66%,0,2.75%,-27.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/1/2020,2.500,00,,,,,,,,,,3.12%,2.500,00,78.00,3.702,75,2.260,00,2.835,68,17%,48%,2.11%,3.45%,3.76%,91.28%,91.28%,0,2.75%,-27.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/4/2020,2.455,00,,,,,,,,,,3.18%,2.455,00,78.00,3.702,75,2.260,00,2.835,68,14%,51%,2.11%,3.45%,3.83%,94.79%,94.79%,0,2.75%,-28.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/5/2020,2.415,00,,,,,,,,,,3.23%,2.415,00,78.00,3.702,75,2.260,00,2.835,68,11%,53%,2.11%,3.45%,3.89%,98.01%,98.01%,0,2.75%,-30.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/6/2020,2.335,00,,,,,,,,,,3.34%,2.335,00,78.00,3.702,75,2.260,00,2.835,68,5%,59%,2.11%,3.45%,4.03%,104.80%,104.80%,0,2.75%,-32.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/7/2020,2.400,00,,,,,,,,,,3.25%,2.400,00,78.00,3.702,75,2.260,00,2.835,68,10%,54%,2.11%,3.45%,3.92%,99.25%,99.25%,0,2.75%,-30.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/8/2020,,,,,,,,,,,3.25%,2.400,00,78.00,3.702,75,2.260,00,2.835,68,10%,54%,2.11%,3.45%,3.92%,99.25%,99.25%,0,2.75%,-30.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/11/2020,2.450,00,,,,,,,,,,3.18%,2.450,00,78.00,3.702,75,2.260,00,2.835,68,13%,51%,2.11%,3.45%,3.84%,95.18%,95.18%,0,2.75%,-28.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/12/2020,2.480,00,,,,,,,,,,3.15%,2.480,00,78.00,3.702,75,2.260,00,2.835,68,15%,49%,2.11%,3.45%,3.79%,92.82%,92.82%,0,2.75%,-28.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/13/2020,2.450,00,,,,,,,,,,3.18%,2.450,00,78.00,3.702,75,2.260,00,2.835,68,13%,51%,2.11%,3.45%,3.84%,95.18%,95.18%,0,2.75%,-28.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/14/2020,2.355,00,,,,,,,,,,3.31%,2.355,00,78.00,3.702,75,2.260,00,2.835,68,7%,57%,2.11%,3.45%,3.99%,103.06%,103.06%,0,2.75%,-31.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/15/2020,2.475,00,,,,,,,,,,3.15%,2.475,00,78.00,3.702,75,2.260,00,2.835,68,15%,50%,2.11%,3.45%,3.80%,93.21%,93.21%,0,2.75%,-28.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/18/2020,2.425,00,,,,,,,,,,3.22%,2.425,00,78.00,3.702,75,2.260,00,2.835,68,11%,53%,2.11%,3.45%,3.88%,97.20%,97.20%,0,2.75%,-29.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/19/2020,2.445,00,,,,,,,,,,3.19%,2.445,00,78.00,3.702,75,2.260,00,2.835,68,13%,51%,2.11%,3.45%,3.84%,95.58%,95.58%,0,2.75%,-29.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/20/2020,2.415,00,,,,,,,,,,3.23%,2.415,00,78.00,3.702,75,2.260,00,2.835,68,11%,53%,2.11%,3.45%,3.89%,98.01%,98.01%,0,2.75%,-30.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/21/2020,2.385,00,,,,,,,,,,3.27%,2.385,00,78.00,3.702,75,2.260,00,2.835,68,9%,55%,2.11%,3.45%,3.94%,100.50%,100.50%,0,2.75%,-30.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/22/2020,2.340,00,,,,,,,,,,3.33%,2.340,00,78.00,3.702,75,2.260,00,2.835,68,6%,58%,2.11%,3.45%,4.02%,104.36%,104.36%,0,2.75%,-32.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/25/2020,,,,,,,,,,,3.33%,2.340,00,78.00,3.702,75,2.260,00,2.835,68,6%,58%,2.11%,3.45%,4.02%,104.36%,104.36%,0,2.75%,-32.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/26/2020,2.410,00,,,,,,,,,,3.24%,2.410,00,78.00,3.702,75,2.260,00,2.835,68,10%,54%,2.11%,3.45%,3.90%,98.42%,98.42%,0,2.75%,-30.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/27/2020,2.450,00,,,,,,,,,,3.18%,2.450,00,78.00,3.702,75,2.260,00,2.835,68,13%,51%,2.11%,3.45%,3.84%,95.18%,95.18%,0,2.75%,-28.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/28/2020,2.335,00,,,,,,,,,,3.34%,2.335,00,78.00,3.702,75,2.260,00,2.835,68,5%,59%,2.11%,3.45%,4.03%,104.80%,104.80%,0,2.75%,-32.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,5/29/2020,2.295,00,,,,,,,,,,3.40%,2.295,00,78.00,3.702,75,2.260,00,2.835,68,2%,61%,2.11%,3.45%,4.10%,108.37%,108.37%,0,2.75%,-33.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/1/2020,2.265,00,,,,,,,,,,3.44%,2.265,00,78.00,3.702,75,2.260,00,2.835,68,0%,63%,2.11%,3.45%,4.15%,111.13%,111.13%,0,2.75%,-34.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/2/2020,2.255,00,,,,,,,,,,3.46%,2.255,00,78.00,3.702,75,2.260,00,2.835,68,0%,64%,2.11%,3.45%,4.17%,112.06%,112.06%,0,2.75%,-34.64%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/3/2020,2.370,00,,,,,,,,,,3.29%,2.370,00,78.00,3.702,75,2.260,00,2.835,68,8%,56%,2.11%,3.45%,3.97%,101.77%,101.77%,0,2.75%,-31.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/4/2020,2.380,00,,,,,,,,,,3.28%,2.380,00,78.00,3.702,75,2.260,00,2.835,68,8%,56%,2.11%,3.45%,3.95%,100.92%,100.92%,0,2.75%,-31.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/5/2020,2.495,00,,,,,,,,,,3.13%,2.495,00,78.00,3.702,75,2.260,00,2.835,68,16%,48%,2.11%,3.45%,3.77%,91.66%,91.66%,0,2.75%,-27.68%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/8/2020,2.500,00,,,,,,,,,,3.12%,2.500,00,78.00,3.702,75,2.260,00,2.835,68,17%,48%,2.11%,3.45%,3.76%,91.28%,91.28%,0,2.75%,-27.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/9/2020,2.450,00,,,,,,,,,,3.18%,2.450,00,78.00,3.702,75,2.260,00,2.835,68,13%,51%,2.11%,3.45%,3.84%,95.18%,95.18%,0,2.75%,-28.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/10/2020,2.400,00,,,,,,,,,,3.25%,2.400,00,78.00,3.702,75,2.260,00,2.835,68,10%,54%,2.11%,3.45%,3.92%,99.25%,99.25%,0,2.75%,-30.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/11/2020,2.370,00,,,,,,,,,,3.29%,2.370,00,78.00,3.702,75,2.260,00,2.835,68,8%,56%,2.11%,3.45%,3.97%,101.77%,101.77%,0,2.75%,-31.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/12/2020,2.335,00,,,,,,,,,,3.34%,2.335,00,78.00,3.702,75,2.260,00,2.835,68,5%,59%,2.11%,3.45%,4.03%,104.80%,104.80%,0,2.75%,-32.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/15/2020,2.265,00,,,,,,,,,,3.44%,2.265,00,78.00,3.702,75,2.260,00,2.835,68,0%,63%,2.11%,3.45%,4.15%,111.13%,111.13%,0,2.75%,-34.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/16/2020,2.340,00,,,,,,,,,,3.33%,2.340,00,78.00,3.702,75,2.260,00,2.835,68,6%,58%,2.11%,3.45%,4.02%,104.36%,104.36%,0,2.75%,-32.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/17/2020,2.430,00,,,,,,,,,,3.21%,2.430,00,78.00,3.702,75,2.260,00,2.835,68,12%,52%,2.11%,3.45%,3.87%,96.79%,96.79%,0,2.75%,-29.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/18/2020,2.350,00,,,,,,,,,,3.32%,2.350,00,78.00,3.702,75,2.260,00,2.835,68,6%,58%,2.11%,3.45%,4.00%,103.49%,103.49%,0,2.75%,-31.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/19/2020,2.460,00,,,,,,,,,,3.17%,2.460,00,78.00,3.702,75,2.260,00,2.835,68,14%,51%,2.11%,3.45%,3.82%,94.39%,94.39%,0,2.75%,-28.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/22/2020,2.290,00,,,,,,,,,,3.41%,2.290,00,78.00,3.702,75,2.260,00,2.835,68,2%,62%,2.11%,3.45%,4.10%,108.82%,108.82%,0,2.75%,-33.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/23/2020,2.325,00,,,,,,,,,,3.35%,2.325,00,78.00,3.702,75,2.260,00,2.835,68,5%,59%,2.11%,3.45%,4.04%,105.68%,105.68%,0,2.75%,-32.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/24/2020,2.255,00,,,,,,,,,,3.46%,2.255,00,78.00,3.702,75,2.260,00,2.835,68,0%,64%,2.11%,3.45%,4.17%,112.06%,112.06%,0,2.75%,-34.64%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/25/2020,2.220,00,,,,,,,,,,3.51%,2.220,00,78.00,3.702,75,2.260,00,2.835,68,-3%,67%,2.11%,3.45%,4.23%,115.41%,115.41%,0,2.75%,-35.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/26/2020,2.240,00,,,,,,,,,,3.48%,2.240,00,78.00,3.702,75,2.260,00,2.835,68,-1%,65%,2.11%,3.45%,4.20%,113.48%,113.48%,0,2.75%,-35.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/29/2020,2.265,00,,,,,,,,,,3.44%,2.265,00,78.00,3.702,75,2.260,00,2.835,68,0%,63%,2.11%,3.45%,4.15%,111.13%,111.13%,0,2.75%,-34.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,6/30/2020,2.245,00,,,,,,,,,,3.47%,2.245,00,78.00,3.702,75,2.260,00,2.835,68,-1%,65%,2.11%,3.45%,4.19%,113.01%,113.01%,0,2.75%,-34.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/1/2020,2.260,00,,,,,,,,,,3.45%,2.260,00,78.00,3.702,75,2.260,00,2.835,68,0%,64%,2.11%,3.45%,4.16%,111.59%,111.59%,0,2.75%,-34.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/2/2020,2.300,00,,,,,,,,,,3.39%,2.300,00,78.00,3.702,75,2.260,00,2.835,68,3%,61%,2.11%,3.45%,4.09%,107.91%,107.91%,0,2.75%,-33.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/3/2020,2.375,00,,,,,,,,,,3.28%,2.375,00,78.00,3.702,75,2.260,00,2.835,68,8%,56%,2.11%,3.45%,3.96%,101.35%,101.35%,0,2.75%,-31.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/6/2020,2.295,00,,,,,,,,,,3.40%,2.295,00,78.00,3.702,75,2.260,00,2.835,68,2%,61%,2.11%,3.45%,4.10%,108.37%,108.37%,0,2.75%,-33.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/7/2020,2.250,00,,,,,,,,,,3.47%,2.250,00,78.00,3.702,75,2.260,00,2.835,68,-1%,65%,2.11%,3.45%,4.18%,112.53%,112.53%,0,2.75%,-34.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/8/2020,2.190,00,,,,,,,,,,3.56%,2.190,00,78.00,3.702,75,2.260,00,2.835,68,-5%,69%,2.11%,3.45%,4.29%,118.36%,118.36%,0,2.75%,-36.52%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/9/2020,2.120,00,,,,,,,,,,3.68%,2.120,00,78.00,3.702,75,2.260,00,2.835,68,-10%,75%,2.11%,3.45%,4.43%,125.57%,125.57%,0,2.75%,-38.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/10/2020,2.105,00,,,,,,,,,,3.71%,2.105,00,78.00,3.702,75,2.260,00,2.835,68,-11%,76%,2.11%,3.45%,4.47%,127.17%,127.17%,0,2.75%,-38.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/13/2020,2.140,00,,,,,,,,,,3.64%,2.140,00,78.00,3.702,75,2.260,00,2.835,68,-8%,73%,2.11%,3.45%,4.39%,123.46%,123.46%,0,2.75%,-37.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/14/2020,2.135,00,,,,,,,,,,3.65%,2.135,00,78.00,3.702,75,2.260,00,2.835,68,-9%,73%,2.11%,3.45%,4.40%,123.98%,123.98%,0,2.75%,-38.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/15/2020,2.165,00,,,,,,,,,,3.60%,2.165,00,78.00,3.702,75,2.260,00,2.835,68,-7%,71%,2.11%,3.45%,4.34%,120.88%,120.88%,0,2.75%,-37.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/16/2020,2.130,00,,,,,,,,,,3.66%,2.130,00,78.00,3.702,75,2.260,00,2.835,68,-9%,74%,2.11%,3.45%,4.41%,124.51%,124.51%,0,2.75%,-38.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/17/2020,2.100,00,,,,,,,,,,3.71%,2.100,00,78.00,3.702,75,2.260,00,2.835,68,-11%,76%,2.11%,3.45%,4.48%,127.71%,127.71%,0,2.75%,-39.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/20/2020,2.080,00,,,,,,,,,,3.75%,2.080,00,78.00,3.702,75,2.260,00,2.835,68,-12%,78%,2.11%,3.45%,4.52%,129.90%,129.90%,0,2.75%,-39.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/21/2020,2.075,00,,,,,,,,,,3.76%,2.075,00,78.00,3.702,75,2.260,00,2.835,68,-13%,78%,2.11%,3.45%,4.53%,130.46%,130.46%,0,2.75%,-39.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/22/2020,2.050,00,,,,,,,,,,3.80%,2.050,00,78.00,3.702,75,2.260,00,2.835,68,-15%,81%,2.11%,3.45%,4.59%,133.27%,133.27%,0,2.75%,-40.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/23/2020,2.135,00,,,,,,,,,,3.65%,2.135,00,78.00,3.702,75,2.260,00,2.835,68,-9%,73%,2.11%,3.45%,4.40%,123.98%,123.98%,0,2.75%,-38.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/24/2020,2.125,00,,,,,,,,,,3.67%,2.125,00,78.00,3.702,75,2.260,00,2.835,68,-9%,74%,2.11%,3.45%,4.42%,125.04%,125.04%,0,2.75%,-38.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/27/2020,2.070,00,,,,,,,,,,3.77%,2.070,00,78.00,3.702,75,2.260,00,2.835,68,-13%,79%,2.11%,3.45%,4.54%,131.01%,131.01%,0,2.75%,-40.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/28/2020,2.110,00,,,,,,,,,,3.70%,2.110,00,78.00,3.702,75,2.260,00,2.835,68,-10%,75%,2.11%,3.45%,4.45%,126.64%,126.64%,0,2.75%,-38.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/29/2020,2.090,00,,,,,,,,,,3.73%,2.090,00,78.00,3.702,75,2.260,00,2.835,68,-12%,77%,2.11%,3.45%,4.50%,128.80%,128.80%,0,2.75%,-39.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/30/2020,2.085,00,,,,,,,,,,3.74%,2.085,00,78.00,3.702,75,2.260,00,2.835,68,-12%,78%,2.11%,3.45%,4.51%,129.35%,129.35%,0,2.75%,-39.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,7/31/2020,2.055,00,,,,,,,,,,3.80%,2.055,00,78.00,3.702,75,2.260,00,2.835,68,-14%,80%,2.11%,3.45%,4.57%,132.70%,132.70%,0,2.75%,-40.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/3/2020,2.045,00,,,,,,,,,,3.81%,2.045,00,78.00,3.702,75,2.260,00,2.835,68,-15%,81%,2.11%,3.45%,4.60%,133.84%,133.84%,0,2.75%,-40.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/4/2020,2.095,00,,,,,,,,,,3.72%,2.095,00,78.00,3.702,75,2.260,00,2.835,68,-11%,77%,2.11%,3.45%,4.49%,128.26%,128.26%,0,2.75%,-39.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/5/2020,2.095,00,,,,,,,,,,3.72%,2.095,00,78.00,3.702,75,2.260,00,2.835,68,-11%,77%,2.11%,3.45%,4.49%,128.26%,128.26%,0,2.75%,-39.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/6/2020,2.070,00,,,,,,,,,,3.77%,2.070,00,78.00,3.702,75,2.260,00,2.835,68,-13%,79%,2.11%,3.45%,4.54%,131.01%,131.01%,0,2.75%,-40.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/7/2020,2.100,00,,,,,,,,,,3.71%,2.100,00,78.00,3.702,75,2.260,00,2.835,68,-11%,76%,2.11%,3.45%,4.48%,127.71%,127.71%,0,2.75%,-39.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/10/2020,2.355,00,,,,,,,,,,3.31%,2.355,00,78.00,3.702,75,2.260,00,2.835,68,7%,57%,2.11%,3.45%,3.99%,103.06%,103.06%,0,2.75%,-31.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/11/2020,2.450,00,,,,,,,,,,3.18%,2.450,00,78.00,3.702,75,2.260,00,2.835,68,13%,51%,2.11%,3.45%,3.84%,95.18%,95.18%,0,2.75%,-28.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/12/2020,2.500,00,,,,,,,,,,3.12%,2.500,00,78.00,3.702,75,2.260,00,2.835,68,17%,48%,2.11%,3.45%,3.76%,91.28%,91.28%,0,2.75%,-27.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/13/2020,2.500,00,,,,,,,,,,3.12%,2.500,00,78.00,3.702,75,2.260,00,2.835,68,17%,48%,2.11%,3.45%,3.76%,91.28%,91.28%,0,2.75%,-27.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/14/2020,2.500,00,,,,,,,,,,3.12%,2.500,00,78.00,3.702,75,2.260,00,2.835,68,17%,48%,2.11%,3.45%,3.76%,91.28%,91.28%,0,2.75%,-27.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/17/2020,2.505,00,,,,,,,,,,3.11%,2.505,00,78.00,3.702,75,2.260,00,2.835,68,17%,48%,2.11%,3.45%,3.75%,90.90%,90.90%,0,2.75%,-27.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/18/2020,2.400,00,,,,,,,,,,3.25%,2.400,00,78.00,3.702,75,2.260,00,2.835,68,10%,54%,2.11%,3.45%,3.92%,99.25%,99.25%,0,2.75%,-30.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/19/2020,2.400,00,,,,,,,,,,3.25%,2.400,00,78.00,3.702,75,2.260,00,2.835,68,10%,54%,2.11%,3.45%,3.92%,99.25%,99.25%,0,2.75%,-30.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/20/2020,2.415,00,,,,,,,,,,3.23%,2.415,00,78.00,3.702,75,2.260,00,2.835,68,11%,53%,2.11%,3.45%,3.89%,98.01%,98.01%,0,2.75%,-30.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/21/2020,2.415,00,,,,,,,,,,3.23%,2.415,00,78.00,3.702,75,2.260,00,2.835,68,11%,53%,2.11%,3.45%,3.89%,98.01%,98.01%,0,2.75%,-30.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/24/2020,2.400,00,,,,,,,,,,3.25%,2.400,00,78.00,3.702,75,2.260,00,2.835,68,10%,54%,2.11%,3.45%,3.92%,99.25%,99.25%,0,2.75%,-30.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/25/2020,2.425,00,,,,,,,,,,3.22%,2.425,00,78.00,3.702,75,2.260,00,2.835,68,11%,53%,2.11%,3.45%,3.88%,97.20%,97.20%,0,2.75%,-29.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/26/2020,2.425,00,,,,,,,,,,3.22%,2.425,00,78.00,3.702,75,2.260,00,2.835,68,11%,53%,2.11%,3.45%,3.88%,97.20%,97.20%,0,2.75%,-29.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/27/2020,2.485,00,,,,,,,,,,3.14%,2.485,00,78.00,3.702,75,2.260,00,2.835,68,16%,49%,2.11%,3.45%,3.78%,92.43%,92.43%,0,2.75%,-27.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/28/2020,2.465,00,,,,,,,,,,3.16%,2.465,00,78.00,3.702,75,2.260,00,2.835,68,14%,50%,2.11%,3.45%,3.81%,94.00%,94.00%,0,2.75%,-28.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,8/31/2020,,,,,,,,,,,3.16%,2.465,00,78.00,3.702,75,2.260,00,2.835,68,14%,50%,2.11%,3.45%,3.81%,94.00%,94.00%,0,2.75%,-28.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/1/2020,2.500,00,,,,,,,,,,3.12%,2.500,00,78.00,3.702,75,2.260,00,2.835,68,17%,48%,2.11%,3.45%,3.76%,91.28%,91.28%,0,2.75%,-27.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/2/2020,2.470,00,,,,,,,,,,3.16%,2.470,00,78.00,3.702,75,2.260,00,2.835,68,15%,50%,2.11%,3.45%,3.81%,93.60%,93.60%,0,2.75%,-28.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2020,9/3/2020,2.390,00,,,,,,,,,,3.26%,2.390,00,78.00,3.702,75,2.260,00,2.835,68,9%,55%,2.11%,3.45%,3.93%,100.08%,100.08%,0,2.75%,-30.72%,,,,,,,,,,,,
