,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,ITRK LN,Intertek Group PLC,,,,,,,,,,48%,33%,$5.820,00,$  4.049,97,$   5.516,65,$      6.440,00,$   7.724,51,3.05%,1.41%,2.03%,4.16%,121.46%,132.96%,132%,,,,,,,NO,,,2.94%,1.25%,1.69%,0.03%,56
,,,,,,,,,,,,,,,,,,2017,9/5/2017,5.050,00,,,2/6/2023,,2/6/2023,,,,,1.32%,5.050,00,66.50,4.699,72,2.464,07,3.356,43,116%,-7%,1.41%,2.70%,2.16%,15.25%,20.15%,247.6,1.98%,-1.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,9/6/2017,4.971,00,,,2/13/2023,,2/13/2023,,,,,1.34%,4.971,00,66.50,4.699,72,2.464,07,3.356,43,112%,-5%,1.41%,2.70%,2.20%,17.08%,22.06%,247.6,1.98%,-3.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,9/7/2017,5.000,00,,,2/20/2023,,2/21/2023,,,,,1.33%,5.000,00,66.50,4.699,72,2.464,07,3.356,43,113%,-6%,1.41%,2.70%,2.19%,16.40%,21.35%,247.6,1.98%,-2.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,9/8/2017,5.055,00,,,2/27/2023,,2/27/2023,,,,,1.32%,5.055,00,66.50,4.699,72,2.464,07,3.356,43,116%,-7%,1.41%,2.70%,2.16%,15.13%,20.03%,247.6,1.98%,-1.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,9/11/2017,5.090,00,,,3/6/2023,,3/6/2023,,,,,1.31%,5.090,00,66.50,4.699,72,2.464,07,3.356,43,117%,-8%,1.41%,2.70%,2.15%,14.34%,19.21%,247.6,1.98%,-0.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,9/12/2017,5.015,00,,,3/13/2023,,3/13/2023,,,,,1.33%,5.015,00,66.50,4.699,72,2.464,07,3.356,43,114%,-6%,1.41%,2.70%,2.18%,16.05%,20.99%,247.6,1.98%,-2.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,9/13/2017,4.960,00,,,3/20/2023,,3/20/2023,,,,,1.34%,4.960,00,66.50,4.699,72,2.464,07,3.356,43,112%,-5%,1.41%,2.70%,2.20%,17.34%,22.33%,247.6,1.98%,-3.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,9/14/2017,4.934,00,,,3/27/2023,,3/27/2023,,,,,1.35%,4.934,00,66.50,4.699,72,2.464,07,3.356,43,110%,-5%,1.41%,2.70%,2.22%,17.96%,22.98%,247.6,1.98%,-4.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,9/15/2017,4.857,00,,,4/3/2023,,4/3/2023,,,,,1.37%,4.857,00,66.50,4.699,72,2.464,07,3.356,43,107%,-3%,1.41%,2.70%,2.25%,19.83%,24.92%,247.6,1.98%,-5.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,9/18/2017,4.899,00,,,4/11/2023,,4/10/2023,,,,,1.36%,4.899,00,66.50,4.699,72,2.464,07,3.356,43,109%,-4%,1.41%,2.70%,2.23%,18.80%,23.85%,247.6,1.98%,-4.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,9/19/2017,4.862,00,,,4/17/2023,,4/17/2023,,,,,1.37%,4.862,00,66.50,4.699,72,2.464,07,3.356,43,107%,-3%,1.41%,2.70%,2.25%,19.70%,24.80%,247.6,1.98%,-5.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,9/20/2017,4.882,00,,,4/24/2023,,4/24/2023,,,,,1.36%,4.882,00,66.50,4.699,72,2.464,07,3.356,43,108%,-4%,1.41%,2.70%,2.24%,19.21%,24.29%,247.6,1.98%,-5.02%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,9/21/2017,4.847,00,,,5/2/2023,,5/1/2023,,,,,1.37%,4.847,00,66.50,4.699,72,2.464,07,3.356,43,107%,-3%,1.41%,2.70%,2.26%,20.07%,25.18%,247.6,1.98%,-5.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,9/22/2017,4.896,00,,,5/8/2023,,5/8/2023,,,,,1.36%,4.896,00,66.50,4.699,72,2.464,07,3.356,43,109%,-4%,1.41%,2.70%,2.23%,18.87%,23.93%,247.6,1.98%,-4.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,9/25/2017,4.883,00,,,5/15/2023,,5/15/2023,,,,,1.36%,4.883,00,66.50,4.699,72,2.464,07,3.356,43,108%,-4%,1.41%,2.70%,2.24%,19.19%,24.26%,247.6,1.98%,-5.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,9/26/2017,4.884,00,,,5/22/2023,,5/22/2023,,,,,1.36%,4.884,00,66.50,4.699,72,2.464,07,3.356,43,108%,-4%,1.41%,2.70%,2.24%,19.16%,24.23%,247.6,1.98%,-4.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,9/27/2017,4.872,00,,,5/29/2023,,5/30/2023,,,,,1.36%,4.872,00,66.50,4.699,72,2.464,07,3.356,43,108%,-4%,1.41%,2.70%,2.24%,19.46%,24.54%,247.6,1.98%,-5.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,9/28/2017,4.955,00,,,6/5/2023,,6/5/2023,,,,,1.34%,4.955,00,66.50,4.699,72,2.464,07,3.356,43,111%,-5%,1.41%,2.70%,2.21%,17.46%,22.45%,247.6,1.98%,-3.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,9/29/2017,4.982,00,,,6/12/2023,,6/12/2023,,,,,1.33%,4.982,00,66.50,4.699,72,2.464,07,3.356,43,113%,-6%,1.41%,2.70%,2.19%,16.82%,21.79%,247.6,1.98%,-3.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,10/2/2017,5.050,00,,,6/19/2023,,6/20/2023,,,,,1.32%,5.050,00,66.50,4.699,72,2.464,07,3.356,43,116%,-7%,1.41%,2.70%,2.16%,15.25%,20.15%,247.6,1.98%,-1.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,10/3/2017,5.075,00,,,6/26/2023,,6/26/2023,,,,,1.31%,5.075,00,66.50,4.699,72,2.464,07,3.356,43,117%,-7%,1.41%,2.70%,2.15%,14.68%,19.56%,247.6,1.98%,-1.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,10/4/2017,5.120,00,,,7/3/2023,,7/3/2023,,,,,1.30%,5.120,00,66.50,4.699,72,2.464,07,3.356,43,119%,-8%,1.41%,2.70%,2.13%,13.67%,18.51%,247.6,1.98%,-0.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,10/5/2017,5.115,00,,,7/10/2023,,7/10/2023,,,,,1.30%,5.115,00,66.50,4.699,72,2.464,07,3.356,43,119%,-8%,1.41%,2.70%,2.14%,13.78%,18.62%,247.6,1.98%,-0.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,10/6/2017,5.145,00,,,7/17/2023,,7/17/2023,,,,,1.29%,5.145,00,66.50,4.699,72,2.464,07,3.356,43,120%,-9%,1.41%,2.70%,2.12%,13.12%,17.93%,247.6,1.98%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,10/9/2017,5.170,00,,,7/24/2023,,7/24/2023,,,,,1.29%,5.170,00,66.50,4.699,72,2.464,07,3.356,43,121%,-9%,1.41%,2.70%,2.11%,12.57%,17.36%,247.6,1.98%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,10/10/2017,5.155,00,,,7/31/2023,,7/31/2023,,,,,1.29%,5.155,00,66.50,4.699,72,2.464,07,3.356,43,120%,-9%,1.41%,2.70%,2.12%,12.90%,17.70%,247.6,1.98%,-0.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,10/11/2017,5.155,00,,,8/7/2023,,8/7/2023,,,,,1.29%,5.155,00,66.50,4.699,72,2.464,07,3.356,43,120%,-9%,1.41%,2.70%,2.12%,12.90%,17.70%,247.6,1.98%,-0.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,10/12/2017,5.210,00,,,8/14/2023,,8/14/2023,,,,,1.28%,5.210,00,66.50,4.699,72,2.464,07,3.356,43,123%,-10%,1.41%,2.70%,2.10%,11.71%,16.46%,247.6,1.98%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,10/13/2017,5.205,00,,,8/21/2023,,8/21/2023,,,,,1.28%,5.205,00,66.50,4.699,72,2.464,07,3.356,43,123%,-10%,1.41%,2.70%,2.10%,11.82%,16.57%,247.6,1.98%,-0.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,10/16/2017,5.200,00,,,8/28/2023,,8/28/2023,,,,,1.28%,5.200,00,66.50,4.699,72,2.464,07,3.356,43,122%,-10%,1.41%,2.70%,2.10%,11.92%,16.68%,247.6,1.98%,-0.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,10/17/2017,5.125,00,,,9/4/2023,,9/5/2023,,,,,1.30%,5.125,00,66.50,4.699,72,2.464,07,3.356,43,119%,-8%,1.41%,2.70%,2.13%,13.56%,18.39%,247.6,1.98%,-1.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,10/18/2017,5.170,00,,,9/11/2023,,9/11/2023,,,,,1.29%,5.170,00,66.50,4.699,72,2.464,07,3.356,43,121%,-9%,1.41%,2.70%,2.11%,12.57%,17.36%,247.6,1.98%,-0.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,10/19/2017,5.165,00,,,9/18/2023,,9/18/2023,,,,,1.29%,5.165,00,66.50,4.699,72,2.464,07,3.356,43,121%,-9%,1.41%,2.70%,2.12%,12.68%,17.48%,247.6,1.98%,-0.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,10/20/2017,5.135,00,,,9/25/2023,,9/25/2023,,,,,1.30%,5.135,00,66.50,4.699,72,2.464,07,3.356,43,119%,-8%,1.41%,2.70%,2.13%,13.34%,18.16%,247.6,1.98%,-1.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,10/23/2017,5.160,00,,,10/2/2023,,10/2/2023,,,,,1.29%,5.160,00,66.50,4.699,72,2.464,07,3.356,43,121%,-9%,1.41%,2.70%,2.12%,12.79%,17.59%,247.6,1.98%,-0.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,10/24/2017,5.185,00,,,10/9/2023,,10/9/2023,,,,,1.28%,5.185,00,66.50,4.699,72,2.464,07,3.356,43,122%,-9%,1.41%,2.70%,2.11%,12.25%,17.02%,247.6,1.98%,-0.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,10/25/2017,5.225,00,,,10/16/2023,,10/16/2023,,,,,1.27%,5.225,00,66.50,4.699,72,2.464,07,3.356,43,123%,-10%,1.41%,2.70%,2.09%,11.39%,16.13%,247.6,1.98%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,10/26/2017,5.270,00,,,10/23/2023,,10/23/2023,,,,,1.26%,5.270,00,66.50,4.699,72,2.464,07,3.356,43,126%,-11%,1.41%,2.70%,2.07%,10.44%,15.13%,247.6,1.98%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,10/27/2017,5.300,00,,,10/30/2023,,10/30/2023,,,,,1.25%,5.300,00,66.50,4.699,72,2.464,07,3.356,43,127%,-11%,1.41%,2.70%,2.06%,9.81%,14.48%,247.6,1.98%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,10/30/2017,5.350,00,,,11/6/2023,,11/6/2023,,,,,1.24%,5.350,00,66.50,4.699,72,2.464,07,3.356,43,129%,-12%,1.41%,2.70%,2.04%,8.79%,13.41%,247.6,1.98%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,10/31/2017,5.425,00,,,11/13/2023,,11/13/2023,,,,,1.23%,5.425,00,66.50,4.699,72,2.464,07,3.356,43,132%,-13%,1.41%,2.70%,2.01%,7.28%,11.85%,247.6,1.98%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/1/2017,5.325,00,,,11/20/2023,,11/20/2023,,,,,1.25%,5.325,00,66.50,4.699,72,2.464,07,3.356,43,128%,-12%,1.41%,2.70%,2.05%,9.30%,13.95%,247.6,1.98%,-1.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/2/2017,5.320,00,,,11/27/2023,,11/27/2023,,,,,1.25%,5.320,00,66.50,4.699,72,2.464,07,3.356,43,128%,-12%,1.41%,2.70%,2.05%,9.40%,14.05%,247.6,1.98%,-1.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/3/2017,5.370,00,,,12/4/2023,,12/4/2023,,,,,1.24%,5.370,00,66.50,4.699,72,2.464,07,3.356,43,130%,-12%,1.41%,2.70%,2.04%,8.38%,12.99%,247.6,1.98%,-1.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/6/2017,5.360,00,,,12/11/2023,,12/11/2023,,,,,1.24%,5.360,00,66.50,4.699,72,2.464,07,3.356,43,130%,-12%,1.41%,2.70%,2.04%,8.58%,13.20%,247.6,1.98%,-1.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/7/2017,5.385,00,,,12/18/2023,,12/18/2023,,,,,1.23%,5.385,00,66.50,4.699,72,2.464,07,3.356,43,131%,-13%,1.41%,2.70%,2.03%,8.08%,12.68%,247.6,1.98%,-0.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/8/2017,5.350,00,,,12/26/2023,,12/26/2023,,,,,1.24%,5.350,00,66.50,4.699,72,2.464,07,3.356,43,129%,-12%,1.41%,2.70%,2.04%,8.79%,13.41%,247.6,1.98%,-1.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/9/2017,5.350,00,,,1/2/2024,,1/2/2024,,,,,1.24%,5.350,00,66.50,4.699,72,2.464,07,3.356,43,129%,-12%,1.41%,2.70%,2.04%,8.79%,13.41%,247.6,1.98%,-1.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/10/2017,5.365,00,,,1/8/2024,,1/8/2024,,,,,1.24%,5.365,00,66.50,4.699,72,2.464,07,3.356,43,130%,-12%,1.41%,2.70%,2.04%,8.48%,13.10%,247.6,1.98%,-1.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/13/2017,5.340,00,,,1/15/2024,,1/16/2024,,,,,1.25%,5.340,00,66.50,4.699,72,2.464,07,3.356,43,129%,-12%,1.41%,2.70%,2.05%,8.99%,13.63%,247.6,1.98%,-1.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/14/2017,5.330,00,,,1/22/2024,,1/22/2024,,,,,1.25%,5.330,00,66.50,4.699,72,2.464,07,3.356,43,128%,-12%,1.41%,2.70%,2.05%,9.19%,13.84%,247.6,1.98%,-1.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/15/2017,5.305,00,,,1/29/2024,,1/29/2024,,,,,1.25%,5.305,00,66.50,4.699,72,2.464,07,3.356,43,127%,-11%,1.41%,2.70%,2.06%,9.71%,14.38%,247.6,1.98%,-2.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/16/2017,5.330,00,,,2/5/2024,,2/5/2024,,,,,1.25%,5.330,00,66.50,4.699,72,2.464,07,3.356,43,128%,-12%,1.41%,2.70%,2.05%,9.19%,13.84%,247.6,1.98%,-1.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/17/2017,5.315,00,,,2/12/2024,,2/12/2024,,,,,1.25%,5.315,00,66.50,4.699,72,2.464,07,3.356,43,128%,-12%,1.41%,2.70%,2.06%,9.50%,14.16%,247.6,1.98%,-2.03%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/20/2017,5.405,00,,,2/19/2024,,2/20/2024,,,,,1.23%,5.405,00,66.50,4.699,72,2.464,07,3.356,43,132%,-13%,1.41%,2.70%,2.02%,7.68%,12.26%,247.6,1.98%,-0.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/21/2017,5.175,00,,,2/26/2024,,2/26/2024,,,,,1.29%,5.175,00,66.50,4.699,72,2.464,07,3.356,43,121%,-9%,1.41%,2.70%,2.11%,12.46%,17.25%,247.6,1.98%,-4.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/22/2017,5.165,00,,,3/4/2024,,3/4/2024,,,,,1.29%,5.165,00,66.50,4.699,72,2.464,07,3.356,43,121%,-9%,1.41%,2.70%,2.12%,12.68%,17.48%,247.6,1.98%,-4.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/23/2017,5.170,00,,,3/11/2024,,3/11/2024,,,,,1.29%,5.170,00,66.50,4.699,72,2.464,07,3.356,43,121%,-9%,1.41%,2.70%,2.11%,12.57%,17.36%,247.6,1.98%,-4.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/24/2017,5.150,00,,,3/18/2024,,3/18/2024,,,,,1.29%,5.150,00,66.50,4.699,72,2.464,07,3.356,43,120%,-9%,1.41%,2.70%,2.12%,13.01%,17.82%,247.6,1.98%,-5.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/27/2017,5.230,00,,,3/25/2024,,3/25/2024,,,,,1.27%,5.230,00,66.50,4.699,72,2.464,07,3.356,43,124%,-10%,1.41%,2.70%,2.09%,11.28%,16.02%,247.6,1.98%,-3.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/28/2017,5.230,00,,,4/2/2024,,4/1/2024,,,,,1.27%,5.230,00,66.50,4.699,72,2.464,07,3.356,43,124%,-10%,1.41%,2.70%,2.09%,11.28%,16.02%,247.6,1.98%,-3.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/29/2017,5.225,00,,,4/8/2024,,4/8/2024,,,,,1.27%,5.225,00,66.50,4.699,72,2.464,07,3.356,43,123%,-10%,1.41%,2.70%,2.09%,11.39%,16.13%,247.6,1.98%,-3.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,11/30/2017,5.230,00,,,4/15/2024,,4/15/2024,,,,,1.27%,5.230,00,66.50,4.699,72,2.464,07,3.356,43,124%,-10%,1.41%,2.70%,2.09%,11.28%,16.02%,247.6,1.98%,-3.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/1/2017,5.175,00,,,4/22/2024,,4/22/2024,,,,,1.29%,5.175,00,66.50,4.699,72,2.464,07,3.356,43,121%,-9%,1.41%,2.70%,2.11%,12.46%,17.25%,247.6,1.98%,-4.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/4/2017,5.220,00,,,4/29/2024,,4/29/2024,,,,,1.27%,5.220,00,66.50,4.699,72,2.464,07,3.356,43,123%,-10%,1.41%,2.70%,2.09%,11.49%,16.24%,247.6,1.98%,-3.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/5/2017,5.190,00,,,5/6/2024,,5/6/2024,,,,,1.28%,5.190,00,66.50,4.699,72,2.464,07,3.356,43,122%,-9%,1.41%,2.70%,2.11%,12.14%,16.91%,247.6,1.98%,-4.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/6/2017,5.165,00,,,5/13/2024,,5/13/2024,,,,,1.29%,5.165,00,66.50,4.699,72,2.464,07,3.356,43,121%,-9%,1.41%,2.70%,2.12%,12.68%,17.48%,247.6,1.98%,-4.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/7/2017,5.140,00,,,5/20/2024,,5/20/2024,,,,,1.29%,5.140,00,66.50,4.699,72,2.464,07,3.356,43,120%,-9%,1.41%,2.70%,2.13%,13.23%,18.05%,247.6,1.98%,-5.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/8/2017,5.050,00,,,5/27/2024,,5/28/2024,,,,,1.32%,5.050,00,66.50,4.699,72,2.464,07,3.356,43,116%,-7%,1.41%,2.70%,2.16%,15.25%,20.15%,247.6,1.98%,-6.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/11/2017,5.030,00,,,6/3/2024,,6/3/2024,,,,,1.32%,5.030,00,66.50,4.699,72,2.464,07,3.356,43,115%,-7%,1.41%,2.70%,2.17%,15.71%,20.63%,247.6,1.98%,-7.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/12/2017,5.030,00,,,6/10/2024,,6/10/2024,,,,,1.32%,5.030,00,66.50,4.699,72,2.464,07,3.356,43,115%,-7%,1.41%,2.70%,2.17%,15.71%,20.63%,247.6,1.98%,-7.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/13/2017,5.110,00,,,6/17/2024,,6/17/2024,,,,,1.30%,5.110,00,66.50,4.699,72,2.464,07,3.356,43,118%,-8%,1.41%,2.70%,2.14%,13.89%,18.74%,247.6,1.98%,-5.81%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/14/2017,5.020,00,,,6/24/2024,,6/24/2024,,,,,1.32%,5.020,00,66.50,4.699,72,2.464,07,3.356,43,114%,-6%,1.41%,2.70%,2.18%,15.94%,20.87%,247.6,1.98%,-7.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/15/2017,5.045,00,,,7/1/2024,,7/1/2024,,,,,1.32%,5.045,00,66.50,4.699,72,2.464,07,3.356,43,115%,-7%,1.41%,2.70%,2.17%,15.36%,20.27%,247.6,1.98%,-7.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/18/2017,5.100,00,,,7/8/2024,,7/8/2024,,,,,1.30%,5.100,00,66.50,4.699,72,2.464,07,3.356,43,118%,-8%,1.41%,2.70%,2.14%,14.12%,18.97%,247.6,1.98%,-5.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/19/2017,5.105,00,,,7/15/2024,,7/15/2024,,,,,1.30%,5.105,00,66.50,4.699,72,2.464,07,3.356,43,118%,-8%,1.41%,2.70%,2.14%,14.01%,18.86%,247.6,1.98%,-5.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/20/2017,5.135,00,,,7/22/2024,,7/22/2024,,,,,1.30%,5.135,00,66.50,4.699,72,2.464,07,3.356,43,119%,-8%,1.41%,2.70%,2.13%,13.34%,18.16%,247.6,1.98%,-5.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/21/2017,5.175,00,,,7/29/2024,,7/29/2024,,,,,1.29%,5.175,00,66.50,4.699,72,2.464,07,3.356,43,121%,-9%,1.41%,2.70%,2.11%,12.46%,17.25%,247.6,1.98%,-4.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/22/2017,5.165,00,,,8/5/2024,,8/5/2024,,,,,1.29%,5.165,00,66.50,4.699,72,2.464,07,3.356,43,121%,-9%,1.41%,2.70%,2.12%,12.68%,17.48%,247.6,1.98%,-4.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/27/2017,5.150,00,,,8/12/2024,,8/12/2024,,,,,1.29%,5.150,00,66.50,4.699,72,2.464,07,3.356,43,120%,-9%,1.41%,2.70%,2.12%,13.01%,17.82%,247.6,1.98%,-5.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/28/2017,5.145,00,,,8/19/2024,,8/19/2024,,,,,1.29%,5.145,00,66.50,4.699,72,2.464,07,3.356,43,120%,-9%,1.41%,2.70%,2.12%,13.12%,17.93%,247.6,1.98%,-5.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2017,12/29/2017,5.190,00,,,8/26/2024,,8/26/2024,,,,,1.28%,5.190,00,66.50,4.699,72,2.464,07,3.356,43,122%,-9%,1.41%,2.70%,2.11%,12.14%,16.91%,247.6,1.98%,-4.33%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/2/2018,5.122,00,,,9/2/2024,,9/3/2024,,,,,1.56%,5.122,00,79.70,5.632,60,2.953,18,4.022,67,81%,10%,1.41%,2.70%,2.13%,13.63%,17.16%,181.1,1.98%,-5.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/3/2018,5.202,00,,,9/9/2024,,9/9/2024,,,,,1.53%,5.202,00,79.70,5.632,60,2.953,18,4.022,67,84%,8%,1.41%,2.70%,2.10%,11.88%,15.36%,181.1,1.98%,-4.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/4/2018,5.254,00,,,9/16/2024,,9/16/2024,,,,,1.52%,5.254,00,79.70,5.632,60,2.953,18,4.022,67,86%,7%,1.41%,2.70%,2.08%,10.77%,14.22%,181.1,1.98%,-3.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/5/2018,5.318,00,,,9/23/2024,,9/23/2024,,,,,1.50%,5.318,00,79.70,5.632,60,2.953,18,4.022,67,88%,6%,1.41%,2.70%,2.06%,9.44%,12.85%,181.1,1.98%,-1.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/8/2018,5.284,00,,,9/30/2024,,9/30/2024,,,,,1.51%,5.284,00,79.70,5.632,60,2.953,18,4.022,67,87%,7%,1.41%,2.70%,2.07%,10.14%,13.57%,181.1,1.98%,-2.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/9/2018,5.274,00,,,10/7/2024,,10/7/2024,,,,,1.51%,5.274,00,79.70,5.632,60,2.953,18,4.022,67,87%,7%,1.41%,2.70%,2.07%,10.35%,13.79%,181.1,1.98%,-2.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/10/2018,5.218,00,,,10/14/2024,,10/14/2024,,,,,1.53%,5.218,00,79.70,5.632,60,2.953,18,4.022,67,85%,8%,1.41%,2.70%,2.09%,11.54%,15.01%,181.1,1.98%,-3.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/11/2018,5.208,00,,,10/21/2024,,10/21/2024,,,,,1.53%,5.208,00,79.70,5.632,60,2.953,18,4.022,67,84%,8%,1.41%,2.70%,2.10%,11.75%,15.23%,181.1,1.98%,-4.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/12/2018,5.212,00,,,10/28/2024,,10/28/2024,,,,,1.53%,5.212,00,79.70,5.632,60,2.953,18,4.022,67,84%,8%,1.41%,2.70%,2.10%,11.67%,15.14%,181.1,1.98%,-3.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,1/15/2018,5.188,00,,,11/4/2024,,11/4/2024,,,,,1.54%,5.188,00,79.70,5.632,60,2.953,18,4.022,67,83%,9%,1.41%,2.70%,2.11%,12.18%,15.67%,181.1,1.98%,-4.37%,,,,,,,,,,,,
