,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,CWK LN,Cranswick PLC,,,,,,,,,,107%,-3%,$5.480,00,$   3.204,17,$  4.520,00,$      5.690,00,$  5.340,43,2.95%,1.53%,1.90%,4.31%,189.95%,200.33%,126%,,,,,,,NO,,,2.79%,1.44%,1.35%,0.02%,68
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,0.00%,,Cranswick PLC - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,90%,NO,2.54%,11/10/2017,,,,,,,,,,$  4.520,00,-18%,1.49%,$  5.340,43,$   2.162,94,$       1.890,00,$   1.533,28,1.38%,2.54%,1.80%,1.43%,-3.69%,-3.69%,-21%,,,,5Y CAGR,2.71%,,Cranswick PLC - Returns (%),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10Y CAGR,7.65%,,Cranswick PLC - Yield On Cost (YOC),,,,,,,
,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Cranswick PLC - Rating: 107% - Upside: -3%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2021,8/27/2021,3.980,00,,,,,,,,,,1.79%,3.980,00,71.30,4.672,06,2.803,16,3.954,31,63%,17%,1.53%,2.54%,2.05%,37.69%,37.69%,0,1.80%,-4.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,8/30/2021,,,,,,,,,,,1.79%,3.980,00,71.30,4.672,06,2.803,16,3.954,31,63%,17%,1.53%,2.54%,2.05%,37.69%,37.69%,0,1.80%,-4.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,8/31/2021,3.966,00,,,,,,,,,,1.80%,3.966,00,71.30,4.672,06,2.803,16,3.954,31,62%,18%,1.53%,2.54%,2.05%,38.17%,38.17%,0,1.80%,-4.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,9/1/2021,4.014,00,,,,,,,,,,1.78%,4.014,00,71.30,4.672,06,2.803,16,3.954,31,65%,16%,1.53%,2.54%,2.03%,36.52%,36.52%,0,1.80%,-3.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,9/2/2021,3.978,00,,,,,,,,,,1.79%,3.978,00,71.30,4.672,06,2.803,16,3.954,31,63%,17%,1.53%,2.54%,2.05%,37.76%,37.76%,0,1.80%,-4.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,9/3/2021,4.006,00,,,,,,,,,,1.78%,4.006,00,71.30,4.672,06,2.803,16,3.954,31,64%,17%,1.53%,2.54%,2.03%,36.79%,36.79%,0,1.80%,-3.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,9/6/2021,4.022,00,,,,,,,,,,1.77%,4.022,00,71.30,4.672,06,2.803,16,3.954,31,65%,16%,1.53%,2.54%,2.03%,36.25%,36.25%,0,1.80%,-3.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,9/7/2021,3.990,00,,,,,,,,,,1.79%,3.990,00,71.30,4.672,06,2.803,16,3.954,31,64%,17%,1.53%,2.54%,2.04%,37.34%,37.34%,0,1.80%,-3.81%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,9/8/2021,3.970,00,,,,,,,,,,1.80%,3.970,00,71.30,4.672,06,2.803,16,3.954,31,62%,18%,1.53%,2.54%,2.05%,38.04%,38.04%,0,1.80%,-4.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,9/9/2021,3.914,00,,,,,,,,,,1.82%,3.914,00,71.30,4.672,06,2.803,16,3.954,31,59%,19%,1.53%,2.54%,2.08%,40.01%,40.01%,0,1.80%,-5.64%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,9/10/2021,3.916,00,,,,,,,,,,1.82%,3.916,00,71.30,4.672,06,2.803,16,3.954,31,60%,19%,1.53%,2.54%,2.08%,39.94%,39.94%,0,1.80%,-5.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,9/13/2021,3.878,00,,,,,,,,,,1.84%,3.878,00,71.30,4.672,06,2.803,16,3.954,31,58%,20%,1.53%,2.54%,2.10%,41.31%,41.31%,0,1.80%,-6.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,9/14/2021,3.818,00,,,,,,,,,,1.87%,3.818,00,71.30,4.672,06,2.803,16,3.954,31,54%,22%,1.53%,2.54%,2.13%,43.53%,43.53%,0,1.80%,-7.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,9/15/2021,3.770,00,,,,,,,,,,1.89%,3.770,00,71.30,4.672,06,2.803,16,3.954,31,52%,24%,1.53%,2.54%,2.16%,45.36%,45.36%,0,1.80%,-9.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,9/16/2021,3.818,00,,,,,,,,,,1.87%,3.818,00,71.30,4.672,06,2.803,16,3.954,31,54%,22%,1.53%,2.54%,2.13%,43.53%,43.53%,0,1.80%,-7.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,9/17/2021,3.746,00,,,,,,,,,,1.90%,3.746,00,71.30,4.672,06,2.803,16,3.954,31,50%,25%,1.53%,2.54%,2.18%,46.29%,46.29%,0,1.80%,-9.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,9/20/2021,3.608,00,,,,,,,,,,1.98%,3.608,00,71.30,4.672,06,2.803,16,3.954,31,43%,29%,1.53%,2.54%,2.26%,51.88%,51.88%,0,1.80%,-13.02%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,9/21/2021,3.700,00,,,,,,,,,,1.93%,3.700,00,71.30,4.672,06,2.803,16,3.954,31,48%,26%,1.53%,2.54%,2.20%,48.11%,48.11%,0,1.80%,-10.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,9/22/2021,3.718,00,,,,,,,,,,1.92%,3.718,00,71.30,4.672,06,2.803,16,3.954,31,49%,26%,1.53%,2.54%,2.19%,47.39%,47.39%,0,1.80%,-10.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,9/23/2021,3.720,00,,,,,,,,,,1.92%,3.720,00,71.30,4.672,06,2.803,16,3.954,31,49%,26%,1.53%,2.54%,2.19%,47.31%,47.31%,0,1.80%,-10.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,9/24/2021,3.658,00,,,,,,,,,,1.95%,3.658,00,71.30,4.672,06,2.803,16,3.954,31,46%,28%,1.53%,2.54%,2.23%,49.81%,49.81%,0,1.80%,-11.81%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,9/27/2021,3.624,00,,,,,,,,,,1.97%,3.624,00,71.30,4.672,06,2.803,16,3.954,31,44%,29%,1.53%,2.54%,2.25%,51.21%,51.21%,0,1.80%,-12.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,9/28/2021,3.610,00,,,,,,,,,,1.98%,3.610,00,71.30,4.672,06,2.803,16,3.954,31,43%,29%,1.53%,2.54%,2.26%,51.80%,51.80%,0,1.80%,-12.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,9/29/2021,3.610,00,,,,,,,,,,1.98%,3.610,00,71.30,4.672,06,2.803,16,3.954,31,43%,29%,1.53%,2.54%,2.26%,51.80%,51.80%,0,1.80%,-12.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,9/30/2021,3.572,00,,,,,,,,,,2.00%,3.572,00,71.30,4.672,06,2.803,16,3.954,31,41%,31%,1.53%,2.54%,2.28%,53.42%,53.42%,0,1.80%,-13.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,10/1/2021,3.528,00,,,,,,,,,,2.02%,3.528,00,71.30,4.672,06,2.803,16,3.954,31,39%,32%,1.53%,2.54%,2.31%,55.33%,55.33%,0,1.80%,-14.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,10/4/2021,3.524,00,,,,,,,,,,2.02%,3.524,00,71.30,4.672,06,2.803,16,3.954,31,39%,33%,1.53%,2.54%,2.31%,55.51%,55.51%,0,1.80%,-15.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,10/5/2021,3.508,00,,,,,,,,,,2.03%,3.508,00,71.30,4.672,06,2.803,16,3.954,31,38%,33%,1.53%,2.54%,2.32%,56.21%,56.21%,0,1.80%,-15.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,10/6/2021,3.502,00,,,,,,,,,,2.04%,3.502,00,71.30,4.672,06,2.803,16,3.954,31,37%,33%,1.53%,2.54%,2.33%,56.48%,56.48%,0,1.80%,-15.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,10/7/2021,3.516,00,,,,,,,,,,2.03%,3.516,00,71.30,4.672,06,2.803,16,3.954,31,38%,33%,1.53%,2.54%,2.32%,55.86%,55.86%,0,1.80%,-15.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,10/8/2021,3.496,00,,,,,,,,,,2.04%,3.496,00,71.30,4.672,06,2.803,16,3.954,31,37%,34%,1.53%,2.54%,2.33%,56.75%,56.75%,0,1.80%,-15.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,10/11/2021,3.492,00,,,,,,,,,,2.04%,3.492,00,71.30,4.672,06,2.803,16,3.954,31,37%,34%,1.53%,2.54%,2.33%,56.93%,56.93%,0,1.80%,-15.81%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,10/12/2021,3.494,00,,,,,,,,,,2.04%,3.494,00,71.30,4.672,06,2.803,16,3.954,31,37%,34%,1.53%,2.54%,2.33%,56.84%,56.84%,0,1.80%,-15.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,10/13/2021,3.494,00,,,,,,,,,,2.04%,3.494,00,71.30,4.672,06,2.803,16,3.954,31,37%,34%,1.53%,2.54%,2.33%,56.84%,56.84%,0,1.80%,-15.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,10/14/2021,3.508,00,,,,,,,,,,2.03%,3.508,00,71.30,4.672,06,2.803,16,3.954,31,38%,33%,1.53%,2.54%,2.32%,56.21%,56.21%,0,1.80%,-15.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,10/15/2021,3.510,00,,,,,,,,,,2.03%,3.510,00,71.30,4.672,06,2.803,16,3.954,31,38%,33%,1.53%,2.54%,2.32%,56.13%,56.13%,0,1.80%,-15.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,10/18/2021,3.546,00,,,,,,,,,,2.01%,3.546,00,71.30,4.672,06,2.803,16,3.954,31,40%,32%,1.53%,2.54%,2.30%,54.54%,54.54%,0,1.80%,-14.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,10/19/2021,3.518,00,,,,,,,,,,2.03%,3.518,00,71.30,4.672,06,2.803,16,3.954,31,38%,33%,1.53%,2.54%,2.32%,55.77%,55.77%,0,1.80%,-15.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,10/20/2021,3.500,00,,,,,,,,,,2.04%,3.500,00,71.30,4.672,06,2.803,16,3.954,31,37%,33%,1.53%,2.54%,2.33%,56.57%,56.57%,0,1.80%,-15.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,10/21/2021,3.484,00,,,,,,,,,,2.05%,3.484,00,71.30,4.672,06,2.803,16,3.954,31,36%,34%,1.53%,2.54%,2.34%,57.29%,57.29%,0,1.80%,-16.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,10/22/2021,3.452,00,,,,,,,,,,2.07%,3.452,00,71.30,4.672,06,2.803,16,3.954,31,35%,35%,1.53%,2.54%,2.36%,58.75%,58.75%,0,1.80%,-16.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,10/25/2021,3.440,00,,,,,,,,,,2.07%,3.440,00,71.30,4.672,06,2.803,16,3.954,31,34%,36%,1.53%,2.54%,2.37%,59.30%,59.30%,0,1.80%,-17.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,10/26/2021,3.428,00,,,,,,,,,,2.08%,3.428,00,71.30,4.672,06,2.803,16,3.954,31,33%,36%,1.53%,2.54%,2.38%,59.86%,59.86%,0,1.80%,-17.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,10/27/2021,3.452,00,,,,,,,,,,2.07%,3.452,00,71.30,4.672,06,2.803,16,3.954,31,35%,35%,1.53%,2.54%,2.36%,58.75%,58.75%,0,1.80%,-16.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,10/28/2021,3.422,00,,,,,,,,,,2.08%,3.422,00,71.30,4.672,06,2.803,16,3.954,31,33%,37%,1.53%,2.54%,2.38%,60.14%,60.14%,0,1.80%,-17.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,10/29/2021,3.460,00,,,,,,,,,,2.06%,3.460,00,71.30,4.672,06,2.803,16,3.954,31,35%,35%,1.53%,2.54%,2.36%,58.38%,58.38%,0,1.80%,-16.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/1/2021,3.518,00,,,,,,,,,,2.03%,3.518,00,71.30,4.672,06,2.803,16,3.954,31,38%,33%,1.53%,2.54%,2.32%,55.77%,55.77%,0,1.80%,-15.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/2/2021,3.540,00,,,,,,,,,,2.01%,3.540,00,71.30,4.672,06,2.803,16,3.954,31,39%,32%,1.53%,2.54%,2.30%,54.80%,54.80%,0,1.80%,-14.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/3/2021,3.484,00,,,,,,,,,,2.05%,3.484,00,71.30,4.672,06,2.803,16,3.954,31,36%,34%,1.53%,2.54%,2.34%,57.29%,57.29%,0,1.80%,-16.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/4/2021,3.530,00,,,,,,,,,,2.02%,3.530,00,71.30,4.672,06,2.803,16,3.954,31,39%,32%,1.53%,2.54%,2.31%,55.24%,55.24%,0,1.80%,-14.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/5/2021,3.488,00,,,,,,,,,,2.04%,3.488,00,71.30,4.672,06,2.803,16,3.954,31,37%,34%,1.53%,2.54%,2.34%,57.11%,57.11%,0,1.80%,-15.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/8/2021,3.436,00,,,,,,,,,,2.08%,3.436,00,71.30,4.672,06,2.803,16,3.954,31,34%,36%,1.53%,2.54%,2.37%,59.49%,59.49%,0,1.80%,-17.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/9/2021,3.466,00,,,,,,,,,,2.06%,3.466,00,71.30,4.672,06,2.803,16,3.954,31,35%,35%,1.53%,2.54%,2.35%,58.11%,58.11%,0,1.80%,-16.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/10/2021,3.524,00,,,,,,,,,,2.02%,3.524,00,71.30,4.672,06,2.803,16,3.954,31,39%,33%,1.53%,2.54%,2.31%,55.51%,55.51%,0,1.80%,-15.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/11/2021,3.560,00,,,,,,,,,,2.00%,3.560,00,71.30,4.672,06,2.803,16,3.954,31,40%,31%,1.53%,2.54%,2.29%,53.93%,53.93%,0,1.80%,-14.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/12/2021,3.600,00,,,,,,,,,,1.98%,3.600,00,71.30,4.672,06,2.803,16,3.954,31,43%,30%,1.53%,2.54%,2.26%,52.22%,52.22%,0,1.80%,-13.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/15/2021,3.620,00,,,,,,,,,,1.97%,3.620,00,71.30,4.672,06,2.803,16,3.954,31,44%,29%,1.53%,2.54%,2.25%,51.38%,51.38%,0,1.80%,-12.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/16/2021,3.614,00,,,,,,,,,,1.97%,3.614,00,71.30,4.672,06,2.803,16,3.954,31,43%,29%,1.53%,2.54%,2.26%,51.63%,51.63%,0,1.80%,-12.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/17/2021,3.582,00,,,,,,,,,,1.99%,3.582,00,71.30,4.672,06,2.803,16,3.954,31,42%,30%,1.53%,2.54%,2.28%,52.99%,52.99%,0,1.80%,-13.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/18/2021,3.636,00,,,,,,,,,,1.96%,3.636,00,71.30,4.672,06,2.803,16,3.954,31,45%,28%,1.53%,2.54%,2.24%,50.72%,50.72%,0,1.80%,-12.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/19/2021,3.662,00,,,,,,,,,,1.95%,3.662,00,71.30,4.672,06,2.803,16,3.954,31,46%,28%,1.53%,2.54%,2.23%,49.65%,49.65%,0,1.80%,-11.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/22/2021,3.632,00,,,,,,,,,,1.96%,3.632,00,71.30,4.672,06,2.803,16,3.954,31,44%,29%,1.53%,2.54%,2.24%,50.88%,50.88%,0,1.80%,-12.44%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/23/2021,3.672,00,,,,,,,,,,1.94%,3.672,00,71.30,4.672,06,2.803,16,3.954,31,46%,27%,1.53%,2.54%,2.22%,49.24%,49.24%,0,1.80%,-11.48%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/24/2021,3.488,00,,,,,,,,,,2.04%,3.488,00,71.30,4.672,06,2.803,16,3.954,31,37%,34%,1.53%,2.54%,2.34%,57.11%,57.11%,0,1.80%,-15.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/25/2021,3.550,00,,,,,,,,,,2.01%,3.550,00,71.30,4.672,06,2.803,16,3.954,31,40%,32%,1.53%,2.54%,2.30%,54.37%,54.37%,0,1.80%,-14.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/26/2021,3.558,00,,,,,,,,,,2.00%,3.558,00,71.30,4.672,06,2.803,16,3.954,31,40%,31%,1.53%,2.54%,2.29%,54.02%,54.02%,0,1.80%,-14.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/29/2021,3.588,00,,,,,,,,,,1.99%,3.588,00,71.30,4.672,06,2.803,16,3.954,31,42%,30%,1.53%,2.54%,2.27%,52.73%,52.73%,0,1.80%,-13.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,11/30/2021,3.558,00,,,,,,,,,,2.00%,3.558,00,71.30,4.672,06,2.803,16,3.954,31,40%,31%,1.53%,2.54%,2.29%,54.02%,54.02%,0,1.80%,-14.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/1/2021,3.580,00,,,,,,,,,,1.99%,3.580,00,71.30,4.672,06,2.803,16,3.954,31,42%,31%,1.53%,2.54%,2.28%,53.07%,53.07%,0,1.80%,-13.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/2/2021,3.630,00,,,,,,,,,,1.96%,3.630,00,71.30,4.672,06,2.803,16,3.954,31,44%,29%,1.53%,2.54%,2.25%,50.96%,50.96%,0,1.80%,-12.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/3/2021,3.658,00,,,,,,,,,,1.95%,3.658,00,71.30,4.672,06,2.803,16,3.954,31,46%,28%,1.53%,2.54%,2.23%,49.81%,49.81%,0,1.80%,-11.81%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/6/2021,3.662,00,,,,,,,,,,1.95%,3.662,00,71.30,4.672,06,2.803,16,3.954,31,46%,28%,1.53%,2.54%,2.23%,49.65%,49.65%,0,1.80%,-11.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/7/2021,3.680,00,,,,,,,,,,1.94%,3.680,00,71.30,4.672,06,2.803,16,3.954,31,47%,27%,1.53%,2.54%,2.21%,48.91%,48.91%,0,1.80%,-11.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/8/2021,3.684,00,,,,,,,,,,1.94%,3.684,00,71.30,4.672,06,2.803,16,3.954,31,47%,27%,1.53%,2.54%,2.21%,48.75%,48.75%,0,1.80%,-11.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/9/2021,3.652,00,,,,,,,,,,1.95%,3.652,00,71.30,4.672,06,2.803,16,3.954,31,45%,28%,1.53%,2.54%,2.23%,50.05%,50.05%,0,1.80%,-11.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/10/2021,3.660,00,,,,,,,,,,1.95%,3.660,00,71.30,4.672,06,2.803,16,3.954,31,46%,28%,1.53%,2.54%,2.23%,49.73%,49.73%,0,1.80%,-11.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/13/2021,3.666,00,,,,,,,,,,1.94%,3.666,00,71.30,4.672,06,2.803,16,3.954,31,46%,27%,1.53%,2.54%,2.22%,49.48%,49.48%,0,1.80%,-11.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/14/2021,3.636,00,,,,,,,,,,1.96%,3.636,00,71.30,4.672,06,2.803,16,3.954,31,45%,28%,1.53%,2.54%,2.24%,50.72%,50.72%,0,1.80%,-12.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/15/2021,3.668,00,,,,,,,,,,1.94%,3.668,00,71.30,4.672,06,2.803,16,3.954,31,46%,27%,1.53%,2.54%,2.22%,49.40%,49.40%,0,1.80%,-11.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/16/2021,3.648,00,,,,,,,,,,1.95%,3.648,00,71.30,4.672,06,2.803,16,3.954,31,45%,28%,1.53%,2.54%,2.23%,50.22%,50.22%,0,1.80%,-12.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/17/2021,3.688,00,,,,,,,,,,1.93%,3.688,00,71.30,4.672,06,2.803,16,3.954,31,47%,27%,1.53%,2.54%,2.21%,48.59%,48.59%,0,1.80%,-11.09%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/20/2021,3.682,00,,,,,,,,,,1.94%,3.682,00,71.30,4.672,06,2.803,16,3.954,31,47%,27%,1.53%,2.54%,2.21%,48.83%,48.83%,0,1.80%,-11.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/21/2021,3.698,00,,,,,,,,,,1.93%,3.698,00,71.30,4.672,06,2.803,16,3.954,31,48%,26%,1.53%,2.54%,2.20%,48.19%,48.19%,0,1.80%,-10.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/22/2021,3.750,00,,,,,,,,,,1.90%,3.750,00,71.30,4.672,06,2.803,16,3.954,31,51%,25%,1.53%,2.54%,2.17%,46.13%,46.13%,0,1.80%,-9.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/23/2021,3.722,00,,,,,,,,,,1.92%,3.722,00,71.30,4.672,06,2.803,16,3.954,31,49%,26%,1.53%,2.54%,2.19%,47.23%,47.23%,0,1.80%,-10.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/24/2021,3.724,00,,,,,,,,,,1.91%,3.724,00,71.30,4.672,06,2.803,16,3.954,31,49%,25%,1.53%,2.54%,2.19%,47.15%,47.15%,0,1.80%,-10.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/27/2021,,,,,,,,,,,1.91%,3.724,00,71.30,4.672,06,2.803,16,3.954,31,49%,25%,1.53%,2.54%,2.19%,47.15%,47.15%,0,1.80%,-10.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/28/2021,,,,,,,,,,,1.91%,3.724,00,71.30,4.672,06,2.803,16,3.954,31,49%,25%,1.53%,2.54%,2.19%,47.15%,47.15%,0,1.80%,-10.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/29/2021,3.782,00,,,,,,,,,,1.89%,3.782,00,71.30,4.672,06,2.803,16,3.954,31,52%,24%,1.53%,2.54%,2.15%,44.90%,44.90%,0,1.80%,-8.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/30/2021,3.754,00,,,,,,,,,,1.90%,3.754,00,71.30,4.672,06,2.803,16,3.954,31,51%,24%,1.53%,2.54%,2.17%,45.98%,45.98%,0,1.80%,-9.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2021,12/31/2021,3.702,00,,,,,,,,,,1.93%,3.702,00,71.30,4.672,06,2.803,16,3.954,31,48%,26%,1.53%,2.54%,2.20%,48.03%,48.03%,0,1.80%,-10.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/3/2022,,,,,,,,,,,2.06%,3.702,00,76.20,4.993,14,2.995,80,4.226,06,35%,35%,1.53%,2.54%,2.20%,48.03%,48.03%,0,1.80%,-10.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/4/2022,3.784,00,,,,,,,,,,2.01%,3.784,00,76.20,4.993,14,2.995,80,4.226,06,39%,32%,1.53%,2.54%,2.15%,44.82%,44.82%,0,1.80%,-8.78%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/5/2022,3.776,00,,,,,,,,,,2.02%,3.776,00,76.20,4.993,14,2.995,80,4.226,06,39%,32%,1.53%,2.54%,2.16%,45.13%,45.13%,0,1.80%,-8.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/6/2022,3.760,00,,,,,,,,,,2.03%,3.760,00,76.20,4.993,14,2.995,80,4.226,06,38%,33%,1.53%,2.54%,2.17%,45.74%,45.74%,0,1.80%,-9.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2022,1/7/2022,3.796,00,,,,,,,,,,2.01%,3.796,00,76.20,4.993,14,2.995,80,4.226,06,40%,32%,1.53%,2.54%,2.15%,44.36%,44.36%,0,1.80%,-8.49%,,,,,,,,,,,,
