,,,,,,,,,,,,,,,,,TRAIL 12M,AÑO DE INICIO,TICKER,Nombre,,,,,,,,,,RATING,UPSIDE,PRECIO ACTUAL,PRECIO COMPRA,MEDIANA MAXIMA,PRECIO MAXIMO,BANDA MAXIMA,YIELD MAXIMO,YIELD OVERVALUED,YIELD MEDIO,YOC MAXIMO,G/P MAXIMAS,G/P MAXIMAS CON DIV,RATING MAXIMO,,,,COTIZACIÓN,,,SI,,,MAXIMO,MINIMO,ANCHO,DIVISION,MARCAS
,,,,,,,,,,,,,,,,,NO,2016,CWK LN,Cranswick PLC,,,,,,,,,,107%,-3%,$5.480,00,$   3.204,17,$  4.520,00,$      5.690,00,$  5.340,43,2.95%,1.53%,1.90%,4.31%,189.95%,200.33%,126%,,,,,,,NO,,,2.79%,1.44%,1.35%,0.02%,68
,,,,,,,,,,,,,,,,,CONFIANZA,EXTRA,YOC,FECHA COMPRA,,,,,,,,,,PRECIO MEDIANA,UPSIDE MEDIANA,YIELD ACTUAL,PRECIO VENTA,MEDIANA MINIMA,PRECIO MINIMO,BANDA MINIMA,YIELD MINIMO,YIELD UNDERVALUED,MEDIANA YIELD,YOC MINIMO,G/P MINIMAS,G/P MINIMAS CON DIV,RATING MINIMO,,,,3Y CAGR,0.00%,,Cranswick PLC - Max. DrawDown (%),,,,,,,
,,,,,,,,,,,,,,,,,90%,NO,2.54%,11/10/2017,,,,,,,,,,$  4.520,00,-18%,1.49%,$  5.340,43,$   2.162,94,$       1.890,00,$   1.533,28,1.38%,2.54%,1.80%,1.43%,-3.69%,-3.69%,-21%,,,,5Y CAGR,2.71%,,Cranswick PLC - Returns (%),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10Y CAGR,7.65%,,Cranswick PLC - Yield On Cost (YOC),,,,,,,
,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Cranswick PLC - Rating: 107% - Upside: -3%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2018,6/4/2018,3.410,00,,,,,,,,,,1.60%,3.410,00,54.50,3.571,21,2.142,67,3.022,58,89%,5%,1.53%,2.54%,2.39%,60.70%,63.96%,111.2,1.80%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/5/2018,3.448,00,,,,,,,,,,1.58%,3.448,00,54.50,3.571,21,2.142,67,3.022,58,91%,4%,1.53%,2.54%,2.36%,58.93%,62.16%,111.2,1.80%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/6/2018,3.440,00,,,,,,,,,,1.58%,3.440,00,54.50,3.571,21,2.142,67,3.022,58,91%,4%,1.53%,2.54%,2.37%,59.30%,62.53%,111.2,1.80%,-0.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/7/2018,3.370,00,,,,,,,,,,1.62%,3.370,00,54.50,3.571,21,2.142,67,3.022,58,86%,6%,1.53%,2.54%,2.42%,62.61%,65.91%,111.2,1.80%,-2.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/8/2018,3.448,00,,,,,,,,,,1.58%,3.448,00,54.50,3.571,21,2.142,67,3.022,58,91%,4%,1.53%,2.54%,2.36%,58.93%,62.16%,111.2,1.80%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/11/2018,3.460,00,,,,,,,,,,1.58%,3.460,00,54.50,3.571,21,2.142,67,3.022,58,92%,3%,1.53%,2.54%,2.36%,58.38%,61.60%,111.2,1.80%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/12/2018,3.408,00,,,,,,,,,,1.60%,3.408,00,54.50,3.571,21,2.142,67,3.022,58,89%,5%,1.53%,2.54%,2.39%,60.80%,64.06%,111.2,1.80%,-1.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/13/2018,3.400,00,,,,,,,,,,1.60%,3.400,00,54.50,3.571,21,2.142,67,3.022,58,88%,5%,1.53%,2.54%,2.40%,61.18%,64.45%,111.2,1.80%,-1.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/14/2018,3.392,00,,,,,,,,,,1.61%,3.392,00,54.50,3.571,21,2.142,67,3.022,58,87%,5%,1.53%,2.54%,2.40%,61.56%,64.83%,111.2,1.80%,-1.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/15/2018,3.364,00,,,,,,,,,,1.62%,3.364,00,54.50,3.571,21,2.142,67,3.022,58,85%,6%,1.53%,2.54%,2.42%,62.90%,66.21%,111.2,1.80%,-2.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/18/2018,3.368,00,,,,,,,,,,1.62%,3.368,00,54.50,3.571,21,2.142,67,3.022,58,86%,6%,1.53%,2.54%,2.42%,62.71%,66.01%,111.2,1.80%,-2.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/19/2018,3.354,00,,,,,,,,,,1.62%,3.354,00,54.50,3.571,21,2.142,67,3.022,58,85%,6%,1.53%,2.54%,2.43%,63.39%,66.70%,111.2,1.80%,-3.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/20/2018,3.346,00,,,,,,,,,,1.63%,3.346,00,54.50,3.571,21,2.142,67,3.022,58,84%,7%,1.53%,2.54%,2.44%,63.78%,67.10%,111.2,1.80%,-3.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/21/2018,3.326,00,,,,,,,,,,1.64%,3.326,00,54.50,3.571,21,2.142,67,3.022,58,83%,7%,1.53%,2.54%,2.45%,64.76%,68.11%,111.2,1.80%,-3.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/22/2018,3.360,00,,,,,,,,,,1.62%,3.360,00,54.50,3.571,21,2.142,67,3.022,58,85%,6%,1.53%,2.54%,2.43%,63.10%,66.40%,111.2,1.80%,-2.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/25/2018,3.348,00,,,,,,,,,,1.63%,3.348,00,54.50,3.571,21,2.142,67,3.022,58,84%,7%,1.53%,2.54%,2.43%,63.68%,67.00%,111.2,1.80%,-3.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/26/2018,3.376,00,,,,,,,,,,1.61%,3.376,00,54.50,3.571,21,2.142,67,3.022,58,86%,6%,1.53%,2.54%,2.41%,62.32%,65.62%,111.2,1.80%,-2.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/27/2018,3.374,00,,,,,,,,,,1.62%,3.374,00,54.50,3.571,21,2.142,67,3.022,58,86%,6%,1.53%,2.54%,2.42%,62.42%,65.71%,111.2,1.80%,-2.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/28/2018,3.348,00,,,,,,,,,,1.63%,3.348,00,54.50,3.571,21,2.142,67,3.022,58,84%,7%,1.53%,2.54%,2.43%,63.68%,67.00%,111.2,1.80%,-3.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,6/29/2018,3.376,00,,,,,,,,,,1.61%,3.376,00,54.50,3.571,21,2.142,67,3.022,58,86%,6%,1.53%,2.54%,2.41%,62.32%,65.62%,111.2,1.80%,-2.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/2/2018,3.360,00,,,,,,,,,,1.62%,3.360,00,54.50,3.571,21,2.142,67,3.022,58,85%,6%,1.53%,2.54%,2.43%,63.10%,66.40%,111.2,1.80%,-2.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/3/2018,3.368,00,,,,,,,,,,1.62%,3.368,00,54.50,3.571,21,2.142,67,3.022,58,86%,6%,1.53%,2.54%,2.42%,62.71%,66.01%,111.2,1.80%,-2.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/4/2018,3.366,00,,,,,,,,,,1.62%,3.366,00,54.50,3.571,21,2.142,67,3.022,58,86%,6%,1.53%,2.54%,2.42%,62.80%,66.11%,111.2,1.80%,-2.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/5/2018,3.360,00,,,,,,,,,,1.62%,3.360,00,54.50,3.571,21,2.142,67,3.022,58,85%,6%,1.53%,2.54%,2.43%,63.10%,66.40%,111.2,1.80%,-2.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/6/2018,3.380,00,,,,,,,,,,1.61%,3.380,00,54.50,3.571,21,2.142,67,3.022,58,87%,6%,1.53%,2.54%,2.41%,62.13%,65.42%,111.2,1.80%,-2.31%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/9/2018,3.356,00,,,,,,,,,,1.62%,3.356,00,54.50,3.571,21,2.142,67,3.022,58,85%,6%,1.53%,2.54%,2.43%,63.29%,66.60%,111.2,1.80%,-3.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/10/2018,3.356,00,,,,,,,,,,1.62%,3.356,00,54.50,3.571,21,2.142,67,3.022,58,85%,6%,1.53%,2.54%,2.43%,63.29%,66.60%,111.2,1.80%,-3.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/11/2018,3.354,00,,,,,,,,,,1.62%,3.354,00,54.50,3.571,21,2.142,67,3.022,58,85%,6%,1.53%,2.54%,2.43%,63.39%,66.70%,111.2,1.80%,-3.06%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/12/2018,3.356,00,,,,,,,,,,1.62%,3.356,00,54.50,3.571,21,2.142,67,3.022,58,85%,6%,1.53%,2.54%,2.43%,63.29%,66.60%,111.2,1.80%,-3.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/13/2018,3.342,00,,,,,,,,,,1.63%,3.342,00,54.50,3.571,21,2.142,67,3.022,58,84%,7%,1.53%,2.54%,2.44%,63.97%,67.30%,111.2,1.80%,-3.41%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/16/2018,3.348,00,,,,,,,,,,1.63%,3.348,00,54.50,3.571,21,2.142,67,3.022,58,84%,7%,1.53%,2.54%,2.43%,63.68%,67.00%,111.2,1.80%,-3.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/17/2018,3.338,00,,,,,,,,,,1.63%,3.338,00,54.50,3.571,21,2.142,67,3.022,58,84%,7%,1.53%,2.54%,2.44%,64.17%,67.50%,111.2,1.80%,-3.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/18/2018,3.348,00,,,,,,,,,,1.63%,3.348,00,54.50,3.571,21,2.142,67,3.022,58,84%,7%,1.53%,2.54%,2.43%,63.68%,67.00%,111.2,1.80%,-3.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/19/2018,3.314,00,,,,,,,,,,1.64%,3.314,00,54.50,3.571,21,2.142,67,3.022,58,82%,8%,1.53%,2.54%,2.46%,65.36%,68.71%,111.2,1.80%,-4.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/20/2018,3.302,00,,,,,,,,,,1.65%,3.302,00,54.50,3.571,21,2.142,67,3.022,58,81%,8%,1.53%,2.54%,2.47%,65.96%,69.33%,111.2,1.80%,-4.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/23/2018,3.270,00,,,,,,,,,,1.67%,3.270,00,54.50,3.571,21,2.142,67,3.022,58,79%,9%,1.53%,2.54%,2.49%,67.58%,70.98%,111.2,1.80%,-5.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/24/2018,3.240,00,,,,,,,,,,1.68%,3.240,00,54.50,3.571,21,2.142,67,3.022,58,77%,10%,1.53%,2.54%,2.52%,69.14%,72.57%,111.2,1.80%,-6.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/25/2018,3.258,00,,,,,,,,,,1.67%,3.258,00,54.50,3.571,21,2.142,67,3.022,58,78%,10%,1.53%,2.54%,2.50%,68.20%,71.61%,111.2,1.80%,-5.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/26/2018,3.268,00,,,,,,,,,,1.67%,3.268,00,54.50,3.571,21,2.142,67,3.022,58,79%,9%,1.53%,2.54%,2.49%,67.69%,71.09%,111.2,1.80%,-5.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/27/2018,3.304,00,,,,,,,,,,1.65%,3.304,00,54.50,3.571,21,2.142,67,3.022,58,81%,8%,1.53%,2.54%,2.47%,65.86%,69.23%,111.2,1.80%,-4.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/30/2018,3.320,00,,,,,,,,,,1.64%,3.320,00,54.50,3.571,21,2.142,67,3.022,58,82%,8%,1.53%,2.54%,2.45%,65.06%,68.41%,111.2,1.80%,-4.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,7/31/2018,3.274,00,,,,,,,,,,1.66%,3.274,00,54.50,3.571,21,2.142,67,3.022,58,79%,9%,1.53%,2.54%,2.49%,67.38%,70.78%,111.2,1.80%,-5.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/1/2018,3.308,00,,,,,,,,,,1.65%,3.308,00,54.50,3.571,21,2.142,67,3.022,58,82%,8%,1.53%,2.54%,2.46%,65.66%,69.02%,111.2,1.80%,-4.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/2/2018,3.304,00,,,,,,,,,,1.65%,3.304,00,54.50,3.571,21,2.142,67,3.022,58,81%,8%,1.53%,2.54%,2.47%,65.86%,69.23%,111.2,1.80%,-4.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/3/2018,3.300,00,,,,,,,,,,1.65%,3.300,00,54.50,3.571,21,2.142,67,3.022,58,81%,8%,1.53%,2.54%,2.47%,66.06%,69.43%,111.2,1.80%,-4.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/6/2018,3.306,00,,,,,,,,,,1.65%,3.306,00,54.50,3.571,21,2.142,67,3.022,58,81%,8%,1.53%,2.54%,2.47%,65.76%,69.12%,111.2,1.80%,-4.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/7/2018,3.310,00,,,,,,,,,,1.65%,3.310,00,54.50,3.571,21,2.142,67,3.022,58,82%,8%,1.53%,2.54%,2.46%,65.56%,68.92%,111.2,1.80%,-4.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/8/2018,3.312,00,,,,,,,,,,1.65%,3.312,00,54.50,3.571,21,2.142,67,3.022,58,82%,8%,1.53%,2.54%,2.46%,65.46%,68.82%,111.2,1.80%,-4.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/9/2018,3.306,00,,,,,,,,,,1.65%,3.306,00,54.50,3.571,21,2.142,67,3.022,58,81%,8%,1.53%,2.54%,2.47%,65.76%,69.12%,111.2,1.80%,-4.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/10/2018,3.316,00,,,,,,,,,,1.64%,3.316,00,54.50,3.571,21,2.142,67,3.022,58,82%,8%,1.53%,2.54%,2.46%,65.26%,68.61%,111.2,1.80%,-4.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/13/2018,3.302,00,,,,,,,,,,1.65%,3.302,00,54.50,3.571,21,2.142,67,3.022,58,81%,8%,1.53%,2.54%,2.47%,65.96%,69.33%,111.2,1.80%,-4.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/14/2018,3.330,00,,,,,,,,,,1.64%,3.330,00,54.50,3.571,21,2.142,67,3.022,58,83%,7%,1.53%,2.54%,2.45%,64.56%,67.90%,111.2,1.80%,-3.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/15/2018,3.336,00,,,,,,,,,,1.63%,3.336,00,54.50,3.571,21,2.142,67,3.022,58,84%,7%,1.53%,2.54%,2.44%,64.27%,67.60%,111.2,1.80%,-3.58%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/16/2018,3.326,00,,,,,,,,,,1.64%,3.326,00,54.50,3.571,21,2.142,67,3.022,58,83%,7%,1.53%,2.54%,2.45%,64.76%,68.11%,111.2,1.80%,-3.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/17/2018,3.322,00,,,,,,,,,,1.64%,3.322,00,54.50,3.571,21,2.142,67,3.022,58,83%,8%,1.53%,2.54%,2.45%,64.96%,68.31%,111.2,1.80%,-3.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/20/2018,3.288,00,,,,,,,,,,1.66%,3.288,00,54.50,3.571,21,2.142,67,3.022,58,80%,9%,1.53%,2.54%,2.48%,66.67%,70.05%,111.2,1.80%,-4.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/21/2018,3.252,00,,,,,,,,,,1.68%,3.252,00,54.50,3.571,21,2.142,67,3.022,58,78%,10%,1.53%,2.54%,2.51%,68.51%,71.93%,111.2,1.80%,-6.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/22/2018,3.184,00,,,,,,,,,,1.71%,3.184,00,54.50,3.571,21,2.142,67,3.022,58,73%,12%,1.53%,2.54%,2.56%,72.11%,75.60%,111.2,1.80%,-7.98%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/23/2018,3.164,00,,,,,,,,,,1.72%,3.164,00,54.50,3.571,21,2.142,67,3.022,58,71%,13%,1.53%,2.54%,2.58%,73.20%,76.71%,111.2,1.80%,-8.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/24/2018,3.232,00,,,,,,,,,,1.69%,3.232,00,54.50,3.571,21,2.142,67,3.022,58,76%,10%,1.53%,2.54%,2.52%,69.55%,73.00%,111.2,1.80%,-6.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/28/2018,3.210,00,,,,,,,,,,1.70%,3.210,00,54.50,3.571,21,2.142,67,3.022,58,75%,11%,1.53%,2.54%,2.54%,70.72%,74.18%,111.2,1.80%,-7.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/29/2018,3.200,00,,,,,,,,,,1.70%,3.200,00,54.50,3.571,21,2.142,67,3.022,58,74%,12%,1.53%,2.54%,2.55%,71.25%,74.73%,111.2,1.80%,-7.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/30/2018,3.228,00,,,,,,,,,,1.69%,3.228,00,54.50,3.571,21,2.142,67,3.022,58,76%,11%,1.53%,2.54%,2.52%,69.76%,73.21%,111.2,1.80%,-6.71%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/31/2018,3.230,00,,,,,,,,,,1.69%,3.230,00,54.50,3.571,21,2.142,67,3.022,58,76%,11%,1.53%,2.54%,2.52%,69.66%,73.10%,111.2,1.80%,-6.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/3/2018,3.274,00,,,,,,,,,,1.66%,3.274,00,54.50,3.571,21,2.142,67,3.022,58,79%,9%,1.53%,2.54%,2.49%,67.38%,70.78%,111.2,1.80%,-5.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/4/2018,3.214,00,,,,,,,,,,1.70%,3.214,00,54.50,3.571,21,2.142,67,3.022,58,75%,11%,1.53%,2.54%,2.54%,70.50%,73.96%,111.2,1.80%,-7.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/5/2018,3.232,00,,,,,,,,,,1.69%,3.232,00,54.50,3.571,21,2.142,67,3.022,58,76%,10%,1.53%,2.54%,2.52%,69.55%,73.00%,111.2,1.80%,-6.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/6/2018,3.230,00,,,,,,,,,,1.69%,3.230,00,54.50,3.571,21,2.142,67,3.022,58,76%,11%,1.53%,2.54%,2.52%,69.66%,73.10%,111.2,1.80%,-6.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/7/2018,3.232,00,,,,,,,,,,1.69%,3.232,00,54.50,3.571,21,2.142,67,3.022,58,76%,10%,1.53%,2.54%,2.52%,69.55%,73.00%,111.2,1.80%,-6.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/10/2018,3.232,00,,,,,,,,,,1.69%,3.232,00,54.50,3.571,21,2.142,67,3.022,58,76%,10%,1.53%,2.54%,2.52%,69.55%,73.00%,111.2,1.80%,-6.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/11/2018,3.258,00,,,,,,,,,,1.67%,3.258,00,54.50,3.571,21,2.142,67,3.022,58,78%,10%,1.53%,2.54%,2.50%,68.20%,71.61%,111.2,1.80%,-5.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/12/2018,3.294,00,,,,,,,,,,1.65%,3.294,00,54.50,3.571,21,2.142,67,3.022,58,81%,8%,1.53%,2.54%,2.47%,66.36%,69.74%,111.2,1.80%,-4.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/13/2018,3.302,00,,,,,,,,,,1.65%,3.302,00,54.50,3.571,21,2.142,67,3.022,58,81%,8%,1.53%,2.54%,2.47%,65.96%,69.33%,111.2,1.80%,-4.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/14/2018,3.290,00,,,,,,,,,,1.66%,3.290,00,54.50,3.571,21,2.142,67,3.022,58,80%,9%,1.53%,2.54%,2.48%,66.57%,69.95%,111.2,1.80%,-4.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/17/2018,3.322,00,,,,,,,,,,1.64%,3.322,00,54.50,3.571,21,2.142,67,3.022,58,83%,8%,1.53%,2.54%,2.45%,64.96%,68.31%,111.2,1.80%,-3.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/18/2018,3.334,00,,,,,,,,,,1.63%,3.334,00,54.50,3.571,21,2.142,67,3.022,58,83%,7%,1.53%,2.54%,2.44%,64.37%,67.70%,111.2,1.80%,-3.64%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/19/2018,3.332,00,,,,,,,,,,1.64%,3.332,00,54.50,3.571,21,2.142,67,3.022,58,83%,7%,1.53%,2.54%,2.45%,64.47%,67.80%,111.2,1.80%,-3.70%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/20/2018,3.340,00,,,,,,,,,,1.63%,3.340,00,54.50,3.571,21,2.142,67,3.022,58,84%,7%,1.53%,2.54%,2.44%,64.07%,67.40%,111.2,1.80%,-3.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/21/2018,3.362,00,,,,,,,,,,1.62%,3.362,00,54.50,3.571,21,2.142,67,3.022,58,85%,6%,1.53%,2.54%,2.42%,63.00%,66.31%,111.2,1.80%,-2.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/24/2018,3.358,00,,,,,,,,,,1.62%,3.358,00,54.50,3.571,21,2.142,67,3.022,58,85%,6%,1.53%,2.54%,2.43%,63.19%,66.50%,111.2,1.80%,-2.95%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/25/2018,3.372,00,,,,,,,,,,1.62%,3.372,00,54.50,3.571,21,2.142,67,3.022,58,86%,6%,1.53%,2.54%,2.42%,62.51%,65.81%,111.2,1.80%,-2.54%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/26/2018,3.374,00,,,,,,,,,,1.62%,3.374,00,54.50,3.571,21,2.142,67,3.022,58,86%,6%,1.53%,2.54%,2.42%,62.42%,65.71%,111.2,1.80%,-2.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/27/2018,3.408,00,,,,,,,,,,1.60%,3.408,00,54.50,3.571,21,2.142,67,3.022,58,89%,5%,1.53%,2.54%,2.39%,60.80%,64.06%,111.2,1.80%,-1.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/28/2018,3.384,00,,,,,,,,,,1.61%,3.384,00,54.50,3.571,21,2.142,67,3.022,58,87%,6%,1.53%,2.54%,2.41%,61.94%,65.22%,111.2,1.80%,-2.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/1/2018,3.428,00,,,,,,,,,,1.59%,3.428,00,54.50,3.571,21,2.142,67,3.022,58,90%,4%,1.53%,2.54%,2.38%,59.86%,63.10%,111.2,1.80%,-0.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/2/2018,3.454,00,,,,,,,,,,1.58%,3.454,00,54.50,3.571,21,2.142,67,3.022,58,92%,3%,1.53%,2.54%,2.36%,58.66%,61.88%,111.2,1.80%,-0.17%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/3/2018,3.450,00,,,,,,,,,,1.58%,3.450,00,54.50,3.571,21,2.142,67,3.022,58,92%,4%,1.53%,2.54%,2.36%,58.84%,62.06%,111.2,1.80%,-0.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/4/2018,3.418,00,,,,,,,,,,1.59%,3.418,00,54.50,3.571,21,2.142,67,3.022,58,89%,4%,1.53%,2.54%,2.38%,60.33%,63.58%,111.2,1.80%,-1.21%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/5/2018,3.374,00,,,,,,,,,,1.62%,3.374,00,54.50,3.571,21,2.142,67,3.022,58,86%,6%,1.53%,2.54%,2.42%,62.42%,65.71%,111.2,1.80%,-2.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/8/2018,3.236,00,,,,,,,,,,1.68%,3.236,00,54.50,3.571,21,2.142,67,3.022,58,77%,10%,1.53%,2.54%,2.52%,69.34%,72.78%,111.2,1.80%,-6.47%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/9/2018,3.090,00,,,,,,,,,,1.76%,3.090,00,54.50,3.571,21,2.142,67,3.022,58,66%,16%,1.53%,2.54%,2.64%,77.35%,80.94%,111.2,1.80%,-10.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/10/2018,3.018,00,,,,,,,,,,1.81%,3.018,00,54.50,3.571,21,2.142,67,3.022,58,61%,18%,1.53%,2.54%,2.70%,81.58%,85.26%,111.2,1.80%,-12.77%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/11/2018,2.960,00,,,,,,,,,,1.84%,2.960,00,54.50,3.571,21,2.142,67,3.022,58,57%,21%,1.53%,2.54%,2.75%,85.14%,88.89%,111.2,1.80%,-14.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/12/2018,3.004,00,,,,,,,,,,1.81%,3.004,00,54.50,3.571,21,2.142,67,3.022,58,60%,19%,1.53%,2.54%,2.71%,82.42%,86.13%,111.2,1.80%,-13.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/15/2018,2.962,00,,,,,,,,,,1.84%,2.962,00,54.50,3.571,21,2.142,67,3.022,58,57%,21%,1.53%,2.54%,2.75%,85.01%,88.76%,111.2,1.80%,-14.39%,,,,,,,,,,,,
